rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,rank25,rank26,rank27,rank28,rank29,rank30,rank31,rank32,rank33,rank34,rank35,rank36,rank37,rank38,rank39,rank40,rank41,rank42,rank43,rank44,rank45,rank46,rank47,rank48,rank49,rank50,rank51,rank52,rank53,rank54,rank55,rank56,rank57,rank58,rank59,rank60,rank61,rank62,rank63,rank64,rank65,rank66,rank67,rank68,rank69,rank70,rank71,rank72,rank73,rank74,rank75,rank76,rank77,rank78,rank79,rank80,rank81,rank82,rank83,rank84,rank85,rank86,rank87,rank88,rank89,rank90,rank91,rank92,rank93,rank94,rank95,rank96,rank97,rank98,rank99,rank100,rank101,rank102,rank103,rank104,rank105,rank106,rank107,rank108,rank109,rank110,rank111,rank112,rank113,Num Cands,Num Seats
112,112,112,112,112,1,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,113,112,112,112,112,112,112,112,112,112,112,2,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,4,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,1,112,3,112,112,112,112,112,112,112,112,112,112,112,112,112,,
113,1,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,1,1,113,113,113,113,1,113,1,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,1,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,1,113,113,1,113,113,113,113,113,113,113,113,113,1,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,5,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,4,113,113,113,113,113,113,113,113,113,3,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,3,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,50,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,10,113,113,113,113,113,113,8,113,3,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,5,11,113,13,113,113,113,113,113,113,113,113,113,113,113,113,113,4,113,113,113,113,12,113,113,113,2,113,113,113,113,113,14,113,113,113,113,113,113,113,113,113,113,7,113,113,113,113,113,9,113,6,113,113,113,113,113,113,113,113,113,113,113,1,113,,
113,113,113,113,113,2,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,4,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,3,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,3,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,7,113,113,113,113,113,6,113,113,113,113,113,113,113,113,113,4,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,5,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,3,113,113,113,1,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,5,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,7,113,113,113,113,113,113,113,113,113,113,3,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,4,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,6,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,110,113,113,112,113,113,3,113,109,113,113,113,113,113,113,113,113,113,113,113,108,113,113,113,113,108,113,113,113,113,113,109,113,111,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,109,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,108,113,113,113,113,113,113,113,2,109,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,4,113,113,3,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,2,5,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
2,106,106,106,106,106,106,106,106,106,106,106,106,106,111,106,106,106,106,106,106,106,106,96,106,106,106,106,106,106,106,106,106,96,106,106,106,106,106,106,96,106,106,106,106,1,106,106,96,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,96,106,106,106,106,106,106,106,111,106,106,106,106,96,106,106,106,106,106,106,106,106,106,106,111,106,106,106,106,106,106,64,106,106,106,106,106,106,106,106,96,106,106,106,106,106,106,,
113,113,8,113,113,113,113,113,113,113,113,113,113,113,3,113,113,113,113,113,113,113,113,7,113,113,113,9,113,113,113,113,113,5,6,113,113,113,113,113,8,113,113,113,113,11,113,113,9,113,113,113,113,113,6,113,113,1,113,113,113,113,113,113,113,12,11,113,113,113,113,113,113,113,2,113,113,113,113,7,113,113,113,113,10,113,113,113,113,113,4,113,113,113,113,113,113,113,113,112,5,113,113,113,113,113,10,113,113,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,15,113,113,113,113,113,113,113,113,113,113,113,113,113,10,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,5,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,20,113,113,113,113,30,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,25,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,63,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,2,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,113,112,112,112,112,112,112,112,112,62,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,1,112,112,112,112,112,,
113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,3,6,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,4,113,113,113,113,113,113,113,5,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,3,113,113,113,113,113,113,113,113,113,113,113,113,3,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,3,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
12,10,112,112,112,5,112,112,112,112,112,112,112,112,7,112,11,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,1,111,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,11,10,112,112,112,112,2,112,9,112,112,113,112,112,112,112,11,112,112,112,8,112,112,112,112,11,112,112,112,112,112,112,112,112,112,112,6,112,112,112,11,112,112,4,112,110,3,112,112,112,112,112,112,11,112,11,112,112,112,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,9,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,3,4,113,113,113,113,113,113,113,113,13,113,113,113,11,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,10,113,113,113,113,113,113,8,113,113,113,113,113,113,113,113,6,113,113,113,113,113,113,113,113,10,113,113,113,113,113,113,113,4,113,113,113,1,113,113,113,113,113,113,113,4,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
112,112,112,112,112,112,112,112,112,112,112,112,112,112,2,112,112,1,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,113,112,112,112,112,112,1,112,112,112,112,112,112,112,112,112,4,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,4,113,113,113,113,113,113,113,113,113,113,113,1,113,113,3,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
86,11,94,113,113,76,113,113,86,113,113,113,89,95,16,84,51,113,113,112,39,113,90,54,113,40,96,6,1,113,65,113,23,105,11,112,113,113,96,113,36,77,113,7,113,4,113,56,22,87,113,4,105,99,107,14,113,11,108,113,113,33,21,108,113,19,100,9,113,113,2,113,113,73,27,83,113,113,113,72,113,70,107,103,71,113,113,113,25,79,82,94,100,113,37,96,8,66,113,20,81,113,113,113,63,113,100,5,68,3,88,113,33,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,3,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,,
70,113,113,113,113,30,113,113,113,113,113,113,113,113,113,113,113,30,113,113,113,113,113,113,113,30,113,2,30,113,113,113,5,113,113,113,113,113,113,113,113,113,113,60,113,113,113,113,113,113,113,30,113,113,50,113,113,113,113,113,20,113,113,113,113,113,113,113,113,113,30,113,113,113,113,113,113,60,113,50,113,25,113,113,113,113,80,113,113,113,113,113,113,113,29,113,30,20,113,40,50,113,113,113,113,113,113,30,1,29,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,4,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,3,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
7,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,6,113,113,8,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,4,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,10,113,3,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,,
113,1,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,43,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,20,113,113,103,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,19,113,113,113,6,113,113,113,113,113,113,113,113,113,113,113,113,113,109,113,113,113,60,113,113,113,2,113,113,113,113,113,4,110,113,113,113,113,113,113,113,113,18,113,113,113,113,20,113,113,113,113,113,3,113,113,113,113,113,113,113,1,113,113,112,113,113,113,113,113,113,113,10,113,113,113,113,113,30,113,113,113,113,113,113,113,113,113,113,111,113,113,113,113,113,113,113,113,6,110,113,113,113,113,113,113,113,113,113,113,113,113,,
113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,5,113,113,113,113,113,113,113,113,113,113,113,113,113,4,113,113,113,113,113,113,113,113,3,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
112,112,112,112,112,1,112,112,112,112,112,112,112,112,112,112,17,112,112,112,112,112,113,112,112,17,112,16,6,112,112,112,17,112,112,112,112,112,112,112,112,112,112,12,112,112,112,112,112,112,112,3,113,112,112,112,112,9,112,112,112,113,4,113,112,111,112,112,112,112,17,112,112,112,112,113,112,112,7,112,112,112,113,112,112,112,112,112,2,112,112,112,112,112,5,112,7,14,112,18,15,112,112,112,112,112,112,7,13,17,112,8,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,2,3,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,3,4,113,113,113,113,113,113,113,113,113,113,113,5,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,40,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,80,40,113,80,113,113,113,80,113,113,40,113,113,113,113,113,113,113,113,113,113,113,113,113,40,113,80,113,113,113,40,113,113,113,113,113,113,113,113,113,113,113,113,113,113,80,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,80,113,113,113,113,113,113,113,80,1,113,113,113,113,113,113,113,113,113,113,113,80,1,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,99,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,48,113,113,113,113,113,113,113,20,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,3,113,113,113,113,1,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,21,6,113,113,113,113,113,113,113,3,113,113,113,5,113,113,113,113,113,7,4,113,113,113,113,113,23,113,113,113,113,112,113,113,24,113,113,113,113,113,113,113,113,94,113,113,113,113,2,113,113,113,113,113,113,113,100,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,22,113,113,113,113,113,25,113,111,113,105,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,4,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,3,113,113,113,113,113,113,113,113,5,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,9,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,112,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,100,113,113,113,113,113,113,113,113,113,113,113,113,113,90,113,113,113,113,113,113,113,113,100,113,113,113,113,113,113,113,113,113,113,90,113,113,113,113,113,113,113,113,100,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,4,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,3,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,3,113,113,113,113,113,1,4,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,5,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
112,1,95,95,112,11,112,112,95,112,112,111,112,112,80,112,8,95,112,112,70,112,112,80,112,112,95,95,112,112,112,112,3,12,95,112,112,112,112,95,80,112,111,7,112,80,95,113,80,30,112,112,112,112,12,18,112,9,70,112,51,95,45,112,112,60,100,95,112,111,2,112,112,111,13,45,112,111,31,80,112,112,112,112,95,112,112,112,112,95,50,90,95,112,9,112,111,10,112,6,80,112,112,112,111,112,95,95,13,2,95,111,95,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,3,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,4,113,113,113,113,113,113,113,3,113,113,113,113,113,113,113,113,113,113,113,113,113,5,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,6,113,113,113,113,3,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,4,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,,
112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,113,112,112,112,112,112,112,113,112,112,112,112,113,112,112,112,50,112,112,112,112,112,112,50,112,112,112,112,5,112,112,112,4,112,112,112,112,112,112,113,112,112,112,113,112,1,112,112,112,112,112,112,112,7,113,112,112,6,8,112,112,113,112,112,113,112,112,112,113,112,112,112,112,2,112,112,112,112,112,112,3,112,112,50,112,111,112,112,112,112,112,112,112,112,112,112,,
113,2,113,113,113,2,113,113,113,113,113,113,113,113,1,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,3,113,113,113,113,113,113,113,113,113,113,4,113,113,113,113,113,113,113,113,113,2,1,113,113,113,113,113,113,3,113,113,113,113,113,113,113,113,113,113,113,113,113,1,2,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,3,113,113,113,113,113,3,113,113,113,113,113,113,3,113,113,113,113,2,113,113,3,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,3,113,113,113,113,4,113,113,113,113,113,3,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,1,113,113,113,113,113,13,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,7,113,6,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,24,113,113,104,113,113,113,113,113,113,113,113,113,113,8,113,113,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,4,113,113,113,113,113,113,113,113,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,5,113,113,113,113,113,113,3,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,113,113,113,113,5,113,113,113,113,113,113,113,113,20,113,113,113,113,113,113,113,113,113,113,113,5,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,20,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
113,4,113,113,113,112,113,113,113,113,113,113,112,113,2,113,112,112,113,113,112,113,113,112,113,112,10,112,10,112,112,113,10,10,113,112,113,113,113,113,112,113,113,113,113,10,113,113,10,3,113,112,113,113,10,10,113,113,112,113,112,112,113,113,113,112,113,112,113,113,112,113,113,113,9,113,113,112,113,112,113,112,113,113,113,112,113,113,112,113,113,112,112,113,10,112,112,1,113,10,112,113,113,113,113,113,112,112,112,112,113,113,112,,
113,113,113,113,113,113,113,113,113,113,113,113,113,113,106,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,2,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,105,113,113,113,113,113,113,113,113,96,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,3,5,113,113,113,4,113,113,113,113,113,113,113,113,,
113,24,113,113,113,34,113,5,113,113,113,113,31,113,12,113,113,40,113,26,28,113,19,15,4,113,36,113,113,113,113,113,38,18,14,113,113,113,113,113,113,2,113,23,113,113,113,8,17,113,113,39,20,113,113,7,3,22,29,113,113,113,113,113,113,113,16,113,113,113,113,113,113,27,13,9,113,113,1,113,113,6,113,30,113,113,113,113,113,113,11,25,32,113,37,113,113,35,113,113,10,113,113,113,21,113,113,113,113,113,33,113,113,,
113,113,113,113,113,113,113,113,113,113,1,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,,
