rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,rank25,rank26,rank27,rank28,rank29,rank30,rank31,rank32,rank33,rank34,rank35,rank36,rank37,rank38,rank39,rank40,rank41,rank42,rank43,rank44,rank45,rank46,rank47,rank48,rank49,rank50,rank51,rank52,rank53,rank54,rank55,rank56,rank57,Num Cands,Num Seats
57,57,57,57,13,57,57,57,57,5,57,57,57,10,57,57,57,57,57,57,57,57,57,57,57,57,57,57,6,57,57,12,57,8,57,57,1,57,57,57,57,9,3,57,57,57,4,2,57,57,57,57,57,11,57,7,57,,
16,23,57,13,1,21,24,57,7,10,57,57,2,57,57,57,57,57,57,18,57,57,57,57,57,57,57,57,57,17,57,57,57,5,57,20,12,57,57,3,57,57,4,9,14,57,57,1,15,57,6,19,1,57,57,10,8,,
57,57,57,57,57,57,57,57,57,2,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,1,57,57,57,3,57,57,57,57,4,57,57,57,57,57,57,57,57,57,57,57,,
18,28,20,15,46,11,37,10,22,43,14,19,17,49,31,55,45,33,50,6,16,25,56,53,32,35,52,29,42,9,48,8,5,47,40,51,12,54,21,41,36,30,27,44,34,23,13,24,38,2,4,26,1,39,3,57,7,,
57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,3,57,57,57,57,57,57,57,1,57,57,57,57,2,57,57,57,57,,
57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,1,57,57,57,57,57,57,57,57,57,57,57,57,57,,
25,21,1,25,40,40,24,57,57,57,10,16,45,57,15,21,30,50,30,4,57,57,57,50,17,30,32,20,57,15,57,35,19,25,57,40,3,57,19,45,57,57,21,57,30,40,19,40,35,12,18,19,8,35,10,16,57,,
2,57,57,57,57,57,57,57,57,4,57,57,57,57,7,57,57,57,57,57,57,57,57,57,57,57,57,57,57,1,57,57,57,57,57,57,1,57,57,57,8,57,57,57,57,57,57,57,57,57,57,57,5,57,2,57,57,,
29,18,5,57,37,20,24,57,35,21,57,3,16,57,33,57,57,57,17,4,9,57,39,57,14,30,57,40,28,15,57,57,6,31,57,10,8,57,27,25,22,57,32,19,26,38,23,7,57,36,1,13,2,57,34,11,12,,
57,57,3,57,57,57,57,57,57,57,5,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,6,57,57,57,57,57,57,57,57,57,4,57,57,57,57,57,57,57,57,57,57,2,57,1,57,57,57,57,57,,
57,57,57,57,57,5,57,57,57,57,57,1,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,3,57,57,57,57,6,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,3,1,,
14,13,30,57,1,8,53,27,55,18,34,9,21,29,17,45,37,38,6,4,23,44,40,51,20,49,50,15,48,26,16,42,32,10,56,35,19,52,33,22,25,46,11,41,12,39,24,5,54,47,3,7,2,36,43,28,31,,
57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,,
?,12,2,?,?,?,?,?,?,8,?,9,6,?,?,?,?,?,?,4,?,?,?,?,?,?,?,?,?,10,?,?,?,?,?,?,?,?,7,5,13,?,?,11,?,?,?,3,?,?,?,?,1,?,?,?,14,,
