file,plurality,top4_plurality,IRV,top4_IRV,top-two,top4_top-two,borda-pm,top4_borda-pm,top-3-truncation,top4_top-3-truncation,condorcet,top4_condorcet,minimax,top4_minimax,smith,top4_smith,smith-minimax,top4_smith-minimax,ranked-pairs,top4_ranked-pairs
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Heffron.csv,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron,HOENIG Ron
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Londonderry.csv,CAR Prue,CAR Prue,CAR Prue,CAR Prue,CAR Prue,CAR Prue,CAR Prue,CAR Prue,CAR Prue,CAR Prue,CAR Prue,CAR Prue,CAR Prue,CAR Prue,CAR Prue,CAR Prue,CAR Prue,CAR Prue,CAR Prue,CAR Prue
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Upper Hunter.csv,JOHNSEN Michael,JOHNSEN Michael,JOHNSEN Michael,JOHNSEN Michael,JOHNSEN Michael,JOHNSEN Michael,JOHNSEN Michael,JOHNSEN Michael,JOHNSEN Michael,JOHNSEN Michael,DAGG Melanie,DAGG Melanie,DAGG Melanie,DAGG Melanie,DAGG Melanie,DAGG Melanie,DAGG Melanie,DAGG Melanie,DAGG Melanie,DAGG Melanie
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Bankstown.csv,MIHAILUK Tania,MIHAILUK Tania,MIHAILUK Tania,MIHAILUK Tania,MIHAILUK Tania,MIHAILUK Tania,MIHAILUK Tania,MIHAILUK Tania,MIHAILUK Tania,MIHAILUK Tania,MIHAILUK Tania,MIHAILUK Tania,MIHAILUK Tania,MIHAILUK Tania,MIHAILUK Tania,MIHAILUK Tania,MIHAILUK Tania,MIHAILUK Tania,MIHAILUK Tania,MIHAILUK Tania
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Canterbury.csv,COTSIS Sophie,COTSIS Sophie,COTSIS Sophie,COTSIS Sophie,COTSIS Sophie,COTSIS Sophie,COTSIS Sophie,COTSIS Sophie,COTSIS Sophie,COTSIS Sophie,COTSIS Sophie,COTSIS Sophie,COTSIS Sophie,COTSIS Sophie,COTSIS Sophie,COTSIS Sophie,COTSIS Sophie,COTSIS Sophie,COTSIS Sophie,COTSIS Sophie
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Coffs Harbour.csv,SINGH Gurmesh,SINGH Gurmesh,SINGH Gurmesh,SINGH Gurmesh,SINGH Gurmesh,SINGH Gurmesh,SINGH Gurmesh,SINGH Gurmesh,SINGH Gurmesh,SINGH Gurmesh,TOWNLEY Sally,TOWNLEY Sally,TOWNLEY Sally,TOWNLEY Sally,TOWNLEY Sally,TOWNLEY Sally,TOWNLEY Sally,TOWNLEY Sally,TOWNLEY Sally,TOWNLEY Sally
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Liverpool.csv,LYNCH Paul,LYNCH Paul,LYNCH Paul,LYNCH Paul,LYNCH Paul,LYNCH Paul,LYNCH Paul,LYNCH Paul,LYNCH Paul,LYNCH Paul,LYNCH Paul,LYNCH Paul,LYNCH Paul,LYNCH Paul,LYNCH Paul,LYNCH Paul,LYNCH Paul,LYNCH Paul,LYNCH Paul,LYNCH Paul
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Strathfield.csv,MCKAY Jodi,MCKAY Jodi,MCKAY Jodi,MCKAY Jodi,MCKAY Jodi,MCKAY Jodi,MCKAY Jodi,MCKAY Jodi,MCKAY Jodi,MCKAY Jodi,MCKAY Jodi,MCKAY Jodi,MCKAY Jodi,MCKAY Jodi,MCKAY Jodi,MCKAY Jodi,MCKAY Jodi,MCKAY Jodi,MCKAY Jodi,MCKAY Jodi
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Ryde.csv,DOMINELLO Victor,DOMINELLO Victor,DOMINELLO Victor,DOMINELLO Victor,DOMINELLO Victor,DOMINELLO Victor,DOMINELLO Victor,DOMINELLO Victor,DOMINELLO Victor,DOMINELLO Victor,LAXALE Jerome,LAXALE Jerome,LAXALE Jerome,LAXALE Jerome,LAXALE Jerome,LAXALE Jerome,LAXALE Jerome,LAXALE Jerome,LAXALE Jerome,LAXALE Jerome
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Albury.csv,CLANCY Justin,CLANCY Justin,CLANCY Justin,CLANCY Justin,CLANCY Justin,CLANCY Justin,CLANCY Justin,CLANCY Justin,CLANCY Justin,CLANCY Justin,MUIRHEAD Lauriston,MUIRHEAD Lauriston,MUIRHEAD Lauriston,MUIRHEAD Lauriston,MUIRHEAD Lauriston,MUIRHEAD Lauriston,MUIRHEAD Lauriston,MUIRHEAD Lauriston,MUIRHEAD Lauriston,MUIRHEAD Lauriston
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Cronulla.csv,SPEAKMAN Mark,SPEAKMAN Mark,SPEAKMAN Mark,SPEAKMAN Mark,SPEAKMAN Mark,SPEAKMAN Mark,SPEAKMAN Mark,SPEAKMAN Mark,SPEAKMAN Mark,SPEAKMAN Mark,FARHART Teressa,FARHART Teressa,FARHART Teressa,FARHART Teressa,FARHART Teressa,FARHART Teressa,FARHART Teressa,FARHART Teressa,FARHART Teressa,FARHART Teressa
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Lismore.csv,CURTIN Austin,CURTIN Austin,SAFFIN Janelle,SAFFIN Janelle,SAFFIN Janelle,SAFFIN Janelle,SAFFIN Janelle,SAFFIN Janelle,CURTIN Austin,SAFFIN Janelle,HIGGINSON Sue,HIGGINSON Sue,HIGGINSON Sue,HIGGINSON Sue,HIGGINSON Sue,HIGGINSON Sue,HIGGINSON Sue,HIGGINSON Sue,HIGGINSON Sue,HIGGINSON Sue
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Hawkesbury.csv,PRESTON Robyn,PRESTON Robyn,PRESTON Robyn,PRESTON Robyn,PRESTON Robyn,PRESTON Robyn,PRESTON Robyn,PRESTON Robyn,PRESTON Robyn,PRESTON Robyn,REYNOLDS Peter,REYNOLDS Peter,REYNOLDS Peter,REYNOLDS Peter,REYNOLDS Peter,REYNOLDS Peter,REYNOLDS Peter,REYNOLDS Peter,REYNOLDS Peter,REYNOLDS Peter
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Ballina.csv,FRANKLIN Ben,FRANKLIN Ben,SMITH Tamara,SMITH Tamara,SMITH Tamara,SMITH Tamara,SMITH Tamara,SMITH Tamara,SMITH Tamara,SMITH Tamara,SMITH Tamara,SMITH Tamara,SMITH Tamara,SMITH Tamara,SMITH Tamara,SMITH Tamara,SMITH Tamara,SMITH Tamara,SMITH Tamara,SMITH Tamara
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Summer Hill.csv,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo,HAYLEN Jo
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Baulkham Hills.csv,ELLIOTT David,ELLIOTT David,ELLIOTT David,ELLIOTT David,ELLIOTT David,ELLIOTT David,ELLIOTT David,ELLIOTT David,ELLIOTT David,ELLIOTT David,TRACEY Ryan,TRACEY Ryan,TRACEY Ryan,TRACEY Ryan,TRACEY Ryan,TRACEY Ryan,TRACEY Ryan,TRACEY Ryan,TRACEY Ryan,TRACEY Ryan
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Heathcote.csv,EVANS Lee,EVANS Lee,EVANS Lee,EVANS Lee,EVANS Lee,EVANS Lee,EVANS Lee,EVANS Lee,EVANS Lee,EVANS Lee,STUART Maryanne,STUART Maryanne,STUART Maryanne,STUART Maryanne,STUART Maryanne,STUART Maryanne,STUART Maryanne,STUART Maryanne,STUART Maryanne,STUART Maryanne
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Drummoyne.csv,SIDOTI John,SIDOTI John,SIDOTI John,SIDOTI John,SIDOTI John,SIDOTI John,SIDOTI John,SIDOTI John,SIDOTI John,SIDOTI John,HORE Tom,HORE Tom,HORE Tom,HORE Tom,HORE Tom,HORE Tom,HORE Tom,HORE Tom,HORE Tom,HORE Tom
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Northern Tablelands.csv,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam,MARSHALL Adam
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Myall Lakes.csv,BROMHEAD Stephen,BROMHEAD Stephen,BROMHEAD Stephen,BROMHEAD Stephen,BROMHEAD Stephen,BROMHEAD Stephen,BROMHEAD Stephen,BROMHEAD Stephen,BROMHEAD Stephen,BROMHEAD Stephen,KEEGAN David,KEEGAN David,KEEGAN David,KEEGAN David,KEEGAN David,KEEGAN David,KEEGAN David,KEEGAN David,KEEGAN David,KEEGAN David
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Oxley.csv,PAVEY Melinda,PAVEY Melinda,PAVEY Melinda,PAVEY Melinda,PAVEY Melinda,PAVEY Melinda,PAVEY Melinda,PAVEY Melinda,PAVEY Melinda,PAVEY Melinda,JENVEY Susan,JENVEY Susan,JENVEY Susan,JENVEY Susan,JENVEY Susan,JENVEY Susan,JENVEY Susan,JENVEY Susan,JENVEY Susan,JENVEY Susan
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data South Coast.csv,HANCOCK Shelley,HANCOCK Shelley,HANCOCK Shelley,HANCOCK Shelley,HANCOCK Shelley,HANCOCK Shelley,HANCOCK Shelley,HANCOCK Shelley,HANCOCK Shelley,HANCOCK Shelley,ALLDRICK Annette,ALLDRICK Annette,ALLDRICK Annette,ALLDRICK Annette,ALLDRICK Annette,ALLDRICK Annette,ALLDRICK Annette,ALLDRICK Annette,ALLDRICK Annette,ALLDRICK Annette
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Willoughby.csv,BEREJIKLIAN Gladys,BEREJIKLIAN Gladys,BEREJIKLIAN Gladys,BEREJIKLIAN Gladys,BEREJIKLIAN Gladys,BEREJIKLIAN Gladys,BEREJIKLIAN Gladys,BEREJIKLIAN Gladys,BEREJIKLIAN Gladys,BEREJIKLIAN Gladys,KEOGH Daniel,KEOGH Daniel,KEOGH Daniel,KEOGH Daniel,KEOGH Daniel,KEOGH Daniel,KEOGH Daniel,KEOGH Daniel,KEOGH Daniel,KEOGH Daniel
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Cabramatta.csv,LALICH Nick,LALICH Nick,LALICH Nick,LALICH Nick,LALICH Nick,LALICH Nick,LALICH Nick,LALICH Nick,LALICH Nick,LALICH Nick,LALICH Nick,LALICH Nick,LALICH Nick,LALICH Nick,LALICH Nick,LALICH Nick,LALICH Nick,LALICH Nick,LALICH Nick,LALICH Nick
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2019/SGE2019 LA Pref Data Vaucluse.csv,UPTON Gabrielle,UPTON Gabrielle,UPTON Gabrielle,UPTON Gabrielle,UPTON Gabrielle,UPTON Gabrielle,UPTON Gabrielle,UPTON Gabrielle,UPTON Gabrielle,UPTON Gabrielle,McEWIN Megan,McEWIN Megan,McEWIN Megan,McEWIN Megan,McEWIN Megan,McEWIN Megan,McEWIN Megan,McEWIN Megan,McEWIN Megan,McEWIN Megan
australia/processed_data/Australia_Victoria_LegAssembly_2018/BallotPaperDetails-Melbourne District SE2018.csv,Ellen Sandell,Ellen Sandell,Ellen Sandell,Ellen Sandell,Ellen Sandell,Ellen Sandell,Jennifer Kanis,Jennifer Kanis,Jennifer Kanis,Jennifer Kanis,Ellen Sandell,Ellen Sandell,Ellen Sandell,Ellen Sandell,Ellen Sandell,Ellen Sandell,Ellen Sandell,Ellen Sandell,Ellen Sandell,Ellen Sandell
australia/processed_data/Australia_NSW_LegAssembly_ByElections_Miscellaneous/SB2201 LA Pref Data_NA_Strathfield.csv,LI Jason Yat-Sen,LI Jason Yat-Sen,LI Jason Yat-Sen,LI Jason Yat-Sen,LI Jason Yat-Sen,LI Jason Yat-Sen,LI Jason Yat-Sen,LI Jason Yat-Sen,LI Jason Yat-Sen,LI Jason Yat-Sen,LI Jason Yat-Sen,LI Jason Yat-Sen,LI Jason Yat-Sen,LI Jason Yat-Sen,LI Jason Yat-Sen,LI Jason Yat-Sen,LI Jason Yat-Sen,LI Jason Yat-Sen,LI Jason Yat-Sen,LI Jason Yat-Sen
australia/processed_data/Australia_NSW_LegAssembly_ByElections_Miscellaneous/SB2201 LA Pref Data_NA_Willoughby.csv,JAMES Tim,JAMES Tim,JAMES Tim,JAMES Tim,JAMES Tim,JAMES Tim,JAMES Tim,JAMES Tim,JAMES Tim,JAMES Tim,PENN Larissa,PENN Larissa,PENN Larissa,PENN Larissa,PENN Larissa,PENN Larissa,PENN Larissa,PENN Larissa,PENN Larissa,PENN Larissa
australia/processed_data/Australia_NSW_LegAssembly_ByElections_Miscellaneous/SB2101 LA Pref Data_NA_Upper Hunter.csv,LAYZELL Dave,LAYZELL Dave,LAYZELL Dave,LAYZELL Dave,LAYZELL Dave,LAYZELL Dave,LAYZELL Dave,LAYZELL Dave,LAYZELL Dave,LAYZELL Dave,DRAYTON Jeff,DRAYTON Jeff,DRAYTON Jeff,DRAYTON Jeff,DRAYTON Jeff,DRAYTON Jeff,DRAYTON Jeff,DRAYTON Jeff,DRAYTON Jeff,DRAYTON Jeff
australia/processed_data/Australia_NSW_LegAssembly_ByElections_Miscellaneous/SB2201 LA Pref Data_NA_Bega.csv,HOLLAND Michael,HOLLAND Michael,HOLLAND Michael,HOLLAND Michael,HOLLAND Michael,HOLLAND Michael,HOLLAND Michael,HOLLAND Michael,HOLLAND Michael,HOLLAND Michael,HOLLAND Michael,HOLLAND Michael,HOLLAND Michael,HOLLAND Michael,HOLLAND Michael,HOLLAND Michael,HOLLAND Michael,HOLLAND Michael,HOLLAND Michael,HOLLAND Michael
australia/processed_data/Australia_NSW_LegAssembly_ByElections_Miscellaneous/SB2201 LA Pref Data_NA_Monaro.csv,OVERALL Nichole,OVERALL Nichole,OVERALL Nichole,OVERALL Nichole,OVERALL Nichole,OVERALL Nichole,OVERALL Nichole,OVERALL Nichole,OVERALL Nichole,OVERALL Nichole,WILSON Bryce,WILSON Bryce,WILSON Bryce,WILSON Bryce,WILSON Bryce,WILSON Bryce,WILSON Bryce,WILSON Bryce,WILSON Bryce,WILSON Bryce
australia/processed_data/Australia_NSW_LegAssembly_ByElections_Miscellaneous/SB1801 LA Pref Data_NA_Wagga Wagga.csv,HAM Julia,HAM Julia,McGIRR Joe,McGIRR Joe,McGIRR Joe,McGIRR Joe,McGIRR Joe,McGIRR Joe,McGIRR Joe,McGIRR Joe,McGIRR Joe,McGIRR Joe,McGIRR Joe,McGIRR Joe,McGIRR Joe,McGIRR Joe,McGIRR Joe,McGIRR Joe,McGIRR Joe,McGIRR Joe
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Cessnock.csv,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton,BARR Clayton
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Keira.csv,PARK Ryan,PARK Ryan,PARK Ryan,PARK Ryan,PARK Ryan,PARK Ryan,PARK Ryan,PARK Ryan,PARK Ryan,PARK Ryan,PARK Ryan,PARK Ryan,PARK Ryan,PARK Ryan,PARK Ryan,PARK Ryan,PARK Ryan,PARK Ryan,PARK Ryan,PARK Ryan
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Maroubra.csv,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael,DALEY Michael
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Holsworthy.csv,GIBBONS Melanie,GIBBONS Melanie,GIBBONS Melanie,GIBBONS Melanie,GIBBONS Melanie,GIBBONS Melanie,GIBBONS Melanie,GIBBONS Melanie,GIBBONS Melanie,GIBBONS Melanie,KALIYANDA Charishma,KALIYANDA Charishma,KALIYANDA Charishma,KALIYANDA Charishma,KALIYANDA Charishma,KALIYANDA Charishma,KALIYANDA Charishma,KALIYANDA Charishma,KALIYANDA Charishma,KALIYANDA Charishma
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Wollondilly.csv,ROWELL Jai,ROWELL Jai,ROWELL Jai,ROWELL Jai,ROWELL Jai,ROWELL Jai,ROWELL Jai,ROWELL Jai,ROWELL Jai,ROWELL Jai,O'BRIEN Ciaran,O'BRIEN Ciaran,O'BRIEN Ciaran,O'BRIEN Ciaran,O'BRIEN Ciaran,O'BRIEN Ciaran,O'BRIEN Ciaran,O'BRIEN Ciaran,O'BRIEN Ciaran,O'BRIEN Ciaran
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Wollongong.csv,HAY Noreen,HAY Noreen,HAY Noreen,HAY Noreen,HAY Noreen,HAY Noreen,HAY Noreen,HAY Noreen,HAY Noreen,HAY Noreen,RORRIS Arthur,RORRIS Arthur,RORRIS Arthur,RORRIS Arthur,RORRIS Arthur,RORRIS Arthur,RORRIS Arthur,RORRIS Arthur,RORRIS Arthur,RORRIS Arthur
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Penrith.csv,AYRES Stuart,AYRES Stuart,AYRES Stuart,AYRES Stuart,AYRES Stuart,AYRES Stuart,AYRES Stuart,AYRES Stuart,AYRES Stuart,AYRES Stuart,HUSAR Emma,HUSAR Emma,HUSAR Emma,HUSAR Emma,HUSAR Emma,HUSAR Emma,HUSAR Emma,HUSAR Emma,HUSAR Emma,HUSAR Emma
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Upper Hunter.csv,JOHNSEN Michael,JOHNSEN Michael,JOHNSEN Michael,JOHNSEN Michael,JOHNSEN Michael,JOHNSEN Michael,JOHNSEN Michael,JOHNSEN Michael,JOHNSEN Michael,JOHNSEN Michael,RUSH Martin,RUSH Martin,RUSH Martin,RUSH Martin,RUSH Martin,RUSH Martin,RUSH Martin,RUSH Martin,RUSH Martin,RUSH Martin
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Bathurst.csv,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul,TOOLE Paul
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Bankstown.csv,MIHAILUK Tania,MIHAILUK Tania,MIHAILUK Tania,MIHAILUK Tania,MIHAILUK Tania,MIHAILUK Tania,MIHAILUK Tania,MIHAILUK Tania,MIHAILUK Tania,MIHAILUK Tania,MIHAILUK Tania,MIHAILUK Tania,MIHAILUK Tania,MIHAILUK Tania,MIHAILUK Tania,MIHAILUK Tania,MIHAILUK Tania,MIHAILUK Tania,MIHAILUK Tania,MIHAILUK Tania
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Dubbo.csv,GRANT Troy,GRANT Troy,GRANT Troy,GRANT Troy,GRANT Troy,GRANT Troy,GRANT Troy,GRANT Troy,GRANT Troy,GRANT Troy,GRANT Troy,GRANT Troy,GRANT Troy,GRANT Troy,GRANT Troy,GRANT Troy,GRANT Troy,GRANT Troy,GRANT Troy,GRANT Troy
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Newcastle.csv,CRAKANTHORP Tim,CRAKANTHORP Tim,CRAKANTHORP Tim,CRAKANTHORP Tim,CRAKANTHORP Tim,CRAKANTHORP Tim,CRAKANTHORP Tim,CRAKANTHORP Tim,CRAKANTHORP Tim,CRAKANTHORP Tim,CRAKANTHORP Tim,CRAKANTHORP Tim,CRAKANTHORP Tim,CRAKANTHORP Tim,CRAKANTHORP Tim,CRAKANTHORP Tim,CRAKANTHORP Tim,CRAKANTHORP Tim,CRAKANTHORP Tim,CRAKANTHORP Tim
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Campbelltown.csv,WARREN Greg,WARREN Greg,WARREN Greg,WARREN Greg,WARREN Greg,WARREN Greg,WARREN Greg,WARREN Greg,WARREN Greg,WARREN Greg,WARREN Greg,WARREN Greg,WARREN Greg,WARREN Greg,WARREN Greg,WARREN Greg,WARREN Greg,WARREN Greg,WARREN Greg,WARREN Greg
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Tweed.csv,PROVEST Geoff,PROVEST Geoff,PROVEST Geoff,PROVEST Geoff,PROVEST Geoff,PROVEST Geoff,GOODMAN Ron,GOODMAN Ron,PROVEST Geoff,GOODMAN Ron,GOODMAN Ron,GOODMAN Ron,GOODMAN Ron,GOODMAN Ron,GOODMAN Ron,GOODMAN Ron,GOODMAN Ron,GOODMAN Ron,GOODMAN Ron,GOODMAN Ron
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Wakehurst.csv,HAZZARD Brad,HAZZARD Brad,HAZZARD Brad,HAZZARD Brad,HAZZARD Brad,HAZZARD Brad,HAZZARD Brad,HAZZARD Brad,HAZZARD Brad,HAZZARD Brad,HAZZARD Brad,HAZZARD Brad,HAZZARD Brad,HAZZARD Brad,HAZZARD Brad,HAZZARD Brad,HAZZARD Brad,HAZZARD Brad,HAZZARD Brad,HAZZARD Brad
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Kogarah.csv,MINNS Chris,MINNS Chris,MINNS Chris,MINNS Chris,MINNS Chris,MINNS Chris,MINNS Chris,MINNS Chris,MINNS Chris,MINNS Chris,MINNS Chris,MINNS Chris,MINNS Chris,MINNS Chris,MINNS Chris,MINNS Chris,MINNS Chris,MINNS Chris,MINNS Chris,MINNS Chris
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Lake Macquarie.csv,PIPER Greg,PIPER Greg,PIPER Greg,PIPER Greg,PIPER Greg,PIPER Greg,PIPER Greg,PIPER Greg,PIPER Greg,PIPER Greg,PIPER Greg,PIPER Greg,PIPER Greg,PIPER Greg,PIPER Greg,PIPER Greg,PIPER Greg,PIPER Greg,PIPER Greg,PIPER Greg
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Manly.csv,BAIRD Mike,BAIRD Mike,BAIRD Mike,BAIRD Mike,BAIRD Mike,BAIRD Mike,BAIRD Mike,BAIRD Mike,BAIRD Mike,BAIRD Mike,WILLIAMS ROLDAN Clara,WILLIAMS ROLDAN Clara,WILLIAMS ROLDAN Clara,WILLIAMS ROLDAN Clara,WILLIAMS ROLDAN Clara,WILLIAMS ROLDAN Clara,WILLIAMS ROLDAN Clara,WILLIAMS ROLDAN Clara,WILLIAMS ROLDAN Clara,WILLIAMS ROLDAN Clara
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Canterbury.csv,BURNEY Linda,BURNEY Linda,BURNEY Linda,BURNEY Linda,BURNEY Linda,BURNEY Linda,BURNEY Linda,BURNEY Linda,BURNEY Linda,BURNEY Linda,BURNEY Linda,BURNEY Linda,BURNEY Linda,BURNEY Linda,BURNEY Linda,BURNEY Linda,BURNEY Linda,BURNEY Linda,BURNEY Linda,BURNEY Linda
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Coffs Harbour.csv,FRASER Andrew,FRASER Andrew,FRASER Andrew,FRASER Andrew,FRASER Andrew,FRASER Andrew,FRASER Andrew,FRASER Andrew,FRASER Andrew,FRASER Andrew,SMITH June,SMITH June,SMITH June,SMITH June,SMITH June,SMITH June,SMITH June,SMITH June,SMITH June,SMITH June
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Port Macquarie.csv,WILLIAMS Leslie,WILLIAMS Leslie,WILLIAMS Leslie,WILLIAMS Leslie,WILLIAMS Leslie,WILLIAMS Leslie,WILLIAMS Leslie,WILLIAMS Leslie,WILLIAMS Leslie,WILLIAMS Leslie,QUILL Kristy,QUILL Kristy,QUILL Kristy,QUILL Kristy,QUILL Kristy,QUILL Kristy,QUILL Kristy,QUILL Kristy,QUILL Kristy,QUILL Kristy
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Granville.csv,FINN Julia,FINN Julia,FINN Julia,FINN Julia,FINN Julia,FINN Julia,FINN Julia,FINN Julia,FINN Julia,FINN Julia,FINN Julia,FINN Julia,FINN Julia,FINN Julia,FINN Julia,FINN Julia,FINN Julia,FINN Julia,FINN Julia,FINN Julia
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Maitland.csv,AITCHISON Jenny,AITCHISON Jenny,AITCHISON Jenny,AITCHISON Jenny,AITCHISON Jenny,AITCHISON Jenny,AITCHISON Jenny,AITCHISON Jenny,AITCHISON Jenny,AITCHISON Jenny,AITCHISON Jenny,AITCHISON Jenny,AITCHISON Jenny,AITCHISON Jenny,AITCHISON Jenny,AITCHISON Jenny,AITCHISON Jenny,AITCHISON Jenny,AITCHISON Jenny,AITCHISON Jenny
