file,plurality,top4_plurality,IRV,top4_IRV,top-two,top4_top-two,borda-pm,top4_borda-pm,top-3-truncation,top4_top-3-truncation,condorcet,top4_condorcet,minimax,top4_minimax,smith,top4_smith,smith-minimax,top4_smith-minimax,ranked-pairs,top4_ranked-pairs
american/APA/APA 2005.csv,Cand 0,Cand 0,Cand 1,Cand 1,Cand 1,Cand 1,Cand 1,Cand 1,Cand 1,Cand 1,Cand 1,Cand 1,Cand 1,Cand 1,Cand 1,Cand 1,Cand 1,Cand 1,Cand 1,Cand 1
american/APA/APA 2021 President.csv,Thema S. Bryant-Davis PhD,Thema S. Bryant-Davis PhD,Thema S. Bryant-Davis PhD,Thema S. Bryant-Davis PhD,Thema S. Bryant-Davis PhD,Thema S. Bryant-Davis PhD,Thema S. Bryant-Davis PhD,Thema S. Bryant-Davis PhD,Thema S. Bryant-Davis PhD,Thema S. Bryant-Davis PhD,Thema S. Bryant-Davis PhD,Thema S. Bryant-Davis PhD,Thema S. Bryant-Davis PhD,Thema S. Bryant-Davis PhD,Thema S. Bryant-Davis PhD,Thema S. Bryant-Davis PhD,Thema S. Bryant-Davis PhD,Thema S. Bryant-Davis PhD,Thema S. Bryant-Davis PhD,Thema S. Bryant-Davis PhD
american/APA/APA 2007.csv,Cand 1,Cand 1,Cand 1,Cand 1,Cand 1,Cand 1,Cand 1,Cand 1,Cand 1,Cand 1,Cand 1,Cand 1,Cand 1,Cand 1,Cand 1,Cand 1,Cand 1,Cand 1,Cand 1,Cand 1
american/APA/APA 2006.csv,Cand 2,Cand 2,Cand 2,Cand 2,Cand 2,Cand 2,Cand 2,Cand 2,Cand 2,Cand 2,Cand 2,Cand 2,Cand 2,Cand 2,Cand 2,Cand 2,Cand 2,Cand 2,Cand 2,Cand 2
american/APA/APA 1999.csv,Cand 3,Cand 3,Cand 3,Cand 3,Cand 3,Cand 3,Cand 3,Cand 3,Cand 3,Cand 3,Cand 3,Cand 3,Cand 3,Cand 3,Cand 3,Cand 3,Cand 3,Cand 3,Cand 3,Cand 3
american/APA/APA 1998.csv,Cand 2,Cand 2,Cand 2,Cand 2,Cand 2,Cand 2,Cand 2,Cand 2,Cand 2,Cand 2,Cand 2,Cand 2,Cand 2,Cand 2,Cand 2,Cand 2,Cand 2,Cand 2,Cand 2,Cand 2
american/APA/APA 2021 BOD race1.csv,Debra M. Kawahara PhD,Debra M. Kawahara PhD,Debra M. Kawahara PhD,Debra M. Kawahara PhD,Debra M. Kawahara PhD,Debra M. Kawahara PhD,Debra M. Kawahara PhD,Debra M. Kawahara PhD,Debra M. Kawahara PhD,Debra M. Kawahara PhD,Debra M. Kawahara PhD,Debra M. Kawahara PhD,Debra M. Kawahara PhD,Debra M. Kawahara PhD,Debra M. Kawahara PhD,Debra M. Kawahara PhD,Debra M. Kawahara PhD,Debra M. Kawahara PhD,Debra M. Kawahara PhD,Debra M. Kawahara PhD
american/APA/APA 2018 BOD race1.csv,Pamela E. Scott-Johnson PhD,Pamela E. Scott-Johnson PhD,Pamela E. Scott-Johnson PhD,Pamela E. Scott-Johnson PhD,Pamela E. Scott-Johnson PhD,Pamela E. Scott-Johnson PhD,Pamela E. Scott-Johnson PhD,Pamela E. Scott-Johnson PhD,Pamela E. Scott-Johnson PhD,Pamela E. Scott-Johnson PhD,Pamela E. Scott-Johnson PhD,Pamela E. Scott-Johnson PhD,Pamela E. Scott-Johnson PhD,Pamela E. Scott-Johnson PhD,Pamela E. Scott-Johnson PhD,Pamela E. Scott-Johnson PhD,Pamela E. Scott-Johnson PhD,Pamela E. Scott-Johnson PhD,Pamela E. Scott-Johnson PhD,Pamela E. Scott-Johnson PhD
american/APA/APA 2021 BOD race2.csv,Tamara S. Lyn PhD,Tamara S. Lyn PhD,Tamara S. Lyn PhD,Tamara S. Lyn PhD,Tamara S. Lyn PhD,Tamara S. Lyn PhD,Tamara S. Lyn PhD,Tamara S. Lyn PhD,Tamara S. Lyn PhD,Tamara S. Lyn PhD,Tamara S. Lyn PhD,Tamara S. Lyn PhD,Tamara S. Lyn PhD,Tamara S. Lyn PhD,Tamara S. Lyn PhD,Tamara S. Lyn PhD,Tamara S. Lyn PhD,Tamara S. Lyn PhD,Tamara S. Lyn PhD,Tamara S. Lyn PhD
american/APA/APA 2018 BOD race2.csv,Shannon L. Wiltsey Stirman PhD,Shannon L. Wiltsey Stirman PhD,Shannon L. Wiltsey Stirman PhD,Shannon L. Wiltsey Stirman PhD,Shannon L. Wiltsey Stirman PhD,Shannon L. Wiltsey Stirman PhD,Shannon L. Wiltsey Stirman PhD,Shannon L. Wiltsey Stirman PhD,Shannon L. Wiltsey Stirman PhD,Shannon L. Wiltsey Stirman PhD,Kim E. Dixon PhD,Kim E. Dixon PhD,Kim E. Dixon PhD,Kim E. Dixon PhD,Kim E. Dixon PhD,Kim E. Dixon PhD,Kim E. Dixon PhD,Kim E. Dixon PhD,Kim E. Dixon PhD,Kim E. Dixon PhD
american/APA/APA 2019 BOD race1.csv,Anthony L. Chambers PhD ABPP,Anthony L. Chambers PhD ABPP,Anthony L. Chambers PhD ABPP,Anthony L. Chambers PhD ABPP,Anthony L. Chambers PhD ABPP,Anthony L. Chambers PhD ABPP,Anthony L. Chambers PhD ABPP,Anthony L. Chambers PhD ABPP,Anthony L. Chambers PhD ABPP,Anthony L. Chambers PhD ABPP,Anthony L. Chambers PhD ABPP,Anthony L. Chambers PhD ABPP,Anthony L. Chambers PhD ABPP,Anthony L. Chambers PhD ABPP,Anthony L. Chambers PhD ABPP,Anthony L. Chambers PhD ABPP,Anthony L. Chambers PhD ABPP,Anthony L. Chambers PhD ABPP,Anthony L. Chambers PhD ABPP,Anthony L. Chambers PhD ABPP
american/APA/APA 2020 BOD race1.csv,Candice Hargons PhD,Candice Hargons PhD,Candice Hargons PhD,Candice Hargons PhD,Candice Hargons PhD,Candice Hargons PhD,Candice Hargons PhD,Candice Hargons PhD,Candice Hargons PhD,Candice Hargons PhD,Candice Hargons PhD,Candice Hargons PhD,Candice Hargons PhD,Candice Hargons PhD,Candice Hargons PhD,Candice Hargons PhD,Candice Hargons PhD,Candice Hargons PhD,Candice Hargons PhD,Candice Hargons PhD
american/APA/APA 2019 BOD race2.csv,Susan D. Clayton PhD,Susan D. Clayton PhD,Susan D. Clayton PhD,Susan D. Clayton PhD,Susan D. Clayton PhD,Susan D. Clayton PhD,Susan D. Clayton PhD,Susan D. Clayton PhD,Susan D. Clayton PhD,Susan D. Clayton PhD,Susan D. Clayton PhD,Susan D. Clayton PhD,Susan D. Clayton PhD,Susan D. Clayton PhD,Susan D. Clayton PhD,Susan D. Clayton PhD,Susan D. Clayton PhD,Susan D. Clayton PhD,Susan D. Clayton PhD,Susan D. Clayton PhD
american/APA/APA 2020 BOD race2.csv,Erica H. Wise PhD,Erica H. Wise PhD,M. Lynne Cooper PhD,M. Lynne Cooper PhD,M. Lynne Cooper PhD,M. Lynne Cooper PhD,M. Lynne Cooper PhD,M. Lynne Cooper PhD,M. Lynne Cooper PhD,M. Lynne Cooper PhD,M. Lynne Cooper PhD,M. Lynne Cooper PhD,M. Lynne Cooper PhD,M. Lynne Cooper PhD,M. Lynne Cooper PhD,M. Lynne Cooper PhD,M. Lynne Cooper PhD,M. Lynne Cooper PhD,M. Lynne Cooper PhD,M. Lynne Cooper PhD
american/APA/APA 2017 President.csv,Rosie Phillips Bingham PhD,Rosie Phillips Bingham PhD,Rosie Phillips Bingham PhD,Rosie Phillips Bingham PhD,Rosie Phillips Bingham PhD,Rosie Phillips Bingham PhD,Rosie Phillips Bingham PhD,Rosie Phillips Bingham PhD,Rosie Phillips Bingham PhD,Rosie Phillips Bingham PhD,Rosie Phillips Bingham PhD,Rosie Phillips Bingham PhD,Rosie Phillips Bingham PhD,Rosie Phillips Bingham PhD,Rosie Phillips Bingham PhD,Rosie Phillips Bingham PhD,Rosie Phillips Bingham PhD,Rosie Phillips Bingham PhD,Rosie Phillips Bingham PhD,Rosie Phillips Bingham PhD
american/APA/APA 2020 President.csv,Frank C. Worrell PhD,Frank C. Worrell PhD,Frank C. Worrell PhD,Frank C. Worrell PhD,Frank C. Worrell PhD,Frank C. Worrell PhD,Frank C. Worrell PhD,Frank C. Worrell PhD,Frank C. Worrell PhD,Frank C. Worrell PhD,Frank C. Worrell PhD,Frank C. Worrell PhD,Frank C. Worrell PhD,Frank C. Worrell PhD,Frank C. Worrell PhD,Frank C. Worrell PhD,Frank C. Worrell PhD,Frank C. Worrell PhD,Frank C. Worrell PhD,Frank C. Worrell PhD
american/APA/APA 2019 President.csv,Jennifer F. Kelly PhD ABPP,Jennifer F. Kelly PhD ABPP,Jennifer F. Kelly PhD ABPP,Jennifer F. Kelly PhD ABPP,Jennifer F. Kelly PhD ABPP,Jennifer F. Kelly PhD ABPP,Jennifer F. Kelly PhD ABPP,Jennifer F. Kelly PhD ABPP,Jennifer F. Kelly PhD ABPP,Jennifer F. Kelly PhD ABPP,Jennifer F. Kelly PhD ABPP,Jennifer F. Kelly PhD ABPP,Jennifer F. Kelly PhD ABPP,Jennifer F. Kelly PhD ABPP,Jennifer F. Kelly PhD ABPP,Jennifer F. Kelly PhD ABPP,Jennifer F. Kelly PhD ABPP,Jennifer F. Kelly PhD ABPP,Jennifer F. Kelly PhD ABPP,Jennifer F. Kelly PhD ABPP
american/APA/APA 2008.csv,Cand 1,Cand 1,Cand 1,Cand 1,Cand 1,Cand 1,Cand 1,Cand 1,Cand 1,Cand 1,Cand 1,Cand 1,Cand 1,Cand 1,Cand 1,Cand 1,Cand 1,Cand 1,Cand 1,Cand 1
american/APA/APA 2009.csv,Cand 4,Cand 4,Cand 4,Cand 4,Cand 4,Cand 4,Cand 0,Cand 0,Cand 4,Cand 0,Cand 0,Cand 0,Cand 0,Cand 0,Cand 0,Cand 0,Cand 0,Cand 0,Cand 0,Cand 0
american/APA/APA 2017 BOD race2.csv,Mitchell J. Prinstein PhD,Mitchell J. Prinstein PhD,Mitchell J. Prinstein PhD,Mitchell J. Prinstein PhD,Mitchell J. Prinstein PhD,Mitchell J. Prinstein PhD,Mitchell J. Prinstein PhD,Mitchell J. Prinstein PhD,Mitchell J. Prinstein PhD,Mitchell J. Prinstein PhD,Mitchell J. Prinstein PhD,Mitchell J. Prinstein PhD,Mitchell J. Prinstein PhD,Mitchell J. Prinstein PhD,Mitchell J. Prinstein PhD,Mitchell J. Prinstein PhD,Mitchell J. Prinstein PhD,Mitchell J. Prinstein PhD,Mitchell J. Prinstein PhD,Mitchell J. Prinstein PhD
american/APA/APA 2017 BOD race1.csv,Le Ondra Clark Harvey PhD,Le Ondra Clark Harvey PhD,Le Ondra Clark Harvey PhD,Le Ondra Clark Harvey PhD,Le Ondra Clark Harvey PhD,Le Ondra Clark Harvey PhD,Le Ondra Clark Harvey PhD,Le Ondra Clark Harvey PhD,Le Ondra Clark Harvey PhD,Le Ondra Clark Harvey PhD,Le Ondra Clark Harvey PhD,Le Ondra Clark Harvey PhD,Le Ondra Clark Harvey PhD,Le Ondra Clark Harvey PhD,Le Ondra Clark Harvey PhD,Le Ondra Clark Harvey PhD,Le Ondra Clark Harvey PhD,Le Ondra Clark Harvey PhD,Le Ondra Clark Harvey PhD,Le Ondra Clark Harvey PhD
american/Alameda County/Oakland_11042014_SchoolDirectorDistrict2.csv,AIMEE ENG,AIMEE ENG,AIMEE ENG,AIMEE ENG,AIMEE ENG,AIMEE ENG,AIMEE ENG,AIMEE ENG,AIMEE ENG,AIMEE ENG,AIMEE ENG,AIMEE ENG,AIMEE ENG,AIMEE ENG,AIMEE ENG,AIMEE ENG,AIMEE ENG,AIMEE ENG,AIMEE ENG,AIMEE ENG
american/Alameda County/Berkeley_11032020_MemberCityCouncilDist2BerkeleyRCV.csv,TERRY TAPLIN,TERRY TAPLIN,TERRY TAPLIN,TERRY TAPLIN,TERRY TAPLIN,TERRY TAPLIN,TERRY TAPLIN,TERRY TAPLIN,TERRY TAPLIN,TERRY TAPLIN,TERRY TAPLIN,TERRY TAPLIN,TERRY TAPLIN,TERRY TAPLIN,TERRY TAPLIN,TERRY TAPLIN,TERRY TAPLIN,TERRY TAPLIN,TERRY TAPLIN,TERRY TAPLIN
american/Alameda County/Berkeley_11042014_CityAuditor.csv,ANN-MARIE HOGAN,ANN-MARIE HOGAN,ANN-MARIE HOGAN,ANN-MARIE HOGAN,unknown,ANN-MARIE HOGAN,ANN-MARIE HOGAN,ANN-MARIE HOGAN,ANN-MARIE HOGAN,ANN-MARIE HOGAN,ANN-MARIE HOGAN,ANN-MARIE HOGAN,ANN-MARIE HOGAN,ANN-MARIE HOGAN,ANN-MARIE HOGAN,ANN-MARIE HOGAN,ANN-MARIE HOGAN,ANN-MARIE HOGAN,ANN-MARIE HOGAN,ANN-MARIE HOGAN
american/Alameda County/Berkeley_11042014_CityCouncilDistrict8.csv,LORI DROSTE,LORI DROSTE,LORI DROSTE,LORI DROSTE,LORI DROSTE,LORI DROSTE,LORI DROSTE,LORI DROSTE,LORI DROSTE,LORI DROSTE,LORI DROSTE,LORI DROSTE,MIKE ALVAREZ COHEN,MIKE ALVAREZ COHEN,LORI DROSTE,LORI DROSTE,MIKE ALVAREZ COHEN,MIKE ALVAREZ COHEN,MIKE ALVAREZ COHEN,MIKE ALVAREZ COHEN
american/Alameda County/Oakland_11082016_CouncilAtLrg.csv,REBECCA KAPLAN,REBECCA KAPLAN,REBECCA KAPLAN,REBECCA KAPLAN,REBECCA KAPLAN,REBECCA KAPLAN,REBECCA KAPLAN,REBECCA KAPLAN,REBECCA KAPLAN,REBECCA KAPLAN,REBECCA KAPLAN,REBECCA KAPLAN,REBECCA KAPLAN,REBECCA KAPLAN,REBECCA KAPLAN,REBECCA KAPLAN,REBECCA KAPLAN,REBECCA KAPLAN,REBECCA KAPLAN,REBECCA KAPLAN
american/Alameda County/Berkeley_11062018_CityCouncilDistrict1.csv,RASHI KESARWANI,RASHI KESARWANI,RASHI KESARWANI,RASHI KESARWANI,RASHI KESARWANI,RASHI KESARWANI,RASHI KESARWANI,RASHI KESARWANI,RASHI KESARWANI,RASHI KESARWANI,RASHI KESARWANI,RASHI KESARWANI,RASHI KESARWANI,RASHI KESARWANI,RASHI KESARWANI,RASHI KESARWANI,RASHI KESARWANI,RASHI KESARWANI,RASHI KESARWANI,RASHI KESARWANI
american/Alameda County/Oakland_11062012_CityAttorney.csv,BARBARA PARKER,BARBARA PARKER,BARBARA PARKER,BARBARA PARKER,BARBARA PARKER,BARBARA PARKER,BARBARA PARKER,BARBARA PARKER,BARBARA PARKER,BARBARA PARKER,BARBARA PARKER,BARBARA PARKER,BARBARA PARKER,BARBARA PARKER,BARBARA PARKER,BARBARA PARKER,BARBARA PARKER,BARBARA PARKER,BARBARA PARKER,BARBARA PARKER
american/Alameda County/Berkeley_11082016_Mayor.csv,JESSE ARREGUÍN,JESSE ARREGUÍN,JESSE ARREGUÍN,JESSE ARREGUÍN,JESSE ARREGUÍN,JESSE ARREGUÍN,JESSE ARREGUÍN,JESSE ARREGUÍN,JESSE ARREGUÍN,JESSE ARREGUÍN,JESSE ARREGUÍN,JESSE ARREGUÍN,JESSE ARREGUÍN,JESSE ARREGUÍN,JESSE ARREGUÍN,JESSE ARREGUÍN,JESSE ARREGUÍN,JESSE ARREGUÍN,JESSE ARREGUÍN,JESSE ARREGUÍN
american/Alameda County/SanLeandro_11062018_Mayor.csv,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER
american/Alameda County/Oakland_11022010_SchoolDirectorDistrict6.csv,CHRISTOPHER DOBBINS,CHRISTOPHER DOBBINS,CHRISTOPHER DOBBINS,CHRISTOPHER DOBBINS,CHRISTOPHER DOBBINS,CHRISTOPHER DOBBINS,CHRISTOPHER DOBBINS,CHRISTOPHER DOBBINS,CHRISTOPHER DOBBINS,CHRISTOPHER DOBBINS,CHRISTOPHER DOBBINS,CHRISTOPHER DOBBINS,CHRISTOPHER DOBBINS,CHRISTOPHER DOBBINS,CHRISTOPHER DOBBINS,CHRISTOPHER DOBBINS,CHRISTOPHER DOBBINS,CHRISTOPHER DOBBINS,CHRISTOPHER DOBBINS,CHRISTOPHER DOBBINS
american/Alameda County/Oakland_11022010_SchoolDirectorDistrict4.csv,GARY D. YEE,GARY D. YEE,GARY D. YEE,GARY D. YEE,GARY D. YEE,GARY D. YEE,GARY D. YEE,GARY D. YEE,GARY D. YEE,GARY D. YEE,GARY D. YEE,GARY D. YEE,GARY D. YEE,GARY D. YEE,GARY D. YEE,GARY D. YEE,GARY D. YEE,GARY D. YEE,GARY D. YEE,GARY D. YEE
american/Alameda County/Berkeley_11032020_MemberCityCouncilDist5BerkeleyRCV.csv,SOPHIE HAHN,SOPHIE HAHN,SOPHIE HAHN,SOPHIE HAHN,SOPHIE HAHN,SOPHIE HAHN,SOPHIE HAHN,SOPHIE HAHN,SOPHIE HAHN,SOPHIE HAHN,SOPHIE HAHN,SOPHIE HAHN,SOPHIE HAHN,SOPHIE HAHN,SOPHIE HAHN,SOPHIE HAHN,SOPHIE HAHN,SOPHIE HAHN,SOPHIE HAHN,SOPHIE HAHN
american/Alameda County/Oakland_11042014_SchoolDirectorDistrict4.csv,NINA SENN,NINA SENN,NINA SENN,NINA SENN,NINA SENN,NINA SENN,NINA SENN,NINA SENN,NINA SENN,NINA SENN,NINA SENN,NINA SENN,NINA SENN,NINA SENN,NINA SENN,NINA SENN,NINA SENN,NINA SENN,NINA SENN,NINA SENN
american/Alameda County/Oakland_11082022_CityAuditor.csv,COURTNEY RUBY,COURTNEY RUBY,COURTNEY RUBY,COURTNEY RUBY,unknown,COURTNEY RUBY,COURTNEY RUBY,COURTNEY RUBY,COURTNEY RUBY,COURTNEY RUBY,COURTNEY RUBY,COURTNEY RUBY,COURTNEY RUBY,COURTNEY RUBY,COURTNEY RUBY,COURTNEY RUBY,COURTNEY RUBY,COURTNEY RUBY,COURTNEY RUBY,COURTNEY RUBY
american/Alameda County/Berkeley_11062018_CityCouncilDistrict7.csv,RIGEL ROBINSON,RIGEL ROBINSON,RIGEL ROBINSON,RIGEL ROBINSON,RIGEL ROBINSON,RIGEL ROBINSON,RIGEL ROBINSON,RIGEL ROBINSON,RIGEL ROBINSON,RIGEL ROBINSON,RIGEL ROBINSON,RIGEL ROBINSON,RIGEL ROBINSON,RIGEL ROBINSON,RIGEL ROBINSON,RIGEL ROBINSON,RIGEL ROBINSON,RIGEL ROBINSON,RIGEL ROBINSON,RIGEL ROBINSON
american/Alameda County/Oakland_11022010_Mayor.csv,DON PERATA,DON PERATA,JEAN QUAN,JEAN QUAN,JEAN QUAN,JEAN QUAN,JEAN QUAN,JEAN QUAN,JEAN QUAN,JEAN QUAN,DON PERATA,DON PERATA,DON PERATA,DON PERATA,DON PERATA,DON PERATA,DON PERATA,DON PERATA,DON PERATA,DON PERATA
american/Alameda County/Berkeley_11052024_Mayor.csv,ADENA ISHII,ADENA ISHII,ADENA ISHII,ADENA ISHII,ADENA ISHII,ADENA ISHII,ADENA ISHII,ADENA ISHII,ADENA ISHII,ADENA ISHII,SOPHIE HAHN,SOPHIE HAHN,SOPHIE HAHN,SOPHIE HAHN,SOPHIE HAHN,SOPHIE HAHN,SOPHIE HAHN,SOPHIE HAHN,SOPHIE HAHN,SOPHIE HAHN
american/Alameda County/Oakland_11022010_SchoolDirectorDistrict2.csv,DAVID KAKISHIBA,DAVID KAKISHIBA,DAVID KAKISHIBA,DAVID KAKISHIBA,DAVID KAKISHIBA,DAVID KAKISHIBA,DAVID KAKISHIBA,DAVID KAKISHIBA,DAVID KAKISHIBA,DAVID KAKISHIBA,DAVID KAKISHIBA,DAVID KAKISHIBA,DAVID KAKISHIBA,DAVID KAKISHIBA,DAVID KAKISHIBA,DAVID KAKISHIBA,DAVID KAKISHIBA,DAVID KAKISHIBA,DAVID KAKISHIBA,DAVID KAKISHIBA
american/Alameda County/Oakland_11032020_MemberCityCouncilDist5OaklandRCV.csv,NOEL GALLO,NOEL GALLO,NOEL GALLO,NOEL GALLO,NOEL GALLO,NOEL GALLO,NOEL GALLO,NOEL GALLO,NOEL GALLO,NOEL GALLO,NOEL GALLO,NOEL GALLO,NOEL GALLO,NOEL GALLO,NOEL GALLO,NOEL GALLO,NOEL GALLO,NOEL GALLO,NOEL GALLO,NOEL GALLO
american/Alameda County/Oakland_11082022_Mayor.csv,LOREN MANUEL TAYLOR,LOREN MANUEL TAYLOR,SHENG THAO,SHENG THAO,SHENG THAO,SHENG THAO,SHENG THAO,SHENG THAO,SHENG THAO,SHENG THAO,SHENG THAO,SHENG THAO,SHENG THAO,SHENG THAO,SHENG THAO,SHENG THAO,SHENG THAO,SHENG THAO,SHENG THAO,SHENG THAO
american/Alameda County/Berkeley_11062018_CityCouncilDistrict4.csv,KATE HARRISON,KATE HARRISON,KATE HARRISON,KATE HARRISON,KATE HARRISON,KATE HARRISON,KATE HARRISON,KATE HARRISON,KATE HARRISON,KATE HARRISON,KATE HARRISON,KATE HARRISON,KATE HARRISON,KATE HARRISON,KATE HARRISON,KATE HARRISON,KATE HARRISON,KATE HARRISON,KATE HARRISON,KATE HARRISON
american/Alameda County/Oakland_11052024_CityAttorney.csv,RYAN RICHARDSON,RYAN RICHARDSON,RYAN RICHARDSON,RYAN RICHARDSON,RYAN RICHARDSON,RYAN RICHARDSON,RYAN RICHARDSON,RYAN RICHARDSON,RYAN RICHARDSON,RYAN RICHARDSON,RYAN RICHARDSON,RYAN RICHARDSON,RYAN RICHARDSON,RYAN RICHARDSON,RYAN RICHARDSON,RYAN RICHARDSON,RYAN RICHARDSON,RYAN RICHARDSON,RYAN RICHARDSON,RYAN RICHARDSON
american/Alameda County/Berkeley_03072017_CityCouncilDistrict4.csv,KATE HARRISON,KATE HARRISON,KATE HARRISON,KATE HARRISON,KATE HARRISON,KATE HARRISON,KATE HARRISON,KATE HARRISON,KATE HARRISON,KATE HARRISON,KATE HARRISON,KATE HARRISON,KATE HARRISON,KATE HARRISON,KATE HARRISON,KATE HARRISON,KATE HARRISON,KATE HARRISON,KATE HARRISON,KATE HARRISON
american/Alameda County/Berkeley_11032020_MemberCityCouncilDist3BerkeleyRCV.csv,BEN BARTLETT,BEN BARTLETT,BEN BARTLETT,BEN BARTLETT,BEN BARTLETT,BEN BARTLETT,BEN BARTLETT,BEN BARTLETT,BEN BARTLETT,BEN BARTLETT,BEN BARTLETT,BEN BARTLETT,BEN BARTLETT,BEN BARTLETT,BEN BARTLETT,BEN BARTLETT,BEN BARTLETT,BEN BARTLETT,BEN BARTLETT,BEN BARTLETT
american/Alameda County/Oakland_11032020_MemberCityCouncilDist1OaklandRCV.csv,DAN KALB,DAN KALB,DAN KALB,DAN KALB,DAN KALB,DAN KALB,DAN KALB,DAN KALB,DAN KALB,DAN KALB,DAN KALB,DAN KALB,DAN KALB,DAN KALB,DAN KALB,DAN KALB,DAN KALB,DAN KALB,DAN KALB,DAN KALB
american/Alameda County/Oakland_11042014_SchoolDirectorDistrict6.csv,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES
american/Alameda County/Oakland_11082016_SchoolDirectorDistrict3.csv,JUMOKE HINTON HODGE,JUMOKE HINTON HODGE,JUMOKE HINTON HODGE,JUMOKE HINTON HODGE,JUMOKE HINTON HODGE,JUMOKE HINTON HODGE,JUMOKE HINTON HODGE,JUMOKE HINTON HODGE,JUMOKE HINTON HODGE,JUMOKE HINTON HODGE,MISTY CROSS,JUMOKE HINTON HODGE,MISTY CROSS,JUMOKE HINTON HODGE,MISTY CROSS,JUMOKE HINTON HODGE,MISTY CROSS,JUMOKE HINTON HODGE,MISTY CROSS,JUMOKE HINTON HODGE
american/Alameda County/Oakland_11032020_SchoolDirectorDist3OaklandRCV.csv,VANCEDRIC WILLIAMS,VANCEDRIC WILLIAMS,VANCEDRIC WILLIAMS,VANCEDRIC WILLIAMS,VANCEDRIC WILLIAMS,VANCEDRIC WILLIAMS,VANCEDRIC WILLIAMS,VANCEDRIC WILLIAMS,VANCEDRIC WILLIAMS,VANCEDRIC WILLIAMS,VANCEDRIC WILLIAMS,VANCEDRIC WILLIAMS,VANCEDRIC WILLIAMS,VANCEDRIC WILLIAMS,VANCEDRIC WILLIAMS,VANCEDRIC WILLIAMS,VANCEDRIC WILLIAMS,VANCEDRIC WILLIAMS,VANCEDRIC WILLIAMS,VANCEDRIC WILLIAMS
american/Alameda County/Berkeley_11052024_CityCouncilD6.csv,BRENT BLACKABY,BRENT BLACKABY,BRENT BLACKABY,BRENT BLACKABY,BRENT BLACKABY,BRENT BLACKABY,BRENT BLACKABY,BRENT BLACKABY,BRENT BLACKABY,BRENT BLACKABY,BRENT BLACKABY,BRENT BLACKABY,BRENT BLACKABY,BRENT BLACKABY,BRENT BLACKABY,BRENT BLACKABY,BRENT BLACKABY,BRENT BLACKABY,BRENT BLACKABY,BRENT BLACKABY
american/Alameda County/Oakland_11032020_SchoolDirectorDist7OaklandRCV.csv,CLIFFORD THOMPSON,CLIFFORD THOMPSON,CLIFFORD THOMPSON,CLIFFORD THOMPSON,CLIFFORD THOMPSON,CLIFFORD THOMPSON,CLIFFORD THOMPSON,CLIFFORD THOMPSON,CLIFFORD THOMPSON,CLIFFORD THOMPSON,CLIFFORD THOMPSON,CLIFFORD THOMPSON,CLIFFORD THOMPSON,CLIFFORD THOMPSON,CLIFFORD THOMPSON,CLIFFORD THOMPSON,CLIFFORD THOMPSON,CLIFFORD THOMPSON,CLIFFORD THOMPSON,CLIFFORD THOMPSON
american/Alameda County/Oakland_11062012_SchoolDirectorDistrict1.csv,JODY LONDON,JODY LONDON,JODY LONDON,JODY LONDON,JODY LONDON,JODY LONDON,JODY LONDON,JODY LONDON,JODY LONDON,JODY LONDON,JODY LONDON,JODY LONDON,JODY LONDON,JODY LONDON,JODY LONDON,JODY LONDON,JODY LONDON,JODY LONDON,JODY LONDON,JODY LONDON
american/Alameda County/Oakland_11062018_SchoolDirectorDistrict6.csv,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES,SHANTHI GONZALES,ANTHONY WILSON,ANTHONY WILSON,ANTHONY WILSON,ANTHONY WILSON,ANTHONY WILSON,ANTHONY WILSON,ANTHONY WILSON,ANTHONY WILSON,ANTHONY WILSON,ANTHONY WILSON
