Vote,rank1,rank2,rank3,rank4,rank5,rank6,numSeats,numCands
UC341,MIKE MCCURDY,JASON TAYLOR,skipped,skipped,skipped,skipped,2,6
UC342,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
UC343,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped,2,6
UC344,MIKE MCCURDY,JASON TAYLOR,skipped,skipped,skipped,skipped,2,6
UC345,JOSIE KOVASH,MIKE MCCURDY,JASON TAYLOR,skipped,skipped,skipped,2,6
UC346,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,2,6
UC347,JASON TAYLOR,LUKE WOJCIECHOWSKI,MIKE MCCURDY,JOSIE KOVASH,ANTHONY CHARLES,skipped,2,6
UC348,JASON TAYLOR,LUKE WOJCIECHOWSKI,MIKE MCCURDY,ANTHONY CHARLES,JOSIE KOVASH,skipped,2,6
UC349,MIKE MCCURDY,JASON TAYLOR,skipped,skipped,skipped,skipped,2,6
UC350,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped,2,6
UC351,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,2,6
UC352,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,ANTHONY CHARLES,JASON TAYLOR,skipped,2,6
UC353,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped,2,6
UC354,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,2,6
UC356,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,2,6
UC357,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,2,6
UC358,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,ANTHONY CHARLES,JASON TAYLOR,skipped,2,6
UC359,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped,2,6
UC360,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,skipped,skipped,2,6
UC361,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
UC362,MIKE MCCURDY,skipped,skipped,skipped,skipped,skipped,2,6
UC363,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,2,6
UC364,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped,2,6
UC366,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JOSIE KOVASH,skipped,2,6
UC367,JASON TAYLOR,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
UC368,JASON TAYLOR,MIKE MCCURDY,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,2,6
UC369,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,JASON TAYLOR,MIKE MCCURDY,skipped,2,6
UC370,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
UC371,MIKE MCCURDY,JOSIE KOVASH,skipped,skipped,skipped,skipped,2,6
UC372,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,JASON TAYLOR,ANTHONY CHARLES,skipped,2,6
UC373,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,skipped,skipped,skipped,2,6
UC374,LUKE WOJCIECHOWSKI,JASON TAYLOR,skipped,skipped,skipped,skipped,2,6
UC376,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,2,6
UC377,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,2,6
UC378,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,2,6
UC379,JASON TAYLOR,LUKE WOJCIECHOWSKI,MIKE MCCURDY,ANTHONY CHARLES,JOSIE KOVASH,skipped,2,6
UC380,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,2,6
UC381,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,2,6
UC382,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,2,6
UC383,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,2,6
UC384,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,2,6
UC385,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
UC386,LUKE WOJCIECHOWSKI,MIKE MCCURDY,JASON TAYLOR,JOSIE KOVASH,ANTHONY CHARLES,skipped,2,6
UC387,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,2,6
UC388,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,2,6
UC389,JOSIE KOVASH,JASON TAYLOR,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,2,6
UC390,JOSIE KOVASH,skipped,skipped,skipped,skipped,skipped,2,6
UC391,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped,2,6
UC392,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped,2,6
UC393,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,MIKE MCCURDY,skipped,2,6
UC394,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR,skipped,2,6
UC395,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,2,6
UC396,MIKE MCCURDY,JASON TAYLOR,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,2,6
UC397,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,ANTHONY CHARLES,JASON TAYLOR,skipped,2,6
UC398,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,ANTHONY CHARLES,MIKE MCCURDY,skipped,2,6
UC399,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
UC400,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,2,6
UC401,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
UC402,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped,2,6
UC403,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,skipped,skipped,skipped,2,6
UC404,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped,2,6
UC405,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
UC406,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
UC407,MIKE MCCURDY,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,skipped,2,6
UC408,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,2,6
UC409,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,skipped,skipped,2,6
UC410,MIKE MCCURDY,JASON TAYLOR,ANTHONY CHARLES,skipped,skipped,skipped,2,6
UC411,LUKE WOJCIECHOWSKI,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,2,6
UC412,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JOSIE KOVASH,MIKE MCCURDY,JASON TAYLOR,skipped,2,6
UC413,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JOSIE KOVASH,skipped,2,6
UC414,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,ANTHONY CHARLES,skipped,skipped,2,6
UC415,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,skipped,2,6
UC416,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped,2,6
UC417,JASON TAYLOR,LUKE WOJCIECHOWSKI,MIKE MCCURDY,JOSIE KOVASH,ANTHONY CHARLES,skipped,2,6
UC418,LUKE WOJCIECHOWSKI,MIKE MCCURDY,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,skipped,2,6
UC419,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,skipped,skipped,2,6
UC420,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR,skipped,2,6
UC421,JASON TAYLOR,MIKE MCCURDY,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,2,6
UC422,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR,skipped,2,6
UC423,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped,2,6
UC424,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,skipped,2,6
UC425,MIKE MCCURDY,skipped,skipped,skipped,skipped,skipped,2,6
UC426,JASON TAYLOR,LUKE WOJCIECHOWSKI,MIKE MCCURDY,ANTHONY CHARLES,JOSIE KOVASH,skipped,2,6
UC427,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,2,6
UC428,MIKE MCCURDY,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,2,6
UC429,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JOSIE KOVASH,skipped,2,6
UC430,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,JASON TAYLOR,skipped,2,6
UC431,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,ANTHONY CHARLES,skipped,skipped,2,6
UC432,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
UC433,JASON TAYLOR,MIKE MCCURDY,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,2,6
UC434,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped,2,6
UC435,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,2,6
UC436,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JASON TAYLOR,skipped,skipped,2,6
UC437,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,ANTHONY CHARLES,JASON TAYLOR,skipped,2,6
UC438,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped,2,6
UC439,JOSIE KOVASH,JASON TAYLOR,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,2,6
UC440,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,2,6
UC441,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,2,6
UC442,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,2,6
UC443,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped,2,6
UC444,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,JASON TAYLOR,skipped,skipped,2,6
UC445,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,2,6
UC446,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
UC447,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,skipped,skipped,2,6
UC448,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,2,6
UC449,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,2,6
UC450,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,2,6
UC451,MIKE MCCURDY,JASON TAYLOR,ANTHONY CHARLES,skipped,skipped,skipped,2,6
UC452,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,2,6
UC453,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JOSIE KOVASH,MIKE MCCURDY,skipped,skipped,2,6
UC454,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,skipped,skipped,skipped,2,6
UC455,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,2,6
UC456,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,JASON TAYLOR,ANTHONY CHARLES,skipped,2,6
UC457,MIKE MCCURDY,skipped,skipped,skipped,skipped,skipped,2,6
UC458,JASON TAYLOR,JOSIE KOVASH,MIKE MCCURDY,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,2,6
UC459,MIKE MCCURDY,ANTHONY CHARLES,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,2,6
UC460,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,2,6
UC461,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JASON TAYLOR,ANTHONY CHARLES,JOSIE KOVASH,skipped,2,6
UC462,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
UC463,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,skipped,skipped,skipped,2,6
UC464,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR,skipped,2,6
UC465,JASON TAYLOR,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
UC466,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,2,6
UC467,MIKE MCCURDY,skipped,skipped,skipped,skipped,skipped,2,6
UC468,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,skipped,2,6
UC469,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,2,6
UC470,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,JASON TAYLOR,ANTHONY CHARLES,skipped,2,6
UC471,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JASON TAYLOR,skipped,skipped,2,6
UC472,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JOSIE KOVASH,skipped,2,6
UC473,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JOSIE KOVASH,MIKE MCCURDY,JASON TAYLOR,skipped,2,6
UC474,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,skipped,skipped,skipped,2,6
UC475,MIKE MCCURDY,JASON TAYLOR,ANTHONY CHARLES,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,2,6
UC476,JOSIE KOVASH,JASON TAYLOR,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,2,6
UC477,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,2,6
UC478,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped,2,6
UC479,MIKE MCCURDY,skipped,skipped,skipped,skipped,skipped,2,6
UC480,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
UC481,MIKE MCCURDY,JASON TAYLOR,ANTHONY CHARLES,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,2,6
UC482,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,JASON TAYLOR,skipped,2,6
UC483,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,2,6
UC484,JASON TAYLOR,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,2,6
UC485,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,MIKE MCCURDY,skipped,skipped,2,6
UC486,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,skipped,skipped,skipped,2,6
UC487,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,skipped,skipped,skipped,2,6
UC488,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,skipped,skipped,2,6
UC489,JASON TAYLOR,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,MIKE MCCURDY,skipped,2,6
UC490,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,2,6
UC491,JOSIE KOVASH,ANTHONY CHARLES,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,skipped,2,6
UC492,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,2,6
UC493,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,2,6
UC494,JOSIE KOVASH,JASON TAYLOR,LUKE WOJCIECHOWSKI,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
UC495,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
UC496,LUKE WOJCIECHOWSKI,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,JASON TAYLOR,skipped,2,6
UC497,JASON TAYLOR,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,MIKE MCCURDY,skipped,2,6
UC498,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR,skipped,2,6
UC499,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JOSIE KOVASH,skipped,2,6
UC500,JASON TAYLOR,LUKE WOJCIECHOWSKI,MIKE MCCURDY,ANTHONY CHARLES,JOSIE KOVASH,skipped,2,6
UC501,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,2,6
UC502,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
UC503,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JASON TAYLOR,MIKE MCCURDY,skipped,2,6
UC504,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,2,6
UC505,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,2,6
UC506,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
UC507,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,skipped,2,6
UC508,LUKE WOJCIECHOWSKI,MIKE MCCURDY,JASON TAYLOR,JOSIE KOVASH,ANTHONY CHARLES,skipped,2,6
UC509,MIKE MCCURDY,JASON TAYLOR,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,2,6
UC510,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped,2,6
UC511,MIKE MCCURDY,skipped,skipped,skipped,skipped,skipped,2,6
UC512,ANTHONY CHARLES,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,JASON TAYLOR,skipped,2,6
UC513,JASON TAYLOR,MIKE MCCURDY,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,2,6
UC514,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,ANTHONY CHARLES,JASON TAYLOR,skipped,2,6
UC515,LUKE WOJCIECHOWSKI,MIKE MCCURDY,skipped,skipped,skipped,skipped,2,6
UC516,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,ANTHONY CHARLES,JASON TAYLOR,skipped,2,6
UC517,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR,skipped,2,6
UC518,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,skipped,2,6
UC519,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,MIKE MCCURDY,skipped,2,6
UC520,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,2,6
UC521,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,2,6
UC522,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JOSIE KOVASH,JASON TAYLOR,MIKE MCCURDY,skipped,2,6
UC523,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,2,6
UC524,LUKE WOJCIECHOWSKI,JASON TAYLOR,skipped,skipped,skipped,skipped,2,6
UC525,LUKE WOJCIECHOWSKI,MIKE MCCURDY,ANTHONY CHARLES,JASON TAYLOR,JOSIE KOVASH,skipped,2,6
UC526,MIKE MCCURDY,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,skipped,2,6
UC527,LUKE WOJCIECHOWSKI,JASON TAYLOR,MIKE MCCURDY,JOSIE KOVASH,skipped,skipped,2,6
UC528,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,skipped,skipped,skipped,2,6
UC529,MIKE MCCURDY,JASON TAYLOR,skipped,skipped,skipped,skipped,2,6
UC530,JASON TAYLOR,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JOSIE KOVASH,MIKE MCCURDY,skipped,2,6
UC531,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,2,6
UC532,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,skipped,skipped,skipped,2,6
UC533,LUKE WOJCIECHOWSKI,JOSIE KOVASH,JASON TAYLOR,skipped,skipped,skipped,2,6
UC534,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR,skipped,2,6
UC535,MIKE MCCURDY,JASON TAYLOR,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,2,6
UC536,JOSIE KOVASH,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR,skipped,2,6
UC537,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,skipped,skipped,skipped,2,6
UC538,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,ANTHONY CHARLES,JASON TAYLOR,skipped,2,6
UC539,JOSIE KOVASH,JASON TAYLOR,LUKE WOJCIECHOWSKI,skipped,skipped,skipped,2,6
UC540,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JOSIE KOVASH,JASON TAYLOR,skipped,skipped,2,6
UC541,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,2,6
UC542,JOSIE KOVASH,LUKE WOJCIECHOWSKI,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,skipped,2,6
UC543,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,JOSIE KOVASH,skipped,2,6
UC544,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,MIKE MCCURDY,JASON TAYLOR,skipped,2,6
UC545,MIKE MCCURDY,JASON TAYLOR,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,skipped,2,6
UC546,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JOSIE KOVASH,skipped,2,6
UC547,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,JASON TAYLOR,ANTHONY CHARLES,skipped,2,6
UC548,MIKE MCCURDY,JASON TAYLOR,skipped,skipped,skipped,skipped,2,6
UC549,JASON TAYLOR,LUKE WOJCIECHOWSKI,MIKE MCCURDY,JOSIE KOVASH,ANTHONY CHARLES,skipped,2,6
UC550,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,2,6
UC551,JASON TAYLOR,MIKE MCCURDY,skipped,skipped,skipped,skipped,2,6
UC552,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,JASON TAYLOR,MIKE MCCURDY,skipped,2,6
UC553,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,JASON TAYLOR,MIKE MCCURDY,skipped,2,6
UC554,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JOSIE KOVASH,skipped,2,6
UC555,LUKE WOJCIECHOWSKI,JOSIE KOVASH,ANTHONY CHARLES,JASON TAYLOR,MIKE MCCURDY,skipped,2,6
UC556,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped,2,6
UC557,JOSIE KOVASH,LUKE WOJCIECHOWSKI,MIKE MCCURDY,JASON TAYLOR,ANTHONY CHARLES,skipped,2,6
UC558,MIKE MCCURDY,skipped,skipped,skipped,skipped,skipped,2,6
UC559,LUKE WOJCIECHOWSKI,JASON TAYLOR,JOSIE KOVASH,ANTHONY CHARLES,MIKE MCCURDY,skipped,2,6
UC560,JASON TAYLOR,MIKE MCCURDY,ANTHONY CHARLES,JOSIE KOVASH,LUKE WOJCIECHOWSKI,skipped,2,6
UC561,JASON TAYLOR,MIKE MCCURDY,LUKE WOJCIECHOWSKI,ANTHONY CHARLES,JOSIE KOVASH,skipped,2,6
UC562,MIKE MCCURDY,JOSIE KOVASH,JASON TAYLOR,ANTHONY CHARLES,LUKE WOJCIECHOWSKI,skipped,2,6
UC563,JASON TAYLOR,skipped,skipped,skipped,skipped,skipped,2,6
