Index,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,Num cands,Num seats
LE3512,PAUL HANCOCK,MICHELLE MILES,LORI MCINTOSH LE,AARON BULLEN,ETHAN M. ERICKSON,NICOLE KUNZE,CAMI PURTSCHERT,CHRIS CONDIE,MONTANE C HAMILTON,9,2
LE3513,AARON BULLEN,NICOLE KUNZE,CHRIS CONDIE,MICHELLE MILES,PAUL HANCOCK,MONTANE C HAMILTON,CAMI PURTSCHERT,ETHAN M. ERICKSON,skipped,9,2
LE3514,PAUL HANCOCK,NICOLE KUNZE,AARON BULLEN,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE3515,PAUL HANCOCK,MONTANE C HAMILTON,AARON BULLEN,CHRIS CONDIE,LORI MCINTOSH LE,MICHELLE MILES,NICOLE KUNZE,CAMI PURTSCHERT,ETHAN M. ERICKSON,9,2
LE3517,PAUL HANCOCK,LORI MCINTOSH LE,CHRIS CONDIE,NICOLE KUNZE,skipped,skipped,skipped,skipped,skipped,9,2
LE3519,LORI MCINTOSH LE,MICHELLE MILES,AARON BULLEN,CAMI PURTSCHERT,NICOLE KUNZE,CHRIS CONDIE,PAUL HANCOCK,MONTANE C HAMILTON,ETHAN M. ERICKSON,9,2
LE3520,CHRIS CONDIE,PAUL HANCOCK,LORI MCINTOSH LE,NICOLE KUNZE,MONTANE C HAMILTON,ETHAN M. ERICKSON,skipped,skipped,skipped,9,2
LE3521,NICOLE KUNZE,MICHELLE MILES,CHRIS CONDIE,AARON BULLEN,LORI MCINTOSH LE,PAUL HANCOCK,CAMI PURTSCHERT,MONTANE C HAMILTON,ETHAN M. ERICKSON,9,2
LE3522,NICOLE KUNZE,MONTANE C HAMILTON,PAUL HANCOCK,LORI MCINTOSH LE,CHRIS CONDIE,MICHELLE MILES,AARON BULLEN,CAMI PURTSCHERT,ETHAN M. ERICKSON,9,2
LE3523,LORI MCINTOSH LE,NICOLE KUNZE,MONTANE C HAMILTON,PAUL HANCOCK,ETHAN M. ERICKSON,MICHELLE MILES,CAMI PURTSCHERT,CHRIS CONDIE,AARON BULLEN,9,2
LE3524,CHRIS CONDIE,PAUL HANCOCK,NICOLE KUNZE,CAMI PURTSCHERT,MICHELLE MILES,LORI MCINTOSH LE,MONTANE C HAMILTON,AARON BULLEN,ETHAN M. ERICKSON,9,2
LE3525,CHRIS CONDIE,MONTANE C HAMILTON,LORI MCINTOSH LE,NICOLE KUNZE,PAUL HANCOCK,MICHELLE MILES,AARON BULLEN,ETHAN M. ERICKSON,CAMI PURTSCHERT,9,2
LE3526,LORI MCINTOSH LE,MICHELLE MILES,CHRIS CONDIE,PAUL HANCOCK,NICOLE KUNZE,ETHAN M. ERICKSON,CAMI PURTSCHERT,MONTANE C HAMILTON,AARON BULLEN,9,2
LE3527,PAUL HANCOCK,CHRIS CONDIE,NICOLE KUNZE,LORI MCINTOSH LE,MICHELLE MILES,CAMI PURTSCHERT,AARON BULLEN,ETHAN M. ERICKSON,MONTANE C HAMILTON,9,2
LE3528,CAMI PURTSCHERT,AARON BULLEN,MICHELLE MILES,CHRIS CONDIE,LORI MCINTOSH LE,PAUL HANCOCK,NICOLE KUNZE,MONTANE C HAMILTON,ETHAN M. ERICKSON,9,2
LE3529,PAUL HANCOCK,CHRIS CONDIE,NICOLE KUNZE,LORI MCINTOSH LE,MICHELLE MILES,CAMI PURTSCHERT,AARON BULLEN,ETHAN M. ERICKSON,MONTANE C HAMILTON,9,2
LE3530,LORI MCINTOSH LE,NICOLE KUNZE,CAMI PURTSCHERT,CHRIS CONDIE,PAUL HANCOCK,AARON BULLEN,MONTANE C HAMILTON,MICHELLE MILES,ETHAN M. ERICKSON,9,2
LE3531,CHRIS CONDIE,CAMI PURTSCHERT,ETHAN M. ERICKSON,NICOLE KUNZE,MICHELLE MILES,PAUL HANCOCK,AARON BULLEN,MONTANE C HAMILTON,LORI MCINTOSH LE,9,2
LE3532,PAUL HANCOCK,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE3533,AARON BULLEN,MICHELLE MILES,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE3534,PAUL HANCOCK,CHRIS CONDIE,LORI MCINTOSH LE,NICOLE KUNZE,MONTANE C HAMILTON,CAMI PURTSCHERT,MICHELLE MILES,AARON BULLEN,ETHAN M. ERICKSON,9,2
LE3535,MICHELLE MILES,AARON BULLEN,MONTANE C HAMILTON,ETHAN M. ERICKSON,CAMI PURTSCHERT,skipped,skipped,skipped,skipped,9,2
LE3536,PAUL HANCOCK,CHRIS CONDIE,LORI MCINTOSH LE,NICOLE KUNZE,MONTANE C HAMILTON,CAMI PURTSCHERT,MICHELLE MILES,AARON BULLEN,ETHAN M. ERICKSON,9,2
LE3537,PAUL HANCOCK,MONTANE C HAMILTON,CHRIS CONDIE,NICOLE KUNZE,LORI MCINTOSH LE,AARON BULLEN,CAMI PURTSCHERT,MICHELLE MILES,ETHAN M. ERICKSON,9,2
LE3538,PAUL HANCOCK,CHRIS CONDIE,LORI MCINTOSH LE,NICOLE KUNZE,MONTANE C HAMILTON,CAMI PURTSCHERT,MICHELLE MILES,AARON BULLEN,ETHAN M. ERICKSON,9,2
LE3539,CHRIS CONDIE,PAUL HANCOCK,AARON BULLEN,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE3540,LORI MCINTOSH LE,PAUL HANCOCK,CAMI PURTSCHERT,NICOLE KUNZE,MICHELLE MILES,CHRIS CONDIE,AARON BULLEN,MONTANE C HAMILTON,ETHAN M. ERICKSON,9,2
LE3541,LORI MCINTOSH LE,MICHELLE MILES,AARON BULLEN,CHRIS CONDIE,PAUL HANCOCK,NICOLE KUNZE,MONTANE C HAMILTON,CAMI PURTSCHERT,ETHAN M. ERICKSON,9,2
LE3542,MICHELLE MILES,NICOLE KUNZE,PAUL HANCOCK,MONTANE C HAMILTON,CAMI PURTSCHERT,LORI MCINTOSH LE,CHRIS CONDIE,AARON BULLEN,ETHAN M. ERICKSON,9,2
LE3543,CAMI PURTSCHERT,AARON BULLEN,NICOLE KUNZE,MONTANE C HAMILTON,MICHELLE MILES,CHRIS CONDIE,LORI MCINTOSH LE,PAUL HANCOCK,ETHAN M. ERICKSON,9,2
LE3544,ETHAN M. ERICKSON,MICHELLE MILES,AARON BULLEN,CAMI PURTSCHERT,CHRIS CONDIE,NICOLE KUNZE,LORI MCINTOSH LE,PAUL HANCOCK,MONTANE C HAMILTON,9,2
LE3545,CHRIS CONDIE,AARON BULLEN,MICHELLE MILES,PAUL HANCOCK,NICOLE KUNZE,ETHAN M. ERICKSON,MONTANE C HAMILTON,CAMI PURTSCHERT,LORI MCINTOSH LE,9,2
LE3546,CHRIS CONDIE,PAUL HANCOCK,MICHELLE MILES,LORI MCINTOSH LE,NICOLE KUNZE,CAMI PURTSCHERT,MONTANE C HAMILTON,ETHAN M. ERICKSON,AARON BULLEN,9,2
LE3547,LORI MCINTOSH LE,NICOLE KUNZE,PAUL HANCOCK,MICHELLE MILES,MONTANE C HAMILTON,CHRIS CONDIE,AARON BULLEN,CAMI PURTSCHERT,ETHAN M. ERICKSON,9,2
LE3548,CAMI PURTSCHERT,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE3549,MICHELLE MILES,NICOLE KUNZE,CAMI PURTSCHERT,LORI MCINTOSH LE,AARON BULLEN,MONTANE C HAMILTON,CHRIS CONDIE,ETHAN M. ERICKSON,PAUL HANCOCK,9,2
LE3550,MONTANE C HAMILTON,LORI MCINTOSH LE,AARON BULLEN,NICOLE KUNZE,CAMI PURTSCHERT,MICHELLE MILES,CHRIS CONDIE,PAUL HANCOCK,ETHAN M. ERICKSON,9,2
LE3551,LORI MCINTOSH LE,CAMI PURTSCHERT,CHRIS CONDIE,MONTANE C HAMILTON,NICOLE KUNZE,PAUL HANCOCK,MICHELLE MILES,AARON BULLEN,ETHAN M. ERICKSON,9,2
LE3552,CHRIS CONDIE,PAUL HANCOCK,NICOLE KUNZE,LORI MCINTOSH LE,MONTANE C HAMILTON,skipped,skipped,skipped,skipped,9,2
LE3553,LORI MCINTOSH LE,CAMI PURTSCHERT,NICOLE KUNZE,MICHELLE MILES,MONTANE C HAMILTON,skipped,skipped,skipped,skipped,9,2
LE3554,LORI MCINTOSH LE,PAUL HANCOCK,NICOLE KUNZE,CAMI PURTSCHERT,MICHELLE MILES,MONTANE C HAMILTON,CHRIS CONDIE,AARON BULLEN,ETHAN M. ERICKSON,9,2
LE3555,CHRIS CONDIE,AARON BULLEN,PAUL HANCOCK,MICHELLE MILES,skipped,skipped,skipped,skipped,skipped,9,2
LE3556,AARON BULLEN,MICHELLE MILES,PAUL HANCOCK,MONTANE C HAMILTON,CAMI PURTSCHERT,LORI MCINTOSH LE,CHRIS CONDIE,NICOLE KUNZE,ETHAN M. ERICKSON,9,2
LE3557,NICOLE KUNZE,CAMI PURTSCHERT,AARON BULLEN,CHRIS CONDIE,LORI MCINTOSH LE,ETHAN M. ERICKSON,MONTANE C HAMILTON,PAUL HANCOCK,MICHELLE MILES,9,2
LE3558,MICHELLE MILES,AARON BULLEN,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE3559,NICOLE KUNZE,CAMI PURTSCHERT,MICHELLE MILES,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE3560,MICHELLE MILES,MONTANE C HAMILTON,CAMI PURTSCHERT,CHRIS CONDIE,LORI MCINTOSH LE,PAUL HANCOCK,NICOLE KUNZE,AARON BULLEN,ETHAN M. ERICKSON,9,2
LE3561,PAUL HANCOCK,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE3562,ETHAN M. ERICKSON,MICHELLE MILES,AARON BULLEN,CAMI PURTSCHERT,CHRIS CONDIE,NICOLE KUNZE,LORI MCINTOSH LE,PAUL HANCOCK,MONTANE C HAMILTON,9,2
LE3563,NICOLE KUNZE,LORI MCINTOSH LE,PAUL HANCOCK,CHRIS CONDIE,skipped,skipped,skipped,skipped,skipped,9,2
LE3564,PAUL HANCOCK,CHRIS CONDIE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE3565,MICHELLE MILES,CAMI PURTSCHERT,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE3566,CHRIS CONDIE,PAUL HANCOCK,NICOLE KUNZE,LORI MCINTOSH LE,MONTANE C HAMILTON,CAMI PURTSCHERT,MICHELLE MILES,AARON BULLEN,ETHAN M. ERICKSON,9,2
LE3567,CHRIS CONDIE,PAUL HANCOCK,NICOLE KUNZE,LORI MCINTOSH LE,skipped,skipped,skipped,skipped,skipped,9,2
LE3568,LORI MCINTOSH LE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE3569,CHRIS CONDIE,PAUL HANCOCK,LORI MCINTOSH LE,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE3570,CAMI PURTSCHERT,CHRIS CONDIE,PAUL HANCOCK,MONTANE C HAMILTON,AARON BULLEN,LORI MCINTOSH LE,MICHELLE MILES,NICOLE KUNZE,ETHAN M. ERICKSON,9,2
LE3571,CHRIS CONDIE,PAUL HANCOCK,NICOLE KUNZE,LORI MCINTOSH LE,skipped,skipped,skipped,skipped,skipped,9,2
LE3572,MICHELLE MILES,LORI MCINTOSH LE,PAUL HANCOCK,CHRIS CONDIE,ETHAN M. ERICKSON,CAMI PURTSCHERT,NICOLE KUNZE,AARON BULLEN,MONTANE C HAMILTON,9,2
LE3573,PAUL HANCOCK,MICHELLE MILES,MONTANE C HAMILTON,CHRIS CONDIE,LORI MCINTOSH LE,ETHAN M. ERICKSON,CAMI PURTSCHERT,NICOLE KUNZE,AARON BULLEN,9,2
LE3574,MICHELLE MILES,CAMI PURTSCHERT,MONTANE C HAMILTON,LORI MCINTOSH LE,NICOLE KUNZE,AARON BULLEN,ETHAN M. ERICKSON,CHRIS CONDIE,PAUL HANCOCK,9,2
LE3575,CHRIS CONDIE,PAUL HANCOCK,CAMI PURTSCHERT,NICOLE KUNZE,AARON BULLEN,MICHELLE MILES,MONTANE C HAMILTON,ETHAN M. ERICKSON,skipped,9,2
LE3576,NICOLE KUNZE,AARON BULLEN,CHRIS CONDIE,PAUL HANCOCK,LORI MCINTOSH LE,MICHELLE MILES,MONTANE C HAMILTON,CAMI PURTSCHERT,ETHAN M. ERICKSON,9,2
LE3577,ETHAN M. ERICKSON,MICHELLE MILES,PAUL HANCOCK,MONTANE C HAMILTON,LORI MCINTOSH LE,CAMI PURTSCHERT,NICOLE KUNZE,AARON BULLEN,CHRIS CONDIE,9,2
LE3578,NICOLE KUNZE,PAUL HANCOCK,LORI MCINTOSH LE,MICHELLE MILES,CHRIS CONDIE,AARON BULLEN,MONTANE C HAMILTON,CAMI PURTSCHERT,ETHAN M. ERICKSON,9,2
LE3579,NICOLE KUNZE,MICHELLE MILES,CAMI PURTSCHERT,LORI MCINTOSH LE,MONTANE C HAMILTON,PAUL HANCOCK,CHRIS CONDIE,AARON BULLEN,ETHAN M. ERICKSON,9,2
LE3580,NICOLE KUNZE,CHRIS CONDIE,CAMI PURTSCHERT,AARON BULLEN,LORI MCINTOSH LE,MONTANE C HAMILTON,PAUL HANCOCK,MICHELLE MILES,ETHAN M. ERICKSON,9,2
LE3581,CHRIS CONDIE,MICHELLE MILES,PAUL HANCOCK,LORI MCINTOSH LE,CAMI PURTSCHERT,MONTANE C HAMILTON,NICOLE KUNZE,AARON BULLEN,ETHAN M. ERICKSON,9,2
LE3583,AARON BULLEN,MICHELLE MILES,PAUL HANCOCK,CHRIS CONDIE,skipped,skipped,skipped,skipped,skipped,9,2
LE3584,CAMI PURTSCHERT,MICHELLE MILES,MONTANE C HAMILTON,LORI MCINTOSH LE,NICOLE KUNZE,AARON BULLEN,PAUL HANCOCK,CHRIS CONDIE,ETHAN M. ERICKSON,9,2
LE3585,MICHELLE MILES,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE3586,PAUL HANCOCK,LORI MCINTOSH LE,NICOLE KUNZE,CHRIS CONDIE,MICHELLE MILES,AARON BULLEN,MONTANE C HAMILTON,CAMI PURTSCHERT,ETHAN M. ERICKSON,9,2
LE3587,MICHELLE MILES,AARON BULLEN,ETHAN M. ERICKSON,CAMI PURTSCHERT,PAUL HANCOCK,NICOLE KUNZE,LORI MCINTOSH LE,CHRIS CONDIE,MONTANE C HAMILTON,9,2
LE3588,NICOLE KUNZE,ETHAN M. ERICKSON,AARON BULLEN,PAUL HANCOCK,CAMI PURTSCHERT,CHRIS CONDIE,MICHELLE MILES,MONTANE C HAMILTON,LORI MCINTOSH LE,9,2
LE3589,CHRIS CONDIE,AARON BULLEN,MICHELLE MILES,CAMI PURTSCHERT,NICOLE KUNZE,PAUL HANCOCK,ETHAN M. ERICKSON,MONTANE C HAMILTON,LORI MCINTOSH LE,9,2
LE3590,LORI MCINTOSH LE,PAUL HANCOCK,CHRIS CONDIE,MICHELLE MILES,NICOLE KUNZE,MONTANE C HAMILTON,AARON BULLEN,CAMI PURTSCHERT,ETHAN M. ERICKSON,9,2
LE3591,MONTANE C HAMILTON,PAUL HANCOCK,NICOLE KUNZE,MICHELLE MILES,LORI MCINTOSH LE,AARON BULLEN,CHRIS CONDIE,skipped,skipped,9,2
LE3592,NICOLE KUNZE,LORI MCINTOSH LE,AARON BULLEN,PAUL HANCOCK,MICHELLE MILES,CHRIS CONDIE,MONTANE C HAMILTON,CAMI PURTSCHERT,ETHAN M. ERICKSON,9,2
LE3593,MICHELLE MILES,NICOLE KUNZE,CHRIS CONDIE,LORI MCINTOSH LE,PAUL HANCOCK,CAMI PURTSCHERT,MONTANE C HAMILTON,ETHAN M. ERICKSON,AARON BULLEN,9,2
LE3594,LORI MCINTOSH LE,MONTANE C HAMILTON,PAUL HANCOCK,CHRIS CONDIE,MICHELLE MILES,CAMI PURTSCHERT,ETHAN M. ERICKSON,NICOLE KUNZE,AARON BULLEN,9,2
LE3595,NICOLE KUNZE,MICHELLE MILES,AARON BULLEN,PAUL HANCOCK,skipped,skipped,skipped,skipped,skipped,9,2
LE3596,CHRIS CONDIE,AARON BULLEN,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE3597,CHRIS CONDIE,PAUL HANCOCK,LORI MCINTOSH LE,CAMI PURTSCHERT,NICOLE KUNZE,MONTANE C HAMILTON,MICHELLE MILES,ETHAN M. ERICKSON,skipped,9,2
LE3598,MICHELLE MILES,AARON BULLEN,CAMI PURTSCHERT,ETHAN M. ERICKSON,NICOLE KUNZE,CHRIS CONDIE,PAUL HANCOCK,MONTANE C HAMILTON,LORI MCINTOSH LE,9,2
LE3599,AARON BULLEN,NICOLE KUNZE,MICHELLE MILES,MONTANE C HAMILTON,CAMI PURTSCHERT,skipped,skipped,skipped,skipped,9,2
LE3600,MICHELLE MILES,AARON BULLEN,ETHAN M. ERICKSON,NICOLE KUNZE,MONTANE C HAMILTON,LORI MCINTOSH LE,CHRIS CONDIE,PAUL HANCOCK,skipped,9,2
LE3601,LORI MCINTOSH LE,NICOLE KUNZE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE3602,MONTANE C HAMILTON,MICHELLE MILES,AARON BULLEN,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE3603,CAMI PURTSCHERT,MONTANE C HAMILTON,CHRIS CONDIE,MICHELLE MILES,LORI MCINTOSH LE,NICOLE KUNZE,AARON BULLEN,ETHAN M. ERICKSON,PAUL HANCOCK,9,2
LE3605,NICOLE KUNZE,PAUL HANCOCK,CAMI PURTSCHERT,CHRIS CONDIE,MONTANE C HAMILTON,MICHELLE MILES,ETHAN M. ERICKSON,LORI MCINTOSH LE,AARON BULLEN,9,2
LE3607,PAUL HANCOCK,CHRIS CONDIE,NICOLE KUNZE,AARON BULLEN,LORI MCINTOSH LE,MONTANE C HAMILTON,MICHELLE MILES,CAMI PURTSCHERT,ETHAN M. ERICKSON,9,2
LE3608,LORI MCINTOSH LE,CAMI PURTSCHERT,AARON BULLEN,NICOLE KUNZE,MICHELLE MILES,PAUL HANCOCK,MONTANE C HAMILTON,ETHAN M. ERICKSON,CHRIS CONDIE,9,2
LE3609,PAUL HANCOCK,CHRIS CONDIE,NICOLE KUNZE,AARON BULLEN,LORI MCINTOSH LE,MONTANE C HAMILTON,MICHELLE MILES,CAMI PURTSCHERT,ETHAN M. ERICKSON,9,2
LE3610,CHRIS CONDIE,NICOLE KUNZE,PAUL HANCOCK,MICHELLE MILES,LORI MCINTOSH LE,MONTANE C HAMILTON,AARON BULLEN,ETHAN M. ERICKSON,CAMI PURTSCHERT,9,2
LE3611,PAUL HANCOCK,CHRIS CONDIE,NICOLE KUNZE,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE3612,LORI MCINTOSH LE,NICOLE KUNZE,MONTANE C HAMILTON,ETHAN M. ERICKSON,PAUL HANCOCK,MICHELLE MILES,CHRIS CONDIE,AARON BULLEN,CAMI PURTSCHERT,9,2
LE3613,PAUL HANCOCK,CHRIS CONDIE,NICOLE KUNZE,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE3614,CHRIS CONDIE,PAUL HANCOCK,NICOLE KUNZE,AARON BULLEN,MONTANE C HAMILTON,MICHELLE MILES,LORI MCINTOSH LE,CAMI PURTSCHERT,ETHAN M. ERICKSON,9,2
LE3615,AARON BULLEN,MICHELLE MILES,LORI MCINTOSH LE,CAMI PURTSCHERT,CHRIS CONDIE,NICOLE KUNZE,PAUL HANCOCK,MONTANE C HAMILTON,ETHAN M. ERICKSON,9,2
LE3616,AARON BULLEN,ETHAN M. ERICKSON,MICHELLE MILES,NICOLE KUNZE,PAUL HANCOCK,MONTANE C HAMILTON,LORI MCINTOSH LE,CAMI PURTSCHERT,skipped,9,2
LE3617,PAUL HANCOCK,MICHELLE MILES,LORI MCINTOSH LE,CAMI PURTSCHERT,NICOLE KUNZE,ETHAN M. ERICKSON,MONTANE C HAMILTON,AARON BULLEN,CHRIS CONDIE,9,2
LE3618,LORI MCINTOSH LE,CAMI PURTSCHERT,NICOLE KUNZE,MICHELLE MILES,AARON BULLEN,PAUL HANCOCK,MONTANE C HAMILTON,CHRIS CONDIE,ETHAN M. ERICKSON,9,2
LE3619,CHRIS CONDIE,CAMI PURTSCHERT,ETHAN M. ERICKSON,NICOLE KUNZE,MICHELLE MILES,MONTANE C HAMILTON,PAUL HANCOCK,LORI MCINTOSH LE,skipped,9,2
LE3620,PAUL HANCOCK,CHRIS CONDIE,LORI MCINTOSH LE,NICOLE KUNZE,MONTANE C HAMILTON,AARON BULLEN,MICHELLE MILES,CAMI PURTSCHERT,ETHAN M. ERICKSON,9,2
LE3621,LORI MCINTOSH LE,PAUL HANCOCK,MONTANE C HAMILTON,CAMI PURTSCHERT,CHRIS CONDIE,MICHELLE MILES,NICOLE KUNZE,AARON BULLEN,ETHAN M. ERICKSON,9,2
LE3622,CHRIS CONDIE,MICHELLE MILES,CAMI PURTSCHERT,NICOLE KUNZE,AARON BULLEN,PAUL HANCOCK,MONTANE C HAMILTON,LORI MCINTOSH LE,ETHAN M. ERICKSON,9,2
LE3623,MICHELLE MILES,LORI MCINTOSH LE,PAUL HANCOCK,CHRIS CONDIE,NICOLE KUNZE,ETHAN M. ERICKSON,AARON BULLEN,CAMI PURTSCHERT,skipped,9,2
LE3624,PAUL HANCOCK,MONTANE C HAMILTON,CHRIS CONDIE,NICOLE KUNZE,AARON BULLEN,LORI MCINTOSH LE,CAMI PURTSCHERT,MICHELLE MILES,skipped,9,2
LE3625,LORI MCINTOSH LE,CHRIS CONDIE,MONTANE C HAMILTON,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE3626,AARON BULLEN,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE3627,CHRIS CONDIE,PAUL HANCOCK,NICOLE KUNZE,MICHELLE MILES,MONTANE C HAMILTON,LORI MCINTOSH LE,CAMI PURTSCHERT,AARON BULLEN,ETHAN M. ERICKSON,9,2
LE3628,AARON BULLEN,MICHELLE MILES,ETHAN M. ERICKSON,CAMI PURTSCHERT,LORI MCINTOSH LE,NICOLE KUNZE,CHRIS CONDIE,MONTANE C HAMILTON,PAUL HANCOCK,9,2
LE3629,PAUL HANCOCK,CHRIS CONDIE,AARON BULLEN,LORI MCINTOSH LE,NICOLE KUNZE,MONTANE C HAMILTON,CAMI PURTSCHERT,MICHELLE MILES,ETHAN M. ERICKSON,9,2
LE3630,CHRIS CONDIE,MICHELLE MILES,AARON BULLEN,NICOLE KUNZE,CAMI PURTSCHERT,PAUL HANCOCK,ETHAN M. ERICKSON,LORI MCINTOSH LE,MONTANE C HAMILTON,9,2
LE3631,PAUL HANCOCK,CHRIS CONDIE,AARON BULLEN,LORI MCINTOSH LE,NICOLE KUNZE,MICHELLE MILES,CAMI PURTSCHERT,MONTANE C HAMILTON,ETHAN M. ERICKSON,9,2
LE3632,ETHAN M. ERICKSON,AARON BULLEN,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE3633,PAUL HANCOCK,CHRIS CONDIE,AARON BULLEN,LORI MCINTOSH LE,NICOLE KUNZE,MICHELLE MILES,CAMI PURTSCHERT,MONTANE C HAMILTON,ETHAN M. ERICKSON,9,2
LE3634,CHRIS CONDIE,CAMI PURTSCHERT,PAUL HANCOCK,ETHAN M. ERICKSON,NICOLE KUNZE,LORI MCINTOSH LE,MICHELLE MILES,AARON BULLEN,MONTANE C HAMILTON,9,2
LE3635,PAUL HANCOCK,CHRIS CONDIE,AARON BULLEN,LORI MCINTOSH LE,NICOLE KUNZE,MONTANE C HAMILTON,CAMI PURTSCHERT,MICHELLE MILES,ETHAN M. ERICKSON,9,2
LE3636,MICHELLE MILES,NICOLE KUNZE,CAMI PURTSCHERT,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE3637,AARON BULLEN,MONTANE C HAMILTON,CHRIS CONDIE,NICOLE KUNZE,LORI MCINTOSH LE,MICHELLE MILES,PAUL HANCOCK,CAMI PURTSCHERT,ETHAN M. ERICKSON,9,2
LE3638,MICHELLE MILES,AARON BULLEN,CAMI PURTSCHERT,LORI MCINTOSH LE,ETHAN M. ERICKSON,NICOLE KUNZE,PAUL HANCOCK,MONTANE C HAMILTON,CHRIS CONDIE,9,2
LE3640,PAUL HANCOCK,CHRIS CONDIE,LORI MCINTOSH LE,AARON BULLEN,MONTANE C HAMILTON,skipped,skipped,skipped,skipped,9,2
LE3641,PAUL HANCOCK,CHRIS CONDIE,CAMI PURTSCHERT,LORI MCINTOSH LE,MONTANE C HAMILTON,ETHAN M. ERICKSON,AARON BULLEN,MICHELLE MILES,NICOLE KUNZE,9,2
LE3642,CHRIS CONDIE,PAUL HANCOCK,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE3643,LORI MCINTOSH LE,CHRIS CONDIE,MONTANE C HAMILTON,NICOLE KUNZE,PAUL HANCOCK,MICHELLE MILES,CAMI PURTSCHERT,AARON BULLEN,ETHAN M. ERICKSON,9,2
LE3644,NICOLE KUNZE,CHRIS CONDIE,PAUL HANCOCK,MONTANE C HAMILTON,LORI MCINTOSH LE,MICHELLE MILES,AARON BULLEN,skipped,skipped,9,2
LE3645,LORI MCINTOSH LE,CAMI PURTSCHERT,PAUL HANCOCK,MONTANE C HAMILTON,MICHELLE MILES,NICOLE KUNZE,CHRIS CONDIE,ETHAN M. ERICKSON,AARON BULLEN,9,2
LE3646,NICOLE KUNZE,CHRIS CONDIE,LORI MCINTOSH LE,PAUL HANCOCK,MONTANE C HAMILTON,MICHELLE MILES,AARON BULLEN,CAMI PURTSCHERT,ETHAN M. ERICKSON,9,2
LE3647,MICHELLE MILES,CHRIS CONDIE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE3648,AARON BULLEN,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE3649,AARON BULLEN,MICHELLE MILES,ETHAN M. ERICKSON,CAMI PURTSCHERT,LORI MCINTOSH LE,NICOLE KUNZE,CHRIS CONDIE,MONTANE C HAMILTON,PAUL HANCOCK,9,2
LE3650,PAUL HANCOCK,CHRIS CONDIE,AARON BULLEN,LORI MCINTOSH LE,NICOLE KUNZE,MONTANE C HAMILTON,CAMI PURTSCHERT,MICHELLE MILES,ETHAN M. ERICKSON,9,2
LE3651,CHRIS CONDIE,LORI MCINTOSH LE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE3652,AARON BULLEN,NICOLE KUNZE,MONTANE C HAMILTON,CAMI PURTSCHERT,ETHAN M. ERICKSON,MICHELLE MILES,LORI MCINTOSH LE,PAUL HANCOCK,CHRIS CONDIE,9,2
LE3653,PAUL HANCOCK,CAMI PURTSCHERT,CHRIS CONDIE,LORI MCINTOSH LE,MICHELLE MILES,AARON BULLEN,MONTANE C HAMILTON,NICOLE KUNZE,ETHAN M. ERICKSON,9,2
LE3654,CHRIS CONDIE,PAUL HANCOCK,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,2
LE3655,PAUL HANCOCK,LORI MCINTOSH LE,CHRIS CONDIE,MICHELLE MILES,AARON BULLEN,skipped,skipped,skipped,skipped,9,2
LE3656,CHRIS CONDIE,PAUL HANCOCK,MICHELLE MILES,NICOLE KUNZE,LORI MCINTOSH LE,MONTANE C HAMILTON,AARON BULLEN,CAMI PURTSCHERT,ETHAN M. ERICKSON,9,2
LE3657,LORI MCINTOSH LE,MICHELLE MILES,CAMI PURTSCHERT,NICOLE KUNZE,MONTANE C HAMILTON,PAUL HANCOCK,AARON BULLEN,ETHAN M. ERICKSON,CHRIS CONDIE,9,2
