file,numCands,plurality,plurality_rank,IRV,IRV_rank,top-two,top-two_rank,borda-pm,borda-pm_rank,top-3-truncation,top-3-truncation_rank,condorcet,condorcet_rank,minimax,minimax_rank,smith,smith_rank,smith-minimax,smith-minimax_rank,ranked-pairs,ranked-pairs_rank
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Kogarah.csv,6,MINNS Chris,1,MINNS Chris,1,MINNS Chris,1,MINNS Chris,1,MINNS Chris,1,MINNS Chris,1,MINNS Chris,1,MINNS Chris,1,MINNS Chris,1,MINNS Chris,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Lake Macquarie.csv,7,PIPER Greg,1,PIPER Greg,1,PIPER Greg,1,PIPER Greg,1,PIPER Greg,1,PIPER Greg,1,PIPER Greg,1,PIPER Greg,1,PIPER Greg,1,PIPER Greg,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Manly.csv,5,BAIRD Mike,1,BAIRD Mike,1,BAIRD Mike,1,BAIRD Mike,1,BAIRD Mike,1,WILLIAMS ROLDAN Clara,2,WILLIAMS ROLDAN Clara,2,WILLIAMS ROLDAN Clara,2,WILLIAMS ROLDAN Clara,2,WILLIAMS ROLDAN Clara,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Canterbury.csv,5,BURNEY Linda,1,BURNEY Linda,1,BURNEY Linda,1,BURNEY Linda,1,BURNEY Linda,1,BURNEY Linda,1,BURNEY Linda,1,BURNEY Linda,1,BURNEY Linda,1,BURNEY Linda,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Coffs Harbour.csv,5,FRASER Andrew,1,FRASER Andrew,1,FRASER Andrew,1,FRASER Andrew,1,FRASER Andrew,1,SMITH June,2,SMITH June,2,SMITH June,2,SMITH June,2,SMITH June,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Port Macquarie.csv,5,WILLIAMS Leslie,1,WILLIAMS Leslie,1,WILLIAMS Leslie,1,WILLIAMS Leslie,1,WILLIAMS Leslie,1,QUILL Kristy,2,QUILL Kristy,2,QUILL Kristy,2,QUILL Kristy,2,QUILL Kristy,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Granville.csv,6,FINN Julia,1,FINN Julia,1,FINN Julia,1,FINN Julia,1,FINN Julia,1,FINN Julia,1,FINN Julia,1,FINN Julia,1,FINN Julia,1,FINN Julia,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Maitland.csv,6,AITCHISON Jenny,1,AITCHISON Jenny,1,AITCHISON Jenny,1,AITCHISON Jenny,1,AITCHISON Jenny,1,AITCHISON Jenny,1,AITCHISON Jenny,1,AITCHISON Jenny,1,AITCHISON Jenny,1,AITCHISON Jenny,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Gosford.csv,6,HOLSTEIN Chris,1,SMITH Kathy,2,SMITH Kathy,2,SMITH Kathy,2,SMITH Kathy,2,SMITH Kathy,2,SMITH Kathy,2,SMITH Kathy,2,SMITH Kathy,2,SMITH Kathy,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Albury.csv,5,APLIN Greg,1,APLIN Greg,1,APLIN Greg,1,APLIN Greg,1,APLIN Greg,1,JACKSON Ross,2,JACKSON Ross,2,JACKSON Ross,2,JACKSON Ross,2,JACKSON Ross,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Lane Cove.csv,6,ROBERTS Anthony,1,ROBERTS Anthony,1,ROBERTS Anthony,1,ROBERTS Anthony,1,ROBERTS Anthony,1,ZBIK Andrew,2,ZBIK Andrew,2,ZBIK Andrew,2,ZBIK Andrew,2,ZBIK Andrew,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Ku-ring-gai.csv,5,HENSKENS Alister,1,HENSKENS Alister,1,HENSKENS Alister,1,HENSKENS Alister,1,HENSKENS Alister,1,McINNES Pippa,3,McINNES Pippa,3,McINNES Pippa,3,McINNES Pippa,3,McINNES Pippa,3
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Goulburn.csv,6,GOWARD Pru,1,GOWARD Pru,1,GOWARD Pru,1,GOWARD Pru,1,GOWARD Pru,1,STEPHENS Ursula,2,STEPHENS Ursula,2,STEPHENS Ursula,2,STEPHENS Ursula,2,STEPHENS Ursula,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Lakemba.csv,5,DIB Jihad,1,DIB Jihad,1,DIB Jihad,1,DIB Jihad,1,DIB Jihad,1,DIB Jihad,1,DIB Jihad,1,DIB Jihad,1,DIB Jihad,1,DIB Jihad,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Hawkesbury.csv,8,PERROTTET Dominic,1,PERROTTET Dominic,1,PERROTTET Dominic,1,PERROTTET Dominic,1,PERROTTET Dominic,1,CALVERT Barry,2,CALVERT Barry,2,CALVERT Barry,2,CALVERT Barry,2,CALVERT Barry,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Miranda.csv,6,PETINOS Eleni,1,PETINOS Eleni,1,PETINOS Eleni,1,PETINOS Eleni,1,PETINOS Eleni,1,HOLLAND Greg,2,HOLLAND Greg,2,HOLLAND Greg,2,HOLLAND Greg,2,HOLLAND Greg,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Bega.csv,5,CONSTANCE Andrew,1,CONSTANCE Andrew,1,CONSTANCE Andrew,1,CONSTANCE Andrew,1,CONSTANCE Andrew,1,ATKINSON Leanne,2,ATKINSON Leanne,2,ATKINSON Leanne,2,ATKINSON Leanne,2,ATKINSON Leanne,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_North Shore.csv,7,SKINNER Jillian,1,SKINNER Jillian,1,SKINNER Jillian,1,SKINNER Jillian,1,SKINNER Jillian,1,CHESTERFIELD-EVANS Arthur,2,CHESTERFIELD-EVANS Arthur,2,CHESTERFIELD-EVANS Arthur,2,CHESTERFIELD-EVANS Arthur,2,CHESTERFIELD-EVANS Arthur,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Wagga Wagga.csv,6,MAGUIRE Daryl,1,MAGUIRE Daryl,1,MAGUIRE Daryl,1,MAGUIRE Daryl,1,MAGUIRE Daryl,1,HAYES Dan,2,HAYES Dan,2,HAYES Dan,2,HAYES Dan,2,HAYES Dan,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Swansea.csv,8,CATLEY Yasmin,1,CATLEY Yasmin,1,CATLEY Yasmin,1,CATLEY Yasmin,1,CATLEY Yasmin,1,CATLEY Yasmin,1,CATLEY Yasmin,1,CATLEY Yasmin,1,CATLEY Yasmin,1,CATLEY Yasmin,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Prospect.csv,5,McDERMOTT Hugh,1,McDERMOTT Hugh,1,McDERMOTT Hugh,1,McDERMOTT Hugh,1,McDERMOTT Hugh,1,McDERMOTT Hugh,1,McDERMOTT Hugh,1,McDERMOTT Hugh,1,McDERMOTT Hugh,1,McDERMOTT Hugh,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Wallsend.csv,5,HORNERY Sonia,1,HORNERY Sonia,1,HORNERY Sonia,1,HORNERY Sonia,1,HORNERY Sonia,1,HORNERY Sonia,1,HORNERY Sonia,1,HORNERY Sonia,1,HORNERY Sonia,1,HORNERY Sonia,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Heathcote.csv,6,EVANS Lee,1,EVANS Lee,1,EVANS Lee,1,EVANS Lee,1,EVANS Lee,1,STUART Maryanne,2,STUART Maryanne,2,STUART Maryanne,2,STUART Maryanne,2,STUART Maryanne,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Drummoyne.csv,6,SIDOTI John,1,SIDOTI John,1,SIDOTI John,1,SIDOTI John,1,SIDOTI John,1,SIDOTI John,1,SIDOTI John,1,SIDOTI John,1,SIDOTI John,1,SIDOTI John,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Seven Hills.csv,7,TAYLOR Mark,1,TAYLOR Mark,1,TAYLOR Mark,1,TAYLOR Mark,1,TAYLOR Mark,1,BENJAMIN Susai,2,BENJAMIN Susai,2,BENJAMIN Susai,2,BENJAMIN Susai,2,BENJAMIN Susai,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Terrigal.csv,5,CROUCH Adam,1,CROUCH Adam,1,CROUCH Adam,1,CROUCH Adam,1,CROUCH Adam,1,SUNDSTROM Jeff,2,SUNDSTROM Jeff,2,SUNDSTROM Jeff,2,SUNDSTROM Jeff,2,SUNDSTROM Jeff,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Cabramatta.csv,5,LALICH Nick,1,LALICH Nick,1,LALICH Nick,1,LALICH Nick,1,LALICH Nick,1,LALICH Nick,1,LALICH Nick,1,LALICH Nick,1,LALICH Nick,1,LALICH Nick,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Cootamundra.csv,5,HODGKINSON Katrina,1,HODGKINSON Katrina,1,HODGKINSON Katrina,1,HODGKINSON Katrina,1,HODGKINSON Katrina,1,HODGKINSON Katrina,1,HODGKINSON Katrina,1,HODGKINSON Katrina,1,HODGKINSON Katrina,1,HODGKINSON Katrina,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Mulgoa.csv,5,DAVIES Tanya,1,DAVIES Tanya,1,DAVIES Tanya,1,DAVIES Tanya,1,DAVIES Tanya,1,CARNEY Todd,2,CARNEY Todd,2,CARNEY Todd,2,CARNEY Todd,2,CARNEY Todd,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Willoughby.csv,6,BEREJIKLIAN Gladys,1,BEREJIKLIAN Gladys,1,BEREJIKLIAN Gladys,1,BEREJIKLIAN Gladys,1,BEREJIKLIAN Gladys,1,HAINES Alison,2,HAINES Alison,2,HAINES Alison,2,HAINES Alison,2,HAINES Alison,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Blue Mountains.csv,6,DOYLE Trish,1,DOYLE Trish,1,DOYLE Trish,1,DOYLE Trish,1,DOYLE Trish,1,DOYLE Trish,1,DOYLE Trish,1,DOYLE Trish,1,DOYLE Trish,1,DOYLE Trish,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Liverpool.csv,5,LYNCH Paul,1,LYNCH Paul,1,LYNCH Paul,1,LYNCH Paul,1,LYNCH Paul,1,LYNCH Paul,1,LYNCH Paul,1,LYNCH Paul,1,LYNCH Paul,1,LYNCH Paul,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Balmain.csv,7,PARKER Jamie,1,PARKER Jamie,1,PARKER Jamie,1,PARKER Jamie,1,PARKER Jamie,1,PARKER Jamie,1,PARKER Jamie,1,PARKER Jamie,1,PARKER Jamie,1,PARKER Jamie,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Newtown.csv,7,LEONG Jenny,1,LEONG Jenny,1,LEONG Jenny,1,LEONG Jenny,1,LEONG Jenny,1,LEONG Jenny,1,LEONG Jenny,1,LEONG Jenny,1,LEONG Jenny,1,LEONG Jenny,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Port Stephens.csv,5,WASHINGTON Kate,1,WASHINGTON Kate,1,WASHINGTON Kate,1,WASHINGTON Kate,1,WASHINGTON Kate,1,WASHINGTON Kate,1,WASHINGTON Kate,1,WASHINGTON Kate,1,WASHINGTON Kate,1,WASHINGTON Kate,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Oxley.csv,5,PAVEY Melinda,1,PAVEY Melinda,1,PAVEY Melinda,1,PAVEY Melinda,1,PAVEY Melinda,1,ARMITAGE Fran,2,ARMITAGE Fran,2,ARMITAGE Fran,2,ARMITAGE Fran,2,ARMITAGE Fran,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Kiama.csv,5,WARD Gareth,1,WARD Gareth,1,WARD Gareth,1,WARD Gareth,1,WARD Gareth,1,KOLOMEITZ Glenn,2,KOLOMEITZ Glenn,2,KOLOMEITZ Glenn,2,KOLOMEITZ Glenn,2,KOLOMEITZ Glenn,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Fairfield.csv,5,ZANGARI Guy,1,ZANGARI Guy,1,ZANGARI Guy,1,ZANGARI Guy,1,ZANGARI Guy,1,ZANGARI Guy,1,ZANGARI Guy,1,ZANGARI Guy,1,ZANGARI Guy,1,ZANGARI Guy,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Northern Tablelands.csv,6,MARSHALL Adam,1,MARSHALL Adam,1,MARSHALL Adam,1,MARSHALL Adam,1,MARSHALL Adam,1,MARSHALL Adam,1,MARSHALL Adam,1,MARSHALL Adam,1,MARSHALL Adam,1,MARSHALL Adam,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_The Entrance.csv,5,SHARPE Michael,1,MEHAN David,2,MEHAN David,2,MEHAN David,2,MEHAN David,2,MEHAN David,2,MEHAN David,2,MEHAN David,2,MEHAN David,2,MEHAN David,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Londonderry.csv,5,CAR Prue,1,CAR Prue,1,CAR Prue,1,CAR Prue,1,CAR Prue,1,CAR Prue,1,CAR Prue,1,CAR Prue,1,CAR Prue,1,CAR Prue,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Ryde.csv,5,DOMINELLO Victor,1,DOMINELLO Victor,1,DOMINELLO Victor,1,DOMINELLO Victor,1,DOMINELLO Victor,1,LAXALE Jerome,2,LAXALE Jerome,2,LAXALE Jerome,2,LAXALE Jerome,2,LAXALE Jerome,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Castle Hill.csv,5,WILLIAMS Ray,1,WILLIAMS Ray,1,WILLIAMS Ray,1,WILLIAMS Ray,1,WILLIAMS Ray,1,WILLIAMS Ray,1,WILLIAMS Ray,1,WILLIAMS Ray,1,WILLIAMS Ray,1,WILLIAMS Ray,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Barwon.csv,6,HUMPHRIES Kevin,1,HUMPHRIES Kevin,1,HUMPHRIES Kevin,1,HUMPHRIES Kevin,1,HUMPHRIES Kevin,1,BOEHM Rohan,3,BOEHM Rohan,3,BOEHM Rohan,3,BOEHM Rohan,3,BOEHM Rohan,3
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Baulkham Hills.csv,5,ELLIOTT David,1,ELLIOTT David,1,ELLIOTT David,1,ELLIOTT David,1,ELLIOTT David,1,TRACEY Ryan,2,TRACEY Ryan,2,TRACEY Ryan,2,TRACEY Ryan,2,TRACEY Ryan,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Ballina.csv,7,BEAVIS Kris,1,SMITH Tamara,2,SMITH Tamara,2,SMITH Tamara,2,SMITH Tamara,2,SMITH Tamara,2,SMITH Tamara,2,SMITH Tamara,2,SMITH Tamara,2,SMITH Tamara,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Lismore.csv,6,GEORGE Thomas,1,GEORGE Thomas,1,GEORGE Thomas,1,SMITH Isaac,3,GEORGE Thomas,1,GUISE Adam,2,GUISE Adam,2,GUISE Adam,2,GUISE Adam,2,GUISE Adam,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Monaro.csv,5,BARILARO John,1,BARILARO John,1,BARILARO John,1,BARILARO John,1,BARILARO John,1,WHAN Steve,2,WHAN Steve,2,WHAN Steve,2,WHAN Steve,2,WHAN Steve,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Epping.csv,6,TUDEHOPE Damien,1,TUDEHOPE Damien,1,TUDEHOPE Damien,1,TUDEHOPE Damien,1,TUDEHOPE Damien,1,HAVYATT David,2,HAVYATT David,2,HAVYATT David,2,HAVYATT David,2,HAVYATT David,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Macquarie Fields.csv,7,CHANTHIVONG Anoulack,1,CHANTHIVONG Anoulack,1,CHANTHIVONG Anoulack,1,CHANTHIVONG Anoulack,1,CHANTHIVONG Anoulack,1,CHANTHIVONG Anoulack,1,CHANTHIVONG Anoulack,1,CHANTHIVONG Anoulack,1,CHANTHIVONG Anoulack,1,CHANTHIVONG Anoulack,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Clarence.csv,8,GULAPTIS Chris,1,GULAPTIS Chris,1,GULAPTIS Chris,1,GULAPTIS Chris,1,GULAPTIS Chris,1,GILBERT Trent,2,GILBERT Trent,2,GILBERT Trent,2,GILBERT Trent,2,GILBERT Trent,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Charlestown.csv,7,HARRISON Jodie,1,HARRISON Jodie,1,HARRISON Jodie,1,HARRISON Jodie,1,HARRISON Jodie,1,HARRISON Jodie,1,HARRISON Jodie,1,HARRISON Jodie,1,HARRISON Jodie,1,HARRISON Jodie,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Tamworth.csv,7,ANDERSON Kevin,1,ANDERSON Kevin,1,ANDERSON Kevin,1,ANDERSON Kevin,1,ANDERSON Kevin,1,DRAPER Peter,2,DRAPER Peter,2,DRAPER Peter,2,DRAPER Peter,2,DRAPER Peter,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Rockdale.csv,6,KAMPER Steve,1,KAMPER Steve,1,KAMPER Steve,1,KAMPER Steve,1,KAMPER Steve,1,KAMPER Steve,1,KAMPER Steve,1,KAMPER Steve,1,KAMPER Steve,1,KAMPER Steve,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Davidson.csv,5,O'DEA Jonathan,1,O'DEA Jonathan,1,O'DEA Jonathan,1,O'DEA Jonathan,1,O'DEA Jonathan,1,SENTINELLA David,2,SENTINELLA David,2,SENTINELLA David,2,SENTINELLA David,2,SENTINELLA David,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Myall Lakes.csv,6,BROMHEAD Stephen,1,BROMHEAD Stephen,1,BROMHEAD Stephen,1,BROMHEAD Stephen,1,BROMHEAD Stephen,1,KEEGAN David,2,KEEGAN David,2,KEEGAN David,2,KEEGAN David,2,KEEGAN David,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Coogee.csv,5,NOTLEY-SMITH Bruce,1,NOTLEY-SMITH Bruce,1,NOTLEY-SMITH Bruce,1,NOTLEY-SMITH Bruce,1,NOTLEY-SMITH Bruce,1,PEARCE Paul,2,PEARCE Paul,2,PEARCE Paul,2,PEARCE Paul,2,PEARCE Paul,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_South Coast.csv,5,HANCOCK Shelley,1,HANCOCK Shelley,1,HANCOCK Shelley,1,HANCOCK Shelley,1,HANCOCK Shelley,1,PHILLIPS Fiona,2,PHILLIPS Fiona,2,PHILLIPS Fiona,2,PHILLIPS Fiona,2,PHILLIPS Fiona,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Summer Hill.csv,7,HAYLEN Jo,1,HAYLEN Jo,1,HAYLEN Jo,1,HAYLEN Jo,1,HAYLEN Jo,1,HAYLEN Jo,1,HAYLEN Jo,1,HAYLEN Jo,1,HAYLEN Jo,1,HAYLEN Jo,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Wyong.csv,7,HARRIS David,1,HARRIS David,1,HARRIS David,1,HARRIS David,1,HARRIS David,1,HARRIS David,1,HARRIS David,1,HARRIS David,1,HARRIS David,1,HARRIS David,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Heffron.csv,5,HOENIG Ron,1,HOENIG Ron,1,HOENIG Ron,1,HOENIG Ron,1,HOENIG Ron,1,HOENIG Ron,1,HOENIG Ron,1,HOENIG Ron,1,HOENIG Ron,1,HOENIG Ron,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Oatley.csv,5,COURE Mark,1,COURE Mark,1,COURE Mark,1,COURE Mark,1,COURE Mark,1,SMITH O'Bray,2,SMITH O'Bray,2,SMITH O'Bray,2,SMITH O'Bray,2,SMITH O'Bray,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Parramatta.csv,7,LEE Geoff,1,LEE Geoff,1,LEE Geoff,1,LEE Geoff,1,LEE Geoff,1,SHAW James,2,SHAW James,2,SHAW James,2,SHAW James,2,SHAW James,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_East Hills.csv,5,BROOKES Glenn,1,BROOKES Glenn,1,BROOKES Glenn,1,MURPHY Cameron,2,MURPHY Cameron,2,MURPHY Cameron,2,MURPHY Cameron,2,MURPHY Cameron,2,MURPHY Cameron,2,MURPHY Cameron,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Vaucluse.csv,5,UPTON Gabrielle,1,UPTON Gabrielle,1,UPTON Gabrielle,1,UPTON Gabrielle,1,UPTON Gabrielle,1,McEWIN Megan,2,McEWIN Megan,2,McEWIN Megan,2,McEWIN Megan,2,McEWIN Megan,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Auburn.csv,6,FOLEY Luke,1,FOLEY Luke,1,FOLEY Luke,1,FOLEY Luke,1,FOLEY Luke,1,FOLEY Luke,1,FOLEY Luke,1,FOLEY Luke,1,FOLEY Luke,1,FOLEY Luke,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Shellharbour.csv,7,WATSON Anna,1,WATSON Anna,1,WATSON Anna,1,WATSON Anna,1,WATSON Anna,1,WATSON Anna,1,WATSON Anna,1,WATSON Anna,1,WATSON Anna,1,WATSON Anna,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Murray.csv,8,PICCOLI Adrian,1,PICCOLI Adrian,1,PICCOLI Adrian,1,PICCOLI Adrian,1,PICCOLI Adrian,1,PICCOLI Adrian,1,PICCOLI Adrian,1,PICCOLI Adrian,1,PICCOLI Adrian,1,PICCOLI Adrian,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Sydney.csv,8,GREENWICH Alex,1,GREENWICH Alex,1,GREENWICH Alex,1,GREENWICH Alex,1,GREENWICH Alex,1,GREENWICH Alex,1,GREENWICH Alex,1,GREENWICH Alex,1,GREENWICH Alex,1,GREENWICH Alex,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Camden.csv,5,PATTERSON Chris,1,PATTERSON Chris,1,PATTERSON Chris,1,PATTERSON Chris,1,PATTERSON Chris,1,PATTERSON Chris,1,PATTERSON Chris,1,PATTERSON Chris,1,PATTERSON Chris,1,PATTERSON Chris,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Strathfield.csv,5,CASUSCELLI Charles,1,McKAY Jodi,2,McKAY Jodi,2,McKAY Jodi,2,McKAY Jodi,2,McKAY Jodi,2,McKAY Jodi,2,McKAY Jodi,2,McKAY Jodi,2,McKAY Jodi,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Cronulla.csv,5,SPEAKMAN Mark,1,SPEAKMAN Mark,1,SPEAKMAN Mark,1,SPEAKMAN Mark,1,SPEAKMAN Mark,1,SCAYSBROOK Peter,2,SCAYSBROOK Peter,2,SCAYSBROOK Peter,2,SCAYSBROOK Peter,2,SCAYSBROOK Peter,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Pittwater.csv,5,STOKES Rob,1,STOKES Rob,1,STOKES Rob,1,STOKES Rob,1,STOKES Rob,1,DAVIS Felicity,2,DAVIS Felicity,2,DAVIS Felicity,2,DAVIS Felicity,2,DAVIS Felicity,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Riverstone.csv,5,CONOLLY Kevin,1,CONOLLY Kevin,1,CONOLLY Kevin,1,CONOLLY Kevin,1,CONOLLY Kevin,1,CONOLLY Kevin,1,CONOLLY Kevin,1,CONOLLY Kevin,1,CONOLLY Kevin,1,CONOLLY Kevin,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Mount Druitt.csv,5,ATALLA Edmond,1,ATALLA Edmond,1,ATALLA Edmond,1,ATALLA Edmond,1,ATALLA Edmond,1,ATALLA Edmond,1,ATALLA Edmond,1,ATALLA Edmond,1,ATALLA Edmond,1,ATALLA Edmond,1
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Hornsby.csv,6,KEAN Matt,1,KEAN Matt,1,KEAN Matt,1,KEAN Matt,1,KEAN Matt,1,ACKERMAN Steve,2,ACKERMAN Steve,2,ACKERMAN Steve,2,ACKERMAN Steve,2,ACKERMAN Steve,2
australia/processed_data/Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Orange.csv,5,GEE Andrew,1,GEE Andrew,1,GEE Andrew,1,GEE Andrew,1,GEE Andrew,1,GEE Andrew,1,GEE Andrew,1,GEE Andrew,1,GEE Andrew,1,GEE Andrew,1
