,VoteType,Venue/VoteSubType,BPNumber,Formality,Type,rank1,rank2,rank3,rank4,numSeats,numCands
25308,PR,Kurri Kurri Pre-Poll,16216,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
25309,PR,Kurri Kurri Pre-Poll,16217,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
25310,PR,Kurri Kurri Pre-Poll,16218,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
25311,PR,Kurri Kurri Pre-Poll,16219,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
25312,PR,Kurri Kurri Pre-Poll,16220,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
25313,PR,Kurri Kurri Pre-Poll,16221,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
25314,PR,Kurri Kurri Pre-Poll,16222,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
25315,PR,Kurri Kurri Pre-Poll,16223,Formal,MP,SUVAAL Jay,MURRAY Janet,MOORES John,OLSEN Ian,1,4
25316,PR,Kurri Kurri Pre-Poll,16224,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
25317,PR,Kurri Kurri Pre-Poll,16225,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
25318,PR,Kurri Kurri Pre-Poll,16226,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
25319,PR,Kurri Kurri Pre-Poll,16227,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
25320,PR,Kurri Kurri Pre-Poll,16228,Formal,MP,SUVAAL Jay,MOORES John,OLSEN Ian,MURRAY Janet,1,4
25321,PR,Kurri Kurri Pre-Poll,16229,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
25322,PR,Kurri Kurri Pre-Poll,16230,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
25323,PR,Kurri Kurri Pre-Poll,16231,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
25324,PR,Kurri Kurri Pre-Poll,16232,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
25325,PR,Kurri Kurri Pre-Poll,16233,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
25326,PR,Kurri Kurri Pre-Poll,16234,Formal,MP,SUVAAL Jay,OLSEN Ian,MOORES John,MURRAY Janet,1,4
25327,PR,Kurri Kurri Pre-Poll,16235,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
25328,PR,Kurri Kurri Pre-Poll,16236,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
25329,PR,Kurri Kurri Pre-Poll,16237,Formal,MP,SUVAAL Jay,MOORES John,OLSEN Ian,MURRAY Janet,1,4
25330,PR,Kurri Kurri Pre-Poll,16238,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
25331,PR,Kurri Kurri Pre-Poll,16239,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
25332,PR,Kurri Kurri Pre-Poll,16240,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
25333,PR,Kurri Kurri Pre-Poll,16241,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
25334,PR,Kurri Kurri Pre-Poll,16242,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
25335,PR,Kurri Kurri Pre-Poll,16243,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
25336,PR,Kurri Kurri Pre-Poll,16244,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
25337,PR,Kurri Kurri Pre-Poll,16245,Formal,MP,SUVAAL Jay,MURRAY Janet,OLSEN Ian,MOORES John,1,4
25338,PR,Kurri Kurri Pre-Poll,16246,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
25339,PR,Kurri Kurri Pre-Poll,16247,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
25340,PR,Kurri Kurri Pre-Poll,16248,Formal,MP,SUVAAL Jay,MURRAY Janet,MOORES John,OLSEN Ian,1,4
25341,PR,Kurri Kurri Pre-Poll,16249,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
25342,PR,Kurri Kurri Pre-Poll,16250,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
25343,PR,Kurri Kurri Pre-Poll,16251,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
25344,PR,Kurri Kurri Pre-Poll,16252,Formal,MP,SUVAAL Jay,OLSEN Ian,MOORES John,MURRAY Janet,1,4
25345,PR,Kurri Kurri Pre-Poll,16253,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
25346,PR,Kurri Kurri Pre-Poll,16254,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
25347,PR,Kurri Kurri Pre-Poll,16255,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
25348,PR,Kurri Kurri Pre-Poll,16256,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
25349,PR,Kurri Kurri Pre-Poll,16257,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
25350,PR,Kurri Kurri Pre-Poll,16258,Formal,MP,SUVAAL Jay,MOORES John,skipped,skipped,1,4
25351,PR,Kurri Kurri Pre-Poll,16259,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
25352,PR,Kurri Kurri Pre-Poll,16260,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
25353,PR,Kurri Kurri Pre-Poll,16261,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
25354,PR,Kurri Kurri Pre-Poll,16262,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
25355,PR,Kurri Kurri Pre-Poll,16263,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
25356,PR,Kurri Kurri Pre-Poll,16264,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
25357,PR,Kurri Kurri Pre-Poll,16265,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
25358,PR,Kurri Kurri Pre-Poll,16266,Formal,MP,SUVAAL Jay,MOORES John,MURRAY Janet,OLSEN Ian,1,4
25359,PR,Kurri Kurri Pre-Poll,16267,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
25360,PR,Kurri Kurri Pre-Poll,16268,Formal,MP,SUVAAL Jay,MOORES John,MURRAY Janet,OLSEN Ian,1,4
25361,PR,Kurri Kurri Pre-Poll,16269,Formal,MP,SUVAAL Jay,OLSEN Ian,MOORES John,MURRAY Janet,1,4
25362,PR,Kurri Kurri Pre-Poll,16270,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
25363,PR,Kurri Kurri Pre-Poll,16271,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
25364,PR,Kurri Kurri Pre-Poll,16272,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
25365,PR,Kurri Kurri Pre-Poll,16273,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
25366,PR,Kurri Kurri Pre-Poll,16274,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
25367,PR,Kurri Kurri Pre-Poll,16275,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
25368,PR,Kurri Kurri Pre-Poll,16276,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
25369,PR,Kurri Kurri Pre-Poll,16277,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
25370,PR,Kurri Kurri Pre-Poll,16278,Formal,MP,MOORES John,OLSEN Ian,SUVAAL Jay,MURRAY Janet,1,4
25371,PR,Kurri Kurri Pre-Poll,16279,Formal,MP,MOORES John,skipped,skipped,skipped,1,4
25372,PR,Kurri Kurri Pre-Poll,16280,Formal,MP,OLSEN Ian,MOORES John,skipped,skipped,1,4
25373,PR,Kurri Kurri Pre-Poll,16281,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25374,PR,Kurri Kurri Pre-Poll,16282,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25375,PR,Kurri Kurri Pre-Poll,16283,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25376,PR,Kurri Kurri Pre-Poll,16284,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25377,PR,Kurri Kurri Pre-Poll,16285,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25378,PR,Kurri Kurri Pre-Poll,16286,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25379,PR,Kurri Kurri Pre-Poll,16287,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25380,PR,Kurri Kurri Pre-Poll,16288,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25381,PR,Kurri Kurri Pre-Poll,16289,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25382,PR,Kurri Kurri Pre-Poll,16290,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25383,PR,Kurri Kurri Pre-Poll,16291,Formal,MP,OLSEN Ian,MURRAY Janet,MOORES John,SUVAAL Jay,1,4
25384,PR,Kurri Kurri Pre-Poll,16292,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25385,PR,Kurri Kurri Pre-Poll,16293,Formal,MP,OLSEN Ian,SUVAAL Jay,MOORES John,MURRAY Janet,1,4
25386,PR,Kurri Kurri Pre-Poll,16294,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25387,PR,Kurri Kurri Pre-Poll,16295,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25388,PR,Kurri Kurri Pre-Poll,16296,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25389,PR,Kurri Kurri Pre-Poll,16297,Formal,MP,OLSEN Ian,MOORES John,SUVAAL Jay,MURRAY Janet,1,4
25390,PR,Kurri Kurri Pre-Poll,16298,Formal,MP,OLSEN Ian,MURRAY Janet,MOORES John,SUVAAL Jay,1,4
25391,PR,Kurri Kurri Pre-Poll,16299,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25392,PR,Kurri Kurri Pre-Poll,16300,Formal,MP,OLSEN Ian,MOORES John,MURRAY Janet,SUVAAL Jay,1,4
25393,PR,Kurri Kurri Pre-Poll,16301,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
25394,PR,Kurri Kurri Pre-Poll,16302,Formal,MP,SUVAAL Jay,skipped,skipped,skipped,1,4
25395,PR,Kurri Kurri Pre-Poll,16303,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
25396,PR,Kurri Kurri Pre-Poll,16304,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
25397,PR,Kurri Kurri Pre-Poll,16305,Formal,MP,MURRAY Janet,SUVAAL Jay,OLSEN Ian,MOORES John,1,4
25398,PR,Kurri Kurri Pre-Poll,16306,Formal,MP,MURRAY Janet,SUVAAL Jay,MOORES John,OLSEN Ian,1,4
25399,PR,Kurri Kurri Pre-Poll,16307,Formal,MP,MURRAY Janet,SUVAAL Jay,MOORES John,OLSEN Ian,1,4
25400,PR,Kurri Kurri Pre-Poll,16308,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
25401,PR,Kurri Kurri Pre-Poll,16309,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
25402,PR,Kurri Kurri Pre-Poll,16310,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
25403,PR,Kurri Kurri Pre-Poll,16311,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
25404,PR,Kurri Kurri Pre-Poll,16312,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
25405,PR,Kurri Kurri Pre-Poll,16313,Formal,MP,MURRAY Janet,OLSEN Ian,SUVAAL Jay,MOORES John,1,4
25406,PR,Kurri Kurri Pre-Poll,16314,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
25407,PR,Kurri Kurri Pre-Poll,16315,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
25408,PR,Kurri Kurri Pre-Poll,16316,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
25409,PR,Kurri Kurri Pre-Poll,16317,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
25410,PR,Kurri Kurri Pre-Poll,16318,Formal,MP,MURRAY Janet,MOORES John,skipped,skipped,1,4
25411,PR,Kurri Kurri Pre-Poll,16319,Formal,MP,MURRAY Janet,SUVAAL Jay,MOORES John,OLSEN Ian,1,4
25412,PR,Kurri Kurri Pre-Poll,16320,Formal,MP,MURRAY Janet,MOORES John,skipped,skipped,1,4
25413,PR,Kurri Kurri Pre-Poll,16321,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
25414,PR,Kurri Kurri Pre-Poll,16322,Formal,MP,MURRAY Janet,SUVAAL Jay,OLSEN Ian,MOORES John,1,4
25415,PR,Kurri Kurri Pre-Poll,16323,Formal,MP,MURRAY Janet,OLSEN Ian,MOORES John,SUVAAL Jay,1,4
25416,PR,Kurri Kurri Pre-Poll,16324,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
25417,PR,Kurri Kurri Pre-Poll,16325,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
25418,PR,Kurri Kurri Pre-Poll,16326,Formal,MP,MURRAY Janet,OLSEN Ian,SUVAAL Jay,MOORES John,1,4
25419,PR,Kurri Kurri Pre-Poll,16327,Formal,MP,MURRAY Janet,skipped,skipped,skipped,1,4
25420,PR,Kurri Kurri Pre-Poll,16328,Formal,MP,MOORES John,OLSEN Ian,SUVAAL Jay,MURRAY Janet,1,4
25421,PR,Kurri Kurri Pre-Poll,16329,Formal,MP,MOORES John,skipped,skipped,skipped,1,4
25422,PR,Kurri Kurri Pre-Poll,16330,Formal,MP,MOORES John,OLSEN Ian,SUVAAL Jay,MURRAY Janet,1,4
25423,PR,Kurri Kurri Pre-Poll,16331,Formal,MP,MOORES John,MURRAY Janet,SUVAAL Jay,OLSEN Ian,1,4
25424,PR,Kurri Kurri Pre-Poll,16332,Formal,MP,MOORES John,skipped,skipped,skipped,1,4
25425,PR,Kurri Kurri Pre-Poll,16333,Formal,MP,MOORES John,SUVAAL Jay,OLSEN Ian,MURRAY Janet,1,4
25426,PR,Kurri Kurri Pre-Poll,16334,Formal,MP,MOORES John,skipped,skipped,skipped,1,4
25427,PR,Kurri Kurri Pre-Poll,16335,Formal,MP,MOORES John,skipped,skipped,skipped,1,4
25428,PR,Kurri Kurri Pre-Poll,16336,Formal,MP,MOORES John,SUVAAL Jay,skipped,skipped,1,4
25429,PR,Kurri Kurri Pre-Poll,16337,Formal,MP,MOORES John,skipped,skipped,skipped,1,4
25430,PR,Kurri Kurri Pre-Poll,16338,Formal,MP,MOORES John,skipped,skipped,skipped,1,4
25431,PR,Kurri Kurri Pre-Poll,16339,Formal,MP,MOORES John,skipped,skipped,skipped,1,4
25432,PR,Kurri Kurri Pre-Poll,16340,Formal,MP,MOORES John,skipped,skipped,skipped,1,4
25433,PR,Kurri Kurri Pre-Poll,16341,Formal,MP,MOORES John,skipped,skipped,skipped,1,4
25434,PR,Kurri Kurri Pre-Poll,16342,Formal,MP,MOORES John,skipped,skipped,skipped,1,4
25435,PR,Kurri Kurri Pre-Poll,16343,Formal,MP,MOORES John,skipped,skipped,skipped,1,4
25436,PR,Kurri Kurri Pre-Poll,16344,Formal,MP,MOORES John,OLSEN Ian,skipped,skipped,1,4
25437,PR,Kurri Kurri Pre-Poll,16345,Formal,MP,MOORES John,skipped,skipped,skipped,1,4
25438,PR,Kurri Kurri Pre-Poll,16346,Formal,MP,MOORES John,skipped,skipped,skipped,1,4
25439,PR,Kurri Kurri Pre-Poll,16347,Formal,MP,MOORES John,SUVAAL Jay,OLSEN Ian,MURRAY Janet,1,4
25440,PR,Kurri Kurri Pre-Poll,16348,Formal,MP,MOORES John,OLSEN Ian,SUVAAL Jay,MURRAY Janet,1,4
25441,PR,Kurri Kurri Pre-Poll,16349,Formal,MP,MOORES John,skipped,skipped,skipped,1,4
25442,PR,Kurri Kurri Pre-Poll,16350,Formal,MP,MOORES John,skipped,skipped,skipped,1,4
25443,PR,Kurri Kurri Pre-Poll,16351,Formal,MP,MOORES John,skipped,skipped,skipped,1,4
25444,PR,Kurri Kurri Pre-Poll,16352,Formal,MP,MOORES John,skipped,skipped,skipped,1,4
25445,PR,Kurri Kurri Pre-Poll,16353,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25446,PR,Kurri Kurri Pre-Poll,16354,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25447,PR,Kurri Kurri Pre-Poll,16355,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25448,PR,Kurri Kurri Pre-Poll,16356,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25449,PR,Kurri Kurri Pre-Poll,16357,Formal,MP,OLSEN Ian,SUVAAL Jay,MOORES John,MURRAY Janet,1,4
25450,PR,Kurri Kurri Pre-Poll,16358,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25451,PR,Kurri Kurri Pre-Poll,16359,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25452,PR,Kurri Kurri Pre-Poll,16360,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25453,PR,Kurri Kurri Pre-Poll,16361,Formal,MP,OLSEN Ian,SUVAAL Jay,MURRAY Janet,MOORES John,1,4
25454,PR,Kurri Kurri Pre-Poll,16362,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25455,PR,Kurri Kurri Pre-Poll,16363,Formal,MP,OLSEN Ian,MOORES John,SUVAAL Jay,MURRAY Janet,1,4
25456,PR,Kurri Kurri Pre-Poll,16364,Formal,MP,OLSEN Ian,SUVAAL Jay,MOORES John,MURRAY Janet,1,4
25457,PR,Kurri Kurri Pre-Poll,16365,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25458,PR,Kurri Kurri Pre-Poll,16366,Formal,MP,OLSEN Ian,SUVAAL Jay,MOORES John,MURRAY Janet,1,4
25459,PR,Kurri Kurri Pre-Poll,16367,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25460,PR,Kurri Kurri Pre-Poll,16368,Formal,MP,OLSEN Ian,MURRAY Janet,MOORES John,SUVAAL Jay,1,4
25461,PR,Kurri Kurri Pre-Poll,16369,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25462,PR,Kurri Kurri Pre-Poll,16370,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25463,PR,Kurri Kurri Pre-Poll,16371,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25464,PR,Kurri Kurri Pre-Poll,16372,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25465,PR,Kurri Kurri Pre-Poll,16373,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25466,PR,Kurri Kurri Pre-Poll,16374,Formal,MP,OLSEN Ian,SUVAAL Jay,skipped,skipped,1,4
25467,PR,Kurri Kurri Pre-Poll,16375,Formal,MP,OLSEN Ian,SUVAAL Jay,MOORES John,MURRAY Janet,1,4
25468,PR,Kurri Kurri Pre-Poll,16376,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25469,PR,Kurri Kurri Pre-Poll,16377,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25470,PR,Kurri Kurri Pre-Poll,16378,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25471,PR,Kurri Kurri Pre-Poll,16379,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25472,PR,Kurri Kurri Pre-Poll,16380,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25473,PR,Kurri Kurri Pre-Poll,16381,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25474,PR,Kurri Kurri Pre-Poll,16382,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25475,PR,Kurri Kurri Pre-Poll,16383,Formal,MP,OLSEN Ian,MURRAY Janet,SUVAAL Jay,MOORES John,1,4
25476,PR,Kurri Kurri Pre-Poll,16384,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25477,PR,Kurri Kurri Pre-Poll,16385,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25478,PR,Kurri Kurri Pre-Poll,16386,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25479,PR,Kurri Kurri Pre-Poll,16387,Formal,MP,OLSEN Ian,MOORES John,MURRAY Janet,SUVAAL Jay,1,4
25480,PR,Kurri Kurri Pre-Poll,16388,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25481,PR,Kurri Kurri Pre-Poll,16389,Formal,MP,OLSEN Ian,SUVAAL Jay,MOORES John,MURRAY Janet,1,4
25482,PR,Kurri Kurri Pre-Poll,16390,Formal,MP,OLSEN Ian,SUVAAL Jay,MURRAY Janet,MOORES John,1,4
25483,PR,Kurri Kurri Pre-Poll,16391,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25484,PR,Kurri Kurri Pre-Poll,16392,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25485,PR,Kurri Kurri Pre-Poll,16393,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25486,PR,Kurri Kurri Pre-Poll,16394,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25487,PR,Kurri Kurri Pre-Poll,16395,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25488,PR,Kurri Kurri Pre-Poll,16396,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25489,PR,Kurri Kurri Pre-Poll,16397,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25490,PR,Kurri Kurri Pre-Poll,16398,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25491,PR,Kurri Kurri Pre-Poll,16399,Formal,MP,OLSEN Ian,MURRAY Janet,SUVAAL Jay,MOORES John,1,4
25492,PR,Kurri Kurri Pre-Poll,16400,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25493,PR,Kurri Kurri Pre-Poll,16401,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25494,PR,Kurri Kurri Pre-Poll,16402,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25495,PR,Kurri Kurri Pre-Poll,16403,Formal,MP,OLSEN Ian,SUVAAL Jay,MOORES John,MURRAY Janet,1,4
25496,PR,Kurri Kurri Pre-Poll,16404,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25497,PR,Kurri Kurri Pre-Poll,16405,Formal,MP,OLSEN Ian,MURRAY Janet,MOORES John,SUVAAL Jay,1,4
25498,PR,Kurri Kurri Pre-Poll,16406,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25499,PR,Kurri Kurri Pre-Poll,16407,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25500,PR,Kurri Kurri Pre-Poll,16408,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25501,PR,Kurri Kurri Pre-Poll,16409,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25502,PR,Kurri Kurri Pre-Poll,16410,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25503,PR,Kurri Kurri Pre-Poll,16411,Formal,MP,OLSEN Ian,MURRAY Janet,SUVAAL Jay,MOORES John,1,4
25504,PR,Kurri Kurri Pre-Poll,16412,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25505,PR,Kurri Kurri Pre-Poll,16413,Formal,MP,OLSEN Ian,SUVAAL Jay,MOORES John,MURRAY Janet,1,4
25506,PR,Kurri Kurri Pre-Poll,16414,Formal,MP,OLSEN Ian,SUVAAL Jay,MOORES John,MURRAY Janet,1,4
25507,PR,Kurri Kurri Pre-Poll,16415,Formal,MP,OLSEN Ian,MURRAY Janet,SUVAAL Jay,MOORES John,1,4
25508,PR,Kurri Kurri Pre-Poll,16416,Formal,MP,OLSEN Ian,MOORES John,SUVAAL Jay,MURRAY Janet,1,4
25509,PR,Kurri Kurri Pre-Poll,16417,Formal,MP,OLSEN Ian,MOORES John,SUVAAL Jay,MURRAY Janet,1,4
25510,PR,Kurri Kurri Pre-Poll,16418,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25511,PR,Kurri Kurri Pre-Poll,16419,Formal,MP,OLSEN Ian,MOORES John,SUVAAL Jay,MURRAY Janet,1,4
25512,PR,Kurri Kurri Pre-Poll,16420,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25513,PR,Kurri Kurri Pre-Poll,16421,Formal,MP,OLSEN Ian,MURRAY Janet,MOORES John,SUVAAL Jay,1,4
25514,PR,Kurri Kurri Pre-Poll,16422,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25515,PR,Kurri Kurri Pre-Poll,16423,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25516,PR,Kurri Kurri Pre-Poll,16424,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25517,PR,Kurri Kurri Pre-Poll,16425,Formal,MP,OLSEN Ian,MURRAY Janet,SUVAAL Jay,MOORES John,1,4
25518,PR,Kurri Kurri Pre-Poll,16426,Formal,MP,OLSEN Ian,MURRAY Janet,SUVAAL Jay,MOORES John,1,4
25519,PR,Kurri Kurri Pre-Poll,16427,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25520,PR,Kurri Kurri Pre-Poll,16428,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25521,PR,Kurri Kurri Pre-Poll,16429,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25522,PR,Kurri Kurri Pre-Poll,16430,Formal,MP,OLSEN Ian,SUVAAL Jay,skipped,skipped,1,4
25523,PR,Kurri Kurri Pre-Poll,16431,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25524,PR,Kurri Kurri Pre-Poll,16432,Formal,MP,OLSEN Ian,SUVAAL Jay,skipped,skipped,1,4
25525,PR,Kurri Kurri Pre-Poll,16433,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25526,PR,Kurri Kurri Pre-Poll,16434,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25527,PR,Kurri Kurri Pre-Poll,16435,Formal,MP,OLSEN Ian,SUVAAL Jay,MOORES John,MURRAY Janet,1,4
25528,PR,Kurri Kurri Pre-Poll,16436,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25529,PR,Kurri Kurri Pre-Poll,16437,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25530,PR,Kurri Kurri Pre-Poll,16438,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25531,PR,Kurri Kurri Pre-Poll,16439,Formal,MP,OLSEN Ian,MOORES John,skipped,skipped,1,4
25532,PR,Kurri Kurri Pre-Poll,16440,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25533,PR,Kurri Kurri Pre-Poll,16441,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25534,PR,Kurri Kurri Pre-Poll,16442,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25535,PR,Kurri Kurri Pre-Poll,16443,Formal,MP,OLSEN Ian,MOORES John,SUVAAL Jay,MURRAY Janet,1,4
25536,PR,Kurri Kurri Pre-Poll,16444,Formal,MP,OLSEN Ian,SUVAAL Jay,MOORES John,MURRAY Janet,1,4
25537,PR,Kurri Kurri Pre-Poll,16445,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
25538,PR,Kurri Kurri Pre-Poll,16446,Formal,MP,OLSEN Ian,skipped,skipped,skipped,1,4
