Index,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,numSeats,numCands
LE998,PAUL HANCOCK,NICOLE KUNZE,CHRIS CONDIE,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE999,CHRIS CONDIE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE1000,CHRIS CONDIE,PAUL HANCOCK,LORI MCINTOSH LE,NICOLE KUNZE,AARON BULLEN,MICHELLE MILES,MONTANE C HAMILTON,CAMI PURTSCHERT,ETHAN M. ERICKSON,2,9
LE1001,CHRIS CONDIE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE1002,CAMI PURTSCHERT,MICHELLE MILES,AARON BULLEN,ETHAN M. ERICKSON,skipped,skipped,skipped,skipped,skipped,2,9
LE1003,CAMI PURTSCHERT,MONTANE C HAMILTON,ETHAN M. ERICKSON,LORI MCINTOSH LE,NICOLE KUNZE,PAUL HANCOCK,CHRIS CONDIE,skipped,skipped,2,9
LE1004,AARON BULLEN,MICHELLE MILES,LORI MCINTOSH LE,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE1005,PAUL HANCOCK,CAMI PURTSCHERT,CHRIS CONDIE,NICOLE KUNZE,LORI MCINTOSH LE,MONTANE C HAMILTON,AARON BULLEN,MICHELLE MILES,ETHAN M. ERICKSON,2,9
LE1007,AARON BULLEN,LORI MCINTOSH LE,MICHELLE MILES,CAMI PURTSCHERT,MONTANE C HAMILTON,NICOLE KUNZE,PAUL HANCOCK,CHRIS CONDIE,ETHAN M. ERICKSON,2,9
LE1008,CHRIS CONDIE,ETHAN M. ERICKSON,PAUL HANCOCK,AARON BULLEN,MONTANE C HAMILTON,CAMI PURTSCHERT,NICOLE KUNZE,MICHELLE MILES,LORI MCINTOSH LE,2,9
LE1009,CAMI PURTSCHERT,AARON BULLEN,CHRIS CONDIE,NICOLE KUNZE,MICHELLE MILES,MONTANE C HAMILTON,PAUL HANCOCK,LORI MCINTOSH LE,ETHAN M. ERICKSON,2,9
LE1010,CHRIS CONDIE,PAUL HANCOCK,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE1012,MICHELLE MILES,AARON BULLEN,CAMI PURTSCHERT,LORI MCINTOSH LE,MONTANE C HAMILTON,PAUL HANCOCK,NICOLE KUNZE,ETHAN M. ERICKSON,CHRIS CONDIE,2,9
LE1013,MICHELLE MILES,NICOLE KUNZE,AARON BULLEN,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE1014,NICOLE KUNZE,CHRIS CONDIE,PAUL HANCOCK,LORI MCINTOSH LE,MONTANE C HAMILTON,MICHELLE MILES,skipped,skipped,skipped,2,9
LE1015,PAUL HANCOCK,NICOLE KUNZE,MONTANE C HAMILTON,CHRIS CONDIE,AARON BULLEN,LORI MCINTOSH LE,MICHELLE MILES,CAMI PURTSCHERT,ETHAN M. ERICKSON,2,9
LE1016,CHRIS CONDIE,PAUL HANCOCK,LORI MCINTOSH LE,AARON BULLEN,CAMI PURTSCHERT,NICOLE KUNZE,MONTANE C HAMILTON,MICHELLE MILES,ETHAN M. ERICKSON,2,9
LE1017,CHRIS CONDIE,PAUL HANCOCK,AARON BULLEN,NICOLE KUNZE,MICHELLE MILES,MONTANE C HAMILTON,LORI MCINTOSH LE,CAMI PURTSCHERT,ETHAN M. ERICKSON,2,9
LE1018,AARON BULLEN,LORI MCINTOSH LE,MICHELLE MILES,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE1019,AARON BULLEN,MONTANE C HAMILTON,PAUL HANCOCK,LORI MCINTOSH LE,CAMI PURTSCHERT,NICOLE KUNZE,ETHAN M. ERICKSON,MICHELLE MILES,CHRIS CONDIE,2,9
LE1020,NICOLE KUNZE,CHRIS CONDIE,LORI MCINTOSH LE,PAUL HANCOCK,MONTANE C HAMILTON,CAMI PURTSCHERT,AARON BULLEN,MICHELLE MILES,ETHAN M. ERICKSON,2,9
LE1021,CHRIS CONDIE,PAUL HANCOCK,LORI MCINTOSH LE,NICOLE KUNZE,AARON BULLEN,MICHELLE MILES,MONTANE C HAMILTON,CAMI PURTSCHERT,ETHAN M. ERICKSON,2,9
LE1022,NICOLE KUNZE,CHRIS CONDIE,PAUL HANCOCK,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE1023,MICHELLE MILES,NICOLE KUNZE,AARON BULLEN,MONTANE C HAMILTON,LORI MCINTOSH LE,CAMI PURTSCHERT,PAUL HANCOCK,CHRIS CONDIE,ETHAN M. ERICKSON,2,9
LE1024,CHRIS CONDIE,MICHELLE MILES,AARON BULLEN,NICOLE KUNZE,CAMI PURTSCHERT,MONTANE C HAMILTON,LORI MCINTOSH LE,PAUL HANCOCK,ETHAN M. ERICKSON,2,9
LE1025,PAUL HANCOCK,CAMI PURTSCHERT,CHRIS CONDIE,NICOLE KUNZE,LORI MCINTOSH LE,MONTANE C HAMILTON,AARON BULLEN,MICHELLE MILES,ETHAN M. ERICKSON,2,9
LE1026,AARON BULLEN,MICHELLE MILES,ETHAN M. ERICKSON,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE1027,CHRIS CONDIE,AARON BULLEN,MICHELLE MILES,ETHAN M. ERICKSON,NICOLE KUNZE,skipped,skipped,skipped,skipped,2,9
LE1028,CHRIS CONDIE,PAUL HANCOCK,LORI MCINTOSH LE,MICHELLE MILES,AARON BULLEN,NICOLE KUNZE,CAMI PURTSCHERT,MONTANE C HAMILTON,ETHAN M. ERICKSON,2,9
LE1029,CHRIS CONDIE,PAUL HANCOCK,MONTANE C HAMILTON,AARON BULLEN,LORI MCINTOSH LE,MICHELLE MILES,NICOLE KUNZE,CAMI PURTSCHERT,ETHAN M. ERICKSON,2,9
LE1031,CAMI PURTSCHERT,MONTANE C HAMILTON,PAUL HANCOCK,CHRIS CONDIE,NICOLE KUNZE,MICHELLE MILES,LORI MCINTOSH LE,AARON BULLEN,ETHAN M. ERICKSON,2,9
LE1032,NICOLE KUNZE,MONTANE C HAMILTON,LORI MCINTOSH LE,CAMI PURTSCHERT,CHRIS CONDIE,MICHELLE MILES,PAUL HANCOCK,AARON BULLEN,ETHAN M. ERICKSON,2,9
LE1033,CAMI PURTSCHERT,NICOLE KUNZE,MICHELLE MILES,MONTANE C HAMILTON,LORI MCINTOSH LE,PAUL HANCOCK,CHRIS CONDIE,AARON BULLEN,ETHAN M. ERICKSON,2,9
LE1034,ETHAN M. ERICKSON,NICOLE KUNZE,MONTANE C HAMILTON,LORI MCINTOSH LE,CHRIS CONDIE,CAMI PURTSCHERT,PAUL HANCOCK,AARON BULLEN,MICHELLE MILES,2,9
LE1035,AARON BULLEN,NICOLE KUNZE,MICHELLE MILES,CAMI PURTSCHERT,ETHAN M. ERICKSON,MONTANE C HAMILTON,LORI MCINTOSH LE,CHRIS CONDIE,PAUL HANCOCK,2,9
LE1036,NICOLE KUNZE,PAUL HANCOCK,CHRIS CONDIE,LORI MCINTOSH LE,AARON BULLEN,MICHELLE MILES,MONTANE C HAMILTON,CAMI PURTSCHERT,ETHAN M. ERICKSON,2,9
LE1037,MICHELLE MILES,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE1038,PAUL HANCOCK,AARON BULLEN,CHRIS CONDIE,MICHELLE MILES,LORI MCINTOSH LE,CAMI PURTSCHERT,NICOLE KUNZE,MONTANE C HAMILTON,ETHAN M. ERICKSON,2,9
LE1039,CHRIS CONDIE,PAUL HANCOCK,NICOLE KUNZE,AARON BULLEN,MICHELLE MILES,skipped,skipped,skipped,skipped,2,9
LE1040,CHRIS CONDIE,LORI MCINTOSH LE,NICOLE KUNZE,PAUL HANCOCK,MICHELLE MILES,AARON BULLEN,MONTANE C HAMILTON,CAMI PURTSCHERT,ETHAN M. ERICKSON,2,9
LE1041,AARON BULLEN,MICHELLE MILES,LORI MCINTOSH LE,NICOLE KUNZE,CAMI PURTSCHERT,MONTANE C HAMILTON,PAUL HANCOCK,CHRIS CONDIE,ETHAN M. ERICKSON,2,9
LE1042,LORI MCINTOSH LE,MICHELLE MILES,CAMI PURTSCHERT,NICOLE KUNZE,AARON BULLEN,MONTANE C HAMILTON,ETHAN M. ERICKSON,PAUL HANCOCK,CHRIS CONDIE,2,9
LE1043,CHRIS CONDIE,PAUL HANCOCK,ETHAN M. ERICKSON,CAMI PURTSCHERT,MONTANE C HAMILTON,LORI MCINTOSH LE,AARON BULLEN,NICOLE KUNZE,MICHELLE MILES,2,9
LE1044,PAUL HANCOCK,LORI MCINTOSH LE,MONTANE C HAMILTON,CHRIS CONDIE,NICOLE KUNZE,MICHELLE MILES,AARON BULLEN,CAMI PURTSCHERT,ETHAN M. ERICKSON,2,9
LE1045,MICHELLE MILES,AARON BULLEN,CAMI PURTSCHERT,LORI MCINTOSH LE,ETHAN M. ERICKSON,NICOLE KUNZE,MONTANE C HAMILTON,PAUL HANCOCK,CHRIS CONDIE,2,9
LE1046,CAMI PURTSCHERT,ETHAN M. ERICKSON,AARON BULLEN,MONTANE C HAMILTON,skipped,skipped,skipped,skipped,skipped,2,9
LE1047,CHRIS CONDIE,PAUL HANCOCK,LORI MCINTOSH LE,MICHELLE MILES,AARON BULLEN,NICOLE KUNZE,CAMI PURTSCHERT,MONTANE C HAMILTON,ETHAN M. ERICKSON,2,9
LE1049,AARON BULLEN,MICHELLE MILES,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE1050,NICOLE KUNZE,AARON BULLEN,PAUL HANCOCK,LORI MCINTOSH LE,MONTANE C HAMILTON,MICHELLE MILES,CAMI PURTSCHERT,ETHAN M. ERICKSON,skipped,2,9
LE1051,LORI MCINTOSH LE,AARON BULLEN,PAUL HANCOCK,CHRIS CONDIE,MONTANE C HAMILTON,MICHELLE MILES,NICOLE KUNZE,CAMI PURTSCHERT,ETHAN M. ERICKSON,2,9
LE1052,MONTANE C HAMILTON,CHRIS CONDIE,NICOLE KUNZE,LORI MCINTOSH LE,PAUL HANCOCK,ETHAN M. ERICKSON,skipped,skipped,skipped,2,9
LE1053,MONTANE C HAMILTON,MICHELLE MILES,CHRIS CONDIE,LORI MCINTOSH LE,PAUL HANCOCK,NICOLE KUNZE,CAMI PURTSCHERT,ETHAN M. ERICKSON,AARON BULLEN,2,9
LE1054,AARON BULLEN,MICHELLE MILES,PAUL HANCOCK,CAMI PURTSCHERT,NICOLE KUNZE,LORI MCINTOSH LE,CHRIS CONDIE,MONTANE C HAMILTON,ETHAN M. ERICKSON,2,9
LE1055,LORI MCINTOSH LE,AARON BULLEN,PAUL HANCOCK,CHRIS CONDIE,MONTANE C HAMILTON,MICHELLE MILES,NICOLE KUNZE,CAMI PURTSCHERT,ETHAN M. ERICKSON,2,9
LE1056,MICHELLE MILES,ETHAN M. ERICKSON,LORI MCINTOSH LE,MONTANE C HAMILTON,CAMI PURTSCHERT,CHRIS CONDIE,PAUL HANCOCK,AARON BULLEN,NICOLE KUNZE,2,9
LE1057,CHRIS CONDIE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE1058,CHRIS CONDIE,LORI MCINTOSH LE,PAUL HANCOCK,MICHELLE MILES,AARON BULLEN,NICOLE KUNZE,MONTANE C HAMILTON,ETHAN M. ERICKSON,CAMI PURTSCHERT,2,9
LE1059,MONTANE C HAMILTON,LORI MCINTOSH LE,NICOLE KUNZE,PAUL HANCOCK,AARON BULLEN,MICHELLE MILES,CHRIS CONDIE,CAMI PURTSCHERT,ETHAN M. ERICKSON,2,9
LE1060,AARON BULLEN,ETHAN M. ERICKSON,MICHELLE MILES,CAMI PURTSCHERT,NICOLE KUNZE,CHRIS CONDIE,MONTANE C HAMILTON,PAUL HANCOCK,LORI MCINTOSH LE,2,9
LE1061,LORI MCINTOSH LE,PAUL HANCOCK,MICHELLE MILES,MONTANE C HAMILTON,AARON BULLEN,NICOLE KUNZE,CAMI PURTSCHERT,ETHAN M. ERICKSON,CHRIS CONDIE,2,9
LE1062,PAUL HANCOCK,CAMI PURTSCHERT,NICOLE KUNZE,AARON BULLEN,CHRIS CONDIE,LORI MCINTOSH LE,MONTANE C HAMILTON,MICHELLE MILES,skipped,2,9
LE1063,PAUL HANCOCK,CHRIS CONDIE,CAMI PURTSCHERT,NICOLE KUNZE,LORI MCINTOSH LE,ETHAN M. ERICKSON,MICHELLE MILES,MONTANE C HAMILTON,AARON BULLEN,2,9
LE1064,PAUL HANCOCK,CAMI PURTSCHERT,NICOLE KUNZE,AARON BULLEN,CHRIS CONDIE,LORI MCINTOSH LE,MONTANE C HAMILTON,MICHELLE MILES,ETHAN M. ERICKSON,2,9
LE1065,CHRIS CONDIE,LORI MCINTOSH LE,AARON BULLEN,ETHAN M. ERICKSON,NICOLE KUNZE,PAUL HANCOCK,MONTANE C HAMILTON,MICHELLE MILES,CAMI PURTSCHERT,2,9
LE1066,LORI MCINTOSH LE,AARON BULLEN,CHRIS CONDIE,PAUL HANCOCK,ETHAN M. ERICKSON,NICOLE KUNZE,MONTANE C HAMILTON,CAMI PURTSCHERT,MICHELLE MILES,2,9
LE1067,CHRIS CONDIE,PAUL HANCOCK,MICHELLE MILES,NICOLE KUNZE,CAMI PURTSCHERT,LORI MCINTOSH LE,MONTANE C HAMILTON,ETHAN M. ERICKSON,AARON BULLEN,2,9
LE1068,CHRIS CONDIE,NICOLE KUNZE,PAUL HANCOCK,MICHELLE MILES,LORI MCINTOSH LE,CAMI PURTSCHERT,ETHAN M. ERICKSON,skipped,skipped,2,9
LE1069,NICOLE KUNZE,CHRIS CONDIE,MICHELLE MILES,LORI MCINTOSH LE,PAUL HANCOCK,AARON BULLEN,CAMI PURTSCHERT,MONTANE C HAMILTON,ETHAN M. ERICKSON,2,9
LE1070,MICHELLE MILES,AARON BULLEN,CAMI PURTSCHERT,NICOLE KUNZE,ETHAN M. ERICKSON,MONTANE C HAMILTON,LORI MCINTOSH LE,PAUL HANCOCK,CHRIS CONDIE,2,9
LE1071,AARON BULLEN,NICOLE KUNZE,PAUL HANCOCK,LORI MCINTOSH LE,MONTANE C HAMILTON,MICHELLE MILES,CAMI PURTSCHERT,CHRIS CONDIE,ETHAN M. ERICKSON,2,9
LE1072,PAUL HANCOCK,CHRIS CONDIE,NICOLE KUNZE,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE1073,MICHELLE MILES,AARON BULLEN,CAMI PURTSCHERT,NICOLE KUNZE,MONTANE C HAMILTON,PAUL HANCOCK,LORI MCINTOSH LE,ETHAN M. ERICKSON,CHRIS CONDIE,2,9
LE1074,MICHELLE MILES,NICOLE KUNZE,LORI MCINTOSH LE,PAUL HANCOCK,CAMI PURTSCHERT,AARON BULLEN,CHRIS CONDIE,skipped,skipped,2,9
LE1075,CAMI PURTSCHERT,AARON BULLEN,MICHELLE MILES,ETHAN M. ERICKSON,NICOLE KUNZE,MONTANE C HAMILTON,LORI MCINTOSH LE,PAUL HANCOCK,CHRIS CONDIE,2,9
LE1076,PAUL HANCOCK,MONTANE C HAMILTON,NICOLE KUNZE,MICHELLE MILES,LORI MCINTOSH LE,CHRIS CONDIE,AARON BULLEN,CAMI PURTSCHERT,ETHAN M. ERICKSON,2,9
LE1077,PAUL HANCOCK,MONTANE C HAMILTON,LORI MCINTOSH LE,CHRIS CONDIE,NICOLE KUNZE,AARON BULLEN,MICHELLE MILES,CAMI PURTSCHERT,ETHAN M. ERICKSON,2,9
LE1078,AARON BULLEN,MICHELLE MILES,CHRIS CONDIE,NICOLE KUNZE,ETHAN M. ERICKSON,CAMI PURTSCHERT,PAUL HANCOCK,LORI MCINTOSH LE,MONTANE C HAMILTON,2,9
LE1080,MICHELLE MILES,MONTANE C HAMILTON,AARON BULLEN,CHRIS CONDIE,NICOLE KUNZE,ETHAN M. ERICKSON,PAUL HANCOCK,CAMI PURTSCHERT,LORI MCINTOSH LE,2,9
LE1081,AARON BULLEN,LORI MCINTOSH LE,NICOLE KUNZE,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE1082,CHRIS CONDIE,CAMI PURTSCHERT,ETHAN M. ERICKSON,AARON BULLEN,PAUL HANCOCK,MICHELLE MILES,NICOLE KUNZE,LORI MCINTOSH LE,MONTANE C HAMILTON,2,9
LE1083,PAUL HANCOCK,CHRIS CONDIE,LORI MCINTOSH LE,NICOLE KUNZE,MICHELLE MILES,MONTANE C HAMILTON,CAMI PURTSCHERT,AARON BULLEN,ETHAN M. ERICKSON,2,9
LE1084,MICHELLE MILES,AARON BULLEN,LORI MCINTOSH LE,NICOLE KUNZE,MONTANE C HAMILTON,PAUL HANCOCK,CHRIS CONDIE,CAMI PURTSCHERT,ETHAN M. ERICKSON,2,9
LE1085,CAMI PURTSCHERT,PAUL HANCOCK,LORI MCINTOSH LE,NICOLE KUNZE,AARON BULLEN,skipped,skipped,skipped,skipped,2,9
LE1086,MICHELLE MILES,AARON BULLEN,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE1087,LORI MCINTOSH LE,NICOLE KUNZE,CHRIS CONDIE,AARON BULLEN,MICHELLE MILES,PAUL HANCOCK,CAMI PURTSCHERT,MONTANE C HAMILTON,ETHAN M. ERICKSON,2,9
LE1088,AARON BULLEN,CHRIS CONDIE,PAUL HANCOCK,MONTANE C HAMILTON,LORI MCINTOSH LE,NICOLE KUNZE,CAMI PURTSCHERT,ETHAN M. ERICKSON,MICHELLE MILES,2,9
LE1089,NICOLE KUNZE,LORI MCINTOSH LE,CHRIS CONDIE,MICHELLE MILES,AARON BULLEN,PAUL HANCOCK,CAMI PURTSCHERT,MONTANE C HAMILTON,ETHAN M. ERICKSON,2,9
LE1090,NICOLE KUNZE,CHRIS CONDIE,PAUL HANCOCK,MICHELLE MILES,ETHAN M. ERICKSON,AARON BULLEN,CAMI PURTSCHERT,LORI MCINTOSH LE,MONTANE C HAMILTON,2,9
LE1092,LORI MCINTOSH LE,PAUL HANCOCK,NICOLE KUNZE,CHRIS CONDIE,MICHELLE MILES,AARON BULLEN,CAMI PURTSCHERT,ETHAN M. ERICKSON,MONTANE C HAMILTON,2,9
LE1093,NICOLE KUNZE,LORI MCINTOSH LE,MONTANE C HAMILTON,PAUL HANCOCK,CHRIS CONDIE,MICHELLE MILES,CAMI PURTSCHERT,AARON BULLEN,ETHAN M. ERICKSON,2,9
LE1094,MICHELLE MILES,LORI MCINTOSH LE,NICOLE KUNZE,CAMI PURTSCHERT,ETHAN M. ERICKSON,PAUL HANCOCK,MONTANE C HAMILTON,CHRIS CONDIE,AARON BULLEN,2,9
LE1095,CHRIS CONDIE,MICHELLE MILES,NICOLE KUNZE,PAUL HANCOCK,MONTANE C HAMILTON,AARON BULLEN,CAMI PURTSCHERT,ETHAN M. ERICKSON,skipped,2,9
LE1096,MICHELLE MILES,LORI MCINTOSH LE,AARON BULLEN,NICOLE KUNZE,CHRIS CONDIE,ETHAN M. ERICKSON,PAUL HANCOCK,MONTANE C HAMILTON,CAMI PURTSCHERT,2,9
LE1097,PAUL HANCOCK,CHRIS CONDIE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE1098,PAUL HANCOCK,LORI MCINTOSH LE,CHRIS CONDIE,CAMI PURTSCHERT,MICHELLE MILES,NICOLE KUNZE,MONTANE C HAMILTON,AARON BULLEN,ETHAN M. ERICKSON,2,9
LE1099,CHRIS CONDIE,PAUL HANCOCK,LORI MCINTOSH LE,NICOLE KUNZE,MICHELLE MILES,skipped,skipped,skipped,skipped,2,9
LE1100,CAMI PURTSCHERT,AARON BULLEN,CHRIS CONDIE,PAUL HANCOCK,NICOLE KUNZE,ETHAN M. ERICKSON,MICHELLE MILES,LORI MCINTOSH LE,MONTANE C HAMILTON,2,9
LE1101,CHRIS CONDIE,PAUL HANCOCK,MICHELLE MILES,NICOLE KUNZE,MONTANE C HAMILTON,LORI MCINTOSH LE,CAMI PURTSCHERT,AARON BULLEN,ETHAN M. ERICKSON,2,9
LE1102,MICHELLE MILES,AARON BULLEN,CAMI PURTSCHERT,NICOLE KUNZE,MONTANE C HAMILTON,ETHAN M. ERICKSON,LORI MCINTOSH LE,PAUL HANCOCK,CHRIS CONDIE,2,9
LE1103,NICOLE KUNZE,MICHELLE MILES,LORI MCINTOSH LE,PAUL HANCOCK,CHRIS CONDIE,AARON BULLEN,CAMI PURTSCHERT,ETHAN M. ERICKSON,MONTANE C HAMILTON,2,9
LE1104,CHRIS CONDIE,PAUL HANCOCK,AARON BULLEN,MICHELLE MILES,NICOLE KUNZE,skipped,skipped,skipped,skipped,2,9
LE1105,MICHELLE MILES,AARON BULLEN,CAMI PURTSCHERT,LORI MCINTOSH LE,NICOLE KUNZE,MONTANE C HAMILTON,ETHAN M. ERICKSON,PAUL HANCOCK,CHRIS CONDIE,2,9
LE1106,LORI MCINTOSH LE,CHRIS CONDIE,MICHELLE MILES,PAUL HANCOCK,CAMI PURTSCHERT,AARON BULLEN,NICOLE KUNZE,ETHAN M. ERICKSON,skipped,2,9
LE1107,MICHELLE MILES,AARON BULLEN,NICOLE KUNZE,CAMI PURTSCHERT,LORI MCINTOSH LE,MONTANE C HAMILTON,ETHAN M. ERICKSON,PAUL HANCOCK,CHRIS CONDIE,2,9
LE1108,CAMI PURTSCHERT,MONTANE C HAMILTON,LORI MCINTOSH LE,PAUL HANCOCK,NICOLE KUNZE,MICHELLE MILES,AARON BULLEN,CHRIS CONDIE,ETHAN M. ERICKSON,2,9
LE1109,CAMI PURTSCHERT,ETHAN M. ERICKSON,AARON BULLEN,CHRIS CONDIE,PAUL HANCOCK,NICOLE KUNZE,LORI MCINTOSH LE,MICHELLE MILES,MONTANE C HAMILTON,2,9
LE1110,CHRIS CONDIE,AARON BULLEN,MICHELLE MILES,PAUL HANCOCK,MONTANE C HAMILTON,LORI MCINTOSH LE,NICOLE KUNZE,ETHAN M. ERICKSON,CAMI PURTSCHERT,2,9
LE1111,LORI MCINTOSH LE,MICHELLE MILES,AARON BULLEN,NICOLE KUNZE,CHRIS CONDIE,PAUL HANCOCK,MONTANE C HAMILTON,ETHAN M. ERICKSON,CAMI PURTSCHERT,2,9
LE1112,AARON BULLEN,MICHELLE MILES,CAMI PURTSCHERT,ETHAN M. ERICKSON,PAUL HANCOCK,LORI MCINTOSH LE,MONTANE C HAMILTON,NICOLE KUNZE,CHRIS CONDIE,2,9
LE1113,MICHELLE MILES,PAUL HANCOCK,NICOLE KUNZE,AARON BULLEN,LORI MCINTOSH LE,skipped,skipped,skipped,skipped,2,9
LE1115,PAUL HANCOCK,CHRIS CONDIE,LORI MCINTOSH LE,NICOLE KUNZE,AARON BULLEN,MICHELLE MILES,MONTANE C HAMILTON,CAMI PURTSCHERT,ETHAN M. ERICKSON,2,9
LE1116,NICOLE KUNZE,CHRIS CONDIE,PAUL HANCOCK,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE1117,CHRIS CONDIE,PAUL HANCOCK,LORI MCINTOSH LE,ETHAN M. ERICKSON,CAMI PURTSCHERT,AARON BULLEN,NICOLE KUNZE,MICHELLE MILES,MONTANE C HAMILTON,2,9
LE1118,NICOLE KUNZE,CHRIS CONDIE,LORI MCINTOSH LE,MICHELLE MILES,CAMI PURTSCHERT,ETHAN M. ERICKSON,PAUL HANCOCK,MONTANE C HAMILTON,AARON BULLEN,2,9
LE1119,MONTANE C HAMILTON,MICHELLE MILES,LORI MCINTOSH LE,PAUL HANCOCK,CHRIS CONDIE,AARON BULLEN,NICOLE KUNZE,CAMI PURTSCHERT,ETHAN M. ERICKSON,2,9
LE1120,LORI MCINTOSH LE,CHRIS CONDIE,NICOLE KUNZE,PAUL HANCOCK,MICHELLE MILES,skipped,skipped,skipped,skipped,2,9
LE1121,NICOLE KUNZE,AARON BULLEN,MICHELLE MILES,MONTANE C HAMILTON,ETHAN M. ERICKSON,LORI MCINTOSH LE,CAMI PURTSCHERT,CHRIS CONDIE,PAUL HANCOCK,2,9
LE1122,MICHELLE MILES,AARON BULLEN,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE1123,AARON BULLEN,PAUL HANCOCK,MICHELLE MILES,LORI MCINTOSH LE,skipped,skipped,skipped,skipped,skipped,2,9
LE1124,AARON BULLEN,CAMI PURTSCHERT,CHRIS CONDIE,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE1125,PAUL HANCOCK,LORI MCINTOSH LE,NICOLE KUNZE,AARON BULLEN,MONTANE C HAMILTON,CHRIS CONDIE,MICHELLE MILES,CAMI PURTSCHERT,ETHAN M. ERICKSON,2,9
LE1126,CAMI PURTSCHERT,MICHELLE MILES,NICOLE KUNZE,ETHAN M. ERICKSON,AARON BULLEN,MONTANE C HAMILTON,LORI MCINTOSH LE,PAUL HANCOCK,CHRIS CONDIE,2,9
LE1127,NICOLE KUNZE,MONTANE C HAMILTON,LORI MCINTOSH LE,CHRIS CONDIE,PAUL HANCOCK,CAMI PURTSCHERT,ETHAN M. ERICKSON,MICHELLE MILES,AARON BULLEN,2,9
LE1128,MICHELLE MILES,AARON BULLEN,CAMI PURTSCHERT,LORI MCINTOSH LE,MONTANE C HAMILTON,NICOLE KUNZE,ETHAN M. ERICKSON,PAUL HANCOCK,CHRIS CONDIE,2,9
LE1130,MICHELLE MILES,AARON BULLEN,CAMI PURTSCHERT,NICOLE KUNZE,ETHAN M. ERICKSON,CHRIS CONDIE,PAUL HANCOCK,LORI MCINTOSH LE,skipped,2,9
LE1131,MICHELLE MILES,AARON BULLEN,MONTANE C HAMILTON,CAMI PURTSCHERT,LORI MCINTOSH LE,NICOLE KUNZE,CHRIS CONDIE,ETHAN M. ERICKSON,PAUL HANCOCK,2,9
LE1132,MICHELLE MILES,LORI MCINTOSH LE,PAUL HANCOCK,CHRIS CONDIE,CAMI PURTSCHERT,NICOLE KUNZE,ETHAN M. ERICKSON,AARON BULLEN,MONTANE C HAMILTON,2,9
LE1133,CHRIS CONDIE,PAUL HANCOCK,NICOLE KUNZE,LORI MCINTOSH LE,MICHELLE MILES,CAMI PURTSCHERT,AARON BULLEN,MONTANE C HAMILTON,ETHAN M. ERICKSON,2,9
LE1134,NICOLE KUNZE,CHRIS CONDIE,PAUL HANCOCK,MONTANE C HAMILTON,LORI MCINTOSH LE,skipped,skipped,skipped,skipped,2,9
LE1135,CHRIS CONDIE,MICHELLE MILES,PAUL HANCOCK,CAMI PURTSCHERT,MONTANE C HAMILTON,NICOLE KUNZE,ETHAN M. ERICKSON,AARON BULLEN,skipped,2,9
LE1136,NICOLE KUNZE,MICHELLE MILES,PAUL HANCOCK,CAMI PURTSCHERT,CHRIS CONDIE,LORI MCINTOSH LE,MONTANE C HAMILTON,AARON BULLEN,ETHAN M. ERICKSON,2,9
LE1137,PAUL HANCOCK,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE1138,CHRIS CONDIE,PAUL HANCOCK,NICOLE KUNZE,AARON BULLEN,CAMI PURTSCHERT,LORI MCINTOSH LE,MICHELLE MILES,MONTANE C HAMILTON,ETHAN M. ERICKSON,2,9
LE1139,PAUL HANCOCK,CHRIS CONDIE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,2,9
LE1142,NICOLE KUNZE,CHRIS CONDIE,PAUL HANCOCK,CAMI PURTSCHERT,LORI MCINTOSH LE,MONTANE C HAMILTON,skipped,skipped,skipped,2,9
LE1143,MONTANE C HAMILTON,AARON BULLEN,NICOLE KUNZE,PAUL HANCOCK,LORI MCINTOSH LE,CHRIS CONDIE,MICHELLE MILES,CAMI PURTSCHERT,ETHAN M. ERICKSON,2,9
LE1144,PAUL HANCOCK,CHRIS CONDIE,NICOLE KUNZE,AARON BULLEN,MONTANE C HAMILTON,LORI MCINTOSH LE,CAMI PURTSCHERT,MICHELLE MILES,ETHAN M. ERICKSON,2,9
