,VoteType,Venue/VoteSubType,BPNumber,Formality,Type,rank1,rank2,rank3,rank4,rank5,rank6,numSeats,numCands
12627,PP,Wyrallah Public,4912,Formal,MP,KRIEG Steve,COOK Darlene,GRINDON-EKINS Vanessa,BIRD Elly,HEALEY Patrick,ROB Big,1,6
12628,PP,Wyrallah Public,4913,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12629,PP,Wyrallah Public,4914,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12630,PP,Wyrallah Public,4915,Formal,MP,KRIEG Steve,COOK Darlene,GRINDON-EKINS Vanessa,BIRD Elly,HEALEY Patrick,ROB Big,1,6
12631,PP,Wyrallah Public,4916,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12632,PP,Wyrallah Public,4917,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12633,PP,Wyrallah Public,4918,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12634,PP,Wyrallah Public,4919,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12635,PP,Wyrallah Public,4920,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12636,PP,Wyrallah Public,4921,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12637,PP,Wyrallah Public,4922,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12638,PP,Wyrallah Public,4923,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12639,PP,Wyrallah Public,4924,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12640,PP,Wyrallah Public,4925,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
12641,PP,Wyrallah Public,4926,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12642,PP,Wyrallah Public,4927,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12643,PP,Wyrallah Public,4928,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12644,PP,Wyrallah Public,4929,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12645,PP,Wyrallah Public,4930,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12646,PP,Wyrallah Public,4931,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12647,PP,Wyrallah Public,4932,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12648,PP,Wyrallah Public,4933,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12649,PP,Wyrallah Public,4934,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
12650,PP,Wyrallah Public,4935,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12651,PP,Wyrallah Public,4936,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
12652,PP,Wyrallah Public,4937,Formal,MP,KRIEG Steve,ROB Big,BIRD Elly,HEALEY Patrick,COOK Darlene,GRINDON-EKINS Vanessa,1,6
12653,PP,Wyrallah Public,4938,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12654,PP,Wyrallah Public,4939,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12655,PP,Wyrallah Public,4940,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12656,PP,Wyrallah Public,4941,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12657,PP,Wyrallah Public,4942,Formal,MP,KRIEG Steve,COOK Darlene,BIRD Elly,GRINDON-EKINS Vanessa,HEALEY Patrick,ROB Big,1,6
12658,PP,Wyrallah Public,4943,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
12659,PP,Wyrallah Public,4944,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12660,PP,Wyrallah Public,4945,Formal,MP,KRIEG Steve,COOK Darlene,HEALEY Patrick,GRINDON-EKINS Vanessa,skipped,skipped,1,6
12661,PP,Wyrallah Public,4946,Formal,MP,KRIEG Steve,HEALEY Patrick,ROB Big,BIRD Elly,skipped,skipped,1,6
12662,PP,Wyrallah Public,4947,Formal,MP,KRIEG Steve,BIRD Elly,ROB Big,GRINDON-EKINS Vanessa,HEALEY Patrick,COOK Darlene,1,6
12663,PP,Wyrallah Public,4948,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
12664,PP,Wyrallah Public,4949,Formal,MP,KRIEG Steve,ROB Big,HEALEY Patrick,COOK Darlene,GRINDON-EKINS Vanessa,BIRD Elly,1,6
12665,PP,Wyrallah Public,4950,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
12666,PP,Wyrallah Public,4951,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12667,PP,Wyrallah Public,4952,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12668,PP,Wyrallah Public,4953,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12669,PP,Wyrallah Public,4954,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
12670,PP,Wyrallah Public,4955,Formal,MP,KRIEG Steve,HEALEY Patrick,BIRD Elly,COOK Darlene,GRINDON-EKINS Vanessa,ROB Big,1,6
12671,PP,Wyrallah Public,4956,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12672,PP,Wyrallah Public,4957,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12673,PP,Wyrallah Public,4958,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12674,PP,Wyrallah Public,4959,Formal,MP,BIRD Elly,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,1,6
12675,PP,Wyrallah Public,4960,Formal,MP,BIRD Elly,GRINDON-EKINS Vanessa,COOK Darlene,skipped,skipped,skipped,1,6
12676,PP,Wyrallah Public,4961,Formal,MP,BIRD Elly,GRINDON-EKINS Vanessa,COOK Darlene,HEALEY Patrick,ROB Big,KRIEG Steve,1,6
12677,PP,Wyrallah Public,4962,Formal,MP,BIRD Elly,skipped,skipped,skipped,skipped,skipped,1,6
12678,PP,Wyrallah Public,4963,Formal,MP,BIRD Elly,COOK Darlene,GRINDON-EKINS Vanessa,skipped,skipped,skipped,1,6
12679,PP,Wyrallah Public,4964,Formal,MP,BIRD Elly,skipped,skipped,skipped,skipped,skipped,1,6
12680,PP,Wyrallah Public,4965,Formal,MP,BIRD Elly,GRINDON-EKINS Vanessa,skipped,skipped,skipped,skipped,1,6
12681,PP,Wyrallah Public,4966,Formal,MP,BIRD Elly,skipped,skipped,skipped,skipped,skipped,1,6
12682,PP,Wyrallah Public,4967,Formal,MP,BIRD Elly,skipped,skipped,skipped,skipped,skipped,1,6
12683,PP,Wyrallah Public,4968,Formal,MP,BIRD Elly,GRINDON-EKINS Vanessa,HEALEY Patrick,COOK Darlene,KRIEG Steve,ROB Big,1,6
12684,PP,Wyrallah Public,4969,Formal,MP,BIRD Elly,GRINDON-EKINS Vanessa,COOK Darlene,skipped,skipped,skipped,1,6
12685,PP,Wyrallah Public,4970,Formal,MP,BIRD Elly,skipped,skipped,skipped,skipped,skipped,1,6
12686,PP,Wyrallah Public,4971,Formal,MP,BIRD Elly,GRINDON-EKINS Vanessa,HEALEY Patrick,ROB Big,COOK Darlene,KRIEG Steve,1,6
12687,PP,Wyrallah Public,4972,Formal,MP,BIRD Elly,GRINDON-EKINS Vanessa,COOK Darlene,skipped,skipped,skipped,1,6
12688,PP,Wyrallah Public,4973,Formal,MP,BIRD Elly,GRINDON-EKINS Vanessa,COOK Darlene,skipped,skipped,skipped,1,6
12689,PR,Goonellabah Pre-Poll,17596,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
12690,PR,Goonellabah Pre-Poll,17597,Formal,MP,KRIEG Steve,ROB Big,HEALEY Patrick,skipped,skipped,skipped,1,6
12691,PR,Goonellabah Pre-Poll,17598,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12692,PR,Goonellabah Pre-Poll,17599,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12693,PR,Goonellabah Pre-Poll,17600,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12694,PR,Goonellabah Pre-Poll,17601,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
12695,PR,Goonellabah Pre-Poll,17602,Formal,MP,KRIEG Steve,COOK Darlene,HEALEY Patrick,GRINDON-EKINS Vanessa,BIRD Elly,ROB Big,1,6
12696,PR,Goonellabah Pre-Poll,17603,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12697,PR,Goonellabah Pre-Poll,17604,Formal,MP,KRIEG Steve,HEALEY Patrick,ROB Big,skipped,skipped,skipped,1,6
12698,PR,Goonellabah Pre-Poll,17605,Formal,MP,KRIEG Steve,HEALEY Patrick,ROB Big,BIRD Elly,GRINDON-EKINS Vanessa,COOK Darlene,1,6
12699,PR,Goonellabah Pre-Poll,17606,Formal,MP,KRIEG Steve,ROB Big,BIRD Elly,GRINDON-EKINS Vanessa,HEALEY Patrick,COOK Darlene,1,6
12700,PR,Goonellabah Pre-Poll,17607,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
12701,PR,Goonellabah Pre-Poll,17608,Formal,MP,KRIEG Steve,HEALEY Patrick,ROB Big,COOK Darlene,GRINDON-EKINS Vanessa,BIRD Elly,1,6
12702,PR,Goonellabah Pre-Poll,17609,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12703,PR,Goonellabah Pre-Poll,17610,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12704,PR,Goonellabah Pre-Poll,17611,Formal,MP,KRIEG Steve,ROB Big,HEALEY Patrick,GRINDON-EKINS Vanessa,COOK Darlene,BIRD Elly,1,6
12705,PR,Goonellabah Pre-Poll,17612,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12706,PR,Goonellabah Pre-Poll,17613,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12707,PR,Goonellabah Pre-Poll,17614,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12708,PR,Goonellabah Pre-Poll,17615,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
12709,PR,Goonellabah Pre-Poll,17616,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12710,PR,Goonellabah Pre-Poll,17617,Formal,MP,KRIEG Steve,COOK Darlene,BIRD Elly,HEALEY Patrick,ROB Big,GRINDON-EKINS Vanessa,1,6
12711,PR,Goonellabah Pre-Poll,17618,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
12712,PR,Goonellabah Pre-Poll,17619,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12713,PR,Goonellabah Pre-Poll,17620,Formal,MP,KRIEG Steve,HEALEY Patrick,skipped,skipped,skipped,skipped,1,6
12714,PR,Goonellabah Pre-Poll,17621,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12715,PR,Goonellabah Pre-Poll,17622,Formal,MP,KRIEG Steve,HEALEY Patrick,skipped,skipped,skipped,skipped,1,6
12716,PR,Goonellabah Pre-Poll,17623,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
12717,PR,Goonellabah Pre-Poll,17624,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12718,PR,Goonellabah Pre-Poll,17625,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12719,PR,Goonellabah Pre-Poll,17626,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12720,PR,Goonellabah Pre-Poll,17627,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12721,PR,Goonellabah Pre-Poll,17628,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12722,PR,Goonellabah Pre-Poll,17629,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12723,PR,Goonellabah Pre-Poll,17630,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12724,PR,Goonellabah Pre-Poll,17631,Formal,MP,KRIEG Steve,ROB Big,HEALEY Patrick,skipped,skipped,skipped,1,6
12725,PR,Goonellabah Pre-Poll,17632,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12726,PR,Goonellabah Pre-Poll,17633,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12727,PR,Goonellabah Pre-Poll,17634,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12728,PR,Goonellabah Pre-Poll,17635,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12729,PR,Goonellabah Pre-Poll,17636,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12730,PR,Goonellabah Pre-Poll,17637,Formal,MP,KRIEG Steve,ROB Big,HEALEY Patrick,COOK Darlene,GRINDON-EKINS Vanessa,BIRD Elly,1,6
12731,PR,Goonellabah Pre-Poll,17638,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12732,PR,Goonellabah Pre-Poll,17639,Formal,MP,KRIEG Steve,GRINDON-EKINS Vanessa,COOK Darlene,skipped,skipped,skipped,1,6
12733,PR,Goonellabah Pre-Poll,17640,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12734,PR,Goonellabah Pre-Poll,17641,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
12735,PR,Goonellabah Pre-Poll,17642,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
12736,PR,Goonellabah Pre-Poll,17643,Formal,MP,KRIEG Steve,ROB Big,HEALEY Patrick,COOK Darlene,GRINDON-EKINS Vanessa,BIRD Elly,1,6
12737,PR,Goonellabah Pre-Poll,17644,Formal,MP,KRIEG Steve,ROB Big,HEALEY Patrick,COOK Darlene,GRINDON-EKINS Vanessa,BIRD Elly,1,6
12738,PR,Goonellabah Pre-Poll,17645,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
12739,PR,Goonellabah Pre-Poll,17646,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12740,PR,Goonellabah Pre-Poll,17647,Formal,MP,KRIEG Steve,COOK Darlene,HEALEY Patrick,ROB Big,BIRD Elly,GRINDON-EKINS Vanessa,1,6
12741,PR,Goonellabah Pre-Poll,17648,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12742,PR,Goonellabah Pre-Poll,17649,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12743,PR,Goonellabah Pre-Poll,17650,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12744,PR,Goonellabah Pre-Poll,17651,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12745,PR,Goonellabah Pre-Poll,17652,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12746,PR,Goonellabah Pre-Poll,17653,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12747,PR,Goonellabah Pre-Poll,17654,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12748,PR,Goonellabah Pre-Poll,17655,Formal,MP,KRIEG Steve,HEALEY Patrick,ROB Big,skipped,skipped,skipped,1,6
12749,PR,Goonellabah Pre-Poll,17656,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12750,PR,Goonellabah Pre-Poll,17657,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12751,PR,Goonellabah Pre-Poll,17658,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
12752,PR,Goonellabah Pre-Poll,17659,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12753,PR,Goonellabah Pre-Poll,17660,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12754,PR,Goonellabah Pre-Poll,17661,Formal,MP,KRIEG Steve,HEALEY Patrick,ROB Big,skipped,skipped,skipped,1,6
12755,PR,Goonellabah Pre-Poll,17662,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
12756,PR,Goonellabah Pre-Poll,17663,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
12757,PR,Goonellabah Pre-Poll,17664,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12758,PR,Goonellabah Pre-Poll,17665,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12759,PR,Goonellabah Pre-Poll,17666,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12760,PR,Goonellabah Pre-Poll,17667,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12761,PR,Goonellabah Pre-Poll,17668,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
12762,PR,Goonellabah Pre-Poll,17669,Formal,MP,KRIEG Steve,HEALEY Patrick,ROB Big,COOK Darlene,BIRD Elly,GRINDON-EKINS Vanessa,1,6
12763,PR,Goonellabah Pre-Poll,17670,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12764,PR,Goonellabah Pre-Poll,17671,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12765,PR,Goonellabah Pre-Poll,17672,Formal,MP,KRIEG Steve,HEALEY Patrick,ROB Big,BIRD Elly,COOK Darlene,skipped,1,6
12766,PR,Goonellabah Pre-Poll,17673,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12767,PR,Goonellabah Pre-Poll,17674,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12768,PR,Goonellabah Pre-Poll,17675,Formal,MP,KRIEG Steve,ROB Big,HEALEY Patrick,COOK Darlene,BIRD Elly,GRINDON-EKINS Vanessa,1,6
12769,PR,Goonellabah Pre-Poll,17676,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
12770,PR,Goonellabah Pre-Poll,17677,Formal,MP,KRIEG Steve,HEALEY Patrick,GRINDON-EKINS Vanessa,COOK Darlene,BIRD Elly,ROB Big,1,6
12771,PR,Goonellabah Pre-Poll,17678,Formal,MP,KRIEG Steve,ROB Big,HEALEY Patrick,skipped,skipped,skipped,1,6
12772,PR,Goonellabah Pre-Poll,17679,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12773,PR,Goonellabah Pre-Poll,17680,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12774,PR,Goonellabah Pre-Poll,17681,Formal,MP,KRIEG Steve,COOK Darlene,BIRD Elly,skipped,skipped,skipped,1,6
12775,PR,Goonellabah Pre-Poll,17682,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
12776,PR,Goonellabah Pre-Poll,17683,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12777,PR,Goonellabah Pre-Poll,17684,Formal,MP,KRIEG Steve,ROB Big,HEALEY Patrick,GRINDON-EKINS Vanessa,COOK Darlene,BIRD Elly,1,6
12778,PR,Goonellabah Pre-Poll,17685,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12779,PR,Goonellabah Pre-Poll,17686,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
12780,PR,Goonellabah Pre-Poll,17687,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12781,PR,Goonellabah Pre-Poll,17688,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12782,PR,Goonellabah Pre-Poll,17689,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12783,PR,Goonellabah Pre-Poll,17690,Formal,MP,KRIEG Steve,ROB Big,HEALEY Patrick,skipped,skipped,skipped,1,6
12784,PR,Goonellabah Pre-Poll,17691,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
12785,PR,Goonellabah Pre-Poll,17692,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12786,PR,Goonellabah Pre-Poll,17693,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
12787,PR,Goonellabah Pre-Poll,17694,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12788,PR,Goonellabah Pre-Poll,17695,Formal,MP,KRIEG Steve,COOK Darlene,ROB Big,HEALEY Patrick,BIRD Elly,GRINDON-EKINS Vanessa,1,6
12789,PR,Goonellabah Pre-Poll,17696,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12790,PR,Goonellabah Pre-Poll,17697,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12791,PR,Goonellabah Pre-Poll,17698,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12792,PR,Goonellabah Pre-Poll,17699,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12793,PR,Goonellabah Pre-Poll,17700,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12794,PR,Goonellabah Pre-Poll,17701,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
12795,PR,Goonellabah Pre-Poll,17702,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12796,PR,Goonellabah Pre-Poll,17703,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
12797,PR,Goonellabah Pre-Poll,17704,Formal,MP,KRIEG Steve,HEALEY Patrick,ROB Big,COOK Darlene,GRINDON-EKINS Vanessa,BIRD Elly,1,6
12798,PR,Goonellabah Pre-Poll,17705,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12799,PR,Goonellabah Pre-Poll,17706,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12800,PR,Goonellabah Pre-Poll,17707,Formal,MP,KRIEG Steve,HEALEY Patrick,skipped,skipped,skipped,skipped,1,6
12801,PR,Goonellabah Pre-Poll,17708,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12802,PR,Goonellabah Pre-Poll,17709,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12803,PR,Goonellabah Pre-Poll,17710,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12804,PR,Goonellabah Pre-Poll,17711,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12805,PR,Goonellabah Pre-Poll,17712,Formal,MP,KRIEG Steve,HEALEY Patrick,GRINDON-EKINS Vanessa,COOK Darlene,BIRD Elly,ROB Big,1,6
12806,PR,Goonellabah Pre-Poll,17713,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12807,PR,Goonellabah Pre-Poll,17714,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
12808,PR,Goonellabah Pre-Poll,17715,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
12809,PR,Goonellabah Pre-Poll,17716,Formal,MP,KRIEG Steve,ROB Big,HEALEY Patrick,COOK Darlene,GRINDON-EKINS Vanessa,BIRD Elly,1,6
12810,PR,Goonellabah Pre-Poll,17717,Formal,MP,KRIEG Steve,HEALEY Patrick,ROB Big,COOK Darlene,GRINDON-EKINS Vanessa,BIRD Elly,1,6
12811,PR,Goonellabah Pre-Poll,17718,Formal,MP,KRIEG Steve,HEALEY Patrick,COOK Darlene,GRINDON-EKINS Vanessa,BIRD Elly,ROB Big,1,6
12812,PR,Goonellabah Pre-Poll,17719,Formal,MP,KRIEG Steve,ROB Big,HEALEY Patrick,skipped,skipped,skipped,1,6
12813,PR,Goonellabah Pre-Poll,17720,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
12814,PR,Goonellabah Pre-Poll,17721,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12815,PR,Goonellabah Pre-Poll,17722,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
12816,PR,Goonellabah Pre-Poll,17723,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12817,PR,Goonellabah Pre-Poll,17724,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12818,PR,Goonellabah Pre-Poll,17725,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12819,PR,Goonellabah Pre-Poll,17726,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12820,PR,Goonellabah Pre-Poll,17727,Formal,MP,KRIEG Steve,COOK Darlene,GRINDON-EKINS Vanessa,skipped,skipped,skipped,1,6
12821,PR,Goonellabah Pre-Poll,17728,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12822,PR,Goonellabah Pre-Poll,17729,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12823,PR,Goonellabah Pre-Poll,17730,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12824,PR,Goonellabah Pre-Poll,17731,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
12825,PR,Goonellabah Pre-Poll,17732,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12826,PR,Goonellabah Pre-Poll,17733,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12827,PR,Goonellabah Pre-Poll,17734,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12828,PR,Goonellabah Pre-Poll,17735,Formal,MP,KRIEG Steve,BIRD Elly,GRINDON-EKINS Vanessa,ROB Big,HEALEY Patrick,COOK Darlene,1,6
12829,PR,Goonellabah Pre-Poll,17736,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12830,PR,Goonellabah Pre-Poll,17737,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12831,PR,Goonellabah Pre-Poll,17738,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
12832,PR,Goonellabah Pre-Poll,17739,Formal,MP,KRIEG Steve,ROB Big,skipped,skipped,skipped,skipped,1,6
12833,PR,Goonellabah Pre-Poll,17740,Formal,MP,KRIEG Steve,skipped,skipped,skipped,skipped,skipped,1,6
