Cast Vote Record,Precinct,Ballot Style,Num cands,Num seats,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11
4921,Portland 4-1,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Rovelto, Hope R.","Houseal, Ian P.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
4922,Portland 4-1,Ballot Style 4,11,1,"Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Emerson, Anthony M.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped
4923,Portland 4-1,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
4924,Portland 4-1,Ballot Style 4,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped
4925,Portland 4-1,Ballot Style 4,11,1,"Bailey, William M.","Condrey, Lawson T.","DiMillo, Steven A.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
4926,Portland 4-1,Ballot Style 4,11,1,"Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
4927,Portland 4-1,Ballot Style 4,11,1,"Emerson, Anthony M.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
4928,Portland 4-1,Ballot Style 4,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
4929,Portland 4-1,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Washburn, Patricia J.","Grant, Benjamin K.","Houseal, Ian P.","Buxton, Catherine A.","Condrey, Lawson T.","Emerson, Anthony M.",skipped,skipped,skipped
4930,Portland 4-1,Ballot Style 4,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Emerson, Anthony M.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped
4931,Portland 4-1,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
4932,Portland 4-1,Ballot Style 4,11,1,"Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
4933,Portland 4-1,Ballot Style 4,11,1,"Condrey, Lawson T.","Rovelto, Hope R.","Bailey, William M.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
4934,Portland 4-1,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Washburn, Patricia J.","Buxton, Catherine A.","Grant, Benjamin K.","Condrey, Lawson T.","Emerson, Anthony M.",skipped,skipped,skipped,skipped
4936,Portland 4-1,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
4937,Portland 4-1,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Chann, Marpheen S.","Buxton, Catherine A.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,skipped
4938,Portland 4-1,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Condrey, Lawson T.","Washburn, Patricia J.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,skipped
4939,Portland 4-1,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Grant, Benjamin K.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,skipped
4940,Portland 4-1,Ballot Style 4,11,1,"Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
4941,Portland 4-1,Ballot Style 4,11,1,"Buxton, Catherine A.","Emerson, Anthony M.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
4943,Portland 4-1,Ballot Style 4,11,1,"Grant, Benjamin K.","Chann, Marpheen S.","DiMillo, Steven A.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
4944,Portland 4-1,Ballot Style 4,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
4945,Portland 4-1,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Emerson, Anthony M.","Washburn, Patricia J.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped
4946,Portland 4-1,Ballot Style 4,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
4947,Portland 4-1,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Emerson, Anthony M.","Washburn, Patricia J.","Grant, Benjamin K.","Bailey, William M.","Chann, Marpheen S.","Condrey, Lawson T.","DiMillo, Steven A.","Houseal, Ian P.","Rovelto, Hope R."
4948,Portland 4-1,Ballot Style 4,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
4949,Portland 4-1,Ballot Style 4,11,1,"Chann, Marpheen S.","DiMillo, Steven A.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
4950,Portland 4-1,Ballot Style 4,11,1,"Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
4951,Portland 4-1,Ballot Style 4,11,1,"Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
4952,Portland 4-1,Ballot Style 4,11,1,"Grant, Benjamin K.","Chann, Marpheen S.","DiMillo, Steven A.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
4953,Portland 4-1,Ballot Style 4,11,1,"Buxton, Catherine A.","Grant, Benjamin K.","Bailey, William M.","Rovelto, Hope R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
4954,Portland 4-1,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","DiMillo, Steven A.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
4955,Portland 4-1,Ballot Style 4,11,1,"Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
4956,Portland 4-1,Ballot Style 4,11,1,"Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
4957,Portland 4-1,Ballot Style 4,11,1,"Grant, Benjamin K.","DiMillo, Steven A.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
4958,Portland 4-1,Ballot Style 4,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
4959,Portland 4-1,Ballot Style 4,11,1,"DiMillo, Steven A.","Houseal, Ian P.","Chann, Marpheen S.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
4960,Portland 4-1,Ballot Style 4,11,1,"Houseal, Ian P.","Grant, Benjamin K.","DiMillo, Steven A.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
4961,Portland 4-1,Ballot Style 4,11,1,"Houseal, Ian P.","Grant, Benjamin K.","Chann, Marpheen S.","Condrey, Lawson T.","Buxton, Catherine A.","Washburn, Patricia J.","Bailey, William M.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","DiMillo, Steven A.",skipped
4962,Portland 4-1,Ballot Style 4,11,1,"Grant, Benjamin K.","Chann, Marpheen S.","DiMillo, Steven A.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
4963,Portland 4-1,Ballot Style 4,11,1,"Buxton, Catherine A.","Emerson, Anthony M.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
4964,Portland 4-1,Ballot Style 4,11,1,"Houseal, Ian P.","DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
4965,Portland 4-1,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
4966,Portland 4-1,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Emerson, Anthony M.","Condrey, Lawson T.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped
4967,Portland 4-1,Ballot Style 4,11,1,"Washburn, Patricia J.","Buxton, Catherine A.","Rovelto, Hope R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
4968,Portland 4-1,Ballot Style 4,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
4969,Portland 4-1,Ballot Style 4,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
4970,Portland 4-1,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Condrey, Lawson T.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
4971,Portland 4-1,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
4972,Portland 4-1,Ballot Style 4,11,1,"Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
4973,Portland 4-1,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Grant, Benjamin K.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
4974,Portland 4-1,Ballot Style 4,11,1,"Chann, Marpheen S.","Condrey, Lawson T.","Houseal, Ian P.","Buxton, Catherine A.","Bailey, William M.","DiMillo, Steven A.","Emerson, Anthony M.","Grant, Benjamin K.","Rovelto, Hope R.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J."
4975,Portland 4-1,Ballot Style 4,11,1,"DiMillo, Steven A.","Houseal, Ian P.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
4976,Portland 4-1,Ballot Style 4,11,1,"DiMillo, Steven A.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
4977,Portland 4-1,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Emerson, Anthony M.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,skipped
4978,Portland 4-1,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Chann, Marpheen S.","Washburn, Patricia J.","Emerson, Anthony M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped
4979,Portland 4-1,Ballot Style 4,11,1,"DiMillo, Steven A.","Bailey, William M.","Chann, Marpheen S.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
4980,Portland 4-1,Ballot Style 4,11,1,"Buxton, Catherine A.","Grant, Benjamin K.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
4981,Portland 4-1,Ballot Style 4,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
4982,Portland 4-1,Ballot Style 4,11,1,"DiMillo, Steven A.","Grant, Benjamin K.","Rovelto, Hope R.","Chann, Marpheen S.","Washburn, Patricia J.","Buxton, Catherine A.","Emerson, Anthony M.","Bailey, William M.","Condrey, Lawson T.","Houseal, Ian P.","Sheikh-Yousef, Nasreen A."
4983,Portland 4-1,Ballot Style 4,11,1,"Grant, Benjamin K.","Chann, Marpheen S.","Condrey, Lawson T.","Houseal, Ian P.","Bailey, William M.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","DiMillo, Steven A.","Emerson, Anthony M.","Washburn, Patricia J.",skipped
4984,Portland 4-1,Ballot Style 4,11,1,"DiMillo, Steven A.","Bailey, William M.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
4985,Portland 4-1,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Chann, Marpheen S.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
4986,Portland 4-1,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
4987,Portland 4-1,Ballot Style 4,11,1,"Grant, Benjamin K.","DiMillo, Steven A.","Bailey, William M.","Buxton, Catherine A.","Emerson, Anthony M.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Chann, Marpheen S.","Condrey, Lawson T.","Houseal, Ian P.","Rovelto, Hope R."
4988,Portland 4-1,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
4990,Portland 4-1,Ballot Style 4,11,1,"Buxton, Catherine A.","Bailey, William M.","DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
4991,Portland 4-1,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
4993,Portland 4-1,Ballot Style 4,11,1,"DiMillo, Steven A.","Houseal, Ian P.","Chann, Marpheen S.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
4994,Portland 4-1,Ballot Style 4,11,1,"Chann, Marpheen S.","Buxton, Catherine A.","Washburn, Patricia J.","Emerson, Anthony M.","Condrey, Lawson T.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","Houseal, Ian P.",skipped,skipped,skipped
4995,Portland 4-1,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Emerson, Anthony M.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
4996,Portland 4-1,Ballot Style 4,11,1,"DiMillo, Steven A.","Bailey, William M.","Houseal, Ian P.","Chann, Marpheen S.","Grant, Benjamin K.","Condrey, Lawson T.","Buxton, Catherine A.","Emerson, Anthony M.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.",skipped
4997,Portland 4-1,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
4998,Portland 4-1,Ballot Style 4,11,1,"Grant, Benjamin K.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
4999,Portland 4-1,Ballot Style 4,11,1,"DiMillo, Steven A.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
5000,Portland 4-1,Ballot Style 4,11,1,"DiMillo, Steven A.","Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
5001,Portland 4-1,Ballot Style 4,11,1,"Chann, Marpheen S.","DiMillo, Steven A.","Bailey, William M.","Houseal, Ian P.","Grant, Benjamin K.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Condrey, Lawson T.","Buxton, Catherine A.",skipped
5002,Portland 4-1,Ballot Style 4,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
5003,Portland 4-1,Ballot Style 4,11,1,"Grant, Benjamin K.","Chann, Marpheen S.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,skipped
5004,Portland 4-1,Ballot Style 4,11,1,"DiMillo, Steven A.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
5005,Portland 4-1,Ballot Style 4,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
5006,Portland 4-1,Ballot Style 4,11,1,"Condrey, Lawson T.","Buxton, Catherine A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
5007,Portland 4-1,Ballot Style 4,11,1,"Grant, Benjamin K.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
5008,Portland 4-1,Ballot Style 4,11,1,"DiMillo, Steven A.","Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
5009,Portland 4-1,Ballot Style 4,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","DiMillo, Steven A.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
5010,Portland 4-1,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Emerson, Anthony M.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,skipped
5011,Portland 4-1,Ballot Style 4,11,1,"Buxton, Catherine A.","Grant, Benjamin K.","Chann, Marpheen S.","Condrey, Lawson T.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped
5012,Portland 4-1,Ballot Style 4,11,1,"Emerson, Anthony M.","Washburn, Patricia J.","Buxton, Catherine A.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
5013,Portland 4-1,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Houseal, Ian P.","Grant, Benjamin K.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped
5014,Portland 4-1,Ballot Style 4,11,1,"DiMillo, Steven A.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
5015,Portland 4-1,Ballot Style 4,11,1,"Bailey, William M.","DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
5016,Portland 4-1,Ballot Style 4,11,1,"Buxton, Catherine A.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
5017,Portland 4-1,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","Buxton, Catherine A.","Chann, Marpheen S.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped
5018,Portland 4-1,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
5019,Portland 4-1,Ballot Style 4,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Condrey, Lawson T.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
5021,Portland 4-1,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Emerson, Anthony M.","Washburn, Patricia J.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,skipped
5022,Portland 4-1,Ballot Style 4,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
5023,Portland 4-1,Ballot Style 4,11,1,"DiMillo, Steven A.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
5024,Portland 4-1,Ballot Style 4,11,1,"Chann, Marpheen S.","Emerson, Anthony M.","Grant, Benjamin K.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
5025,Portland 4-1,Ballot Style 4,11,1,"Grant, Benjamin K.","Chann, Marpheen S.","DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
5027,Portland 4-1,Ballot Style 4,11,1,"Grant, Benjamin K.","Chann, Marpheen S.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Bailey, William M.","Buxton, Catherine A.","Condrey, Lawson T.","Houseal, Ian P.","Emerson, Anthony M.","Rovelto, Hope R.","DiMillo, Steven A."
5028,Portland 4-1,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
5029,Portland 4-1,Ballot Style 4,11,1,"DiMillo, Steven A.","Chann, Marpheen S.","Bailey, William M.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
5030,Portland 4-1,Ballot Style 4,11,1,"DiMillo, Steven A.","Chann, Marpheen S.","Grant, Benjamin K.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
5031,Portland 4-1,Ballot Style 4,11,1,"DiMillo, Steven A.","Bailey, William M.","Houseal, Ian P.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
5032,Portland 4-1,Ballot Style 4,11,1,"DiMillo, Steven A.","Grant, Benjamin K.","Bailey, William M.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
5033,Portland 4-1,Ballot Style 4,11,1,"DiMillo, Steven A.","Bailey, William M.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
5034,Portland 4-1,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Grant, Benjamin K.","Emerson, Anthony M.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped
5035,Portland 4-1,Ballot Style 4,11,1,"Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
5036,Portland 4-1,Ballot Style 4,11,1,"Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
5037,Portland 4-1,Ballot Style 4,11,1,"DiMillo, Steven A.","Buxton, Catherine A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
5038,Portland 4-1,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","Buxton, Catherine A.","Chann, Marpheen S.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped
5039,Portland 4-1,Ballot Style 4,11,1,"Emerson, Anthony M.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,skipped
5040,Portland 4-1,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Chann, Marpheen S.","Washburn, Patricia J.","Emerson, Anthony M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped
5041,Portland 4-1,Ballot Style 4,11,1,"DiMillo, Steven A.","Chann, Marpheen S.","Buxton, Catherine A.","Rovelto, Hope R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
5042,Portland 4-1,Ballot Style 4,11,1,"DiMillo, Steven A.","Bailey, William M.","Buxton, Catherine A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
5043,Portland 4-1,Ballot Style 4,11,1,"Buxton, Catherine A.","Chann, Marpheen S.","Condrey, Lawson T.","DiMillo, Steven A.","Emerson, Anthony M.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Grant, Benjamin K.","Houseal, Ian P.","Bailey, William M.",skipped
5044,Portland 4-1,Ballot Style 4,11,1,"Grant, Benjamin K.","Houseal, Ian P.","Chann, Marpheen S.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
5045,Portland 4-1,Ballot Style 4,11,1,"Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
5046,Portland 4-1,Ballot Style 4,11,1,"Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
5047,Portland 4-1,Ballot Style 4,11,1,"DiMillo, Steven A.","Chann, Marpheen S.","Grant, Benjamin K.","Houseal, Ian P.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,skipped
5048,Portland 4-1,Ballot Style 4,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Emerson, Anthony M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped
5049,Portland 4-1,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
5050,Portland 4-1,Ballot Style 4,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Houseal, Ian P.","Washburn, Patricia J.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,skipped
5051,Portland 4-1,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
5052,Portland 4-1,Ballot Style 4,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Emerson, Anthony M.","Washburn, Patricia J.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped
5053,Portland 4-1,Ballot Style 4,11,1,"Buxton, Catherine A.","Rovelto, Hope R.","Washburn, Patricia J.","Chann, Marpheen S.","Bailey, William M.","Condrey, Lawson T.","DiMillo, Steven A.","Emerson, Anthony M.","Grant, Benjamin K.","Houseal, Ian P.",skipped
5054,Portland 4-1,Ballot Style 4,11,1,"Grant, Benjamin K.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
5055,Portland 4-1,Ballot Style 4,11,1,"Emerson, Anthony M.","Condrey, Lawson T.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
5056,Portland 4-1,Ballot Style 4,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
5057,Portland 4-1,Ballot Style 4,11,1,"DiMillo, Steven A.","Houseal, Ian P.","Bailey, William M.","Grant, Benjamin K.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,skipped
