Cast Vote Record,Precinct,Ballot Style,Num cands,Num seats,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11
7827,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","DiMillo, Steven A.","Washburn, Patricia J.","Chann, Marpheen S.","Buxton, Catherine A.","Bailey, William M.","Houseal, Ian P.","Grant, Benjamin K.","Emerson, Anthony M.","Condrey, Lawson T.",skipped
7828,Portland 1-3,Ballot Style 1,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7829,Portland 1-3,Ballot Style 1,11,1,"Emerson, Anthony M.","Washburn, Patricia J.","Grant, Benjamin K.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7830,Portland 1-3,Ballot Style 1,11,1,"Chann, Marpheen S.","Bailey, William M.","Sheikh-Yousef, Nasreen A.","DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7831,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Condrey, Lawson T.","Rovelto, Hope R.","Grant, Benjamin K.","Bailey, William M.","Chann, Marpheen S.","DiMillo, Steven A.","Washburn, Patricia J.",skipped,skipped
7832,Portland 1-3,Ballot Style 1,11,1,"Buxton, Catherine A.","Chann, Marpheen S.","Condrey, Lawson T.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped
7833,Portland 1-3,Ballot Style 1,11,1,"Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7834,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7835,Portland 1-3,Ballot Style 1,11,1,"DiMillo, Steven A.","Bailey, William M.","Washburn, Patricia J.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7836,Portland 1-3,Ballot Style 1,11,1,"Grant, Benjamin K.","Washburn, Patricia J.","Buxton, Catherine A.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7837,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Grant, Benjamin K.","Chann, Marpheen S.","Houseal, Ian P.","Emerson, Anthony M.","DiMillo, Steven A.","Condrey, Lawson T.","Bailey, William M.","Buxton, Catherine A.",skipped
7838,Portland 1-3,Ballot Style 1,11,1,"Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7839,Portland 1-3,Ballot Style 1,11,1,"Bailey, William M.","Grant, Benjamin K.","Buxton, Catherine A.","Condrey, Lawson T.","DiMillo, Steven A.","Emerson, Anthony M.","Houseal, Ian P.","Rovelto, Hope R.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.",skipped
7840,Portland 1-3,Ballot Style 1,11,1,"DiMillo, Steven A.","Bailey, William M.","Condrey, Lawson T.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7841,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7842,Portland 1-3,Ballot Style 1,11,1,"Chann, Marpheen S.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Bailey, William M.","Condrey, Lawson T.","Emerson, Anthony M.","Houseal, Ian P.","Grant, Benjamin K.","DiMillo, Steven A.",skipped
7843,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7844,Portland 1-3,Ballot Style 1,11,1,"DiMillo, Steven A.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7845,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Chann, Marpheen S.","Grant, Benjamin K.","Washburn, Patricia J.","Emerson, Anthony M.","Condrey, Lawson T.","DiMillo, Steven A.","Houseal, Ian P.",skipped,skipped
7846,Portland 1-3,Ballot Style 1,11,1,"Grant, Benjamin K.","Chann, Marpheen S.","Houseal, Ian P.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Condrey, Lawson T.","Washburn, Patricia J.",skipped,skipped,skipped,skipped
7847,Portland 1-3,Ballot Style 1,11,1,"Chann, Marpheen S.","DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7848,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","DiMillo, Steven A.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7849,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7850,Portland 1-3,Ballot Style 1,11,1,"Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7851,Portland 1-3,Ballot Style 1,11,1,"Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7852,Portland 1-3,Ballot Style 1,11,1,"Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7853,Portland 1-3,Ballot Style 1,11,1,"Buxton, Catherine A.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7854,Portland 1-3,Ballot Style 1,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped
7855,Portland 1-3,Ballot Style 1,11,1,"Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7856,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Buxton, Catherine A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7857,Portland 1-3,Ballot Style 1,11,1,"DiMillo, Steven A.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7858,Portland 1-3,Ballot Style 1,11,1,"DiMillo, Steven A.","Chann, Marpheen S.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7859,Portland 1-3,Ballot Style 1,11,1,"Chann, Marpheen S.","Buxton, Catherine A.","Bailey, William M.","DiMillo, Steven A.","Condrey, Lawson T.","Emerson, Anthony M.","Houseal, Ian P.","Rovelto, Hope R.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Grant, Benjamin K."
7860,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Grant, Benjamin K.","Chann, Marpheen S.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,skipped
7861,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7862,Portland 1-3,Ballot Style 1,11,1,"Bailey, William M.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7863,Portland 1-3,Ballot Style 1,11,1,"Buxton, Catherine A.","Rovelto, Hope R.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7864,Portland 1-3,Ballot Style 1,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7865,Portland 1-3,Ballot Style 1,11,1,"Chann, Marpheen S.","Buxton, Catherine A.","Condrey, Lawson T.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7866,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Emerson, Anthony M.","Condrey, Lawson T.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped
7867,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Chann, Marpheen S.","Emerson, Anthony M.","Grant, Benjamin K.","Condrey, Lawson T.",skipped,skipped,skipped,skipped
7868,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Houseal, Ian P.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7869,Portland 1-3,Ballot Style 1,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7870,Portland 1-3,Ballot Style 1,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7871,Portland 1-3,Ballot Style 1,11,1,"Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7872,Portland 1-3,Ballot Style 1,11,1,"Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","DiMillo, Steven A.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7873,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","DiMillo, Steven A.","Buxton, Catherine A.","Rovelto, Hope R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7874,Portland 1-3,Ballot Style 1,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7875,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Grant, Benjamin K.","Washburn, Patricia J.","Buxton, Catherine A.","Bailey, William M.","Emerson, Anthony M.","DiMillo, Steven A.","Condrey, Lawson T.","Houseal, Ian P.",skipped
7876,Portland 1-3,Ballot Style 1,11,1,"Chann, Marpheen S.","DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7877,Portland 1-3,Ballot Style 1,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7878,Portland 1-3,Ballot Style 1,11,1,"Grant, Benjamin K.","DiMillo, Steven A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7879,Portland 1-3,Ballot Style 1,11,1,"Grant, Benjamin K.","Condrey, Lawson T.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7880,Portland 1-3,Ballot Style 1,11,1,"Grant, Benjamin K.","Condrey, Lawson T.","Buxton, Catherine A.","Emerson, Anthony M.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped
7881,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7882,Portland 1-3,Ballot Style 1,11,1,"Grant, Benjamin K.","Chann, Marpheen S.","Emerson, Anthony M.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Condrey, Lawson T.","Washburn, Patricia J.","Bailey, William M.","DiMillo, Steven A.","Houseal, Ian P.",skipped
7883,Portland 1-3,Ballot Style 1,11,1,"Condrey, Lawson T.","Chann, Marpheen S.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7885,Portland 1-3,Ballot Style 1,11,1,"Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7886,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Emerson, Anthony M.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7887,Portland 1-3,Ballot Style 1,11,1,"DiMillo, Steven A.","Grant, Benjamin K.","Bailey, William M.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7888,Portland 1-3,Ballot Style 1,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Houseal, Ian P.","DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7889,Portland 1-3,Ballot Style 1,11,1,"Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,skipped
7890,Portland 1-3,Ballot Style 1,11,1,"DiMillo, Steven A.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7891,Portland 1-3,Ballot Style 1,11,1,"DiMillo, Steven A.","Houseal, Ian P.","Condrey, Lawson T.","Chann, Marpheen S.","Buxton, Catherine A.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped
7892,Portland 1-3,Ballot Style 1,11,1,"Grant, Benjamin K.","Condrey, Lawson T.","Emerson, Anthony M.","Washburn, Patricia J.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped
7893,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7894,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Buxton, Catherine A.","Washburn, Patricia J.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,skipped
7895,Portland 1-3,Ballot Style 1,11,1,"Grant, Benjamin K.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7896,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","Buxton, Catherine A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7897,Portland 1-3,Ballot Style 1,11,1,"Chann, Marpheen S.","Condrey, Lawson T.","Buxton, Catherine A.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7899,Portland 1-3,Ballot Style 1,11,1,"Buxton, Catherine A.","Emerson, Anthony M.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7900,Portland 1-3,Ballot Style 1,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7901,Portland 1-3,Ballot Style 1,11,1,"DiMillo, Steven A.","Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7902,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Houseal, Ian P.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7903,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Emerson, Anthony M.","Grant, Benjamin K.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped
7904,Portland 1-3,Ballot Style 1,11,1,"Grant, Benjamin K.","Chann, Marpheen S.","Houseal, Ian P.","Condrey, Lawson T.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped
7905,Portland 1-3,Ballot Style 1,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Emerson, Anthony M.","Chann, Marpheen S.","Grant, Benjamin K.","Condrey, Lawson T.",skipped,skipped,skipped,skipped
7906,Portland 1-3,Ballot Style 1,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7907,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7908,Portland 1-3,Ballot Style 1,11,1,"Grant, Benjamin K.","Condrey, Lawson T.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped
7909,Portland 1-3,Ballot Style 1,11,1,"Grant, Benjamin K.","Emerson, Anthony M.","DiMillo, Steven A.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7910,Portland 1-3,Ballot Style 1,11,1,"Houseal, Ian P.","Bailey, William M.","Chann, Marpheen S.","DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7911,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7912,Portland 1-3,Ballot Style 1,11,1,"Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7913,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7914,Portland 1-3,Ballot Style 1,11,1,"Houseal, Ian P.","Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7915,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7916,Portland 1-3,Ballot Style 1,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7917,Portland 1-3,Ballot Style 1,11,1,"Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7918,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","Buxton, Catherine A.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7919,Portland 1-3,Ballot Style 1,11,1,"Grant, Benjamin K.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7920,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7921,Portland 1-3,Ballot Style 1,11,1,"Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Chann, Marpheen S.","Rovelto, Hope R.","Houseal, Ian P.","Grant, Benjamin K.",skipped,skipped,skipped,skipped
7922,Portland 1-3,Ballot Style 1,11,1,"Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7923,Portland 1-3,Ballot Style 1,11,1,"DiMillo, Steven A.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7924,Portland 1-3,Ballot Style 1,11,1,"Bailey, William M.","Emerson, Anthony M.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7925,Portland 1-3,Ballot Style 1,11,1,"Grant, Benjamin K.","Buxton, Catherine A.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped
7926,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Rovelto, Hope R.","Chann, Marpheen S.","DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped
7927,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7928,Portland 1-3,Ballot Style 1,11,1,"DiMillo, Steven A.","Chann, Marpheen S.","Bailey, William M.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7929,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7930,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Chann, Marpheen S.","Condrey, Lawson T.","Houseal, Ian P.","Grant, Benjamin K.","Emerson, Anthony M.","DiMillo, Steven A.",skipped,skipped
7931,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Chann, Marpheen S.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7932,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7933,Portland 1-3,Ballot Style 1,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7934,Portland 1-3,Ballot Style 1,11,1,"Buxton, Catherine A.","Condrey, Lawson T.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
7935,Portland 1-3,Ballot Style 1,11,1,"Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Chann, Marpheen S.","Condrey, Lawson T.","DiMillo, Steven A.","Houseal, Ian P.","Washburn, Patricia J.","Bailey, William M.","Emerson, Anthony M.",skipped
7936,Portland 1-3,Ballot Style 1,11,1,"Buxton, Catherine A.","Emerson, Anthony M.","Rovelto, Hope R.","Sheikh-Yousef, Nasreen A.","Bailey, William M.","Chann, Marpheen S.","Condrey, Lawson T.","DiMillo, Steven A.","Grant, Benjamin K.","Houseal, Ian P.","Washburn, Patricia J."
7937,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7938,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
7939,Portland 1-3,Ballot Style 1,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
