Cast Vote Record,Precinct,Ballot Style,numCands,numSeats,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,numSeats,numCands
5497,Portland 3-2,Ballot Style 3,11,1,"Chann, Marpheen S.","Condrey, Lawson T.","DiMillo, Steven A.","Houseal, Ian P.","Bailey, William M.",skipped,skipped,skipped,skipped,1,11
5498,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.","Chann, Marpheen S.","Grant, Benjamin K.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,1,11
5499,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.","Bailey, William M.","Chann, Marpheen S.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,1,11
5500,Portland 3-2,Ballot Style 3,11,1,"Grant, Benjamin K.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Condrey, Lawson T.","DiMillo, Steven A.","Buxton, Catherine A.",skipped,skipped,skipped,1,11
5501,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.","Chann, Marpheen S.","Bailey, William M.","Houseal, Ian P.","Buxton, Catherine A.","Grant, Benjamin K.","Condrey, Lawson T.",skipped,skipped,1,11
5502,Portland 3-2,Ballot Style 3,11,1,"Chann, Marpheen S.","Emerson, Anthony M.","Buxton, Catherine A.","Houseal, Ian P.","Washburn, Patricia J.","DiMillo, Steven A.","Bailey, William M.",skipped,skipped,1,11
5503,Portland 3-2,Ballot Style 3,11,1,"Grant, Benjamin K.","Emerson, Anthony M.","DiMillo, Steven A.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,1,11
5504,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5505,Portland 3-2,Ballot Style 3,11,1,"Washburn, Patricia J.","Buxton, Catherine A.","Emerson, Anthony M.","Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Grant, Benjamin K.","Condrey, Lawson T.","Bailey, William M.","Houseal, Ian P.",1,11
5506,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.","Bailey, William M.","Houseal, Ian P.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,1,11
5507,Portland 3-2,Ballot Style 3,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
5508,Portland 3-2,Ballot Style 3,11,1,"Chann, Marpheen S.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,1,11
5509,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5510,Portland 3-2,Ballot Style 3,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,1,11
5511,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.","Bailey, William M.","Chann, Marpheen S.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,1,11
5512,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.","Bailey, William M.","Houseal, Ian P.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,1,11
5513,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5514,Portland 3-2,Ballot Style 3,11,1,"Buxton, Catherine A.","Grant, Benjamin K.","Houseal, Ian P.","DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,1,11
5515,Portland 3-2,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Washburn, Patricia J.","Condrey, Lawson T.","Buxton, Catherine A.","Bailey, William M.","Emerson, Anthony M.","Houseal, Ian P.","Rovelto, Hope R.",1,11
5516,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.","Washburn, Patricia J.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
5517,Portland 3-2,Ballot Style 3,11,1,"Grant, Benjamin K.","Chann, Marpheen S.","DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
5518,Portland 3-2,Ballot Style 3,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,1,11
5519,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5520,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.","Buxton, Catherine A.","Chann, Marpheen S.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,1,11
5521,Portland 3-2,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Emerson, Anthony M.","Washburn, Patricia J.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,1,11
5522,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5523,Portland 3-2,Ballot Style 3,11,1,"Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5524,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5525,Portland 3-2,Ballot Style 3,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Condrey, Lawson T.","Houseal, Ian P.","Washburn, Patricia J.","DiMillo, Steven A.",skipped,skipped,skipped,1,11
5526,Portland 3-2,Ballot Style 3,11,1,"Chann, Marpheen S.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,1,11
5527,Portland 3-2,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Emerson, Anthony M.","Condrey, Lawson T.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,1,11
5528,Portland 3-2,Ballot Style 3,11,1,"Grant, Benjamin K.","Buxton, Catherine A.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped,1,11
5529,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5530,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5531,Portland 3-2,Ballot Style 3,11,1,"Emerson, Anthony M.","Chann, Marpheen S.","Rovelto, Hope R.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,1,11
5532,Portland 3-2,Ballot Style 3,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,1,11
5533,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.","Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
5534,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5535,Portland 3-2,Ballot Style 3,11,1,"Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5536,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.","Chann, Marpheen S.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
5537,Portland 3-2,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","Buxton, Catherine A.","Washburn, Patricia J.","Emerson, Anthony M.","Condrey, Lawson T.",skipped,skipped,skipped,1,11
5538,Portland 3-2,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,1,11
5539,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5540,Portland 3-2,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","Chann, Marpheen S.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,1,11
5541,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.","Grant, Benjamin K.","Chann, Marpheen S.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,1,11
5542,Portland 3-2,Ballot Style 3,11,1,"Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","Washburn, Patricia J.","Rovelto, Hope R.","Houseal, Ian P.","Emerson, Anthony M.","DiMillo, Steven A.","Condrey, Lawson T.",1,11
5543,Portland 3-2,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Emerson, Anthony M.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,1,11
5544,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.","Bailey, William M.","Houseal, Ian P.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,1,11
5545,Portland 3-2,Ballot Style 3,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,1,11
5546,Portland 3-2,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Condrey, Lawson T.","Grant, Benjamin K.","Chann, Marpheen S.","Emerson, Anthony M.",skipped,skipped,1,11
5547,Portland 3-2,Ballot Style 3,11,1,"Grant, Benjamin K.","Buxton, Catherine A.","Chann, Marpheen S.","Emerson, Anthony M.","Condrey, Lawson T.","Houseal, Ian P.","Rovelto, Hope R.","Sheikh-Yousef, Nasreen A.","Bailey, William M.",1,11
5548,Portland 3-2,Ballot Style 3,11,1,"Chann, Marpheen S.","Emerson, Anthony M.","Washburn, Patricia J.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Condrey, Lawson T.",skipped,skipped,skipped,1,11
5549,Portland 3-2,Ballot Style 3,11,1,"Emerson, Anthony M.","Buxton, Catherine A.","Chann, Marpheen S.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,1,11
5550,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5551,Portland 3-2,Ballot Style 3,11,1,"Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Rovelto, Hope R.",skipped,skipped,skipped,skipped,skipped,1,11
5552,Portland 3-2,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Chann, Marpheen S.","Condrey, Lawson T.","Grant, Benjamin K.","Emerson, Anthony M.",skipped,skipped,1,11
5553,Portland 3-2,Ballot Style 3,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Condrey, Lawson T.","Rovelto, Hope R.","Washburn, Patricia J.","Houseal, Ian P.","Bailey, William M.",1,11
5554,Portland 3-2,Ballot Style 3,11,1,"Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5555,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.","Chann, Marpheen S.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
5556,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5557,Portland 3-2,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5558,Portland 3-2,Ballot Style 3,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","DiMillo, Steven A.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,1,11
5559,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5560,Portland 3-2,Ballot Style 3,11,1,"Buxton, Catherine A.","Chann, Marpheen S.","Condrey, Lawson T.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,1,11
5561,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.","Bailey, William M.","Chann, Marpheen S.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,1,11
5562,Portland 3-2,Ballot Style 3,11,1,"Chann, Marpheen S.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5563,Portland 3-2,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Emerson, Anthony M.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,1,11
5565,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.","Bailey, William M.","Houseal, Ian P.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,1,11
5566,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.","Bailey, William M.","Houseal, Ian P.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,1,11
5567,Portland 3-2,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Emerson, Anthony M.","Chann, Marpheen S.","Grant, Benjamin K.","Condrey, Lawson T.",skipped,skipped,1,11
5568,Portland 3-2,Ballot Style 3,11,1,"Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5569,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.","Chann, Marpheen S.","Houseal, Ian P.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,1,11
5570,Portland 3-2,Ballot Style 3,11,1,"Grant, Benjamin K.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
5571,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.","Chann, Marpheen S.","Bailey, William M.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,1,11
5572,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.","Houseal, Ian P.","Grant, Benjamin K.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,1,11
5573,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5574,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.","Chann, Marpheen S.","Bailey, William M.","Condrey, Lawson T.","Grant, Benjamin K.","Houseal, Ian P.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.",skipped,1,11
5575,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5576,Portland 3-2,Ballot Style 3,11,1,"Chann, Marpheen S.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5577,Portland 3-2,Ballot Style 3,11,1,"Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,1,11
5578,Portland 3-2,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Buxton, Catherine A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,1,11
5579,Portland 3-2,Ballot Style 3,11,1,"Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,1,11
5580,Portland 3-2,Ballot Style 3,11,1,"Condrey, Lawson T.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,1,11
5581,Portland 3-2,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Washburn, Patricia J.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,1,11
5582,Portland 3-2,Ballot Style 3,11,1,"Bailey, William M.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Houseal, Ian P.","Grant, Benjamin K.","DiMillo, Steven A.","Emerson, Anthony M.","Condrey, Lawson T.",1,11
5583,Portland 3-2,Ballot Style 3,11,1,"Chann, Marpheen S.","Bailey, William M.","DiMillo, Steven A.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,1,11
5584,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5585,Portland 3-2,Ballot Style 3,11,1,"Chann, Marpheen S.","DiMillo, Steven A.","Grant, Benjamin K.","Bailey, William M.","Houseal, Ian P.",skipped,skipped,skipped,skipped,1,11
5586,Portland 3-2,Ballot Style 3,11,1,"Bailey, William M.","DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5587,Portland 3-2,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Grant, Benjamin K.","Bailey, William M.","Buxton, Catherine A.","Condrey, Lawson T.","DiMillo, Steven A.","Emerson, Anthony M.","Rovelto, Hope R.",1,11
5588,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.","Bailey, William M.","Chann, Marpheen S.","Grant, Benjamin K.","Houseal, Ian P.","Buxton, Catherine A.","Condrey, Lawson T.","Emerson, Anthony M.","Washburn, Patricia J.",1,11
5589,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.","Bailey, William M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
5590,Portland 3-2,Ballot Style 3,11,1,"Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Condrey, Lawson T.","Chann, Marpheen S.","Rovelto, Hope R.","Bailey, William M.",skipped,skipped,skipped,1,11
5591,Portland 3-2,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Bailey, William M.","DiMillo, Steven A.","Chann, Marpheen S.","Buxton, Catherine A.","Rovelto, Hope R.","Washburn, Patricia J.","Houseal, Ian P.","Grant, Benjamin K.",1,11
5592,Portland 3-2,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Buxton, Catherine A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,1,11
5593,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5594,Portland 3-2,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Grant, Benjamin K.","Condrey, Lawson T.","Chann, Marpheen S.",skipped,skipped,skipped,1,11
5595,Portland 3-2,Ballot Style 3,11,1,"Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,1,11
5596,Portland 3-2,Ballot Style 3,11,1,"Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,1,11
5597,Portland 3-2,Ballot Style 3,11,1,"Bailey, William M.","Grant, Benjamin K.","Emerson, Anthony M.","Condrey, Lawson T.","Washburn, Patricia J.","DiMillo, Steven A.","Houseal, Ian P.","Rovelto, Hope R.","Buxton, Catherine A.",1,11
5598,Portland 3-2,Ballot Style 3,11,1,"Chann, Marpheen S.","DiMillo, Steven A.","Grant, Benjamin K.","Buxton, Catherine A.","Houseal, Ian P.","Condrey, Lawson T.","Rovelto, Hope R.","Emerson, Anthony M.","Bailey, William M.",1,11
5599,Portland 3-2,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Condrey, Lawson T.","Grant, Benjamin K.","Washburn, Patricia J.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,1,11
5600,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.","Chann, Marpheen S.","Grant, Benjamin K.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,1,11
5601,Portland 3-2,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Rovelto, Hope R.","Grant, Benjamin K.","Bailey, William M.","Chann, Marpheen S.","Condrey, Lawson T.","Emerson, Anthony M.","Houseal, Ian P.",1,11
5602,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.","Buxton, Catherine A.","Bailey, William M.","Condrey, Lawson T.","Emerson, Anthony M.","Grant, Benjamin K.","Rovelto, Hope R.","Houseal, Ian P.","Chann, Marpheen S.",1,11
5603,Portland 3-2,Ballot Style 3,11,1,"Houseal, Ian P.","Bailey, William M.","Chann, Marpheen S.","DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,1,11
5604,Portland 3-2,Ballot Style 3,11,1,"Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,1,11
5605,Portland 3-2,Ballot Style 3,11,1,"Chann, Marpheen S.","Washburn, Patricia J.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Emerson, Anthony M.",skipped,skipped,skipped,1,11
5606,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.","Chann, Marpheen S.","Grant, Benjamin K.","Condrey, Lawson T.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,1,11
5607,Portland 3-2,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Emerson, Anthony M.","Chann, Marpheen S.","Grant, Benjamin K.","Condrey, Lawson T.","Houseal, Ian P.","Rovelto, Hope R.",1,11
5608,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.","Bailey, William M.","Chann, Marpheen S.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,1,11
5609,Portland 3-2,Ballot Style 3,11,1,"Grant, Benjamin K.","Washburn, Patricia J.","Bailey, William M.","Houseal, Ian P.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Condrey, Lawson T.","Emerson, Anthony M.",skipped,1,11
5610,Portland 3-2,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Emerson, Anthony M.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,1,11
5611,Portland 3-2,Ballot Style 3,11,1,"Grant, Benjamin K.","Emerson, Anthony M.","Houseal, Ian P.","DiMillo, Steven A.","Rovelto, Hope R.","Condrey, Lawson T.","Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Washburn, Patricia J.",1,11
5612,Portland 3-2,Ballot Style 3,11,1,"Grant, Benjamin K.","DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5613,Portland 3-2,Ballot Style 3,11,1,"Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5614,Portland 3-2,Ballot Style 3,11,1,"Buxton, Catherine A.","Emerson, Anthony M.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Grant, Benjamin K.","Condrey, Lawson T.","Houseal, Ian P.",skipped,skipped,1,11
5615,Portland 3-2,Ballot Style 3,11,1,"Chann, Marpheen S.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Emerson, Anthony M.","Houseal, Ian P.","Bailey, William M.","DiMillo, Steven A.",skipped,1,11
5616,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5617,Portland 3-2,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
5618,Portland 3-2,Ballot Style 3,11,1,"Chann, Marpheen S.","DiMillo, Steven A.","Bailey, William M.","Grant, Benjamin K.","Houseal, Ian P.","Rovelto, Hope R.","Condrey, Lawson T.",skipped,skipped,1,11
5619,Portland 3-2,Ballot Style 3,11,1,"Chann, Marpheen S.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5620,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.","Bailey, William M.","Houseal, Ian P.","Grant, Benjamin K.","Rovelto, Hope R.","Chann, Marpheen S.","Condrey, Lawson T.","Buxton, Catherine A.","Emerson, Anthony M.",1,11
5621,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.","Emerson, Anthony M.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
5622,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.","Buxton, Catherine A.","Emerson, Anthony M.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,1,11
5623,Portland 3-2,Ballot Style 3,11,1,"Grant, Benjamin K.","Chann, Marpheen S.","DiMillo, Steven A.","Washburn, Patricia J.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,1,11
5624,Portland 3-2,Ballot Style 3,11,1,"Buxton, Catherine A.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,1,11
5625,Portland 3-2,Ballot Style 3,11,1,"Buxton, Catherine A.","Chann, Marpheen S.","Condrey, Lawson T.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,1,11
5626,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5627,Portland 3-2,Ballot Style 3,11,1,"Buxton, Catherine A.","Grant, Benjamin K.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped,1,11
5628,Portland 3-2,Ballot Style 3,11,1,"Condrey, Lawson T.","Bailey, William M.","Grant, Benjamin K.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,1,11
5629,Portland 3-2,Ballot Style 3,11,1,"Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","DiMillo, Steven A.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,1,11
5630,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.","Bailey, William M.","Houseal, Ian P.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,1,11
5631,Portland 3-2,Ballot Style 3,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Rovelto, Hope R.","Emerson, Anthony M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,1,11
5632,Portland 3-2,Ballot Style 3,11,1,"Chann, Marpheen S.","Buxton, Catherine A.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,1,11
5633,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
