Ballot Style,Cast Vote Record,Precinct,rank1,rank2,rank3,rank4,rank5,rank6,rank7,numSeats,numCands
MUN Ballot Style 1,7094,Portland 1-2,"Mancini, Kimberly A.","Lentz, Sarah M.","Albert, Stephanie G.","Hang, Stacey L.","Grant, Benjamin K.","Schertz, Amber J.","Ward, Richard L.",,7
MUN Ballot Style 1,7095,Portland 1-2,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7096,Portland 1-2,"Lentz, Sarah M.","Grant, Benjamin K.","Ward, Richard L.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7097,Portland 1-2,"Hang, Stacey L.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7098,Portland 1-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7099,Portland 1-2,"Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7100,Portland 1-2,"Mancini, Kimberly A.","Schertz, Amber J.","Hang, Stacey L.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7101,Portland 1-2,"Lentz, Sarah M.","Hang, Stacey L.","Grant, Benjamin K.","Albert, Stephanie G.","Mancini, Kimberly A.","Schertz, Amber J.","Ward, Richard L.",,7
MUN Ballot Style 1,7102,Portland 1-2,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7103,Portland 1-2,"Lentz, Sarah M.","Hang, Stacey L.","Albert, Stephanie G.","Grant, Benjamin K.","Schertz, Amber J.","Mancini, Kimberly A.","Ward, Richard L.",,7
MUN Ballot Style 1,7104,Portland 1-2,"Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7105,Portland 1-2,"Hang, Stacey L.","Mancini, Kimberly A.","Albert, Stephanie G.","Lentz, Sarah M.","Schertz, Amber J.","Grant, Benjamin K.","Ward, Richard L.",,7
MUN Ballot Style 1,7106,Portland 1-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7107,Portland 1-2,"Lentz, Sarah M.","Albert, Stephanie G.","Schertz, Amber J.","Hang, Stacey L.","Ward, Richard L.","Mancini, Kimberly A.","Grant, Benjamin K.",,7
MUN Ballot Style 1,7108,Portland 1-2,"Albert, Stephanie G.","Hang, Stacey L.","Lentz, Sarah M.","Schertz, Amber J.","Mancini, Kimberly A.","Grant, Benjamin K.","Ward, Richard L.",,7
MUN Ballot Style 1,7109,Portland 1-2,"Lentz, Sarah M.","Albert, Stephanie G.","Grant, Benjamin K.","Mancini, Kimberly A.","Schertz, Amber J.","Ward, Richard L.","Hang, Stacey L.",,7
MUN Ballot Style 1,7110,Portland 1-2,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7111,Portland 1-2,"Mancini, Kimberly A.","Lentz, Sarah M.","Hang, Stacey L.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7112,Portland 1-2,"Lentz, Sarah M.","Mancini, Kimberly A.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7113,Portland 1-2,"Lentz, Sarah M.","Albert, Stephanie G.","Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.","Ward, Richard L.","Grant, Benjamin K.",,7
MUN Ballot Style 1,7114,Portland 1-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7115,Portland 1-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7116,Portland 1-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7117,Portland 1-2,"Albert, Stephanie G.","Hang, Stacey L.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7118,Portland 1-2,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.","Schertz, Amber J.","Mancini, Kimberly A.","Hang, Stacey L.","Ward, Richard L.",,7
MUN Ballot Style 1,7119,Portland 1-2,"Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7121,Portland 1-2,"Lentz, Sarah M.","Albert, Stephanie G.","Grant, Benjamin K.","Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.",skipped,,7
MUN Ballot Style 1,7122,Portland 1-2,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7123,Portland 1-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7124,Portland 1-2,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.","Ward, Richard L.","Hang, Stacey L.",skipped,skipped,,7
MUN Ballot Style 1,7125,Portland 1-2,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7126,Portland 1-2,"Schertz, Amber J.","Ward, Richard L.","Mancini, Kimberly A.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7127,Portland 1-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7128,Portland 1-2,"Mancini, Kimberly A.","Hang, Stacey L.","Grant, Benjamin K.","Albert, Stephanie G.","Schertz, Amber J.","Lentz, Sarah M.","Ward, Richard L.",,7
MUN Ballot Style 1,7129,Portland 1-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7130,Portland 1-2,"Grant, Benjamin K.","Hang, Stacey L.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7131,Portland 1-2,"Grant, Benjamin K.","Lentz, Sarah M.","Mancini, Kimberly A.","Albert, Stephanie G.","Hang, Stacey L.","Schertz, Amber J.","Ward, Richard L.",,7
MUN Ballot Style 1,7132,Portland 1-2,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7133,Portland 1-2,"Lentz, Sarah M.","Mancini, Kimberly A.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7134,Portland 1-2,"Ward, Richard L.","Grant, Benjamin K.","Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.",skipped,skipped,,7
MUN Ballot Style 1,7135,Portland 1-2,"Schertz, Amber J.","Grant, Benjamin K.","Hang, Stacey L.","Albert, Stephanie G.","Lentz, Sarah M.","Mancini, Kimberly A.","Ward, Richard L.",,7
MUN Ballot Style 1,7136,Portland 1-2,"Grant, Benjamin K.","Albert, Stephanie G.","Hang, Stacey L.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7137,Portland 1-2,"Grant, Benjamin K.","Lentz, Sarah M.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7138,Portland 1-2,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7139,Portland 1-2,"Albert, Stephanie G.","Grant, Benjamin K.","Hang, Stacey L.","Lentz, Sarah M.","Mancini, Kimberly A.","Schertz, Amber J.","Ward, Richard L.",,7
MUN Ballot Style 1,7140,Portland 1-2,"Hang, Stacey L.","Albert, Stephanie G.","Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,,7
MUN Ballot Style 1,7141,Portland 1-2,"Albert, Stephanie G.","Lentz, Sarah M.","Schertz, Amber J.","Mancini, Kimberly A.","Grant, Benjamin K.","Ward, Richard L.","Hang, Stacey L.",,7
MUN Ballot Style 1,7142,Portland 1-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7143,Portland 1-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7144,Portland 1-2,"Hang, Stacey L.","Ward, Richard L.","Albert, Stephanie G.","Lentz, Sarah M.","Schertz, Amber J.","Mancini, Kimberly A.","Grant, Benjamin K.",,7
MUN Ballot Style 1,7145,Portland 1-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7146,Portland 1-2,"Grant, Benjamin K.","Hang, Stacey L.","Lentz, Sarah M.","Ward, Richard L.","Albert, Stephanie G.","Mancini, Kimberly A.","Schertz, Amber J.",,7
MUN Ballot Style 1,7147,Portland 1-2,"Schertz, Amber J.","Hang, Stacey L.","Mancini, Kimberly A.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7148,Portland 1-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7149,Portland 1-2,"Ward, Richard L.","Mancini, Kimberly A.","Schertz, Amber J.","Lentz, Sarah M.","Hang, Stacey L.","Grant, Benjamin K.","Albert, Stephanie G.",,7
MUN Ballot Style 1,7151,Portland 1-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7152,Portland 1-2,"Ward, Richard L.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7154,Portland 1-2,"Ward, Richard L.","Grant, Benjamin K.","Albert, Stephanie G.","Schertz, Amber J.","Lentz, Sarah M.","Mancini, Kimberly A.","Hang, Stacey L.",,7
MUN Ballot Style 1,7155,Portland 1-2,"Albert, Stephanie G.","Mancini, Kimberly A.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7156,Portland 1-2,"Albert, Stephanie G.","Grant, Benjamin K.","Hang, Stacey L.","Lentz, Sarah M.","Mancini, Kimberly A.","Schertz, Amber J.","Ward, Richard L.",,7
MUN Ballot Style 1,7157,Portland 1-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7158,Portland 1-2,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7159,Portland 1-2,"Grant, Benjamin K.","Albert, Stephanie G.","Lentz, Sarah M.","Schertz, Amber J.","Mancini, Kimberly A.","Ward, Richard L.","Hang, Stacey L.",,7
MUN Ballot Style 1,7160,Portland 1-2,"Lentz, Sarah M.","Grant, Benjamin K.","Mancini, Kimberly A.","Schertz, Amber J.","Albert, Stephanie G.","Hang, Stacey L.","Ward, Richard L.",,7
MUN Ballot Style 1,7161,Portland 1-2,"Lentz, Sarah M.","Hang, Stacey L.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7162,Portland 1-2,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7163,Portland 1-2,"Lentz, Sarah M.","Ward, Richard L.","Albert, Stephanie G.","Hang, Stacey L.","Mancini, Kimberly A.","Grant, Benjamin K.","Schertz, Amber J.",,7
MUN Ballot Style 1,7164,Portland 1-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7165,Portland 1-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7166,Portland 1-2,"Grant, Benjamin K.","Schertz, Amber J.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7167,Portland 1-2,"Grant, Benjamin K.","Lentz, Sarah M.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7168,Portland 1-2,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7169,Portland 1-2,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7170,Portland 1-2,"Albert, Stephanie G.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7171,Portland 1-2,"Lentz, Sarah M.","Mancini, Kimberly A.","Schertz, Amber J.","Albert, Stephanie G.","Grant, Benjamin K.","Hang, Stacey L.","Ward, Richard L.",,7
MUN Ballot Style 1,7172,Portland 1-2,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7173,Portland 1-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7174,Portland 1-2,"Lentz, Sarah M.","Grant, Benjamin K.","Schertz, Amber J.","Albert, Stephanie G.",skipped,skipped,skipped,,7
MUN Ballot Style 1,7175,Portland 1-2,"Albert, Stephanie G.","Grant, Benjamin K.","Hang, Stacey L.","Lentz, Sarah M.","Mancini, Kimberly A.","Schertz, Amber J.","Ward, Richard L.",,7
MUN Ballot Style 1,7176,Portland 1-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7177,Portland 1-2,"Lentz, Sarah M.","Albert, Stephanie G.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7178,Portland 1-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7179,Portland 1-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7180,Portland 1-2,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7181,Portland 1-2,"Albert, Stephanie G.","Grant, Benjamin K.","Hang, Stacey L.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7182,Portland 1-2,"Albert, Stephanie G.","Lentz, Sarah M.","Schertz, Amber J.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7183,Portland 1-2,"Hang, Stacey L.","Schertz, Amber J.","Mancini, Kimberly A.","Ward, Richard L.",skipped,skipped,skipped,,7
MUN Ballot Style 1,7184,Portland 1-2,"Hang, Stacey L.","Albert, Stephanie G.","Mancini, Kimberly A.","Schertz, Amber J.","Grant, Benjamin K.","Lentz, Sarah M.",skipped,,7
MUN Ballot Style 1,7186,Portland 1-2,"Hang, Stacey L.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7187,Portland 1-2,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7188,Portland 1-2,"Hang, Stacey L.","Schertz, Amber J.","Grant, Benjamin K.","Lentz, Sarah M.","Albert, Stephanie G.","Mancini, Kimberly A.",skipped,,7
MUN Ballot Style 1,7189,Portland 1-2,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7190,Portland 1-2,"Lentz, Sarah M.","Schertz, Amber J.","Hang, Stacey L.","Grant, Benjamin K.","Albert, Stephanie G.","Mancini, Kimberly A.","Ward, Richard L.",,7
MUN Ballot Style 1,7191,Portland 1-2,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7192,Portland 1-2,"Grant, Benjamin K.","Schertz, Amber J.","Ward, Richard L.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7193,Portland 1-2,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7194,Portland 1-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7195,Portland 1-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7196,Portland 1-2,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.","Hang, Stacey L.","Schertz, Amber J.","Mancini, Kimberly A.","Ward, Richard L.",,7
MUN Ballot Style 1,7197,Portland 1-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7198,Portland 1-2,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7199,Portland 1-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7200,Portland 1-2,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7201,Portland 1-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7202,Portland 1-2,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7203,Portland 1-2,"Hang, Stacey L.","Schertz, Amber J.","Mancini, Kimberly A.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7204,Portland 1-2,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7205,Portland 1-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7206,Portland 1-2,"Mancini, Kimberly A.","Grant, Benjamin K.","Albert, Stephanie G.","Lentz, Sarah M.","Schertz, Amber J.","Hang, Stacey L.","Ward, Richard L.",,7
MUN Ballot Style 1,7207,Portland 1-2,"Hang, Stacey L.","Lentz, Sarah M.","Mancini, Kimberly A.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7209,Portland 1-2,"Lentz, Sarah M.","Ward, Richard L.","Grant, Benjamin K.","Mancini, Kimberly A.","Albert, Stephanie G.","Hang, Stacey L.","Schertz, Amber J.",,7
MUN Ballot Style 1,7210,Portland 1-1,"Hang, Stacey L.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7211,Portland 1-1,"Albert, Stephanie G.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7212,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.","Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.","Ward, Richard L.",,7
MUN Ballot Style 1,7214,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7215,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7216,Portland 1-1,"Lentz, Sarah M.","Mancini, Kimberly A.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7217,Portland 1-1,"Ward, Richard L.","Grant, Benjamin K.","Hang, Stacey L.","Lentz, Sarah M.","Mancini, Kimberly A.","Schertz, Amber J.","Albert, Stephanie G.",,7
MUN Ballot Style 1,7219,Portland 1-1,"Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7220,Portland 1-1,"Mancini, Kimberly A.","Hang, Stacey L.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7221,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7222,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7223,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7224,Portland 1-1,"Albert, Stephanie G.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7225,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.","Schertz, Amber J.","Mancini, Kimberly A.","Albert, Stephanie G.","Hang, Stacey L.","Ward, Richard L.",,7
MUN Ballot Style 1,7226,Portland 1-1,"Lentz, Sarah M.","Albert, Stephanie G.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7227,Portland 1-1,"Grant, Benjamin K.","Albert, Stephanie G.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7228,Portland 1-1,"Grant, Benjamin K.","Schertz, Amber J.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7229,Portland 1-1,"Hang, Stacey L.","Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7230,Portland 1-1,"Albert, Stephanie G.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7232,Portland 1-1,"Grant, Benjamin K.","Ward, Richard L.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7233,Portland 1-1,"Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7234,Portland 1-1,"Schertz, Amber J.","Lentz, Sarah M.","Albert, Stephanie G.","Grant, Benjamin K.","Mancini, Kimberly A.","Hang, Stacey L.","Ward, Richard L.",,7
MUN Ballot Style 1,7235,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7236,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7237,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7238,Portland 1-1,"Hang, Stacey L.","Lentz, Sarah M.","Albert, Stephanie G.","Schertz, Amber J.",skipped,skipped,skipped,,7
MUN Ballot Style 1,7239,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7240,Portland 1-1,"Albert, Stephanie G.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7241,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7242,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7243,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7244,Portland 1-1,"Grant, Benjamin K.","Lentz, Sarah M.","Albert, Stephanie G.","Schertz, Amber J.",skipped,skipped,skipped,,7
MUN Ballot Style 1,7245,Portland 1-1,"Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7246,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7247,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7248,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.","Mancini, Kimberly A.","Schertz, Amber J.","Ward, Richard L.","Hang, Stacey L.",,7
MUN Ballot Style 1,7249,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7251,Portland 1-1,"Lentz, Sarah M.","Albert, Stephanie G.","Grant, Benjamin K.","Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.","Ward, Richard L.",,7
MUN Ballot Style 1,7252,Portland 1-1,"Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.","Albert, Stephanie G.",skipped,skipped,skipped,,7
MUN Ballot Style 1,7253,Portland 1-1,"Albert, Stephanie G.","Grant, Benjamin K.","Schertz, Amber J.","Hang, Stacey L.","Lentz, Sarah M.","Mancini, Kimberly A.",skipped,,7
MUN Ballot Style 1,7254,Portland 1-1,"Albert, Stephanie G.","Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7255,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7256,Portland 1-1,"Albert, Stephanie G.","Schertz, Amber J.","Hang, Stacey L.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7257,Portland 1-1,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7258,Portland 1-1,"Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7259,Portland 1-1,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7260,Portland 1-1,"Grant, Benjamin K.","Lentz, Sarah M.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7261,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7262,Portland 1-1,"Ward, Richard L.","Hang, Stacey L.","Albert, Stephanie G.","Grant, Benjamin K.","Lentz, Sarah M.","Schertz, Amber J.","Mancini, Kimberly A.",,7
MUN Ballot Style 1,7263,Portland 1-1,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7264,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7265,Portland 1-1,"Lentz, Sarah M.","Albert, Stephanie G.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7267,Portland 1-1,"Grant, Benjamin K.","Hang, Stacey L.","Lentz, Sarah M.","Mancini, Kimberly A.","Albert, Stephanie G.","Schertz, Amber J.","Ward, Richard L.",,7
MUN Ballot Style 1,7268,Portland 1-1,"Mancini, Kimberly A.","Schertz, Amber J.","Ward, Richard L.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7269,Portland 1-1,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7270,Portland 1-1,"Mancini, Kimberly A.","Hang, Stacey L.","Lentz, Sarah M.","Schertz, Amber J.","Ward, Richard L.","Albert, Stephanie G.","Grant, Benjamin K.",,7
MUN Ballot Style 1,7271,Portland 1-1,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,7272,Portland 1-1,"Schertz, Amber J.","Albert, Stephanie G.","Grant, Benjamin K.","Hang, Stacey L.","Mancini, Kimberly A.","Lentz, Sarah M.",skipped,,7
