Ballot Style,Cast Vote Record,Precinct,rank1,rank2,rank3,rank4,rank5,rank6,rank7,numSeats,numCands
MUN Ballot Style 2,5753,Portland 5-2,"Hang, Stacey L.","Schertz, Amber J.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5754,Portland 5-2,"Lentz, Sarah M.","Grant, Benjamin K.","Hang, Stacey L.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5755,Portland 5-2,"Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5756,Portland 5-2,"Lentz, Sarah M.","Mancini, Kimberly A.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5757,Portland 5-2,"Schertz, Amber J.","Ward, Richard L.","Mancini, Kimberly A.","Hang, Stacey L.",skipped,skipped,skipped,,7
MUN Ballot Style 2,5758,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5759,Portland 5-2,"Grant, Benjamin K.","Hang, Stacey L.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5760,Portland 5-2,"Hang, Stacey L.","Lentz, Sarah M.","Mancini, Kimberly A.","Schertz, Amber J.","Grant, Benjamin K.","Albert, Stephanie G.","Ward, Richard L.",,7
MUN Ballot Style 2,5761,Portland 5-2,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5762,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5763,Portland 5-2,"Schertz, Amber J.","Mancini, Kimberly A.","Hang, Stacey L.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5765,Portland 5-2,"Albert, Stephanie G.","Schertz, Amber J.","Mancini, Kimberly A.","Hang, Stacey L.",skipped,skipped,skipped,,7
MUN Ballot Style 2,5766,Portland 5-2,"Albert, Stephanie G.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5767,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5768,Portland 5-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5769,Portland 5-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5770,Portland 5-2,"Lentz, Sarah M.","Grant, Benjamin K.","Mancini, Kimberly A.","Hang, Stacey L.","Schertz, Amber J.","Albert, Stephanie G.","Ward, Richard L.",,7
MUN Ballot Style 2,5771,Portland 5-2,"Albert, Stephanie G.","Grant, Benjamin K.","Hang, Stacey L.","Lentz, Sarah M.","Mancini, Kimberly A.","Schertz, Amber J.",skipped,,7
MUN Ballot Style 2,5772,Portland 5-2,"Schertz, Amber J.","Hang, Stacey L.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5773,Portland 5-2,"Mancini, Kimberly A.","Albert, Stephanie G.","Hang, Stacey L.","Lentz, Sarah M.","Schertz, Amber J.","Ward, Richard L.","Grant, Benjamin K.",,7
MUN Ballot Style 2,5774,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5775,Portland 5-2,"Mancini, Kimberly A.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5776,Portland 5-2,"Grant, Benjamin K.","Albert, Stephanie G.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5778,Portland 5-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5779,Portland 5-2,"Albert, Stephanie G.","Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5780,Portland 5-2,"Mancini, Kimberly A.","Schertz, Amber J.","Hang, Stacey L.","Grant, Benjamin K.",skipped,skipped,skipped,,7
MUN Ballot Style 2,5781,Portland 5-2,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5782,Portland 5-2,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5783,Portland 5-2,"Albert, Stephanie G.","Lentz, Sarah M.","Hang, Stacey L.","Grant, Benjamin K.",skipped,skipped,skipped,,7
MUN Ballot Style 2,5784,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5785,Portland 5-2,"Hang, Stacey L.","Schertz, Amber J.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5786,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.","Lentz, Sarah M.","Schertz, Amber J.",skipped,skipped,skipped,,7
MUN Ballot Style 2,5787,Portland 5-2,"Grant, Benjamin K.","Albert, Stephanie G.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5788,Portland 5-2,"Grant, Benjamin K.","Lentz, Sarah M.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5789,Portland 5-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5790,Portland 5-2,"Schertz, Amber J.","Hang, Stacey L.","Mancini, Kimberly A.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5791,Portland 5-2,"Hang, Stacey L.","Schertz, Amber J.","Mancini, Kimberly A.","Albert, Stephanie G.",skipped,skipped,skipped,,7
MUN Ballot Style 2,5792,Portland 5-2,"Albert, Stephanie G.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5793,Portland 5-2,"Albert, Stephanie G.","Hang, Stacey L.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5794,Portland 5-2,"Lentz, Sarah M.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5795,Portland 5-2,"Mancini, Kimberly A.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5796,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5797,Portland 5-2,"Grant, Benjamin K.","Lentz, Sarah M.","Albert, Stephanie G.","Schertz, Amber J.",skipped,skipped,skipped,,7
MUN Ballot Style 2,5798,Portland 5-2,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.","Schertz, Amber J.",skipped,skipped,skipped,,7
MUN Ballot Style 2,5799,Portland 5-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5800,Portland 5-2,"Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5801,Portland 5-2,"Mancini, Kimberly A.","Schertz, Amber J.","Ward, Richard L.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5803,Portland 5-2,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5804,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5805,Portland 5-2,"Grant, Benjamin K.","Lentz, Sarah M.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5806,Portland 5-2,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5807,Portland 5-2,"Lentz, Sarah M.","Ward, Richard L.","Hang, Stacey L.","Grant, Benjamin K.","Mancini, Kimberly A.","Albert, Stephanie G.","Schertz, Amber J.",,7
MUN Ballot Style 2,5809,Portland 5-2,"Hang, Stacey L.","Ward, Richard L.","Albert, Stephanie G.","Mancini, Kimberly A.","Grant, Benjamin K.","Schertz, Amber J.","Lentz, Sarah M.",,7
MUN Ballot Style 2,5810,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.","Albert, Stephanie G.","Grant, Benjamin K.","Lentz, Sarah M.","Ward, Richard L.",,7
MUN Ballot Style 2,5811,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5812,Portland 5-2,"Albert, Stephanie G.","Hang, Stacey L.","Lentz, Sarah M.","Grant, Benjamin K.","Mancini, Kimberly A.","Schertz, Amber J.","Ward, Richard L.",,7
MUN Ballot Style 2,5813,Portland 5-2,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5814,Portland 5-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5815,Portland 5-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5816,Portland 5-2,"Mancini, Kimberly A.","Hang, Stacey L.","Schertz, Amber J.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5817,Portland 5-2,"Schertz, Amber J.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5818,Portland 5-2,"Mancini, Kimberly A.","Ward, Richard L.","Grant, Benjamin K.","Lentz, Sarah M.","Schertz, Amber J.","Albert, Stephanie G.","Hang, Stacey L.",,7
MUN Ballot Style 2,5819,Portland 5-2,"Lentz, Sarah M.","Albert, Stephanie G.","Grant, Benjamin K.","Schertz, Amber J.","Mancini, Kimberly A.","Hang, Stacey L.","Ward, Richard L.",,7
MUN Ballot Style 2,5820,Portland 5-2,"Mancini, Kimberly A.","Hang, Stacey L.","Lentz, Sarah M.","Ward, Richard L.",skipped,skipped,skipped,,7
MUN Ballot Style 2,5821,Portland 5-2,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.","Schertz, Amber J.",skipped,skipped,skipped,,7
MUN Ballot Style 2,5822,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5823,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5824,Portland 5-2,"Grant, Benjamin K.","Hang, Stacey L.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5825,Portland 5-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5826,Portland 5-2,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5827,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.","Ward, Richard L.","Albert, Stephanie G.",skipped,skipped,,7
MUN Ballot Style 2,5828,Portland 5-2,"Hang, Stacey L.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5829,Portland 5-2,"Hang, Stacey L.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5830,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5831,Portland 5-2,"Schertz, Amber J.","Hang, Stacey L.","Mancini, Kimberly A.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5832,Portland 5-2,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5833,Portland 5-2,"Mancini, Kimberly A.","Hang, Stacey L.","Schertz, Amber J.","Albert, Stephanie G.","Grant, Benjamin K.","Lentz, Sarah M.","Ward, Richard L.",,7
MUN Ballot Style 2,5834,Portland 5-2,"Hang, Stacey L.","Schertz, Amber J.","Mancini, Kimberly A.","Albert, Stephanie G.","Ward, Richard L.",skipped,skipped,,7
MUN Ballot Style 2,5835,Portland 5-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5836,Portland 5-2,"Grant, Benjamin K.","Lentz, Sarah M.","Hang, Stacey L.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5837,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5838,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.","Albert, Stephanie G.","Schertz, Amber J.",skipped,skipped,skipped,,7
MUN Ballot Style 2,5839,Portland 5-2,"Mancini, Kimberly A.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5840,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5841,Portland 5-2,"Grant, Benjamin K.","Albert, Stephanie G.","Hang, Stacey L.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5842,Portland 5-2,"Lentz, Sarah M.","Schertz, Amber J.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5843,Portland 5-2,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5844,Portland 5-2,"Schertz, Amber J.","Hang, Stacey L.","Mancini, Kimberly A.","Ward, Richard L.",skipped,skipped,skipped,,7
MUN Ballot Style 2,5845,Portland 5-2,"Lentz, Sarah M.","Albert, Stephanie G.","Grant, Benjamin K.","Schertz, Amber J.","Mancini, Kimberly A.","Hang, Stacey L.","Ward, Richard L.",,7
MUN Ballot Style 2,5846,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5847,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5848,Portland 5-2,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5849,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.","Ward, Richard L.",skipped,skipped,skipped,,7
MUN Ballot Style 2,5850,Portland 5-2,"Grant, Benjamin K.","Albert, Stephanie G.","Mancini, Kimberly A.","Lentz, Sarah M.","Hang, Stacey L.","Schertz, Amber J.","Ward, Richard L.",,7
MUN Ballot Style 2,5851,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.","Ward, Richard L.",skipped,skipped,skipped,,7
MUN Ballot Style 2,5852,Portland 5-2,"Mancini, Kimberly A.","Schertz, Amber J.","Hang, Stacey L.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5853,Portland 5-2,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5854,Portland 5-2,"Hang, Stacey L.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5855,Portland 5-2,"Hang, Stacey L.","Schertz, Amber J.","Mancini, Kimberly A.","Albert, Stephanie G.",skipped,skipped,skipped,,7
MUN Ballot Style 2,5856,Portland 5-2,"Mancini, Kimberly A.","Hang, Stacey L.","Schertz, Amber J.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5857,Portland 5-2,"Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5858,Portland 5-2,"Schertz, Amber J.","Mancini, Kimberly A.","Lentz, Sarah M.","Albert, Stephanie G.",skipped,skipped,skipped,,7
MUN Ballot Style 2,5859,Portland 5-2,"Lentz, Sarah M.","Albert, Stephanie G.","Grant, Benjamin K.","Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.","Ward, Richard L.",,7
MUN Ballot Style 2,5860,Portland 5-2,"Albert, Stephanie G.","Hang, Stacey L.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5861,Portland 5-2,"Hang, Stacey L.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5862,Portland 5-2,"Grant, Benjamin K.","Hang, Stacey L.","Mancini, Kimberly A.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5863,Portland 5-2,"Grant, Benjamin K.","Hang, Stacey L.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5864,Portland 5-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5865,Portland 5-2,"Grant, Benjamin K.","Mancini, Kimberly A.","Hang, Stacey L.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5866,Portland 5-2,"Mancini, Kimberly A.","Schertz, Amber J.","Hang, Stacey L.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5867,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5868,Portland 5-2,"Schertz, Amber J.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5869,Portland 5-2,"Grant, Benjamin K.","Hang, Stacey L.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5870,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.","Lentz, Sarah M.","Ward, Richard L.","Albert, Stephanie G.","Grant, Benjamin K.",,7
MUN Ballot Style 2,5871,Portland 5-2,"Albert, Stephanie G.","Grant, Benjamin K.","Hang, Stacey L.","Lentz, Sarah M.","Mancini, Kimberly A.","Schertz, Amber J.","Ward, Richard L.",,7
MUN Ballot Style 2,5872,Portland 5-2,"Hang, Stacey L.","Schertz, Amber J.","Mancini, Kimberly A.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,,7
MUN Ballot Style 2,5873,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5874,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.","Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.","Ward, Richard L.",,7
MUN Ballot Style 2,5875,Portland 5-2,"Lentz, Sarah M.","Grant, Benjamin K.","Ward, Richard L.","Albert, Stephanie G.","Hang, Stacey L.","Schertz, Amber J.","Mancini, Kimberly A.",,7
MUN Ballot Style 2,5876,Portland 5-2,"Grant, Benjamin K.","Ward, Richard L.","Albert, Stephanie G.","Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.","Lentz, Sarah M.",,7
MUN Ballot Style 2,5877,Portland 5-2,"Grant, Benjamin K.","Lentz, Sarah M.","Hang, Stacey L.","Albert, Stephanie G.","Schertz, Amber J.","Mancini, Kimberly A.","Ward, Richard L.",,7
MUN Ballot Style 2,5878,Portland 5-2,"Albert, Stephanie G.","Grant, Benjamin K.","Schertz, Amber J.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5879,Portland 5-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5880,Portland 5-2,"Hang, Stacey L.","Schertz, Amber J.","Mancini, Kimberly A.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5881,Portland 5-2,"Grant, Benjamin K.","Hang, Stacey L.","Albert, Stephanie G.","Schertz, Amber J.","Mancini, Kimberly A.",skipped,skipped,,7
MUN Ballot Style 2,5882,Portland 5-2,"Schertz, Amber J.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5883,Portland 5-2,"Schertz, Amber J.","Hang, Stacey L.","Ward, Richard L.","Albert, Stephanie G.","Grant, Benjamin K.","Lentz, Sarah M.","Mancini, Kimberly A.",,7
MUN Ballot Style 2,5885,Portland 5-2,"Lentz, Sarah M.","Schertz, Amber J.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5886,Portland 5-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5887,Portland 5-2,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5888,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5889,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5890,Portland 5-2,"Albert, Stephanie G.","Hang, Stacey L.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5891,Portland 5-2,"Hang, Stacey L.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5892,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5894,Portland 5-2,"Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5895,Portland 5-2,"Mancini, Kimberly A.","Hang, Stacey L.","Grant, Benjamin K.","Ward, Richard L.","Schertz, Amber J.","Lentz, Sarah M.","Albert, Stephanie G.",,7
MUN Ballot Style 2,5896,Portland 5-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5897,Portland 5-2,"Hang, Stacey L.","Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,,7
MUN Ballot Style 2,5898,Portland 5-2,"Mancini, Kimberly A.","Schertz, Amber J.","Lentz, Sarah M.","Hang, Stacey L.","Ward, Richard L.","Grant, Benjamin K.","Albert, Stephanie G.",,7
MUN Ballot Style 2,5899,Portland 5-2,"Albert, Stephanie G.","Hang, Stacey L.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5900,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5902,Portland 5-2,"Albert, Stephanie G.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5903,Portland 5-2,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5904,Portland 5-2,"Albert, Stephanie G.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5905,Portland 5-2,"Albert, Stephanie G.","Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.",skipped,skipped,skipped,,7
MUN Ballot Style 2,5906,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.","Ward, Richard L.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5907,Portland 5-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5908,Portland 5-2,"Schertz, Amber J.","Hang, Stacey L.","Mancini, Kimberly A.","Ward, Richard L.","Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",,7
MUN Ballot Style 2,5909,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5910,Portland 5-2,"Mancini, Kimberly A.","Hang, Stacey L.","Schertz, Amber J.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5911,Portland 5-2,"Ward, Richard L.","Mancini, Kimberly A.","Schertz, Amber J.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5913,Portland 5-2,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5914,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 2,5915,Portland 5-2,"Hang, Stacey L.","Mancini, Kimberly A.","Albert, Stephanie G.","Grant, Benjamin K.","Lentz, Sarah M.","Schertz, Amber J.","Ward, Richard L.",,7
MUN Ballot Style 2,5916,Portland 5-2,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
