file,numCands,irv,plurality,plurality_runoff,borda_pm,borda_om_no_uwi,borda_avg_no_uwi,borda_trunc_points_scheme,condorcet,minimax,smith_set,bucklin
american/processed_data/Minnetonka/Minnetonka_11022021_CityCouncilAtLargeSeatA.csv,5,['Deb Calvert'],['Deb Calvert'],ERROR,['Deb Calvert'],['Deb Calvert'],['Deb Calvert'],['Deb Calvert'],['Deb Calvert'],['Deb Calvert'],['Deb Calvert'],['Deb Calvert']
american/processed_data/Minnetonka/Minnetonka_11022021_CityCouncilAtLargeSeatB.csv,5,['Kimberly Wilburn'],['Kimberly Wilburn'],ERROR,['Kimberly Wilburn'],['Kimberly Wilburn'],['Kimberly Wilburn'],['Kimberly Wilburn'],['Kimberly Wilburn'],['Kimberly Wilburn'],['Kimberly Wilburn'],['Kimberly Wilburn']
american/processed_data/Minnetonka/Minnetonka_11072023_CityCouncilWard4.csv,4,['Kissy C. Coakley'],['Kissy C. Coakley'],ERROR,['Kissy C. Coakley'],['Kissy C. Coakley'],['Kissy C. Coakley'],['Kissy C. Coakley'],['Kissy C. Coakley'],['Kissy C. Coakley'],['Kissy C. Coakley'],['Kissy C. Coakley']
american/processed_data/Minnetonka/Minnetonka_11072023_CityCouncilWard1.csv,5,['Patsy Foster-Bolton'],['Patsy Foster-Bolton'],ERROR,['Patsy Foster-Bolton'],['Patsy Foster-Bolton'],['Patsy Foster-Bolton'],['Patsy Foster-Bolton'],['Patsy Foster-Bolton'],['Patsy Foster-Bolton'],['Patsy Foster-Bolton'],['Patsy Foster-Bolton']
american/processed_data/Minnetonka/Minnetonka_11072023_CityCouncilWard3.csv,4,['Paula Ramaley'],['Paula Ramaley'],ERROR,['David Haeg'],['David Haeg'],['David Haeg'],['David Haeg'],['Paula Ramaley'],['Paula Ramaley'],['Paula Ramaley'],['Paula Ramaley']
american/processed_data/Minnetonka/Minnetonka_11022021_Mayor.csv,2,['Brad Wiersum'],['Brad Wiersum'],['Brad Wiersum'],['Brad Wiersum'],['Brad Wiersum'],['Brad Wiersum'],['Brad Wiersum'],['Brad Wiersum'],['Brad Wiersum'],['Brad Wiersum'],['Brad Wiersum']
american/processed_data/Burlington/Burlington_03072023_CityCouncilEastDistrict.csv,3,"['TIMOTHY C. DOHERTY,JR']","['TIMOTHY C. DOHERTY,JR']","['TIMOTHY C. DOHERTY,JR']","['TIMOTHY C. DOHERTY,JR']","['TIMOTHY C. DOHERTY,JR']","['TIMOTHY C. DOHERTY,JR']","['TIMOTHY C. DOHERTY,JR']","['TIMOTHY C. DOHERTY,JR']","['TIMOTHY C. DOHERTY,JR']","['TIMOTHY C. DOHERTY,JR']","['TIMOTHY C. DOHERTY,JR']"
american/processed_data/Burlington/Burlington_03052024_Mayor.csv,5,['EMMA MULVANEY-STANAK'],['EMMA MULVANEY-STANAK'],['EMMA MULVANEY-STANAK'],['EMMA MULVANEY-STANAK'],['EMMA MULVANEY-STANAK'],['EMMA MULVANEY-STANAK'],['EMMA MULVANEY-STANAK'],['EMMA MULVANEY-STANAK'],['EMMA MULVANEY-STANAK'],['EMMA MULVANEY-STANAK'],['EMMA MULVANEY-STANAK']
american/processed_data/Burlington/Burlington_03072006_Mayor.csv,6,['Bob Kiss'],['Bob Kiss'],ERROR,['Bob Kiss'],['Bob Kiss'],['Bob Kiss'],['Bob Kiss'],['Bob Kiss'],['Bob Kiss'],['Bob Kiss'],['Bob Kiss']
american/processed_data/Burlington/Burlington_03072023_CityCouncilSouthDistrict.csv,4,['JOAN SHANNON'],['JOAN SHANNON'],['JOAN SHANNON'],['JOAN SHANNON'],['JOAN SHANNON'],['JOAN SHANNON'],['JOAN SHANNON'],['JOAN SHANNON'],['JOAN SHANNON'],['JOAN SHANNON'],['JOAN SHANNON']
american/processed_data/Burlington/Burlington_03072023_CityCouncilCentralDistrict.csv,3,['MELO GRANT'],['MELO GRANT'],['MELO GRANT'],['MELO GRANT'],['MELO GRANT'],['MELO GRANT'],['MELO GRANT'],['MELO GRANT'],['MELO GRANT'],['MELO GRANT'],['MELO GRANT']
american/processed_data/Burlington/Burlington_03072023_CityCouncilNorthDistrict.csv,2,['MARK BARLOW'],['MARK BARLOW'],['MARK BARLOW'],['MARK BARLOW'],['MARK BARLOW'],['MARK BARLOW'],['MARK BARLOW'],['MARK BARLOW'],['MARK BARLOW'],['MARK BARLOW'],['MARK BARLOW']
american/processed_data/Burlington/Burlington_03032009_Mayor.csv,6,['Bob Kiss'],['Kurt Wright'],ERROR,['Andy Montroll'],['Andy Montroll'],['Andy Montroll'],['Andy Montroll'],['Andy Montroll'],['Andy Montroll'],['Andy Montroll'],['Kurt Wright']
american/processed_data/APA/APA 2002.csv,5,['Cand 4'],['Cand 4'],['Cand 4'],['Cand 4'],['Cand 4'],['Cand 4'],['Cand 4'],['Cand 4'],['Cand 4'],['Cand 4'],['Cand 4']
american/processed_data/APA/APA 2003.csv,5,['Cand 3'],['Cand 3'],['Cand 3'],['Cand 3'],['Cand 3'],['Cand 3'],['Cand 3'],['Cand 3'],['Cand 3'],['Cand 3'],['Cand 3']
american/processed_data/APA/APA 2001.csv,5,['Cand 4'],['Cand 4'],['Cand 4'],['Cand 4'],['Cand 4'],['Cand 4'],['Cand 4'],['Cand 4'],['Cand 4'],['Cand 4'],['Cand 4']
american/processed_data/APA/APA 2000.csv,5,['Cand 4'],['Cand 4'],['Cand 4'],['Cand 4'],['Cand 4'],['Cand 4'],['Cand 4'],['Cand 4'],['Cand 4'],['Cand 4'],['Cand 4']
american/processed_data/APA/APA 2004.csv,5,['Cand 3'],['Cand 3'],['Cand 3'],['Cand 3'],['Cand 3'],['Cand 3'],['Cand 3'],['Cand 3'],['Cand 3'],['Cand 3'],['Cand 3']
american/processed_data/APA/APA 2018 President.csv,5,['Sandra L. Shullman PhD'],['Sandra L. Shullman PhD'],['Sandra L. Shullman PhD'],['Sandra L. Shullman PhD'],['Sandra L. Shullman PhD'],['Sandra L. Shullman PhD'],['Sandra L. Shullman PhD'],['Sandra L. Shullman PhD'],['Sandra L. Shullman PhD'],['Sandra L. Shullman PhD'],['Sandra L. Shullman PhD']
american/processed_data/APA/APA 2005.csv,5,['Cand 1'],['Cand 0'],['Cand 1'],['Cand 1'],['Cand 1'],['Cand 1'],['Cand 1'],['Cand 1'],['Cand 1'],['Cand 1'],['Cand 0']
american/processed_data/APA/APA 2021 President.csv,5,['Thema S. Bryant-Davis PhD'],['Thema S. Bryant-Davis PhD'],['Thema S. Bryant-Davis PhD'],['Thema S. Bryant-Davis PhD'],['Thema S. Bryant-Davis PhD'],['Thema S. Bryant-Davis PhD'],['Thema S. Bryant-Davis PhD'],['Thema S. Bryant-Davis PhD'],['Thema S. Bryant-Davis PhD'],['Thema S. Bryant-Davis PhD'],['Thema S. Bryant-Davis PhD']
american/processed_data/APA/APA 2007.csv,5,['Cand 1'],['Cand 1'],['Cand 1'],['Cand 1'],['Cand 1'],['Cand 1'],['Cand 1'],['Cand 1'],['Cand 1'],['Cand 1'],['Cand 1']
american/processed_data/APA/APA 2006.csv,5,['Cand 2'],['Cand 2'],['Cand 2'],['Cand 2'],['Cand 2'],['Cand 2'],['Cand 2'],['Cand 2'],['Cand 2'],['Cand 2'],['Cand 2']
american/processed_data/APA/APA 1999.csv,5,['Cand 3'],['Cand 3'],['Cand 3'],['Cand 3'],['Cand 3'],['Cand 3'],['Cand 3'],['Cand 3'],['Cand 3'],['Cand 3'],['Cand 3']
american/processed_data/APA/APA 1998.csv,5,['Cand 2'],['Cand 2'],['Cand 2'],['Cand 2'],['Cand 2'],['Cand 2'],['Cand 2'],['Cand 2'],['Cand 2'],['Cand 2'],['Cand 2']
american/processed_data/APA/APA 2021 BOD race1.csv,3,['Debra M. Kawahara PhD'],['Debra M. Kawahara PhD'],['Debra M. Kawahara PhD'],['Debra M. Kawahara PhD'],['Debra M. Kawahara PhD'],['Debra M. Kawahara PhD'],['Debra M. Kawahara PhD'],['Debra M. Kawahara PhD'],['Debra M. Kawahara PhD'],['Debra M. Kawahara PhD'],['Debra M. Kawahara PhD']
american/processed_data/APA/APA 2018 BOD race1.csv,3,['Pamela E. Scott-Johnson PhD'],['Pamela E. Scott-Johnson PhD'],['Pamela E. Scott-Johnson PhD'],['Pamela E. Scott-Johnson PhD'],['Pamela E. Scott-Johnson PhD'],['Pamela E. Scott-Johnson PhD'],['Pamela E. Scott-Johnson PhD'],['Pamela E. Scott-Johnson PhD'],['Pamela E. Scott-Johnson PhD'],['Pamela E. Scott-Johnson PhD'],['Pamela E. Scott-Johnson PhD']
american/processed_data/APA/APA 2021 BOD race2.csv,3,['Tamara S. Lyn PhD'],['Tamara S. Lyn PhD'],['Tamara S. Lyn PhD'],['Tamara S. Lyn PhD'],['Tamara S. Lyn PhD'],['Tamara S. Lyn PhD'],['Tamara S. Lyn PhD'],['Tamara S. Lyn PhD'],['Tamara S. Lyn PhD'],['Tamara S. Lyn PhD'],['Tamara S. Lyn PhD']
american/processed_data/APA/APA 2018 BOD race2.csv,3,['Shannon L. Wiltsey Stirman PhD'],['Shannon L. Wiltsey Stirman PhD'],['Shannon L. Wiltsey Stirman PhD'],['Shannon L. Wiltsey Stirman PhD'],['Kim E. Dixon PhD'],['Shannon L. Wiltsey Stirman PhD'],['Shannon L. Wiltsey Stirman PhD'],['Shannon L. Wiltsey Stirman PhD'],['Shannon L. Wiltsey Stirman PhD'],['Shannon L. Wiltsey Stirman PhD'],['Shannon L. Wiltsey Stirman PhD']
american/processed_data/APA/APA 2019 BOD race1.csv,3,['Anthony L. Chambers PhD ABPP'],['Anthony L. Chambers PhD ABPP'],['Anthony L. Chambers PhD ABPP'],['Anthony L. Chambers PhD ABPP'],['Anthony L. Chambers PhD ABPP'],['Anthony L. Chambers PhD ABPP'],['Anthony L. Chambers PhD ABPP'],['Anthony L. Chambers PhD ABPP'],['Anthony L. Chambers PhD ABPP'],['Anthony L. Chambers PhD ABPP'],['Anthony L. Chambers PhD ABPP']
american/processed_data/APA/APA 2020 BOD race1.csv,3,['Candice Hargons PhD'],['Candice Hargons PhD'],['Candice Hargons PhD'],['Candice Hargons PhD'],['Candice Hargons PhD'],['Candice Hargons PhD'],['Candice Hargons PhD'],['Candice Hargons PhD'],['Candice Hargons PhD'],['Candice Hargons PhD'],['Candice Hargons PhD']
american/processed_data/APA/APA 2019 BOD race2.csv,3,['Susan D. Clayton PhD'],['Susan D. Clayton PhD'],['Susan D. Clayton PhD'],['Susan D. Clayton PhD'],['Susan D. Clayton PhD'],['Susan D. Clayton PhD'],['Susan D. Clayton PhD'],['Susan D. Clayton PhD'],['Susan D. Clayton PhD'],['Susan D. Clayton PhD'],['Susan D. Clayton PhD']
american/processed_data/APA/APA 2020 BOD race2.csv,3,['M. Lynne Cooper PhD'],['Erica H. Wise PhD'],['M. Lynne Cooper PhD'],['M. Lynne Cooper PhD'],['M. Lynne Cooper PhD'],['M. Lynne Cooper PhD'],['M. Lynne Cooper PhD'],['M. Lynne Cooper PhD'],['M. Lynne Cooper PhD'],['M. Lynne Cooper PhD'],['M. Lynne Cooper PhD']
american/processed_data/APA/APA 2017 President.csv,5,['Rosie Phillips Bingham PhD'],['Rosie Phillips Bingham PhD'],['Rosie Phillips Bingham PhD'],['Rosie Phillips Bingham PhD'],['Rosie Phillips Bingham PhD'],['Rosie Phillips Bingham PhD'],['Rosie Phillips Bingham PhD'],['Rosie Phillips Bingham PhD'],['Rosie Phillips Bingham PhD'],['Rosie Phillips Bingham PhD'],['Rosie Phillips Bingham PhD']
american/processed_data/APA/APA 2020 President.csv,5,['Frank C. Worrell PhD'],['Frank C. Worrell PhD'],['Frank C. Worrell PhD'],['Frank C. Worrell PhD'],['Frank C. Worrell PhD'],['Frank C. Worrell PhD'],['Frank C. Worrell PhD'],['Frank C. Worrell PhD'],['Frank C. Worrell PhD'],['Frank C. Worrell PhD'],['Frank C. Worrell PhD']
american/processed_data/APA/APA 2019 President.csv,5,['Jennifer F. Kelly PhD ABPP'],['Jennifer F. Kelly PhD ABPP'],['Jennifer F. Kelly PhD ABPP'],['Jennifer F. Kelly PhD ABPP'],['Jennifer F. Kelly PhD ABPP'],['Jennifer F. Kelly PhD ABPP'],['Jennifer F. Kelly PhD ABPP'],['Jennifer F. Kelly PhD ABPP'],['Jennifer F. Kelly PhD ABPP'],['Jennifer F. Kelly PhD ABPP'],['Jennifer F. Kelly PhD ABPP']
american/processed_data/APA/APA 2008.csv,5,['Cand 1'],['Cand 1'],['Cand 1'],['Cand 1'],['Cand 1'],['Cand 1'],['Cand 1'],['Cand 1'],['Cand 1'],['Cand 1'],['Cand 1']
american/processed_data/APA/APA 2009.csv,5,['Cand 4'],['Cand 4'],['Cand 4'],['Cand 4'],['Cand 0'],['Cand 4'],['Cand 4'],['Cand 4'],['Cand 4'],['Cand 4'],['Cand 4']
american/processed_data/APA/APA 2017 BOD race2.csv,3,['Mitchell J. Prinstein PhD'],['Mitchell J. Prinstein PhD'],['Mitchell J. Prinstein PhD'],['Mitchell J. Prinstein PhD'],['Mitchell J. Prinstein PhD'],['Mitchell J. Prinstein PhD'],['Mitchell J. Prinstein PhD'],['Mitchell J. Prinstein PhD'],['Mitchell J. Prinstein PhD'],['Mitchell J. Prinstein PhD'],['Mitchell J. Prinstein PhD']
american/processed_data/APA/APA 2017 BOD race1.csv,3,['Le Ondra Clark Harvey PhD'],['Le Ondra Clark Harvey PhD'],['Le Ondra Clark Harvey PhD'],['Le Ondra Clark Harvey PhD'],['Le Ondra Clark Harvey PhD'],['Le Ondra Clark Harvey PhD'],['Le Ondra Clark Harvey PhD'],['Le Ondra Clark Harvey PhD'],['Le Ondra Clark Harvey PhD'],['Le Ondra Clark Harvey PhD'],['Le Ondra Clark Harvey PhD']
"american/processed_data/Easthampton, MA/Easthampton_11022021_Mayor.csv",21,['NICOLE M. LACHAPELLE'],['NICOLE M. LACHAPELLE'],ERROR,['NICOLE M. LACHAPELLE'],['NICOLE M. LACHAPELLE'],['NICOLE M. LACHAPELLE'],['NICOLE M. LACHAPELLE'],['NICOLE M. LACHAPELLE'],['NICOLE M. LACHAPELLE'],['NICOLE M. LACHAPELLE'],['NICOLE M. LACHAPELLE']
american/processed_data/Alameda County/Oakland_11042014_SchoolDirectorDistrict2.csv,2,['AIMEE ENG'],['AIMEE ENG'],['AIMEE ENG'],['AIMEE ENG'],['AIMEE ENG'],['AIMEE ENG'],['AIMEE ENG'],['AIMEE ENG'],['AIMEE ENG'],['AIMEE ENG'],['AIMEE ENG']
american/processed_data/Alameda County/Berkeley_11032020_MemberCityCouncilDist2BerkeleyRCV.csv,5,['TERRY TAPLIN'],['TERRY TAPLIN'],['TERRY TAPLIN'],['TERRY TAPLIN'],['TERRY TAPLIN'],['TERRY TAPLIN'],['TERRY TAPLIN'],['TERRY TAPLIN'],['TERRY TAPLIN'],['TERRY TAPLIN'],['TERRY TAPLIN']
american/processed_data/Alameda County/Berkeley_11042014_CityAuditor.csv,1,['ANN-MARIE HOGAN'],['ANN-MARIE HOGAN'],['ANN-MARIE HOGAN'],['ANN-MARIE HOGAN'],['ANN-MARIE HOGAN'],['ANN-MARIE HOGAN'],['ANN-MARIE HOGAN'],['ANN-MARIE HOGAN'],['ANN-MARIE HOGAN'],['ANN-MARIE HOGAN'],['ANN-MARIE HOGAN']
american/processed_data/Alameda County/Berkeley_11042014_CityCouncilDistrict8.csv,4,['LORI DROSTE'],['LORI DROSTE'],ERROR,['LORI DROSTE'],['LORI DROSTE'],['LORI DROSTE'],['LORI DROSTE'],['LORI DROSTE'],['LORI DROSTE'],['LORI DROSTE'],['LORI DROSTE']
american/processed_data/Alameda County/Oakland_11082016_CouncilAtLrg.csv,5,['REBECCA KAPLAN'],['REBECCA KAPLAN'],ERROR,['REBECCA KAPLAN'],['REBECCA KAPLAN'],['REBECCA KAPLAN'],['REBECCA KAPLAN'],['REBECCA KAPLAN'],['REBECCA KAPLAN'],['REBECCA KAPLAN'],['REBECCA KAPLAN']
american/processed_data/Alameda County/Berkeley_11062018_CityCouncilDistrict1.csv,4,['RASHI KESARWANI'],['RASHI KESARWANI'],ERROR,['RASHI KESARWANI'],['RASHI KESARWANI'],['RASHI KESARWANI'],['RASHI KESARWANI'],['RASHI KESARWANI'],['RASHI KESARWANI'],['RASHI KESARWANI'],['RASHI KESARWANI']
american/processed_data/Alameda County/Oakland_11062012_CityAttorney.csv,3,['BARBARA PARKER'],['BARBARA PARKER'],['BARBARA PARKER'],['BARBARA PARKER'],['BARBARA PARKER'],['BARBARA PARKER'],['BARBARA PARKER'],['BARBARA PARKER'],['BARBARA PARKER'],['BARBARA PARKER'],['BARBARA PARKER']
american/processed_data/Alameda County/Berkeley_11082016_Mayor.csv,8,['JESSE ARREGUÍN'],['JESSE ARREGUÍN'],ERROR,['JESSE ARREGUÍN'],['JESSE ARREGUÍN'],['JESSE ARREGUÍN'],['JESSE ARREGUÍN'],['JESSE ARREGUÍN'],['JESSE ARREGUÍN'],['JESSE ARREGUÍN'],['JESSE ARREGUÍN']
american/processed_data/Alameda County/SanLeandro_11062018_Mayor.csv,4,['PAULINE RUSSO CUTTER'],['PAULINE RUSSO CUTTER'],ERROR,['PAULINE RUSSO CUTTER'],['PAULINE RUSSO CUTTER'],['PAULINE RUSSO CUTTER'],['PAULINE RUSSO CUTTER'],['PAULINE RUSSO CUTTER'],['PAULINE RUSSO CUTTER'],['PAULINE RUSSO CUTTER'],['PAULINE RUSSO CUTTER']
american/processed_data/Alameda County/Oakland_11022010_SchoolDirectorDistrict6.csv,2,['CHRISTOPHER DOBBINS'],['CHRISTOPHER DOBBINS'],['CHRISTOPHER DOBBINS'],['CHRISTOPHER DOBBINS'],['CHRISTOPHER DOBBINS'],['CHRISTOPHER DOBBINS'],['CHRISTOPHER DOBBINS'],['CHRISTOPHER DOBBINS'],['CHRISTOPHER DOBBINS'],['CHRISTOPHER DOBBINS'],['CHRISTOPHER DOBBINS']
american/processed_data/Alameda County/Oakland_11022010_SchoolDirectorDistrict4.csv,3,['GARY D. YEE'],['GARY D. YEE'],['GARY D. YEE'],['GARY D. YEE'],['GARY D. YEE'],['GARY D. YEE'],['GARY D. YEE'],['GARY D. YEE'],['GARY D. YEE'],['GARY D. YEE'],['GARY D. YEE']
american/processed_data/Alameda County/Berkeley_11032020_MemberCityCouncilDist5BerkeleyRCV.csv,4,['SOPHIE HAHN'],['SOPHIE HAHN'],['SOPHIE HAHN'],['SOPHIE HAHN'],['SOPHIE HAHN'],['SOPHIE HAHN'],['SOPHIE HAHN'],['SOPHIE HAHN'],['SOPHIE HAHN'],['SOPHIE HAHN'],['SOPHIE HAHN']
american/processed_data/Alameda County/Oakland_11042014_SchoolDirectorDistrict4.csv,4,['NINA SENN'],['NINA SENN'],ERROR,['NINA SENN'],['NINA SENN'],['NINA SENN'],['NINA SENN'],['NINA SENN'],['NINA SENN'],['NINA SENN'],['NINA SENN']
american/processed_data/Alameda County/Oakland_11082022_CityAuditor.csv,2,['COURTNEY RUBY'],['COURTNEY RUBY'],['COURTNEY RUBY'],['COURTNEY RUBY'],['COURTNEY RUBY'],['COURTNEY RUBY'],['COURTNEY RUBY'],['COURTNEY RUBY'],['COURTNEY RUBY'],['COURTNEY RUBY'],['COURTNEY RUBY']
american/processed_data/Alameda County/Berkeley_11062018_CityCouncilDistrict7.csv,3,['RIGEL ROBINSON'],['RIGEL ROBINSON'],['RIGEL ROBINSON'],['RIGEL ROBINSON'],['RIGEL ROBINSON'],['RIGEL ROBINSON'],['RIGEL ROBINSON'],['RIGEL ROBINSON'],['RIGEL ROBINSON'],['RIGEL ROBINSON'],['RIGEL ROBINSON']
american/processed_data/Alameda County/Oakland_11022010_Mayor.csv,11,['JEAN QUAN'],['DON PERATA'],ERROR,['JEAN QUAN'],['DON PERATA'],['JEAN QUAN'],['JEAN QUAN'],['JEAN QUAN'],['JEAN QUAN'],['JEAN QUAN'],['DON PERATA']
american/processed_data/Alameda County/Berkeley_11052024_Mayor.csv,6,['ADENA ISHII'],['ADENA ISHII'],ERROR,['ADENA ISHII'],['ADENA ISHII'],['ADENA ISHII'],['ADENA ISHII'],['ADENA ISHII'],['ADENA ISHII'],['ADENA ISHII'],['ADENA ISHII']
american/processed_data/Alameda County/Oakland_11022010_SchoolDirectorDistrict2.csv,2,['DAVID KAKISHIBA'],['DAVID KAKISHIBA'],['DAVID KAKISHIBA'],['DAVID KAKISHIBA'],['DAVID KAKISHIBA'],['DAVID KAKISHIBA'],['DAVID KAKISHIBA'],['DAVID KAKISHIBA'],['DAVID KAKISHIBA'],['DAVID KAKISHIBA'],['DAVID KAKISHIBA']
american/processed_data/Alameda County/Oakland_11032020_MemberCityCouncilDist5OaklandRCV.csv,4,['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO']
american/processed_data/Alameda County/Berkeley_11062018_CityCouncilDistrict4.csv,3,['KATE HARRISON'],['KATE HARRISON'],['KATE HARRISON'],['KATE HARRISON'],['KATE HARRISON'],['KATE HARRISON'],['KATE HARRISON'],['KATE HARRISON'],['KATE HARRISON'],['KATE HARRISON'],['KATE HARRISON']
american/processed_data/Alameda County/Oakland_11052024_CityAttorney.csv,3,['RYAN RICHARDSON'],['RYAN RICHARDSON'],['RYAN RICHARDSON'],['RYAN RICHARDSON'],['RYAN RICHARDSON'],['RYAN RICHARDSON'],['RYAN RICHARDSON'],['RYAN RICHARDSON'],['RYAN RICHARDSON'],['RYAN RICHARDSON'],['RYAN RICHARDSON']
american/processed_data/Alameda County/Berkeley_03072017_CityCouncilDistrict4.csv,2,['KATE HARRISON'],['KATE HARRISON'],['KATE HARRISON'],['KATE HARRISON'],['KATE HARRISON'],['KATE HARRISON'],['KATE HARRISON'],['KATE HARRISON'],['KATE HARRISON'],['KATE HARRISON'],['KATE HARRISON']
american/processed_data/Alameda County/Berkeley_11032020_MemberCityCouncilDist3BerkeleyRCV.csv,4,['BEN BARTLETT'],['BEN BARTLETT'],['BEN BARTLETT'],['BEN BARTLETT'],['BEN BARTLETT'],['BEN BARTLETT'],['BEN BARTLETT'],['BEN BARTLETT'],['BEN BARTLETT'],['BEN BARTLETT'],['BEN BARTLETT']
american/processed_data/Alameda County/Oakland_11032020_MemberCityCouncilDist1OaklandRCV.csv,4,['DAN KALB'],['DAN KALB'],['DAN KALB'],['DAN KALB'],['DAN KALB'],['DAN KALB'],['DAN KALB'],['DAN KALB'],['DAN KALB'],['DAN KALB'],['DAN KALB']
american/processed_data/Alameda County/Oakland_11042014_SchoolDirectorDistrict6.csv,2,['SHANTHI GONZALES'],['SHANTHI GONZALES'],['SHANTHI GONZALES'],['SHANTHI GONZALES'],['SHANTHI GONZALES'],['SHANTHI GONZALES'],['SHANTHI GONZALES'],['SHANTHI GONZALES'],['SHANTHI GONZALES'],['SHANTHI GONZALES'],['SHANTHI GONZALES']
american/processed_data/Alameda County/Oakland_11082016_SchoolDirectorDistrict3.csv,5,['JUMOKE HINTON HODGE'],['JUMOKE HINTON HODGE'],ERROR,['JUMOKE HINTON HODGE'],['JUMOKE HINTON HODGE'],['JUMOKE HINTON HODGE'],['JUMOKE HINTON HODGE'],['JUMOKE HINTON HODGE'],['JUMOKE HINTON HODGE'],['JUMOKE HINTON HODGE'],['JUMOKE HINTON HODGE']
american/processed_data/Alameda County/Oakland_11032020_SchoolDirectorDist3OaklandRCV.csv,6,['VANCEDRIC WILLIAMS'],['VANCEDRIC WILLIAMS'],ERROR,['VANCEDRIC WILLIAMS'],['VANCEDRIC WILLIAMS'],['VANCEDRIC WILLIAMS'],['VANCEDRIC WILLIAMS'],['VANCEDRIC WILLIAMS'],['VANCEDRIC WILLIAMS'],['VANCEDRIC WILLIAMS'],['VANCEDRIC WILLIAMS']
american/processed_data/Alameda County/Berkeley_11052024_CityCouncilD6.csv,3,['BRENT BLACKABY'],['BRENT BLACKABY'],['BRENT BLACKABY'],['BRENT BLACKABY'],['BRENT BLACKABY'],['BRENT BLACKABY'],['BRENT BLACKABY'],['BRENT BLACKABY'],['BRENT BLACKABY'],['BRENT BLACKABY'],['BRENT BLACKABY']
american/processed_data/Alameda County/Oakland_11032020_SchoolDirectorDist7OaklandRCV.csv,6,['CLIFFORD THOMPSON'],['CLIFFORD THOMPSON'],ERROR,['CLIFFORD THOMPSON'],['CLIFFORD THOMPSON'],['CLIFFORD THOMPSON'],['CLIFFORD THOMPSON'],['CLIFFORD THOMPSON'],['CLIFFORD THOMPSON'],['CLIFFORD THOMPSON'],['CLIFFORD THOMPSON']
american/processed_data/Alameda County/Oakland_11062012_SchoolDirectorDistrict1.csv,3,['JODY LONDON'],['JODY LONDON'],['JODY LONDON'],['JODY LONDON'],['JODY LONDON'],['JODY LONDON'],['JODY LONDON'],['JODY LONDON'],['JODY LONDON'],['JODY LONDON'],['JODY LONDON']
american/processed_data/Alameda County/Oakland_11062018_SchoolDirectorDistrict6.csv,2,['SHANTHI GONZALES'],['SHANTHI GONZALES'],['SHANTHI GONZALES'],['SHANTHI GONZALES'],['SHANTHI GONZALES'],['SHANTHI GONZALES'],['SHANTHI GONZALES'],['SHANTHI GONZALES'],['SHANTHI GONZALES'],['SHANTHI GONZALES'],['SHANTHI GONZALES']
american/processed_data/Alameda County/Oakland_11062018_CityCouncilDistrict2.csv,3,['NIKKI FORTUNATO BAS'],['NIKKI FORTUNATO BAS'],['NIKKI FORTUNATO BAS'],['NIKKI FORTUNATO BAS'],['NIKKI FORTUNATO BAS'],['NIKKI FORTUNATO BAS'],['NIKKI FORTUNATO BAS'],['NIKKI FORTUNATO BAS'],['NIKKI FORTUNATO BAS'],['NIKKI FORTUNATO BAS'],['NIKKI FORTUNATO BAS']
american/processed_data/Alameda County/SanLeandro_11042014_CountyCouncilDistrict5.csv,3,['CORINA LOPEZ'],['CORINA LOPEZ'],['CORINA LOPEZ'],['CORINA LOPEZ'],['CORINA LOPEZ'],['CORINA LOPEZ'],['CORINA LOPEZ'],['CORINA LOPEZ'],['CORINA LOPEZ'],['CORINA LOPEZ'],['CORINA LOPEZ']
american/processed_data/Alameda County/Berkeley_11052024_CityCouncilD5.csv,4,"[""SHOSHANA O'KEEFE""]","[""SHOSHANA O'KEEFE""]","[""SHOSHANA O'KEEFE""]","[""SHOSHANA O'KEEFE""]","[""SHOSHANA O'KEEFE""]","[""SHOSHANA O'KEEFE""]","[""SHOSHANA O'KEEFE""]","[""SHOSHANA O'KEEFE""]","[""SHOSHANA O'KEEFE""]","[""SHOSHANA O'KEEFE""]","[""SHOSHANA O'KEEFE""]"
american/processed_data/Alameda County/Oakland_11062018_SchoolDirectorDistrict4.csv,2,['GARY D. YEE'],['GARY D. YEE'],['GARY D. YEE'],['GARY D. YEE'],['GARY D. YEE'],['GARY D. YEE'],['GARY D. YEE'],['GARY D. YEE'],['GARY D. YEE'],['GARY D. YEE'],['GARY D. YEE']
american/processed_data/Alameda County/Oakland_11062012_SchoolDirectorDistrict3.csv,4,['JUMOKE HINTON HODGE'],['JUMOKE HINTON HODGE'],ERROR,['JUMOKE HINTON HODGE'],['JUMOKE HINTON HODGE'],['JUMOKE HINTON HODGE'],['JUMOKE HINTON HODGE'],['JUMOKE HINTON HODGE'],['JUMOKE HINTON HODGE'],['JUMOKE HINTON HODGE'],['JUMOKE HINTON HODGE']
american/processed_data/Alameda County/SanLeandro_11032020_MemberCityCouncilDist4SanLeandroRCV.csv,3,['FRED SIMON'],['FRED SIMON'],['FRED SIMON'],['FRED SIMON'],['FRED SIMON'],['FRED SIMON'],['FRED SIMON'],['FRED SIMON'],['FRED SIMON'],['FRED SIMON'],['FRED SIMON']
