Ballot Style,Cast Vote Record,Precinct,rank1,rank2,rank3,rank4,numSeats,numCands
"Eastpointe, Pct 8",83439,"Eastpointe, Pct 8",Michael Jones,Shenita Lloyd,Cardi DeMonaco Jr.,skipped,2,6
"Eastpointe, Pct 8",83440,"Eastpointe, Pct 8",Shenita Lloyd,Cardi DeMonaco Jr.,Sylvia L. Moore,Tonia Gladney,2,6
"Eastpointe, Pct 7",83441,"Eastpointe, Pct 7",Cardi DeMonaco Jr.,Michael Jones,skipped,skipped,2,6
"Eastpointe, Pct 8",83442,"Eastpointe, Pct 8",Cardi DeMonaco Jr.,Sylvia L. Moore,Rob Baker,Michael Jones,2,6
"Eastpointe, Pct 10",83443,"Eastpointe, Pct 10",Rob Baker,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 8",83444,"Eastpointe, Pct 8",Michael Jones,Shenita Lloyd,Tonia Gladney,Sylvia L. Moore,2,6
"Eastpointe, Pct 9",83445,"Eastpointe, Pct 9",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 8",83446,"Eastpointe, Pct 8",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 6",83447,"Eastpointe, Pct 6",Sylvia L. Moore,Rob Baker,Cardi DeMonaco Jr.,Michael Jones,2,6
"Eastpointe, Pct 6",83448,"Eastpointe, Pct 6",Rob Baker,Sylvia L. Moore,Michael Jones,Tonia Gladney,2,6
"Eastpointe, Pct 6",83449,"Eastpointe, Pct 6",Rob Baker,skipped,skipped,skipped,2,6
"Eastpointe, Pct 8",83450,"Eastpointe, Pct 8",Cardi DeMonaco Jr.,Rob Baker,Sylvia L. Moore,Michael Jones,2,6
"Eastpointe, Pct 6",83451,"Eastpointe, Pct 6",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 10",83452,"Eastpointe, Pct 10",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 6",83453,"Eastpointe, Pct 6",Sylvia L. Moore,Rob Baker,Michael Jones,Shenita Lloyd,2,6
"Eastpointe, Pct 9",83454,"Eastpointe, Pct 9",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 7",83455,"Eastpointe, Pct 7",Cardi DeMonaco Jr.,Sylvia L. Moore,Rob Baker,Tonia Gladney,2,6
"Eastpointe, Pct 6",83456,"Eastpointe, Pct 6",Cardi DeMonaco Jr.,Sylvia L. Moore,Rob Baker,Michael Jones,2,6
"Eastpointe, Pct 6",83457,"Eastpointe, Pct 6",Tonia Gladney,Rob Baker,Michael Jones,Sylvia L. Moore,2,6
"Eastpointe, Pct 6",83458,"Eastpointe, Pct 6",Cardi DeMonaco Jr.,Sylvia L. Moore,Rob Baker,Michael Jones,2,6
"Eastpointe, Pct 8",83459,"Eastpointe, Pct 8",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 8",83460,"Eastpointe, Pct 8",Cardi DeMonaco Jr.,Tonia Gladney,Michael Jones,Shenita Lloyd,2,6
"Eastpointe, Pct 7",83462,"Eastpointe, Pct 7",Rob Baker,Michael Jones,Sylvia L. Moore,Tonia Gladney,2,6
"Eastpointe, Pct 9",83463,"Eastpointe, Pct 9",Cardi DeMonaco Jr.,Rob Baker,Sylvia L. Moore,Tonia Gladney,2,6
"Eastpointe, Pct 8",83464,"Eastpointe, Pct 8",Sylvia L. Moore,Shenita Lloyd,Michael Jones,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 10",83465,"Eastpointe, Pct 10",Tonia Gladney,Sylvia L. Moore,Michael Jones,Shenita Lloyd,2,6
"Eastpointe, Pct 8",83466,"Eastpointe, Pct 8",Cardi DeMonaco Jr.,Rob Baker,Tonia Gladney,skipped,2,6
"Eastpointe, Pct 8",83467,"Eastpointe, Pct 8",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 9",83468,"Eastpointe, Pct 9",Shenita Lloyd,Cardi DeMonaco Jr.,Michael Jones,Sylvia L. Moore,2,6
"Eastpointe, Pct 7",83469,"Eastpointe, Pct 7",Sylvia L. Moore,Tonia Gladney,Shenita Lloyd,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 8",83470,"Eastpointe, Pct 8",Cardi DeMonaco Jr.,Rob Baker,Shenita Lloyd,Michael Jones,2,6
"Eastpointe, Pct 8",83471,"Eastpointe, Pct 8",Shenita Lloyd,Rob Baker,Michael Jones,skipped,2,6
"Eastpointe, Pct 7",83472,"Eastpointe, Pct 7",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 7",83473,"Eastpointe, Pct 7",Rob Baker,Sylvia L. Moore,Shenita Lloyd,Tonia Gladney,2,6
"Eastpointe, Pct 6",83474,"Eastpointe, Pct 6",Rob Baker,Cardi DeMonaco Jr.,Michael Jones,skipped,2,6
"Eastpointe, Pct 9",83475,"Eastpointe, Pct 9",Shenita Lloyd,Sylvia L. Moore,Tonia Gladney,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 10",83476,"Eastpointe, Pct 10",Rob Baker,skipped,skipped,skipped,2,6
"Eastpointe, Pct 9",83477,"Eastpointe, Pct 9",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 7",83478,"Eastpointe, Pct 7",Sylvia L. Moore,Michael Jones,Cardi DeMonaco Jr.,skipped,2,6
"Eastpointe, Pct 7",83479,"Eastpointe, Pct 7",Cardi DeMonaco Jr.,Michael Jones,skipped,skipped,2,6
"Eastpointe, Pct 10",83480,"Eastpointe, Pct 10",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 6",83481,"Eastpointe, Pct 6",Cardi DeMonaco Jr.,Sylvia L. Moore,Shenita Lloyd,Michael Jones,2,6
"Eastpointe, Pct 8",83482,"Eastpointe, Pct 8",Rob Baker,skipped,skipped,skipped,2,6
"Eastpointe, Pct 6",83483,"Eastpointe, Pct 6",Tonia Gladney,Michael Jones,Shenita Lloyd,Sylvia L. Moore,2,6
"Eastpointe, Pct 8",83484,"Eastpointe, Pct 8",Cardi DeMonaco Jr.,Tonia Gladney,Shenita Lloyd,Sylvia L. Moore,2,6
"Eastpointe, Pct 6",83485,"Eastpointe, Pct 6",Sylvia L. Moore,Cardi DeMonaco Jr.,Michael Jones,Shenita Lloyd,2,6
"Eastpointe, Pct 6",83486,"Eastpointe, Pct 6",Cardi DeMonaco Jr.,Sylvia L. Moore,Rob Baker,skipped,2,6
"Eastpointe, Pct 6",83487,"Eastpointe, Pct 6",Cardi DeMonaco Jr.,Shenita Lloyd,Rob Baker,skipped,2,6
"Eastpointe, Pct 8",83488,"Eastpointe, Pct 8",Rob Baker,Shenita Lloyd,Tonia Gladney,Michael Jones,2,6
"Eastpointe, Pct 7",83489,"Eastpointe, Pct 7",Michael Jones,Shenita Lloyd,Sylvia L. Moore,Tonia Gladney,2,6
"Eastpointe, Pct 6",83490,"Eastpointe, Pct 6",Cardi DeMonaco Jr.,Shenita Lloyd,Sylvia L. Moore,Rob Baker,2,6
"Eastpointe, Pct 9",83491,"Eastpointe, Pct 9",Cardi DeMonaco Jr.,Sylvia L. Moore,Tonia Gladney,Rob Baker,2,6
"Eastpointe, Pct 6",83492,"Eastpointe, Pct 6",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 9",83493,"Eastpointe, Pct 9",Cardi DeMonaco Jr.,Michael Jones,Sylvia L. Moore,Tonia Gladney,2,6
"Eastpointe, Pct 8",83494,"Eastpointe, Pct 8",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 12",83495,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 14",83496,"Eastpointe, Pct 14",Rob Baker,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 12",83497,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 14",83498,"Eastpointe, Pct 14",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 12",83499,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 13",83500,"Eastpointe, Pct 13",Michael Jones,Sylvia L. Moore,Cardi DeMonaco Jr.,Rob Baker,2,6
"Eastpointe, Pct 14",83501,"Eastpointe, Pct 14",Cardi DeMonaco Jr.,Sylvia L. Moore,Michael Jones,Tonia Gladney,2,6
"Eastpointe, Pct 13",83502,"Eastpointe, Pct 13",Shenita Lloyd,Michael Jones,skipped,skipped,2,6
"Eastpointe, Pct 13",83503,"Eastpointe, Pct 13",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 14",83504,"Eastpointe, Pct 14",Shenita Lloyd,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 13",83506,"Eastpointe, Pct 13",Rob Baker,Cardi DeMonaco Jr.,Michael Jones,skipped,2,6
"Eastpointe, Pct 11",83507,"Eastpointe, Pct 11",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 13",83508,"Eastpointe, Pct 13",Shenita Lloyd,Rob Baker,Michael Jones,Tonia Gladney,2,6
"Eastpointe, Pct 12",83509,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,Sylvia L. Moore,Tonia Gladney,Shenita Lloyd,2,6
"Eastpointe, Pct 12",83510,"Eastpointe, Pct 12",Rob Baker,Shenita Lloyd,Michael Jones,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 12",83511,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 11",83512,"Eastpointe, Pct 11",Shenita Lloyd,Sylvia L. Moore,skipped,skipped,2,6
"Eastpointe, Pct 14",83513,"Eastpointe, Pct 14",Cardi DeMonaco Jr.,Rob Baker,Michael Jones,Shenita Lloyd,2,6
"Eastpointe, Pct 14",83514,"Eastpointe, Pct 14",Sylvia L. Moore,skipped,skipped,skipped,2,6
"Eastpointe, Pct 14",83515,"Eastpointe, Pct 14",Cardi DeMonaco Jr.,Michael Jones,Rob Baker,Sylvia L. Moore,2,6
"Eastpointe, Pct 14",83516,"Eastpointe, Pct 14",Cardi DeMonaco Jr.,Sylvia L. Moore,Shenita Lloyd,Rob Baker,2,6
"Eastpointe, Pct 11",83517,"Eastpointe, Pct 11",Rob Baker,Cardi DeMonaco Jr.,Shenita Lloyd,skipped,2,6
"Eastpointe, Pct 14",83518,"Eastpointe, Pct 14",Cardi DeMonaco Jr.,Rob Baker,Tonia Gladney,Sylvia L. Moore,2,6
"Eastpointe, Pct 11",83519,"Eastpointe, Pct 11",Sylvia L. Moore,Shenita Lloyd,Cardi DeMonaco Jr.,Rob Baker,2,6
"Eastpointe, Pct 12",83520,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 14",83521,"Eastpointe, Pct 14",Cardi DeMonaco Jr.,Rob Baker,Sylvia L. Moore,Tonia Gladney,2,6
"Eastpointe, Pct 14",83522,"Eastpointe, Pct 14",Cardi DeMonaco Jr.,Shenita Lloyd,skipped,skipped,2,6
"Eastpointe, Pct 12",83523,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 14",83524,"Eastpointe, Pct 14",Tonia Gladney,Rob Baker,Cardi DeMonaco Jr.,Michael Jones,2,6
"Eastpointe, Pct 13",83525,"Eastpointe, Pct 13",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 11",83526,"Eastpointe, Pct 11",Cardi DeMonaco Jr.,Rob Baker,Michael Jones,Sylvia L. Moore,2,6
"Eastpointe, Pct 11",83527,"Eastpointe, Pct 11",Sylvia L. Moore,Rob Baker,Tonia Gladney,Shenita Lloyd,2,6
"Eastpointe, Pct 13",83528,"Eastpointe, Pct 13",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 14",83529,"Eastpointe, Pct 14",Cardi DeMonaco Jr.,Rob Baker,Michael Jones,Shenita Lloyd,2,6
"Eastpointe, Pct 11",83530,"Eastpointe, Pct 11",Rob Baker,Sylvia L. Moore,Shenita Lloyd,Tonia Gladney,2,6
"Eastpointe, Pct 13",83531,"Eastpointe, Pct 13",Cardi DeMonaco Jr.,Shenita Lloyd,Sylvia L. Moore,Tonia Gladney,2,6
"Eastpointe, Pct 14",83532,"Eastpointe, Pct 14",Cardi DeMonaco Jr.,Michael Jones,Rob Baker,Tonia Gladney,2,6
"Eastpointe, Pct 12",83533,"Eastpointe, Pct 12",Rob Baker,Sylvia L. Moore,skipped,skipped,2,6
"Eastpointe, Pct 12",83534,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 12",83535,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 14",83536,"Eastpointe, Pct 14",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 12",83537,"Eastpointe, Pct 12",Rob Baker,Sylvia L. Moore,Michael Jones,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 12",83538,"Eastpointe, Pct 12",Rob Baker,Cardi DeMonaco Jr.,Shenita Lloyd,skipped,2,6
"Eastpointe, Pct 11",83539,"Eastpointe, Pct 11",Shenita Lloyd,Michael Jones,Sylvia L. Moore,Tonia Gladney,2,6
"Eastpointe, Pct 12",83540,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,Rob Baker,Michael Jones,Sylvia L. Moore,2,6
"Eastpointe, Pct 11",83541,"Eastpointe, Pct 11",Shenita Lloyd,skipped,skipped,skipped,2,6
"Eastpointe, Pct 12",83542,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,Sylvia L. Moore,Shenita Lloyd,Rob Baker,2,6
"Eastpointe, Pct 12",83543,"Eastpointe, Pct 12",Rob Baker,Tonia Gladney,Sylvia L. Moore,Shenita Lloyd,2,6
"Eastpointe, Pct 14",83544,"Eastpointe, Pct 14",Rob Baker,skipped,skipped,skipped,2,6
"Eastpointe, Pct 14",83545,"Eastpointe, Pct 14",Shenita Lloyd,Sylvia L. Moore,skipped,skipped,2,6
"Eastpointe, Pct 14",83546,"Eastpointe, Pct 14",Shenita Lloyd,Cardi DeMonaco Jr.,Sylvia L. Moore,Michael Jones,2,6
"Eastpointe, Pct 11",83547,"Eastpointe, Pct 11",Rob Baker,Shenita Lloyd,Michael Jones,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 12",83548,"Eastpointe, Pct 12",Tonia Gladney,Sylvia L. Moore,Rob Baker,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 13",83549,"Eastpointe, Pct 13",Cardi DeMonaco Jr.,Rob Baker,Michael Jones,Tonia Gladney,2,6
"Eastpointe, Pct 12",83550,"Eastpointe, Pct 12",Sylvia L. Moore,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 11",83551,"Eastpointe, Pct 11",Cardi DeMonaco Jr.,Sylvia L. Moore,Shenita Lloyd,Michael Jones,2,6
"Eastpointe, Pct 14",83552,"Eastpointe, Pct 14",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 14",83553,"Eastpointe, Pct 14",Cardi DeMonaco Jr.,Michael Jones,Sylvia L. Moore,Rob Baker,2,6
"Eastpointe, Pct 11",83554,"Eastpointe, Pct 11",Michael Jones,Tonia Gladney,skipped,skipped,2,6
"Eastpointe, Pct 14",83555,"Eastpointe, Pct 14",Rob Baker,Shenita Lloyd,skipped,skipped,2,6
"Eastpointe, Pct 14",83556,"Eastpointe, Pct 14",Tonia Gladney,Sylvia L. Moore,Shenita Lloyd,Rob Baker,2,6
"Eastpointe, Pct 14",83557,"Eastpointe, Pct 14",Shenita Lloyd,Sylvia L. Moore,Tonia Gladney,Rob Baker,2,6
"Eastpointe, Pct 11",83558,"Eastpointe, Pct 11",Cardi DeMonaco Jr.,Michael Jones,skipped,skipped,2,6
"Eastpointe, Pct 11",83559,"Eastpointe, Pct 11",Cardi DeMonaco Jr.,Sylvia L. Moore,Shenita Lloyd,Rob Baker,2,6
"Eastpointe, Pct 12",83560,"Eastpointe, Pct 12",Rob Baker,Michael Jones,Sylvia L. Moore,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 12",83561,"Eastpointe, Pct 12",Sylvia L. Moore,skipped,skipped,skipped,2,6
"Eastpointe, Pct 14",83562,"Eastpointe, Pct 14",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 12",83563,"Eastpointe, Pct 12",Rob Baker,Sylvia L. Moore,Michael Jones,Shenita Lloyd,2,6
"Eastpointe, Pct 13",83564,"Eastpointe, Pct 13",Cardi DeMonaco Jr.,Shenita Lloyd,Michael Jones,Sylvia L. Moore,2,6
"Eastpointe, Pct 14",83565,"Eastpointe, Pct 14",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 13",83566,"Eastpointe, Pct 13",Shenita Lloyd,Rob Baker,Cardi DeMonaco Jr.,Tonia Gladney,2,6
"Eastpointe, Pct 12",83567,"Eastpointe, Pct 12",Sylvia L. Moore,Cardi DeMonaco Jr.,Tonia Gladney,Rob Baker,2,6
"Eastpointe, Pct 14",83568,"Eastpointe, Pct 14",Michael Jones,Cardi DeMonaco Jr.,Tonia Gladney,skipped,2,6
"Eastpointe, Pct 12",83569,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,Rob Baker,Tonia Gladney,Sylvia L. Moore,2,6
"Eastpointe, Pct 13",83570,"Eastpointe, Pct 13",Cardi DeMonaco Jr.,Rob Baker,Michael Jones,Shenita Lloyd,2,6
"Eastpointe, Pct 13",83571,"Eastpointe, Pct 13",Cardi DeMonaco Jr.,Rob Baker,Michael Jones,Tonia Gladney,2,6
"Eastpointe, Pct 14",83572,"Eastpointe, Pct 14",Shenita Lloyd,Michael Jones,skipped,skipped,2,6
"Eastpointe, Pct 12",83573,"Eastpointe, Pct 12",Michael Jones,Tonia Gladney,Cardi DeMonaco Jr.,Rob Baker,2,6
"Eastpointe, Pct 14",83574,"Eastpointe, Pct 14",Shenita Lloyd,Rob Baker,Michael Jones,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 14",83575,"Eastpointe, Pct 14",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 12",83576,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 11",83577,"Eastpointe, Pct 11",Rob Baker,Michael Jones,skipped,skipped,2,6
"Eastpointe, Pct 14",83578,"Eastpointe, Pct 14",Cardi DeMonaco Jr.,Michael Jones,Rob Baker,Sylvia L. Moore,2,6
"Eastpointe, Pct 12",83579,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,Michael Jones,Sylvia L. Moore,Tonia Gladney,2,6
"Eastpointe, Pct 14",83580,"Eastpointe, Pct 14",Michael Jones,Tonia Gladney,Sylvia L. Moore,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 11",83581,"Eastpointe, Pct 11",Sylvia L. Moore,Cardi DeMonaco Jr.,Tonia Gladney,Michael Jones,2,6
"Eastpointe, Pct 12",83582,"Eastpointe, Pct 12",Sylvia L. Moore,Cardi DeMonaco Jr.,Rob Baker,skipped,2,6
"Eastpointe, Pct 12",83583,"Eastpointe, Pct 12",Tonia Gladney,Sylvia L. Moore,Michael Jones,Rob Baker,2,6
"Eastpointe, Pct 13",83584,"Eastpointe, Pct 13",Rob Baker,Cardi DeMonaco Jr.,Michael Jones,skipped,2,6
"Eastpointe, Pct 11",83585,"Eastpointe, Pct 11",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 14",83586,"Eastpointe, Pct 14",Tonia Gladney,Sylvia L. Moore,Michael Jones,Shenita Lloyd,2,6
"Eastpointe, Pct 12",83587,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 13",83588,"Eastpointe, Pct 13",Shenita Lloyd,Michael Jones,Rob Baker,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 12",83589,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,Sylvia L. Moore,Rob Baker,Michael Jones,2,6
"Eastpointe, Pct 14",83590,"Eastpointe, Pct 14",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 12",83591,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 12",83592,"Eastpointe, Pct 12",Rob Baker,Shenita Lloyd,Cardi DeMonaco Jr.,Sylvia L. Moore,2,6
"Eastpointe, Pct 12",83593,"Eastpointe, Pct 12",Shenita Lloyd,Tonia Gladney,Michael Jones,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 11",83594,"Eastpointe, Pct 11",Cardi DeMonaco Jr.,Sylvia L. Moore,skipped,skipped,2,6
"Eastpointe, Pct 14",83595,"Eastpointe, Pct 14",Rob Baker,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 14",83596,"Eastpointe, Pct 14",Cardi DeMonaco Jr.,Sylvia L. Moore,skipped,skipped,2,6
"Eastpointe, Pct 11",83597,"Eastpointe, Pct 11",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 14",83598,"Eastpointe, Pct 14",Michael Jones,Shenita Lloyd,Sylvia L. Moore,Tonia Gladney,2,6
"Eastpointe, Pct 12",83599,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 12",83600,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 12",83601,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 14",83602,"Eastpointe, Pct 14",Rob Baker,Shenita Lloyd,skipped,skipped,2,6
"Eastpointe, Pct 12",83603,"Eastpointe, Pct 12",Shenita Lloyd,Cardi DeMonaco Jr.,Rob Baker,skipped,2,6
"Eastpointe, Pct 13",83604,"Eastpointe, Pct 13",Cardi DeMonaco Jr.,Rob Baker,Sylvia L. Moore,skipped,2,6
"Eastpointe, Pct 13",83605,"Eastpointe, Pct 13",Shenita Lloyd,Tonia Gladney,Sylvia L. Moore,skipped,2,6
"Eastpointe, Pct 12",83606,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 11",83607,"Eastpointe, Pct 11",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 13",83608,"Eastpointe, Pct 13",Cardi DeMonaco Jr.,Sylvia L. Moore,Michael Jones,skipped,2,6
"Eastpointe, Pct 13",83609,"Eastpointe, Pct 13",Shenita Lloyd,Michael Jones,Rob Baker,Tonia Gladney,2,6
"Eastpointe, Pct 14",83610,"Eastpointe, Pct 14",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 13",83611,"Eastpointe, Pct 13",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 14",83612,"Eastpointe, Pct 14",Cardi DeMonaco Jr.,Michael Jones,Rob Baker,Sylvia L. Moore,2,6
"Eastpointe, Pct 11",83614,"Eastpointe, Pct 11",Rob Baker,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 12",83615,"Eastpointe, Pct 12",Sylvia L. Moore,Shenita Lloyd,Tonia Gladney,Michael Jones,2,6
"Eastpointe, Pct 12",83617,"Eastpointe, Pct 12",Sylvia L. Moore,Cardi DeMonaco Jr.,Michael Jones,Rob Baker,2,6
"Eastpointe, Pct 12",83618,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 14",83619,"Eastpointe, Pct 14",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 11",83620,"Eastpointe, Pct 11",Sylvia L. Moore,Cardi DeMonaco Jr.,Tonia Gladney,Rob Baker,2,6
"Eastpointe, Pct 11",83621,"Eastpointe, Pct 11",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 12",83622,"Eastpointe, Pct 12",Rob Baker,Tonia Gladney,Cardi DeMonaco Jr.,skipped,2,6
"Eastpointe, Pct 12",83623,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 12",83624,"Eastpointe, Pct 12",Sylvia L. Moore,Tonia Gladney,Shenita Lloyd,Michael Jones,2,6
"Eastpointe, Pct 11",83625,"Eastpointe, Pct 11",Cardi DeMonaco Jr.,Sylvia L. Moore,Shenita Lloyd,Michael Jones,2,6
"Eastpointe, Pct 11",83626,"Eastpointe, Pct 11",Cardi DeMonaco Jr.,Sylvia L. Moore,Michael Jones,skipped,2,6
"Eastpointe, Pct 12",83628,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,Sylvia L. Moore,skipped,skipped,2,6
"Eastpointe, Pct 12",83629,"Eastpointe, Pct 12",Rob Baker,Cardi DeMonaco Jr.,Sylvia L. Moore,Shenita Lloyd,2,6
"Eastpointe, Pct 13",83630,"Eastpointe, Pct 13",Michael Jones,Rob Baker,Cardi DeMonaco Jr.,Sylvia L. Moore,2,6
"Eastpointe, Pct 13",83631,"Eastpointe, Pct 13",Sylvia L. Moore,Rob Baker,Tonia Gladney,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 12",83632,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 14",83633,"Eastpointe, Pct 14",Rob Baker,Shenita Lloyd,Michael Jones,Sylvia L. Moore,2,6
"Eastpointe, Pct 12",83634,"Eastpointe, Pct 12",Rob Baker,Sylvia L. Moore,Shenita Lloyd,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 12",83635,"Eastpointe, Pct 12",Shenita Lloyd,Cardi DeMonaco Jr.,Michael Jones,Rob Baker,2,6
"Eastpointe, Pct 12",83636,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,Sylvia L. Moore,Rob Baker,Michael Jones,2,6
"Eastpointe, Pct 11",83637,"Eastpointe, Pct 11",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 12",83638,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,Michael Jones,Sylvia L. Moore,Tonia Gladney,2,6
"Eastpointe, Pct 12",83639,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,Rob Baker,Michael Jones,Sylvia L. Moore,2,6
"Eastpointe, Pct 14",83640,"Eastpointe, Pct 14",Sylvia L. Moore,Shenita Lloyd,Tonia Gladney,Rob Baker,2,6
"Eastpointe, Pct 12",83641,"Eastpointe, Pct 12",Rob Baker,skipped,skipped,skipped,2,6
"Eastpointe, Pct 14",83642,"Eastpointe, Pct 14",Cardi DeMonaco Jr.,Rob Baker,Shenita Lloyd,Tonia Gladney,2,6
"Eastpointe, Pct 12",83643,"Eastpointe, Pct 12",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
