file,numCands,plurality,IRV,top-two,borda-pm,borda-om,borda-avg,top-3-truncation,condorcet,minimax,smith_plurality,smith_irv,smith-minimax,ranked-pairs,bucklin,approval,smith
Alameda County/Berkeley_11032020_MayorBerkeleyRCV.csv,5,['JESSE ARREGUÍN'],['JESSE ARREGUÍN'],['JESSE ARREGUÍN'],['JESSE ARREGUÍN'],['JESSE ARREGUÍN'],['JESSE ARREGUÍN'],['JESSE ARREGUÍN'],['JESSE ARREGUÍN'],['JESSE ARREGUÍN'],['JESSE ARREGUÍN'],['JESSE ARREGUÍN'],['JESSE ARREGUÍN'],['JESSE ARREGUÍN'],['JESSE ARREGUÍN'],['JESSE ARREGUÍN'],['JESSE ARREGUÍN']
Alameda County/SanLeandro_11062012_CountyCouncilDistrict6.csv,3,['JIM PROLA'],['JIM PROLA'],['JIM PROLA'],['JIM PROLA'],['JIM PROLA'],['JIM PROLA'],['JIM PROLA'],['JIM PROLA'],['JIM PROLA'],['JIM PROLA'],['JIM PROLA'],['JIM PROLA'],['JIM PROLA'],['JIM PROLA'],['JIM PROLA'],['JIM PROLA']
Alameda County/Oakland_11062012_CityCouncilDistrict3.csv,7,['SEAN SULLIVAN'],['LYNETTE GIBSON-MCELHANEY'],['LYNETTE GIBSON-MCELHANEY'],['LYNETTE GIBSON-MCELHANEY'],['LYNETTE GIBSON-MCELHANEY'],['LYNETTE GIBSON-MCELHANEY'],['LYNETTE GIBSON-MCELHANEY'],['LYNETTE GIBSON-MCELHANEY'],['LYNETTE GIBSON-MCELHANEY'],['LYNETTE GIBSON-MCELHANEY'],['LYNETTE GIBSON-MCELHANEY'],['LYNETTE GIBSON-MCELHANEY'],['LYNETTE GIBSON-MCELHANEY'],['LYNETTE GIBSON-MCELHANEY'],['LYNETTE GIBSON-MCELHANEY'],['LYNETTE GIBSON-MCELHANEY']
Alameda County/Oakland_11082022_Schoolboarddistrict2.csv,4,['JENNIFER BROUHARD'],['JENNIFER BROUHARD'],['JENNIFER BROUHARD'],['JENNIFER BROUHARD'],['JENNIFER BROUHARD'],['JENNIFER BROUHARD'],['JENNIFER BROUHARD'],['JENNIFER BROUHARD'],['JENNIFER BROUHARD'],['JENNIFER BROUHARD'],['JENNIFER BROUHARD'],['JENNIFER BROUHARD'],['JENNIFER BROUHARD'],['JENNIFER BROUHARD'],['JENNIFER BROUHARD'],['JENNIFER BROUHARD']
Alameda County/Oakland_11042014_CityCouncilDistrict2.csv,5,['ABEL GUILLEN'],['ABEL GUILLEN'],['ABEL GUILLEN'],['ABEL GUILLEN'],['ABEL GUILLEN'],['ABEL GUILLEN'],['ABEL GUILLEN'],['ABEL GUILLEN'],['ABEL GUILLEN'],['ABEL GUILLEN'],['ABEL GUILLEN'],['ABEL GUILLEN'],['ABEL GUILLEN'],['ABEL GUILLEN'],['ABEL GUILLEN'],['ABEL GUILLEN']
Alameda County/Berkeley_11022010_CityCouncilDistrict4.csv,5,['JESSE ARREGUIN'],['JESSE ARREGUIN'],['JESSE ARREGUIN'],['JESSE ARREGUIN'],['JESSE ARREGUIN'],['JESSE ARREGUIN'],['JESSE ARREGUIN'],['JESSE ARREGUIN'],['JESSE ARREGUIN'],['JESSE ARREGUIN'],['JESSE ARREGUIN'],['JESSE ARREGUIN'],['JESSE ARREGUIN'],['JESSE ARREGUIN'],['JESSE ARREGUIN'],['JESSE ARREGUIN']
Alameda County/Oakland_11062012_CityCouncilDistrict1.csv,8,['DAN KALB'],['DAN KALB'],['DAN KALB'],['DAN KALB'],['DAN KALB'],['DAN KALB'],['DAN KALB'],['DAN KALB'],['DAN KALB'],['DAN KALB'],['DAN KALB'],['DAN KALB'],['DAN KALB'],['DAN KALB'],['DAN KALB'],['DAN KALB']
Alameda County/SanLeandro_11062012_CountyCouncilDistrict4.csv,5,['BENNY LEE'],['BENNY LEE'],['BENNY LEE'],['BENNY LEE'],['BENNY LEE'],['BENNY LEE'],['BENNY LEE'],['BENNY LEE'],['BENNY LEE'],['BENNY LEE'],['BENNY LEE'],['BENNY LEE'],['BENNY LEE'],['BENNY LEE'],['BENNY LEE'],['BENNY LEE']
Alameda County/Berkeley_05282024_Citycouncildistrict4specialelection.csv,5,['IGOR A. TREGUB'],['IGOR A. TREGUB'],['IGOR A. TREGUB'],['IGOR A. TREGUB'],['IGOR A. TREGUB'],['IGOR A. TREGUB'],['IGOR A. TREGUB'],['IGOR A. TREGUB'],['IGOR A. TREGUB'],['IGOR A. TREGUB'],['IGOR A. TREGUB'],['IGOR A. TREGUB'],['IGOR A. TREGUB'],['IGOR A. TREGUB'],['IGOR A. TREGUB'],['IGOR A. TREGUB']
Alameda County/Oakland_11032020_SchoolDirectorDist5OaklandRCV.csv,5,['MIKE HUTCHINSON'],['MIKE HUTCHINSON'],['MIKE HUTCHINSON'],['MIKE HUTCHINSON'],['MIKE HUTCHINSON'],['MIKE HUTCHINSON'],['MIKE HUTCHINSON'],['MIKE HUTCHINSON'],['MIKE HUTCHINSON'],['MIKE HUTCHINSON'],['MIKE HUTCHINSON'],['MIKE HUTCHINSON'],['MIKE HUTCHINSON'],['MIKE HUTCHINSON'],['MIKE HUTCHINSON'],['MIKE HUTCHINSON']
Alameda County/Oakland_11082016_CityCouncilDistrict1.csv,2,['DAN KALB'],['DAN KALB'],['DAN KALB'],['DAN KALB'],['DAN KALB'],['DAN KALB'],['DAN KALB'],['DAN KALB'],['DAN KALB'],['DAN KALB'],['DAN KALB'],['DAN KALB'],['DAN KALB'],['DAN KALB'],['DAN KALB'],['DAN KALB']
Alameda County/Oakland_11052024_CityCouncilD1.csv,4,['ZAC UNGER'],['ZAC UNGER'],['ZAC UNGER'],['ZAC UNGER'],['ZAC UNGER'],['ZAC UNGER'],['ZAC UNGER'],['ZAC UNGER'],['ZAC UNGER'],['ZAC UNGER'],['ZAC UNGER'],['ZAC UNGER'],['ZAC UNGER'],['ZAC UNGER'],['ZAC UNGER'],['ZAC UNGER']
Alameda County/SanLeandro_11082016_CountyCouncilDistrict6.csv,1,['PETE BALLEW'],['PETE BALLEW'],['PETE BALLEW'],['PETE BALLEW'],['PETE BALLEW'],['PETE BALLEW'],['PETE BALLEW'],['PETE BALLEW'],['PETE BALLEW'],['PETE BALLEW'],['PETE BALLEW'],['PETE BALLEW'],['PETE BALLEW'],['PETE BALLEW'],['PETE BALLEW'],['PETE BALLEW']
Alameda County/Oakland_11032020_SchoolDirectorDist1OaklandRCV.csv,4,['SAM DAVIS'],['SAM DAVIS'],['SAM DAVIS'],['SAM DAVIS'],['SAM DAVIS'],['SAM DAVIS'],['SAM DAVIS'],['SAM DAVIS'],['SAM DAVIS'],['SAM DAVIS'],['SAM DAVIS'],['SAM DAVIS'],['SAM DAVIS'],['SAM DAVIS'],['SAM DAVIS'],['SAM DAVIS']
Alameda County/Berkeley_11022010_CityCouncilDistrict1.csv,5,['LINDA MAIO'],['LINDA MAIO'],['LINDA MAIO'],['LINDA MAIO'],['LINDA MAIO'],['LINDA MAIO'],['LINDA MAIO'],['LINDA MAIO'],['LINDA MAIO'],['LINDA MAIO'],['LINDA MAIO'],['LINDA MAIO'],['LINDA MAIO'],['LINDA MAIO'],['LINDA MAIO'],['LINDA MAIO']
Alameda County/SanLeandro_11082016_CountyCouncilDistrict2.csv,2,['ED HERNANDEZ'],['ED HERNANDEZ'],['ED HERNANDEZ'],['ED HERNANDEZ'],['ED HERNANDEZ'],['ED HERNANDEZ'],['ED HERNANDEZ'],['ED HERNANDEZ'],['ED HERNANDEZ'],['ED HERNANDEZ'],['ED HERNANDEZ'],['ED HERNANDEZ'],['ED HERNANDEZ'],['ED HERNANDEZ'],['ED HERNANDEZ'],['ED HERNANDEZ']
Alameda County/Berkeley_11062018_CityAuditor.csv,2,['JENNY WONG'],['JENNY WONG'],['JENNY WONG'],['JENNY WONG'],['JENNY WONG'],['JENNY WONG'],['JENNY WONG'],['JENNY WONG'],['JENNY WONG'],['JENNY WONG'],['JENNY WONG'],['JENNY WONG'],['JENNY WONG'],['JENNY WONG'],['JENNY WONG'],['JENNY WONG']
Alameda County/Oakland_11052024_CityCouncilD5.csv,4,['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO']
Alameda County/Oakland_11082016_CityCouncilDistrict5.csv,2,['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO']
Alameda County/Oakland_11032020_MemberCityCouncilAtLargeOaklandRCV.csv,4,['REBECCA KAPLAN'],['REBECCA KAPLAN'],['REBECCA KAPLAN'],['REBECCA KAPLAN'],['REBECCA KAPLAN'],['REBECCA KAPLAN'],['REBECCA KAPLAN'],['REBECCA KAPLAN'],['REBECCA KAPLAN'],['REBECCA KAPLAN'],['REBECCA KAPLAN'],['REBECCA KAPLAN'],['REBECCA KAPLAN'],['REBECCA KAPLAN'],['REBECCA KAPLAN'],['REBECCA KAPLAN']
Alameda County/Berkeley_11022010_CityAuditor.csv,2,['ANN-MARIE HOGAN'],['ANN-MARIE HOGAN'],['ANN-MARIE HOGAN'],['ANN-MARIE HOGAN'],['ANN-MARIE HOGAN'],['ANN-MARIE HOGAN'],['ANN-MARIE HOGAN'],['ANN-MARIE HOGAN'],['ANN-MARIE HOGAN'],['ANN-MARIE HOGAN'],['ANN-MARIE HOGAN'],['ANN-MARIE HOGAN'],['ANN-MARIE HOGAN'],['ANN-MARIE HOGAN'],['ANN-MARIE HOGAN'],['ANN-MARIE HOGAN']
Alameda County/Oakland_11062012_CityCouncilDistrict5.csv,5,['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO']
Alameda County/Oakland_11042014_CityCouncilDistrict4.csv,3,['ANNIE CAMPBELL WASHINGTON'],['ANNIE CAMPBELL WASHINGTON'],['ANNIE CAMPBELL WASHINGTON'],['ANNIE CAMPBELL WASHINGTON'],['ANNIE CAMPBELL WASHINGTON'],['ANNIE CAMPBELL WASHINGTON'],['ANNIE CAMPBELL WASHINGTON'],['ANNIE CAMPBELL WASHINGTON'],['ANNIE CAMPBELL WASHINGTON'],['ANNIE CAMPBELL WASHINGTON'],['ANNIE CAMPBELL WASHINGTON'],['ANNIE CAMPBELL WASHINGTON'],['ANNIE CAMPBELL WASHINGTON'],['ANNIE CAMPBELL WASHINGTON'],['ANNIE CAMPBELL WASHINGTON'],['ANNIE CAMPBELL WASHINGTON']
Alameda County/Oakland_11082022_Schoolboarddistrict4.csv,4,['NICK RESNICK'],['MIKE HUTCHINSON'],['NICK RESNICK'],['NICK RESNICK'],['MIKE HUTCHINSON'],['MIKE HUTCHINSON'],['MIKE HUTCHINSON'],[],['MIKE HUTCHINSON'],['NICK RESNICK'],['MIKE HUTCHINSON'],['MIKE HUTCHINSON'],['MIKE HUTCHINSON'],['MIKE HUTCHINSON'],['MIKE HUTCHINSON'],"['MIKE HUTCHINSON', 'PECOLIA MANIGO', 'NICK RESNICK']"
Alameda County/Oakland_11042014_CityCouncilDistrict6.csv,5,['DESLEY BROOKS'],['DESLEY BROOKS'],['DESLEY BROOKS'],['DESLEY BROOKS'],['SHEREDA F. NOSAKHARE'],['DESLEY BROOKS'],['DESLEY BROOKS'],['DESLEY BROOKS'],['DESLEY BROOKS'],['DESLEY BROOKS'],['DESLEY BROOKS'],['DESLEY BROOKS'],['DESLEY BROOKS'],['DESLEY BROOKS'],['SHEREDA F. NOSAKHARE'],['DESLEY BROOKS']
Alameda County/Oakland_11082022_Schoolboarddistrict6.csv,4,['VALARIE BACHELOR'],['VALARIE BACHELOR'],['VALARIE BACHELOR'],['VALARIE BACHELOR'],['VALARIE BACHELOR'],['VALARIE BACHELOR'],['VALARIE BACHELOR'],['VALARIE BACHELOR'],['VALARIE BACHELOR'],['VALARIE BACHELOR'],['VALARIE BACHELOR'],['VALARIE BACHELOR'],['VALARIE BACHELOR'],['VALARIE BACHELOR'],['VALARIE BACHELOR'],['VALARIE BACHELOR']
Alameda County/Oakland_11062012_CityCouncilDistrict7.csv,4,['LARRY E. REID'],['LARRY E. REID'],['LARRY E. REID'],['LARRY E. REID'],['LARRY E. REID'],['LARRY E. REID'],['LARRY E. REID'],['LARRY E. REID'],['LARRY E. REID'],['LARRY E. REID'],['LARRY E. REID'],['LARRY E. REID'],['LARRY E. REID'],['LARRY E. REID'],['LARRY E. REID'],['LARRY E. REID']
Alameda County/SanLeandro_11062012_CountyCouncilDistrict2.csv,4,['URSULA REED'],['URSULA REED'],['URSULA REED'],['URSULA REED'],['MORGAN MACK-ROSE'],['URSULA REED'],['URSULA REED'],['URSULA REED'],['URSULA REED'],['URSULA REED'],['URSULA REED'],['URSULA REED'],['URSULA REED'],['MORGAN MACK-ROSE'],['URSULA REED'],['URSULA REED']
Alameda County/Oakland_11052024_CityCouncil_AtLarge.csv,11,['ROWENA BROWN'],['ROWENA BROWN'],['ROWENA BROWN'],['ROWENA BROWN'],['ROWENA BROWN'],['ROWENA BROWN'],['ROWENA BROWN'],['ROWENA BROWN'],['ROWENA BROWN'],['ROWENA BROWN'],['ROWENA BROWN'],['ROWENA BROWN'],['ROWENA BROWN'],['CHARLENE WANG'],['CHARLENE WANG'],['ROWENA BROWN']
Alameda County/Oakland_11082016_CityCouncilDistrict7.csv,3,['LARRY E. REID'],['LARRY E. REID'],['LARRY E. REID'],['LARRY E. REID'],['LARRY E. REID'],['LARRY E. REID'],['LARRY E. REID'],['LARRY E. REID'],['LARRY E. REID'],['LARRY E. REID'],['LARRY E. REID'],['LARRY E. REID'],['LARRY E. REID'],['LARRY E. REID'],['LARRY E. REID'],['LARRY E. REID']
Alameda County/Oakland_11052024_CityCouncilD7.csv,5,['KEN HOUSTON'],['KEN HOUSTON'],['KEN HOUSTON'],['KEN HOUSTON'],['KEN HOUSTON'],['KEN HOUSTON'],['KEN HOUSTON'],['KEN HOUSTON'],['KEN HOUSTON'],['KEN HOUSTON'],['KEN HOUSTON'],['KEN HOUSTON'],['KEN HOUSTON'],['KEN HOUSTON'],['KEN HOUSTON'],['KEN HOUSTON']
Alameda County/Berkeley_11042014_CityCouncilDistrict1.csv,3,['LINDA MAIO'],['LINDA MAIO'],['LINDA MAIO'],['LINDA MAIO'],['LINDA MAIO'],['LINDA MAIO'],['LINDA MAIO'],['LINDA MAIO'],['LINDA MAIO'],['LINDA MAIO'],['LINDA MAIO'],['LINDA MAIO'],['LINDA MAIO'],['LINDA MAIO'],['LINDA MAIO'],['LINDA MAIO']
Alameda County/SanLeandro_11032020_MemberCityCouncilDist6SanLeandroRCV.csv,2,['PETE BALLEW'],['PETE BALLEW'],['PETE BALLEW'],['PETE BALLEW'],['PETE BALLEW'],['PETE BALLEW'],['PETE BALLEW'],['PETE BALLEW'],['PETE BALLEW'],['PETE BALLEW'],['PETE BALLEW'],['PETE BALLEW'],['PETE BALLEW'],['PETE BALLEW'],['PETE BALLEW'],['PETE BALLEW']
Alameda County/Berkeley_11062018_CityCouncilDistrict8.csv,4,['LORI DROSTE'],['LORI DROSTE'],['LORI DROSTE'],['LORI DROSTE'],['LORI DROSTE'],['LORI DROSTE'],['LORI DROSTE'],['LORI DROSTE'],['LORI DROSTE'],['LORI DROSTE'],['LORI DROSTE'],['LORI DROSTE'],['LORI DROSTE'],['LORI DROSTE'],['LORI DROSTE'],['LORI DROSTE']
Alameda County/SanLeandro_11062018_CountyCouncilDistrict5.csv,2,['CORINA N. LOPEZ'],['CORINA N. LOPEZ'],['CORINA N. LOPEZ'],['CORINA N. LOPEZ'],['CORINA N. LOPEZ'],['CORINA N. LOPEZ'],['CORINA N. LOPEZ'],['CORINA N. LOPEZ'],['CORINA N. LOPEZ'],['CORINA N. LOPEZ'],['CORINA N. LOPEZ'],['CORINA N. LOPEZ'],['CORINA N. LOPEZ'],['CORINA N. LOPEZ'],['CORINA N. LOPEZ'],['CORINA N. LOPEZ']
Alameda County/SanLeandro_11022010_CountyCouncilDistrict5.csv,3,['PAULINE RUSSO CUTTER'],['PAULINE RUSSO CUTTER'],['PAULINE RUSSO CUTTER'],['PAULINE RUSSO CUTTER'],['PAULINE RUSSO CUTTER'],['PAULINE RUSSO CUTTER'],['PAULINE RUSSO CUTTER'],['PAULINE RUSSO CUTTER'],['PAULINE RUSSO CUTTER'],['PAULINE RUSSO CUTTER'],['PAULINE RUSSO CUTTER'],['PAULINE RUSSO CUTTER'],['PAULINE RUSSO CUTTER'],['PAULINE RUSSO CUTTER'],['PAULINE RUSSO CUTTER'],['PAULINE RUSSO CUTTER']
Alameda County/Oakland_11052024_School_Director_D3.csv,3,['VANCEDRIC WILLIAMS'],['VANCEDRIC WILLIAMS'],['VANCEDRIC WILLIAMS'],['VANCEDRIC WILLIAMS'],['VANCEDRIC WILLIAMS'],['VANCEDRIC WILLIAMS'],['VANCEDRIC WILLIAMS'],['VANCEDRIC WILLIAMS'],['VANCEDRIC WILLIAMS'],['VANCEDRIC WILLIAMS'],['VANCEDRIC WILLIAMS'],['VANCEDRIC WILLIAMS'],['VANCEDRIC WILLIAMS'],['VANCEDRIC WILLIAMS'],['VANCEDRIC WILLIAMS'],['VANCEDRIC WILLIAMS']
Alameda County/Oakland_11062012_CityCouncilAtLarge.csv,6,['REBECCA KAPLAN'],['REBECCA KAPLAN'],['REBECCA KAPLAN'],['REBECCA KAPLAN'],['REBECCA KAPLAN'],['REBECCA KAPLAN'],['REBECCA KAPLAN'],['REBECCA KAPLAN'],['REBECCA KAPLAN'],['REBECCA KAPLAN'],['REBECCA KAPLAN'],['REBECCA KAPLAN'],['REBECCA KAPLAN'],['REBECCA KAPLAN'],['REBECCA KAPLAN'],['REBECCA KAPLAN']
Alameda County/Oakland_11022010_CityCouncilDistrict4.csv,8,['LIBBY SCHAAF'],['LIBBY SCHAAF'],['LIBBY SCHAAF'],['LIBBY SCHAAF'],['LIBBY SCHAAF'],['LIBBY SCHAAF'],['LIBBY SCHAAF'],['LIBBY SCHAAF'],['LIBBY SCHAAF'],['LIBBY SCHAAF'],['LIBBY SCHAAF'],['LIBBY SCHAAF'],['LIBBY SCHAAF'],['LIBBY SCHAAF'],['LIBBY SCHAAF'],['LIBBY SCHAAF']
Alameda County/Oakland_11082022_CityCouncilmemberDistrict6.csv,5,['KEVIN JENKINS'],['KEVIN JENKINS'],['KEVIN JENKINS'],['KEVIN JENKINS'],['KEVIN JENKINS'],['KEVIN JENKINS'],['KEVIN JENKINS'],['KEVIN JENKINS'],['KEVIN JENKINS'],['KEVIN JENKINS'],['KEVIN JENKINS'],['KEVIN JENKINS'],['KEVIN JENKINS'],['KEVIN JENKINS'],['KEVIN JENKINS'],['KEVIN JENKINS']
Alameda County/Oakland_11082022_CityCouncilmemberDistrict4.csv,3,['JANANI RAMACHANDRAN'],['JANANI RAMACHANDRAN'],['JANANI RAMACHANDRAN'],['JANANI RAMACHANDRAN'],['JANANI RAMACHANDRAN'],['JANANI RAMACHANDRAN'],['JANANI RAMACHANDRAN'],['JANANI RAMACHANDRAN'],['JANANI RAMACHANDRAN'],['JANANI RAMACHANDRAN'],['JANANI RAMACHANDRAN'],['JANANI RAMACHANDRAN'],['JANANI RAMACHANDRAN'],['JANANI RAMACHANDRAN'],['JANANI RAMACHANDRAN'],['JANANI RAMACHANDRAN']
Alameda County/Berkeley_11082016_CityCouncilDistrict2.csv,3,['DARRYL MOORE'],['CHERYL DAVILA'],['CHERYL DAVILA'],['CHERYL DAVILA'],['CHERYL DAVILA'],['CHERYL DAVILA'],['CHERYL DAVILA'],['CHERYL DAVILA'],['CHERYL DAVILA'],['CHERYL DAVILA'],['CHERYL DAVILA'],['CHERYL DAVILA'],['CHERYL DAVILA'],['CHERYL DAVILA'],['CHERYL DAVILA'],['CHERYL DAVILA']
Alameda County/Oakland_11022010_CityCouncilDistrict6.csv,4,['DESLEY BROOKS'],['DESLEY BROOKS'],['DESLEY BROOKS'],['DESLEY BROOKS'],['DESLEY BROOKS'],['DESLEY BROOKS'],['DESLEY BROOKS'],['DESLEY BROOKS'],['DESLEY BROOKS'],['DESLEY BROOKS'],['DESLEY BROOKS'],['DESLEY BROOKS'],['DESLEY BROOKS'],['DESLEY BROOKS'],['DESLEY BROOKS'],['DESLEY BROOKS']
Alameda County/Berkeley_11062012_CityCouncilDistrict3.csv,3,['MAX ANDERSON'],['MAX ANDERSON'],['MAX ANDERSON'],['MAX ANDERSON'],['MAX ANDERSON'],['MAX ANDERSON'],['MAX ANDERSON'],['MAX ANDERSON'],['MAX ANDERSON'],['MAX ANDERSON'],['MAX ANDERSON'],['MAX ANDERSON'],['MAX ANDERSON'],['MAX ANDERSON'],['MAX ANDERSON'],['MAX ANDERSON']
Alameda County/Oakland_11052024_School_Director_D1.csv,3,['RACHEL LATTA'],['RACHEL LATTA'],['RACHEL LATTA'],['RACHEL LATTA'],['RACHEL LATTA'],['RACHEL LATTA'],['RACHEL LATTA'],['RACHEL LATTA'],['RACHEL LATTA'],['RACHEL LATTA'],['RACHEL LATTA'],['RACHEL LATTA'],['RACHEL LATTA'],['RACHEL LATTA'],['RACHEL LATTA'],['RACHEL LATTA']
Alameda County/Oakland_11062018_Mayor.csv,10,['LIBBY SCHAAF'],['LIBBY SCHAAF'],['LIBBY SCHAAF'],['LIBBY SCHAAF'],['LIBBY SCHAAF'],['LIBBY SCHAAF'],['LIBBY SCHAAF'],['LIBBY SCHAAF'],['LIBBY SCHAAF'],['LIBBY SCHAAF'],['LIBBY SCHAAF'],['LIBBY SCHAAF'],['LIBBY SCHAAF'],['LIBBY SCHAAF'],['LIBBY SCHAAF'],['LIBBY SCHAAF']
Alameda County/Berkeley_11062012_Mayor.csv,8,['TOM BATES'],['TOM BATES'],['TOM BATES'],['TOM BATES'],['TOM BATES'],['TOM BATES'],['TOM BATES'],['TOM BATES'],['TOM BATES'],['TOM BATES'],['TOM BATES'],['TOM BATES'],['TOM BATES'],['TOM BATES'],['TOM BATES'],['TOM BATES']
Alameda County/Berkeley_11062012_CityCouncilDistrict2.csv,4,['DARRYL MOORE'],['DARRYL MOORE'],['DARRYL MOORE'],['DARRYL MOORE'],['DARRYL MOORE'],['DARRYL MOORE'],['DARRYL MOORE'],['DARRYL MOORE'],['DARRYL MOORE'],['DARRYL MOORE'],['DARRYL MOORE'],['DARRYL MOORE'],['DARRYL MOORE'],['DARRYL MOORE'],['DARRYL MOORE'],['DARRYL MOORE']
Alameda County/Oakland_11042014_CityAuditor.csv,2,['BRENDA ROBERTS'],['BRENDA ROBERTS'],['BRENDA ROBERTS'],['BRENDA ROBERTS'],['BRENDA ROBERTS'],['BRENDA ROBERTS'],['BRENDA ROBERTS'],['BRENDA ROBERTS'],['BRENDA ROBERTS'],['BRENDA ROBERTS'],['BRENDA ROBERTS'],['BRENDA ROBERTS'],['BRENDA ROBERTS'],['BRENDA ROBERTS'],['BRENDA ROBERTS'],['BRENDA ROBERTS']
Alameda County/Berkeley_11082016_CityCouncilDistrict3.csv,4,['BEN BARTLETT'],['BEN BARTLETT'],['BEN BARTLETT'],['BEN BARTLETT'],['BEN BARTLETT'],['BEN BARTLETT'],['BEN BARTLETT'],['BEN BARTLETT'],['BEN BARTLETT'],['BEN BARTLETT'],['BEN BARTLETT'],['BEN BARTLETT'],['BEN BARTLETT'],['BEN BARTLETT'],['BEN BARTLETT'],['BEN BARTLETT']
Alameda County/Berkeley_11042014_CityCouncilDistrict7.csv,2,['KRISS WORTHINGTON'],['KRISS WORTHINGTON'],['KRISS WORTHINGTON'],['KRISS WORTHINGTON'],['KRISS WORTHINGTON'],['KRISS WORTHINGTON'],['KRISS WORTHINGTON'],['KRISS WORTHINGTON'],['KRISS WORTHINGTON'],['KRISS WORTHINGTON'],['KRISS WORTHINGTON'],['KRISS WORTHINGTON'],['KRISS WORTHINGTON'],['KRISS WORTHINGTON'],['KRISS WORTHINGTON'],['KRISS WORTHINGTON']
Alameda County/Berkeley_11062012_CityCouncilDistrict6.csv,3,['SUSAN WENGRAF'],['SUSAN WENGRAF'],['SUSAN WENGRAF'],['SUSAN WENGRAF'],['SUSAN WENGRAF'],['SUSAN WENGRAF'],['SUSAN WENGRAF'],['SUSAN WENGRAF'],['SUSAN WENGRAF'],['SUSAN WENGRAF'],['SUSAN WENGRAF'],['SUSAN WENGRAF'],['SUSAN WENGRAF'],['SUSAN WENGRAF'],['SUSAN WENGRAF'],['SUSAN WENGRAF']
Alameda County/SanLeandro_11062018_CountyCouncilDistrict3.csv,2,"['VICTOR AGUILAR, JR.']","['VICTOR AGUILAR, JR.']","['VICTOR AGUILAR, JR.']","['VICTOR AGUILAR, JR.']","['VICTOR AGUILAR, JR.']","['VICTOR AGUILAR, JR.']","['VICTOR AGUILAR, JR.']","['VICTOR AGUILAR, JR.']","['VICTOR AGUILAR, JR.']","['VICTOR AGUILAR, JR.']","['VICTOR AGUILAR, JR.']","['VICTOR AGUILAR, JR.']","['VICTOR AGUILAR, JR.']","['VICTOR AGUILAR, JR.']",['LEE THOMAS'],"['VICTOR AGUILAR, JR.']"
Alameda County/Oakland_11032020_MemberCityCouncilDist3OaklandRCV.csv,7,['CARROLL FIFE'],['CARROLL FIFE'],['CARROLL FIFE'],['CARROLL FIFE'],['CARROLL FIFE'],['CARROLL FIFE'],['CARROLL FIFE'],['CARROLL FIFE'],['CARROLL FIFE'],['CARROLL FIFE'],['CARROLL FIFE'],['CARROLL FIFE'],['CARROLL FIFE'],['CARROLL FIFE'],['CARROLL FIFE'],['CARROLL FIFE']
Alameda County/Oakland_11052024_School_Director_D5.csv,3,['PATRICE BERRY'],['PATRICE BERRY'],['PATRICE BERRY'],['PATRICE BERRY'],['PATRICE BERRY'],['PATRICE BERRY'],['PATRICE BERRY'],['PATRICE BERRY'],['PATRICE BERRY'],['PATRICE BERRY'],['PATRICE BERRY'],['PATRICE BERRY'],['PATRICE BERRY'],['PATRICE BERRY'],['PATRICE BERRY'],['PATRICE BERRY']
Alameda County/SanLeandro_11022010_CountyCouncilDistrict3.csv,2,['DIANA M. SOUZA'],['DIANA M. SOUZA'],['DIANA M. SOUZA'],['DIANA M. SOUZA'],['DIANA M. SOUZA'],['DIANA M. SOUZA'],['DIANA M. SOUZA'],['DIANA M. SOUZA'],['DIANA M. SOUZA'],['DIANA M. SOUZA'],['DIANA M. SOUZA'],['DIANA M. SOUZA'],['DIANA M. SOUZA'],['DIANA M. SOUZA'],['DIANA M. SOUZA'],['DIANA M. SOUZA']
Alameda County/Oakland_11022010_CityCouncilDistrict2.csv,3,['PATRICIA KERNIGHAN'],['PATRICIA KERNIGHAN'],['PATRICIA KERNIGHAN'],['PATRICIA KERNIGHAN'],['PATRICIA KERNIGHAN'],['PATRICIA KERNIGHAN'],['PATRICIA KERNIGHAN'],['PATRICIA KERNIGHAN'],['PATRICIA KERNIGHAN'],['PATRICIA KERNIGHAN'],['PATRICIA KERNIGHAN'],['PATRICIA KERNIGHAN'],['PATRICIA KERNIGHAN'],['PATRICIA KERNIGHAN'],['PATRICIA KERNIGHAN'],['PATRICIA KERNIGHAN']
