file,numCands,plurality,IRV,top-two,borda-pm,borda-om,borda-avg,top-3-truncation,condorcet,minimax,smith_plurality,smith_irv,smith-minimax,ranked-pairs,bucklin,approval,smith
Alameda County/Berkeley_11062018_CityCouncilDistrict1.csv,4,['RASHI KESARWANI'],['RASHI KESARWANI'],['RASHI KESARWANI'],['RASHI KESARWANI'],['RASHI KESARWANI'],['RASHI KESARWANI'],['RASHI KESARWANI'],['RASHI KESARWANI'],['RASHI KESARWANI'],['RASHI KESARWANI'],['RASHI KESARWANI'],['RASHI KESARWANI'],['RASHI KESARWANI'],['RASHI KESARWANI'],['IGOR A. TREGUB'],['RASHI KESARWANI']
Alameda County/Oakland_11062012_CityAttorney.csv,3,['BARBARA PARKER'],['BARBARA PARKER'],['BARBARA PARKER'],['BARBARA PARKER'],['BARBARA PARKER'],['BARBARA PARKER'],['BARBARA PARKER'],['BARBARA PARKER'],['BARBARA PARKER'],['BARBARA PARKER'],['BARBARA PARKER'],['BARBARA PARKER'],['BARBARA PARKER'],['BARBARA PARKER'],['BARBARA PARKER'],['BARBARA PARKER']
Alameda County/Berkeley_11082016_Mayor.csv,8,['JESSE ARREGUÍN'],['JESSE ARREGUÍN'],['JESSE ARREGUÍN'],['JESSE ARREGUÍN'],['JESSE ARREGUÍN'],['JESSE ARREGUÍN'],['JESSE ARREGUÍN'],['JESSE ARREGUÍN'],['JESSE ARREGUÍN'],['JESSE ARREGUÍN'],['JESSE ARREGUÍN'],['JESSE ARREGUÍN'],['JESSE ARREGUÍN'],['JESSE ARREGUÍN'],['JESSE ARREGUÍN'],['JESSE ARREGUÍN']
Alameda County/SanLeandro_11062018_Mayor.csv,4,['PAULINE RUSSO CUTTER'],['PAULINE RUSSO CUTTER'],['PAULINE RUSSO CUTTER'],['PAULINE RUSSO CUTTER'],['PAULINE RUSSO CUTTER'],['PAULINE RUSSO CUTTER'],['PAULINE RUSSO CUTTER'],['PAULINE RUSSO CUTTER'],['PAULINE RUSSO CUTTER'],['PAULINE RUSSO CUTTER'],['PAULINE RUSSO CUTTER'],['PAULINE RUSSO CUTTER'],['PAULINE RUSSO CUTTER'],['PAULINE RUSSO CUTTER'],['PAULINE RUSSO CUTTER'],['PAULINE RUSSO CUTTER']
Alameda County/Oakland_11022010_SchoolDirectorDistrict6.csv,2,['CHRISTOPHER DOBBINS'],['CHRISTOPHER DOBBINS'],['CHRISTOPHER DOBBINS'],['CHRISTOPHER DOBBINS'],['CHRISTOPHER DOBBINS'],['CHRISTOPHER DOBBINS'],['CHRISTOPHER DOBBINS'],['CHRISTOPHER DOBBINS'],['CHRISTOPHER DOBBINS'],['CHRISTOPHER DOBBINS'],['CHRISTOPHER DOBBINS'],['CHRISTOPHER DOBBINS'],['CHRISTOPHER DOBBINS'],['CHRISTOPHER DOBBINS'],['CHRISTOPHER DOBBINS'],['CHRISTOPHER DOBBINS']
Alameda County/Oakland_11022010_SchoolDirectorDistrict4.csv,3,['GARY D. YEE'],['GARY D. YEE'],['GARY D. YEE'],['GARY D. YEE'],['GARY D. YEE'],['GARY D. YEE'],['GARY D. YEE'],['GARY D. YEE'],['GARY D. YEE'],['GARY D. YEE'],['GARY D. YEE'],['GARY D. YEE'],['GARY D. YEE'],['GARY D. YEE'],['GARY D. YEE'],['GARY D. YEE']
Alameda County/Berkeley_11032020_MemberCityCouncilDist5BerkeleyRCV.csv,4,['SOPHIE HAHN'],['SOPHIE HAHN'],['SOPHIE HAHN'],['SOPHIE HAHN'],['SOPHIE HAHN'],['SOPHIE HAHN'],['SOPHIE HAHN'],['SOPHIE HAHN'],['SOPHIE HAHN'],['SOPHIE HAHN'],['SOPHIE HAHN'],['SOPHIE HAHN'],['SOPHIE HAHN'],['SOPHIE HAHN'],['SOPHIE HAHN'],['SOPHIE HAHN']
Alameda County/Oakland_11042014_SchoolDirectorDistrict4.csv,4,['NINA SENN'],['NINA SENN'],['NINA SENN'],['NINA SENN'],['NINA SENN'],['NINA SENN'],['NINA SENN'],['NINA SENN'],['NINA SENN'],['NINA SENN'],['NINA SENN'],['NINA SENN'],['NINA SENN'],['NINA SENN'],['NINA SENN'],['NINA SENN']
Alameda County/Oakland_11082022_CityAuditor.csv,2,['COURTNEY RUBY'],['COURTNEY RUBY'],['COURTNEY RUBY'],['COURTNEY RUBY'],['COURTNEY RUBY'],['COURTNEY RUBY'],['COURTNEY RUBY'],['COURTNEY RUBY'],['COURTNEY RUBY'],['COURTNEY RUBY'],['COURTNEY RUBY'],['COURTNEY RUBY'],['COURTNEY RUBY'],['COURTNEY RUBY'],['COURTNEY RUBY'],['COURTNEY RUBY']
Alameda County/Berkeley_11062018_CityCouncilDistrict7.csv,3,['RIGEL ROBINSON'],['RIGEL ROBINSON'],['RIGEL ROBINSON'],['RIGEL ROBINSON'],['RIGEL ROBINSON'],['RIGEL ROBINSON'],['RIGEL ROBINSON'],['RIGEL ROBINSON'],['RIGEL ROBINSON'],['RIGEL ROBINSON'],['RIGEL ROBINSON'],['RIGEL ROBINSON'],['RIGEL ROBINSON'],['RIGEL ROBINSON'],['RIGEL ROBINSON'],['RIGEL ROBINSON']
Alameda County/Oakland_11022010_Mayor.csv,11,['DON PERATA'],['JEAN QUAN'],['JEAN QUAN'],['JEAN QUAN'],['JEAN QUAN'],['JEAN QUAN'],['JEAN QUAN'],['JEAN QUAN'],['JEAN QUAN'],['JEAN QUAN'],['JEAN QUAN'],['JEAN QUAN'],['JEAN QUAN'],['JEAN QUAN'],['JEAN QUAN'],['JEAN QUAN']
Alameda County/Berkeley_11052024_Mayor.csv,6,['ADENA ISHII'],['ADENA ISHII'],['ADENA ISHII'],['ADENA ISHII'],['ADENA ISHII'],['ADENA ISHII'],['ADENA ISHII'],['ADENA ISHII'],['ADENA ISHII'],['ADENA ISHII'],['ADENA ISHII'],['ADENA ISHII'],['ADENA ISHII'],['ADENA ISHII'],['ADENA ISHII'],['ADENA ISHII']
Alameda County/Oakland_11022010_SchoolDirectorDistrict2.csv,2,['DAVID KAKISHIBA'],['DAVID KAKISHIBA'],['DAVID KAKISHIBA'],['DAVID KAKISHIBA'],['DAVID KAKISHIBA'],['DAVID KAKISHIBA'],['DAVID KAKISHIBA'],['DAVID KAKISHIBA'],['DAVID KAKISHIBA'],['DAVID KAKISHIBA'],['DAVID KAKISHIBA'],['DAVID KAKISHIBA'],['DAVID KAKISHIBA'],['DAVID KAKISHIBA'],['DAVID KAKISHIBA'],['DAVID KAKISHIBA']
Alameda County/Oakland_11032020_MemberCityCouncilDist5OaklandRCV.csv,4,['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO'],['NOEL GALLO']
Alameda County/Oakland_11082022_Mayor.csv,11,['LOREN MANUEL TAYLOR'],['SHENG THAO'],['SHENG THAO'],['SHENG THAO'],['SHENG THAO'],['SHENG THAO'],['SHENG THAO'],['SHENG THAO'],['SHENG THAO'],['SHENG THAO'],['SHENG THAO'],['SHENG THAO'],['SHENG THAO'],['SHENG THAO'],['SHENG THAO'],['SHENG THAO']
Alameda County/Berkeley_11062018_CityCouncilDistrict4.csv,3,['KATE HARRISON'],['KATE HARRISON'],['KATE HARRISON'],['KATE HARRISON'],['KATE HARRISON'],['KATE HARRISON'],['KATE HARRISON'],['KATE HARRISON'],['KATE HARRISON'],['KATE HARRISON'],['KATE HARRISON'],['KATE HARRISON'],['KATE HARRISON'],['KATE HARRISON'],['KATE HARRISON'],['KATE HARRISON']
Alameda County/Oakland_11052024_CityAttorney.csv,3,['RYAN RICHARDSON'],['RYAN RICHARDSON'],['RYAN RICHARDSON'],['RYAN RICHARDSON'],['RYAN RICHARDSON'],['RYAN RICHARDSON'],['RYAN RICHARDSON'],['RYAN RICHARDSON'],['RYAN RICHARDSON'],['RYAN RICHARDSON'],['RYAN RICHARDSON'],['RYAN RICHARDSON'],['RYAN RICHARDSON'],['RYAN RICHARDSON'],['RYAN RICHARDSON'],['RYAN RICHARDSON']
Alameda County/Berkeley_03072017_CityCouncilDistrict4.csv,2,['KATE HARRISON'],['KATE HARRISON'],['KATE HARRISON'],['KATE HARRISON'],['KATE HARRISON'],['KATE HARRISON'],['KATE HARRISON'],['KATE HARRISON'],['KATE HARRISON'],['KATE HARRISON'],['KATE HARRISON'],['KATE HARRISON'],['KATE HARRISON'],['KATE HARRISON'],['KATE HARRISON'],['KATE HARRISON']
Alameda County/Berkeley_11032020_MemberCityCouncilDist3BerkeleyRCV.csv,4,['BEN BARTLETT'],['BEN BARTLETT'],['BEN BARTLETT'],['BEN BARTLETT'],['BEN BARTLETT'],['BEN BARTLETT'],['BEN BARTLETT'],['BEN BARTLETT'],['BEN BARTLETT'],['BEN BARTLETT'],['BEN BARTLETT'],['BEN BARTLETT'],['BEN BARTLETT'],['BEN BARTLETT'],['BEN BARTLETT'],['BEN BARTLETT']
Alameda County/Oakland_11032020_MemberCityCouncilDist1OaklandRCV.csv,4,['DAN KALB'],['DAN KALB'],['DAN KALB'],['DAN KALB'],['DAN KALB'],['DAN KALB'],['DAN KALB'],['DAN KALB'],['DAN KALB'],['DAN KALB'],['DAN KALB'],['DAN KALB'],['DAN KALB'],['DAN KALB'],['DAN KALB'],['DAN KALB']
Alameda County/Oakland_11042014_SchoolDirectorDistrict6.csv,2,['SHANTHI GONZALES'],['SHANTHI GONZALES'],['SHANTHI GONZALES'],['SHANTHI GONZALES'],['SHANTHI GONZALES'],['SHANTHI GONZALES'],['SHANTHI GONZALES'],['SHANTHI GONZALES'],['SHANTHI GONZALES'],['SHANTHI GONZALES'],['SHANTHI GONZALES'],['SHANTHI GONZALES'],['SHANTHI GONZALES'],['SHANTHI GONZALES'],['SHANTHI GONZALES'],['SHANTHI GONZALES']
Alameda County/Oakland_11082016_SchoolDirectorDistrict3.csv,5,['JUMOKE HINTON HODGE'],['JUMOKE HINTON HODGE'],['JUMOKE HINTON HODGE'],['JUMOKE HINTON HODGE'],['JUMOKE HINTON HODGE'],['JUMOKE HINTON HODGE'],['JUMOKE HINTON HODGE'],['JUMOKE HINTON HODGE'],['JUMOKE HINTON HODGE'],['JUMOKE HINTON HODGE'],['JUMOKE HINTON HODGE'],['JUMOKE HINTON HODGE'],['JUMOKE HINTON HODGE'],['JUMOKE HINTON HODGE'],['JUMOKE HINTON HODGE'],['JUMOKE HINTON HODGE']
Alameda County/Oakland_11032020_SchoolDirectorDist3OaklandRCV.csv,6,['VANCEDRIC WILLIAMS'],['VANCEDRIC WILLIAMS'],['VANCEDRIC WILLIAMS'],['VANCEDRIC WILLIAMS'],['VANCEDRIC WILLIAMS'],['VANCEDRIC WILLIAMS'],['VANCEDRIC WILLIAMS'],['VANCEDRIC WILLIAMS'],['VANCEDRIC WILLIAMS'],['VANCEDRIC WILLIAMS'],['VANCEDRIC WILLIAMS'],['VANCEDRIC WILLIAMS'],['VANCEDRIC WILLIAMS'],['VANCEDRIC WILLIAMS'],['VANCEDRIC WILLIAMS'],['VANCEDRIC WILLIAMS']
Alameda County/Berkeley_11052024_CityCouncilD6.csv,3,['BRENT BLACKABY'],['BRENT BLACKABY'],['BRENT BLACKABY'],['BRENT BLACKABY'],['BRENT BLACKABY'],['BRENT BLACKABY'],['BRENT BLACKABY'],['BRENT BLACKABY'],['BRENT BLACKABY'],['BRENT BLACKABY'],['BRENT BLACKABY'],['BRENT BLACKABY'],['BRENT BLACKABY'],['BRENT BLACKABY'],['BRENT BLACKABY'],['BRENT BLACKABY']
Alameda County/Oakland_11032020_SchoolDirectorDist7OaklandRCV.csv,6,['CLIFFORD THOMPSON'],['CLIFFORD THOMPSON'],['CLIFFORD THOMPSON'],['CLIFFORD THOMPSON'],['CLIFFORD THOMPSON'],['CLIFFORD THOMPSON'],['CLIFFORD THOMPSON'],['CLIFFORD THOMPSON'],['CLIFFORD THOMPSON'],['CLIFFORD THOMPSON'],['CLIFFORD THOMPSON'],['CLIFFORD THOMPSON'],['CLIFFORD THOMPSON'],['CLIFFORD THOMPSON'],['CLIFFORD THOMPSON'],['CLIFFORD THOMPSON']
Alameda County/Oakland_11062012_SchoolDirectorDistrict1.csv,3,['JODY LONDON'],['JODY LONDON'],['JODY LONDON'],['JODY LONDON'],['JODY LONDON'],['JODY LONDON'],['JODY LONDON'],['JODY LONDON'],['JODY LONDON'],['JODY LONDON'],['JODY LONDON'],['JODY LONDON'],['JODY LONDON'],['JODY LONDON'],['JODY LONDON'],['JODY LONDON']
Alameda County/Oakland_11062018_SchoolDirectorDistrict6.csv,2,['SHANTHI GONZALES'],['SHANTHI GONZALES'],['SHANTHI GONZALES'],['SHANTHI GONZALES'],['SHANTHI GONZALES'],['SHANTHI GONZALES'],['SHANTHI GONZALES'],['SHANTHI GONZALES'],['SHANTHI GONZALES'],['SHANTHI GONZALES'],['SHANTHI GONZALES'],['SHANTHI GONZALES'],['SHANTHI GONZALES'],['SHANTHI GONZALES'],['SHANTHI GONZALES'],['SHANTHI GONZALES']
Alameda County/Oakland_11062018_CityCouncilDistrict2.csv,3,['NIKKI FORTUNATO BAS'],['NIKKI FORTUNATO BAS'],['NIKKI FORTUNATO BAS'],['NIKKI FORTUNATO BAS'],['NIKKI FORTUNATO BAS'],['NIKKI FORTUNATO BAS'],['NIKKI FORTUNATO BAS'],['NIKKI FORTUNATO BAS'],['NIKKI FORTUNATO BAS'],['NIKKI FORTUNATO BAS'],['NIKKI FORTUNATO BAS'],['NIKKI FORTUNATO BAS'],['NIKKI FORTUNATO BAS'],['NIKKI FORTUNATO BAS'],['NIKKI FORTUNATO BAS'],['NIKKI FORTUNATO BAS']
Alameda County/SanLeandro_11042014_CountyCouncilDistrict5.csv,3,['CORINA LOPEZ'],['CORINA LOPEZ'],['CORINA LOPEZ'],['CORINA LOPEZ'],['CORINA LOPEZ'],['CORINA LOPEZ'],['CORINA LOPEZ'],['CORINA LOPEZ'],['CORINA LOPEZ'],['CORINA LOPEZ'],['CORINA LOPEZ'],['CORINA LOPEZ'],['CORINA LOPEZ'],['CORINA LOPEZ'],['CORINA LOPEZ'],['CORINA LOPEZ']
Alameda County/Berkeley_11052024_CityCouncilD5.csv,4,"[""SHOSHANA O'KEEFE""]","[""SHOSHANA O'KEEFE""]","[""SHOSHANA O'KEEFE""]","[""SHOSHANA O'KEEFE""]","[""SHOSHANA O'KEEFE""]","[""SHOSHANA O'KEEFE""]","[""SHOSHANA O'KEEFE""]","[""SHOSHANA O'KEEFE""]","[""SHOSHANA O'KEEFE""]","[""SHOSHANA O'KEEFE""]","[""SHOSHANA O'KEEFE""]","[""SHOSHANA O'KEEFE""]","[""SHOSHANA O'KEEFE""]","[""SHOSHANA O'KEEFE""]","[""SHOSHANA O'KEEFE""]","[""SHOSHANA O'KEEFE""]"
Alameda County/Oakland_11062018_SchoolDirectorDistrict4.csv,2,['GARY D. YEE'],['GARY D. YEE'],['GARY D. YEE'],['GARY D. YEE'],['GARY D. YEE'],['GARY D. YEE'],['GARY D. YEE'],['GARY D. YEE'],['GARY D. YEE'],['GARY D. YEE'],['GARY D. YEE'],['GARY D. YEE'],['GARY D. YEE'],['GARY D. YEE'],['GARY D. YEE'],['GARY D. YEE']
Alameda County/Oakland_11062012_SchoolDirectorDistrict3.csv,4,['JUMOKE HINTON HODGE'],['JUMOKE HINTON HODGE'],['JUMOKE HINTON HODGE'],['JUMOKE HINTON HODGE'],['JUMOKE HINTON HODGE'],['JUMOKE HINTON HODGE'],['JUMOKE HINTON HODGE'],['JUMOKE HINTON HODGE'],['JUMOKE HINTON HODGE'],['JUMOKE HINTON HODGE'],['JUMOKE HINTON HODGE'],['JUMOKE HINTON HODGE'],['JUMOKE HINTON HODGE'],['JUMOKE HINTON HODGE'],['JUMOKE HINTON HODGE'],['JUMOKE HINTON HODGE']
Alameda County/SanLeandro_11032020_MemberCityCouncilDist4SanLeandroRCV.csv,3,['FRED SIMON'],['FRED SIMON'],['FRED SIMON'],['FRED SIMON'],['FRED SIMON'],['FRED SIMON'],['FRED SIMON'],['FRED SIMON'],['FRED SIMON'],['FRED SIMON'],['FRED SIMON'],['FRED SIMON'],['FRED SIMON'],['FRED SIMON'],['FRED SIMON'],['FRED SIMON']
Alameda County/Berkeley_11032020_MemberCityCouncilDist6BerkeleyRCV.csv,3,['SUSAN WENGRAF'],['SUSAN WENGRAF'],['SUSAN WENGRAF'],['SUSAN WENGRAF'],['SUSAN WENGRAF'],['SUSAN WENGRAF'],['SUSAN WENGRAF'],['SUSAN WENGRAF'],['SUSAN WENGRAF'],['SUSAN WENGRAF'],['SUSAN WENGRAF'],['SUSAN WENGRAF'],['SUSAN WENGRAF'],['SUSAN WENGRAF'],['SUSAN WENGRAF'],['SUSAN WENGRAF']
Alameda County/Oakland_11082016_SchoolDirectorDistrict1.csv,2,['JODY LONDON'],['JODY LONDON'],['JODY LONDON'],['JODY LONDON'],['JODY LONDON'],['JODY LONDON'],['JODY LONDON'],['JODY LONDON'],['JODY LONDON'],['JODY LONDON'],['JODY LONDON'],['JODY LONDON'],['JODY LONDON'],['JODY LONDON'],['JODY LONDON'],['JODY LONDON']
Alameda County/Oakland_11042014_Mayor.csv,16,['LIBBY SCHAAF'],['LIBBY SCHAAF'],['LIBBY SCHAAF'],['LIBBY SCHAAF'],['LIBBY SCHAAF'],['LIBBY SCHAAF'],['LIBBY SCHAAF'],['LIBBY SCHAAF'],['LIBBY SCHAAF'],['LIBBY SCHAAF'],['LIBBY SCHAAF'],['LIBBY SCHAAF'],['LIBBY SCHAAF'],['LIBBY SCHAAF'],['LIBBY SCHAAF'],['LIBBY SCHAAF']
Alameda County/Berkeley_11022010_CityCouncilDistrict8.csv,4,['GORDON WOZNIAK'],['GORDON WOZNIAK'],['GORDON WOZNIAK'],['GORDON WOZNIAK'],['GORDON WOZNIAK'],['GORDON WOZNIAK'],['GORDON WOZNIAK'],['GORDON WOZNIAK'],['GORDON WOZNIAK'],['GORDON WOZNIAK'],['GORDON WOZNIAK'],['GORDON WOZNIAK'],['GORDON WOZNIAK'],['GORDON WOZNIAK'],['GORDON WOZNIAK'],['GORDON WOZNIAK']
Alameda County/Oakland_11082016_SchoolDirectorDistrict5.csv,4,['HUBER TRENADO'],['ROSIE TORRES'],['ROSIE TORRES'],['ROSIE TORRES'],['HUBER TRENADO'],['ROSIE TORRES'],['ROSIE TORRES'],['ROSIE TORRES'],['ROSIE TORRES'],['ROSIE TORRES'],['ROSIE TORRES'],['ROSIE TORRES'],['ROSIE TORRES'],['ROSIE TORRES'],['ROSIE TORRES'],['ROSIE TORRES']
Alameda County/Oakland_11062012_SchoolDirectorDistrict7.csv,3,['JAMES HARRIS'],['JAMES HARRIS'],['JAMES HARRIS'],['JAMES HARRIS'],['JAMES HARRIS'],['JAMES HARRIS'],['JAMES HARRIS'],['JAMES HARRIS'],['JAMES HARRIS'],['JAMES HARRIS'],['JAMES HARRIS'],['JAMES HARRIS'],['JAMES HARRIS'],['JAMES HARRIS'],['JAMES HARRIS'],['JAMES HARRIS']
Alameda County/SanLeandro_11042014_CountyCouncilDistrict1.csv,4,['DEBORAH COX'],['DEBORAH COX'],['DEBORAH COX'],['DEBORAH COX'],['DEBORAH COX'],['DEBORAH COX'],['DEBORAH COX'],['DEBORAH COX'],['DEBORAH COX'],['DEBORAH COX'],['DEBORAH COX'],['DEBORAH COX'],['DEBORAH COX'],['DEBORAH COX'],['DEBORAH COX'],['DEBORAH COX']
Alameda County/Oakland_11032020_CityAttorneyOaklandRCV.csv,3,['BARBARA PARKER'],['BARBARA PARKER'],['BARBARA PARKER'],['BARBARA PARKER'],['BARBARA PARKER'],['BARBARA PARKER'],['BARBARA PARKER'],['BARBARA PARKER'],['BARBARA PARKER'],['BARBARA PARKER'],['BARBARA PARKER'],['BARBARA PARKER'],['BARBARA PARKER'],['BARBARA PARKER'],['BARBARA PARKER'],['BARBARA PARKER']
Alameda County/Oakland_11062018_CityCouncilDistrict4.csv,7,['SHENG THAO'],['SHENG THAO'],['SHENG THAO'],['SHENG THAO'],['SHENG THAO'],['SHENG THAO'],['SHENG THAO'],['SHENG THAO'],['SHENG THAO'],['SHENG THAO'],['SHENG THAO'],['SHENG THAO'],['SHENG THAO'],['SHENG THAO'],['PAM HARRIS'],['SHENG THAO']
Alameda County/Oakland_11062018_CityCouncilDistrict6.csv,5,['LOREN TAYLOR'],['LOREN TAYLOR'],['LOREN TAYLOR'],['LOREN TAYLOR'],['LOREN TAYLOR'],['LOREN TAYLOR'],['LOREN TAYLOR'],['LOREN TAYLOR'],['LOREN TAYLOR'],['LOREN TAYLOR'],['LOREN TAYLOR'],['LOREN TAYLOR'],['LOREN TAYLOR'],['LOREN TAYLOR'],['LOREN TAYLOR'],['LOREN TAYLOR']
Alameda County/SanLeandro_11042014_CountyCouncilDistrict3.csv,3,['LEE THOMAS'],['LEE THOMAS'],['LEE THOMAS'],['LEE THOMAS'],['LEE THOMAS'],['LEE THOMAS'],['LEE THOMAS'],['LEE THOMAS'],['LEE THOMAS'],['LEE THOMAS'],['LEE THOMAS'],['LEE THOMAS'],['LEE THOMAS'],['LEE THOMAS'],['LEE THOMAS'],['LEE THOMAS']
Alameda County/Oakland_11022010_CityAuditor.csv,3,['COURTNEY RUBY'],['COURTNEY RUBY'],['COURTNEY RUBY'],['COURTNEY RUBY'],['COURTNEY RUBY'],['COURTNEY RUBY'],['COURTNEY RUBY'],['COURTNEY RUBY'],['COURTNEY RUBY'],['COURTNEY RUBY'],['COURTNEY RUBY'],['COURTNEY RUBY'],['COURTNEY RUBY'],['COURTNEY RUBY'],['COURTNEY RUBY'],['COURTNEY RUBY']
Alameda County/Oakland_11062018_SchoolDirectorDistrict2.csv,1,['AIMEE ENG'],['AIMEE ENG'],['AIMEE ENG'],['AIMEE ENG'],['AIMEE ENG'],['AIMEE ENG'],['AIMEE ENG'],['AIMEE ENG'],['AIMEE ENG'],['AIMEE ENG'],['AIMEE ENG'],['AIMEE ENG'],['AIMEE ENG'],['AIMEE ENG'],['AIMEE ENG'],['AIMEE ENG']
Alameda County/Berkeley_11052024_CityCouncilD3.csv,4,['BEN BARTLETT'],['BEN BARTLETT'],['BEN BARTLETT'],['BEN BARTLETT'],['BEN BARTLETT'],['BEN BARTLETT'],['BEN BARTLETT'],['BEN BARTLETT'],['BEN BARTLETT'],['BEN BARTLETT'],['BEN BARTLETT'],['BEN BARTLETT'],['BEN BARTLETT'],['BEN BARTLETT'],['BEN BARTLETT'],['BEN BARTLETT']
Alameda County/Oakland_11062012_SchoolDirectorDistrict5.csv,3,['ROSIE TORRES'],['ROSIE TORRES'],['ROSIE TORRES'],['ROSIE TORRES'],['ROSIE TORRES'],['ROSIE TORRES'],['ROSIE TORRES'],['ROSIE TORRES'],['ROSIE TORRES'],['ROSIE TORRES'],['ROSIE TORRES'],['ROSIE TORRES'],['ROSIE TORRES'],['ROSIE TORRES'],['ROSIE TORRES'],['ROSIE TORRES']
Alameda County/Berkeley_11052024_CityCouncilD2.csv,3,['TERRY TAPLIN'],['TERRY TAPLIN'],['TERRY TAPLIN'],['TERRY TAPLIN'],['TERRY TAPLIN'],['TERRY TAPLIN'],['TERRY TAPLIN'],['TERRY TAPLIN'],['TERRY TAPLIN'],['TERRY TAPLIN'],['TERRY TAPLIN'],['TERRY TAPLIN'],['TERRY TAPLIN'],['TERRY TAPLIN'],['TERRY TAPLIN'],['TERRY TAPLIN']
Alameda County/Oakland_11082016_CityAttorney.csv,1,['BARBARA J. PARKER'],['BARBARA J. PARKER'],['BARBARA J. PARKER'],['BARBARA J. PARKER'],['BARBARA J. PARKER'],['BARBARA J. PARKER'],['BARBARA J. PARKER'],['BARBARA J. PARKER'],['BARBARA J. PARKER'],['BARBARA J. PARKER'],['BARBARA J. PARKER'],['BARBARA J. PARKER'],['BARBARA J. PARKER'],['BARBARA J. PARKER'],['BARBARA J. PARKER'],['BARBARA J. PARKER']
Alameda County/Oakland_11062018_CityAuditor.csv,2,['COURTNEY RUBY'],['COURTNEY RUBY'],['COURTNEY RUBY'],['COURTNEY RUBY'],['COURTNEY RUBY'],['COURTNEY RUBY'],['COURTNEY RUBY'],['COURTNEY RUBY'],['COURTNEY RUBY'],['COURTNEY RUBY'],['COURTNEY RUBY'],['COURTNEY RUBY'],['COURTNEY RUBY'],['COURTNEY RUBY'],['COURTNEY RUBY'],['COURTNEY RUBY']
Alameda County/Oakland_11082016_SchoolDirectorDistrict7.csv,2,['JAMES HARRIS'],['JAMES HARRIS'],['JAMES HARRIS'],['JAMES HARRIS'],['JAMES HARRIS'],['JAMES HARRIS'],['JAMES HARRIS'],['JAMES HARRIS'],['JAMES HARRIS'],['JAMES HARRIS'],['JAMES HARRIS'],['JAMES HARRIS'],['JAMES HARRIS'],['JAMES HARRIS'],['JAMES HARRIS'],['JAMES HARRIS']
Alameda County/Berkeley_11022010_CityCouncilDistrict7.csv,4,['KRISS WORTHINGTON'],['KRISS WORTHINGTON'],['KRISS WORTHINGTON'],['KRISS WORTHINGTON'],['KRISS WORTHINGTON'],['KRISS WORTHINGTON'],['KRISS WORTHINGTON'],['KRISS WORTHINGTON'],['KRISS WORTHINGTON'],['KRISS WORTHINGTON'],['KRISS WORTHINGTON'],['KRISS WORTHINGTON'],['KRISS WORTHINGTON'],['KRISS WORTHINGTON'],['KRISS WORTHINGTON'],['KRISS WORTHINGTON']
Alameda County/SanLeandro_11082016_CountyCouncilDistrict4.csv,1,['BENNY LEE'],['BENNY LEE'],['BENNY LEE'],['BENNY LEE'],['BENNY LEE'],['BENNY LEE'],['BENNY LEE'],['BENNY LEE'],['BENNY LEE'],['BENNY LEE'],['BENNY LEE'],['BENNY LEE'],['BENNY LEE'],['BENNY LEE'],['BENNY LEE'],['BENNY LEE']
Alameda County/SanLeandro_11042014_Mayor.csv,4,['PAULINE RUSSO CUTTER'],['PAULINE RUSSO CUTTER'],['PAULINE RUSSO CUTTER'],['PAULINE RUSSO CUTTER'],['PAULINE RUSSO CUTTER'],['PAULINE RUSSO CUTTER'],['PAULINE RUSSO CUTTER'],['PAULINE RUSSO CUTTER'],['PAULINE RUSSO CUTTER'],['PAULINE RUSSO CUTTER'],['PAULINE RUSSO CUTTER'],['PAULINE RUSSO CUTTER'],['PAULINE RUSSO CUTTER'],['PAULINE RUSSO CUTTER'],['PAULINE RUSSO CUTTER'],['PAULINE RUSSO CUTTER']
Alameda County/Oakland_11052024_CityCouncilD3.csv,7,['CARROLL FIFE'],['CARROLL FIFE'],['CARROLL FIFE'],['CARROLL FIFE'],['CARROLL FIFE'],['CARROLL FIFE'],['CARROLL FIFE'],['CARROLL FIFE'],['CARROLL FIFE'],['CARROLL FIFE'],['CARROLL FIFE'],['CARROLL FIFE'],['CARROLL FIFE'],['CARROLL FIFE'],['CARROLL FIFE'],['CARROLL FIFE']
Alameda County/Oakland_11082016_CityCouncilDistrict3.csv,2,['LYNETTE GIBSON MCELHANEY'],['LYNETTE GIBSON MCELHANEY'],['LYNETTE GIBSON MCELHANEY'],['LYNETTE GIBSON MCELHANEY'],['LYNETTE GIBSON MCELHANEY'],['LYNETTE GIBSON MCELHANEY'],['LYNETTE GIBSON MCELHANEY'],['LYNETTE GIBSON MCELHANEY'],['LYNETTE GIBSON MCELHANEY'],['LYNETTE GIBSON MCELHANEY'],['LYNETTE GIBSON MCELHANEY'],['LYNETTE GIBSON MCELHANEY'],['LYNETTE GIBSON MCELHANEY'],['LYNETTE GIBSON MCELHANEY'],['NONI D. SESSION'],['LYNETTE GIBSON MCELHANEY']
