rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,numSeats,numCands
"Maher, David P.","Decker, Marjorie C.","Reeves, Kenneth E.","Toomey, Timothy J., Jr.","Kelley, Craig A.","Moree, Gregg J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Murphy, Brian","Kelley, Craig A.","Davis, Henrietta","Simmons, E. Denise","Reeves, Kenneth E.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Davis, Henrietta","Seidel, Sam","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Davis, Henrietta","Seidel, Sam","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Maher, David P.","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Ward, Larry W.","Davis, Henrietta","Reeves, Kenneth E.","Seidel, Sam","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Galluccio, Anthony D.","Maher, David P.","Murphy, Brian","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Sullivan, Edward J.","Moree, Gregg J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Decker, Marjorie C.","Moree, Gregg J.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Galluccio, Anthony D.","Moree, Gregg J.","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Galluccio, Anthony D.","Reeves, Kenneth E.","Seidel, Sam","Simmons, E. Denise","Toomey, Timothy J., Jr.","Davis, Henrietta","Decker, Marjorie C.","Maher, David P.","Kelley, Craig A.","Murphy, Brian","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,9,17
"Kelley, Craig A.","Decker, Marjorie C.","Seidel, Sam","Ward, Larry W.","Janik, Jonathan S.","Davis, Henrietta","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Kelley, Craig A.","Seidel, Sam","Janik, Jonathan S.","Simmons, E. Denise","Murphy, Brian","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Kelley, Craig A.","Simmons, E. Denise","Davis, Henrietta","Seidel, Sam","Janik, Jonathan S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Decker, Marjorie C.","Toomey, Timothy J., Jr.","Reeves, Kenneth E.","Simmons, E. Denise","Murphy, Brian","Maher, David P.","Kelley, Craig A.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Davis, Henrietta","Decker, Marjorie C.","Seidel, Sam","Murphy, Brian","Ward, Larry W.","Simmons, E. Denise","Reeves, Kenneth E.","Moore, M. Kevin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Simmons, E. Denise","Reeves, Kenneth E.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Galluccio, Anthony D.","Maher, David P.","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Maher, David P.","Moree, Gregg J.","Reeves, Kenneth E.","Toomey, Timothy J., Jr.","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Kelley, Craig A.","Seidel, Sam","Davis, Henrietta","Simmons, E. Denise","Murphy, Brian","Decker, Marjorie C.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Ward, Larry W.","Kelley, Craig A.","Maher, David P.","Galluccio, Anthony D.","Reeves, Kenneth E.","Murphy, Brian","Simmons, E. Denise","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Kelley, Craig A.","Seidel, Sam","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Simmons, E. Denise","Toomey, Timothy J., Jr.","Reeves, Kenneth E.","Decker, Marjorie C.","Murphy, Brian","Kelley, Craig A.","Maher, David P.","Davis, Henrietta","Moree, Gregg J.","Ward, Larry W.","Moore, M. Kevin","Seidel, Sam","Podgers, Kathy","Sullivan, Edward J.","Janik, Jonathan S.","Galluccio, Anthony D.",9,17
"Seidel, Sam","Davis, Henrietta","Simmons, E. Denise","Decker, Marjorie C.","Toomey, Timothy J., Jr.","Kelley, Craig A.","Maher, David P.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Maher, David P.","Sullivan, Edward J.","Galluccio, Anthony D.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Sullivan, Edward J.","Galluccio, Anthony D.","Maher, David P.","Moree, Gregg J.","Podgers, Kathy","Seidel, Sam","Ward, Larry W.","Janik, Jonathan S.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Seidel, Sam","Reeves, Kenneth E.","Kelley, Craig A.","Murphy, Brian","Simmons, E. Denise","Toomey, Timothy J., Jr.","Maher, David P.","Moree, Gregg J.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Simmons, E. Denise","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Moree, Gregg J.","Reeves, Kenneth E.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Sullivan, Edward J.","Decker, Marjorie C.","Toomey, Timothy J., Jr.","Maher, David P.","Murphy, Brian","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Sullivan, Edward J.","Decker, Marjorie C.","Galluccio, Anthony D.","Maher, David P.","Davis, Henrietta","Simmons, E. Denise","Reeves, Kenneth E.","Toomey, Timothy J., Jr.","Janik, Jonathan S.","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Maher, David P.","Sullivan, Edward J.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Galluccio, Anthony D.","Maher, David P.","Sullivan, Edward J.","Decker, Marjorie C.","Kelley, Craig A.","Simmons, E. Denise","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Sullivan, Edward J.","Galluccio, Anthony D.","Maher, David P.","Toomey, Timothy J., Jr.","Davis, Henrietta","Decker, Marjorie C.","Moree, Gregg J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Murphy, Brian","Davis, Henrietta","Simmons, E. Denise","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Decker, Marjorie C.","Janik, Jonathan S.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Kelley, Craig A.","Ward, Larry W.","Simmons, E. Denise","Davis, Henrietta","Janik, Jonathan S.","Reeves, Kenneth E.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Maher, David P.","Sullivan, Edward J.","Murphy, Brian","Toomey, Timothy J., Jr.","Decker, Marjorie C.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Janik, Jonathan S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Sullivan, Edward J.","Maher, David P.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Maher, David P.","Sullivan, Edward J.","Davis, Henrietta","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Maher, David P.","Sullivan, Edward J.","Davis, Henrietta","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Ward, Larry W.","Simmons, E. Denise","Moree, Gregg J.","Seidel, Sam","Toomey, Timothy J., Jr.","Decker, Marjorie C.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Kelley, Craig A.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Maher, David P.","Toomey, Timothy J., Jr.","Kelley, Craig A.","Podgers, Kathy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Kelley, Craig A.","Murphy, Brian","Davis, Henrietta","Reeves, Kenneth E.","Simmons, E. Denise","Moree, Gregg J.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Maher, David P.","Sullivan, Edward J.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Galluccio, Anthony D.","Sullivan, Edward J.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Davis, Henrietta","Decker, Marjorie C.","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Maher, David P.","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Ward, Larry W.","Janik, Jonathan S.","Podgers, Kathy","Davis, Henrietta","Simmons, E. Denise","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Davis, Henrietta","Decker, Marjorie C.","Murphy, Brian","Janik, Jonathan S.","Simmons, E. Denise","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Sullivan, Edward J.","Galluccio, Anthony D.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Moore, M. Kevin","Ward, Larry W.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Maher, David P.","Sullivan, Edward J.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Maher, David P.","Sullivan, Edward J.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Simmons, E. Denise","Davis, Henrietta","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Davis, Henrietta","Murphy, Brian","Reeves, Kenneth E.","Seidel, Sam","Kelley, Craig A.","Decker, Marjorie C.","Simmons, E. Denise","Toomey, Timothy J., Jr.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Sullivan, Edward J.","Janik, Jonathan S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Maher, David P.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Sullivan, Edward J.","Reeves, Kenneth E.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Simmons, E. Denise","Davis, Henrietta","Seidel, Sam","Ward, Larry W.",UWI,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Sullivan, Edward J.","Toomey, Timothy J., Jr.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Sullivan, Edward J.","Toomey, Timothy J., Jr.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Galluccio, Anthony D.","Toomey, Timothy J., Jr.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Reeves, Kenneth E.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Ward, Larry W.","Seidel, Sam","Murphy, Brian","Kelley, Craig A.","Davis, Henrietta","Janik, Jonathan S.","Simmons, E. Denise","Maher, David P.","Toomey, Timothy J., Jr.","Decker, Marjorie C.","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,9,17
"Maher, David P.","Sullivan, Edward J.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Kelley, Craig A.","Galluccio, Anthony D.","Moree, Gregg J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Kelley, Craig A.","Maher, David P.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Kelley, Craig A.","Decker, Marjorie C.","Davis, Henrietta","Moree, Gregg J.","Toomey, Timothy J., Jr.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Reeves, Kenneth E.","Decker, Marjorie C.","Davis, Henrietta","Simmons, E. Denise","Ward, Larry W.","Murphy, Brian","Maher, David P.","Kelley, Craig A.","Galluccio, Anthony D.","Janik, Jonathan S.","Podgers, Kathy","Seidel, Sam","Sullivan, Edward J.","Toomey, Timothy J., Jr.",skipped,skipped,9,17
"Kelley, Craig A.","Sullivan, Edward J.","Toomey, Timothy J., Jr.","Maher, David P.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Maher, David P.","Toomey, Timothy J., Jr.","Janik, Jonathan S.","Moree, Gregg J.","Sullivan, Edward J.","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Galluccio, Anthony D.","Kelley, Craig A.","Sullivan, Edward J.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Reeves, Kenneth E.","Simmons, E. Denise","Galluccio, Anthony D.","Davis, Henrietta","Moore, M. Kevin","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Maher, David P.","Toomey, Timothy J., Jr.","Galluccio, Anthony D.","Sullivan, Edward J.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Maher, David P.","Toomey, Timothy J., Jr.","Galluccio, Anthony D.",UWI,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Sullivan, Edward J.","Toomey, Timothy J., Jr.","Davis, Henrietta","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Decker, Marjorie C.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Decker, Marjorie C.","Kelley, Craig A.","Moree, Gregg J.","Murphy, Brian","Reeves, Kenneth E.","Seidel, Sam","Ward, Larry W.","Sullivan, Edward J.","Moore, M. Kevin","Simmons, E. Denise","Galluccio, Anthony D.","Janik, Jonathan S.","Davis, Henrietta","Maher, David P.",skipped,9,17
"Seidel, Sam","Davis, Henrietta","Moree, Gregg J.","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Janik, Jonathan S.","Decker, Marjorie C.","Podgers, Kathy","Seidel, Sam","Kelley, Craig A.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Simmons, E. Denise","Reeves, Kenneth E.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Sullivan, Edward J.","Maher, David P.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Maher, David P.","Decker, Marjorie C.","Davis, Henrietta","Toomey, Timothy J., Jr.","Murphy, Brian","Simmons, E. Denise","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Galluccio, Anthony D.","Reeves, Kenneth E.","Simmons, E. Denise","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Reeves, Kenneth E.","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Simmons, E. Denise","Seidel, Sam","Davis, Henrietta","Ward, Larry W.","Janik, Jonathan S.","Decker, Marjorie C.","Murphy, Brian","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Kelley, Craig A.","Seidel, Sam","Simmons, E. Denise","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Kelley, Craig A.","Decker, Marjorie C.","Davis, Henrietta","Seidel, Sam","Simmons, E. Denise","Ward, Larry W.","Janik, Jonathan S.","Murphy, Brian","Moore, M. Kevin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Maher, David P.","Toomey, Timothy J., Jr.","Sullivan, Edward J.","Simmons, E. Denise","Davis, Henrietta","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Sullivan, Edward J.","Maher, David P.","Toomey, Timothy J., Jr.","Simmons, E. Denise","Moore, M. Kevin","Murphy, Brian","Davis, Henrietta","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Murphy, Brian","Decker, Marjorie C.","Ward, Larry W.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Maher, David P.","Sullivan, Edward J.","Toomey, Timothy J., Jr.","Galluccio, Anthony D.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Toomey, Timothy J., Jr.","Davis, Henrietta","Kelley, Craig A.","Seidel, Sam","Maher, David P.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
