rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,numSeats,numCands
"Davis, Henrietta","Decker, Marjorie C.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Sullivan, Edward J.","Simmons, E. Denise","Decker, Marjorie C.","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Moore, M. Kevin","Decker, Marjorie C.","Janik, Jonathan S.","Sullivan, Edward J.","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Maher, David P.","Seidel, Sam","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Davis, Henrietta","Murphy, Brian","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Maher, David P.","Galluccio, Anthony D.","Sullivan, Edward J.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Maher, David P.","Murphy, Brian","Decker, Marjorie C.","Simmons, E. Denise","Kelley, Craig A.","Davis, Henrietta","Reeves, Kenneth E.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Galluccio, Anthony D.","Maher, David P.","Sullivan, Edward J.","Toomey, Timothy J., Jr.","Reeves, Kenneth E.","Podgers, Kathy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Sullivan, Edward J.","Maher, David P.","Kelley, Craig A.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Murphy, Brian","Decker, Marjorie C.","Davis, Henrietta","Kelley, Craig A.","Maher, David P.","Simmons, E. Denise","Seidel, Sam","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Murphy, Brian","Ward, Larry W.","Davis, Henrietta","Janik, Jonathan S.","Decker, Marjorie C.","Moore, M. Kevin","Simmons, E. Denise","Kelley, Craig A.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Murphy, Brian","Decker, Marjorie C.","Davis, Henrietta","Kelley, Craig A.","Seidel, Sam","Moore, M. Kevin","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Murphy, Brian","Ward, Larry W.","Janik, Jonathan S.","Davis, Henrietta","Decker, Marjorie C.","Moore, M. Kevin","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Ward, Larry W.","Davis, Henrietta","Seidel, Sam","Maher, David P.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Murphy, Brian","Davis, Henrietta","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Janik, Jonathan S.","Simmons, E. Denise","Maher, David P.","Murphy, Brian","Ward, Larry W.","Davis, Henrietta","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Maher, David P.","Murphy, Brian","Toomey, Timothy J., Jr.","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Maher, David P.","Galluccio, Anthony D.","Decker, Marjorie C.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Galluccio, Anthony D.","Decker, Marjorie C.","Seidel, Sam","Simmons, E. Denise","Toomey, Timothy J., Jr.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Seidel, Sam","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Maher, David P.","Murphy, Brian","Simmons, E. Denise","Sullivan, Edward J.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Kelley, Craig A.","Podgers, Kathy","Toomey, Timothy J., Jr.","Davis, Henrietta","Maher, David P.","Simmons, E. Denise","Galluccio, Anthony D.","Sullivan, Edward J.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Moree, Gregg J.","Decker, Marjorie C.","Davis, Henrietta","Simmons, E. Denise","Toomey, Timothy J., Jr.","Sullivan, Edward J.","Kelley, Craig A.","Maher, David P.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Decker, Marjorie C.","Davis, Henrietta","Murphy, Brian","Simmons, E. Denise","Seidel, Sam","Toomey, Timothy J., Jr.","Ward, Larry W.","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Reeves, Kenneth E.","Decker, Marjorie C.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Maher, David P.","Seidel, Sam","Davis, Henrietta","Galluccio, Anthony D.","Decker, Marjorie C.","Simmons, E. Denise","Janik, Jonathan S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Maher, David P.","Moore, M. Kevin","Moree, Gregg J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Davis, Henrietta","Seidel, Sam","Kelley, Craig A.","Reeves, Kenneth E.","Simmons, E. Denise","Toomey, Timothy J., Jr.","Maher, David P.","Ward, Larry W.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Reeves, Kenneth E.","Simmons, E. Denise","Janik, Jonathan S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Decker, Marjorie C.","Reeves, Kenneth E.","Simmons, E. Denise","Sullivan, Edward J.","Toomey, Timothy J., Jr.","Davis, Henrietta","Maher, David P.","Murphy, Brian","Kelley, Craig A.","Galluccio, Anthony D.","Ward, Larry W.","Seidel, Sam","Moree, Gregg J.","Janik, Jonathan S.",skipped,skipped,9,17
"Ward, Larry W.","Davis, Henrietta","Decker, Marjorie C.","Murphy, Brian","Maher, David P.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Maher, David P.","Galluccio, Anthony D.","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Davis, Henrietta","Decker, Marjorie C.","Kelley, Craig A.","Murphy, Brian","Janik, Jonathan S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Ward, Larry W.","Davis, Henrietta","Decker, Marjorie C.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Decker, Marjorie C.","Reeves, Kenneth E.","Moore, M. Kevin","Simmons, E. Denise","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Davis, Henrietta","Decker, Marjorie C.","Janik, Jonathan S.","Murphy, Brian","Seidel, Sam","Ward, Larry W.","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Reeves, Kenneth E.","Seidel, Sam","Decker, Marjorie C.","Davis, Henrietta","Kelley, Craig A.","Toomey, Timothy J., Jr.","Murphy, Brian","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Murphy, Brian","Ward, Larry W.","Seidel, Sam","Davis, Henrietta",UWI,"Decker, Marjorie C.","Moore, M. Kevin","Sullivan, Edward J.","Janik, Jonathan S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Janik, Jonathan S.","Galluccio, Anthony D.","Podgers, Kathy","Moore, M. Kevin","Ward, Larry W.","Sullivan, Edward J.","Seidel, Sam","Moree, Gregg J.","Simmons, E. Denise","Davis, Henrietta","Decker, Marjorie C.","Kelley, Craig A.","Maher, David P.","Murphy, Brian","Toomey, Timothy J., Jr.",Write-In 1,9,17
"Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Murphy, Brian","Reeves, Kenneth E.","Decker, Marjorie C.","Seidel, Sam","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Maher, David P.","Sullivan, Edward J.","Toomey, Timothy J., Jr.","Davis, Henrietta","Galluccio, Anthony D.","Janik, Jonathan S.","Murphy, Brian","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Ward, Larry W.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Murphy, Brian","Sullivan, Edward J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Maher, David P.","Davis, Henrietta","Decker, Marjorie C.","Reeves, Kenneth E.","Simmons, E. Denise","Toomey, Timothy J., Jr.","Janik, Jonathan S.","Moore, M. Kevin","Murphy, Brian","Seidel, Sam","Sullivan, Edward J.","Galluccio, Anthony D.","Kelley, Craig A.","Moree, Gregg J.","Ward, Larry W.",skipped,9,17
"Simmons, E. Denise","Kelley, Craig A.","Seidel, Sam","Maher, David P.","Ward, Larry W.",UWI,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Maher, David P.","Kelley, Craig A.","Toomey, Timothy J., Jr.","Sullivan, Edward J.","Decker, Marjorie C.","Davis, Henrietta","Moore, M. Kevin","Seidel, Sam","Murphy, Brian","Ward, Larry W.","Janik, Jonathan S.","Podgers, Kathy","Simmons, E. Denise","Reeves, Kenneth E.","Moree, Gregg J.",skipped,9,17
"Galluccio, Anthony D.","Maher, David P.","Reeves, Kenneth E.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Galluccio, Anthony D.","Sullivan, Edward J.","Toomey, Timothy J., Jr.","Murphy, Brian","Maher, David P.","Seidel, Sam","Podgers, Kathy","Moree, Gregg J.","Moore, M. Kevin","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Murphy, Brian","Seidel, Sam","Janik, Jonathan S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Murphy, Brian","Davis, Henrietta","Kelley, Craig A.","Simmons, E. Denise","Ward, Larry W.","Seidel, Sam","Janik, Jonathan S.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Reeves, Kenneth E.","Maher, David P.","Kelley, Craig A.","Ward, Larry W.","Sullivan, Edward J.","Seidel, Sam","Galluccio, Anthony D.","Davis, Henrietta","Toomey, Timothy J., Jr.","Janik, Jonathan S.",skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Janik, Jonathan S.","Murphy, Brian","Seidel, Sam","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Janik, Jonathan S.","Murphy, Brian","Seidel, Sam","Davis, Henrietta","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Simmons, E. Denise","Davis, Henrietta","Kelley, Craig A.","Murphy, Brian","Seidel, Sam","Toomey, Timothy J., Jr.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Decker, Marjorie C.","Seidel, Sam","Moore, M. Kevin","Moree, Gregg J.","Murphy, Brian","Podgers, Kathy","Simmons, E. Denise","Sullivan, Edward J.","Toomey, Timothy J., Jr.","Reeves, Kenneth E.","Davis, Henrietta","Galluccio, Anthony D.","Janik, Jonathan S.","Kelley, Craig A.","Maher, David P.","Ward, Larry W.",9,17
"Murphy, Brian","Decker, Marjorie C.","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Murphy, Brian","Davis, Henrietta","Galluccio, Anthony D.","Seidel, Sam","Decker, Marjorie C.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Reeves, Kenneth E.","Davis, Henrietta","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Davis, Henrietta","Kelley, Craig A.","Reeves, Kenneth E.","Simmons, E. Denise","Toomey, Timothy J., Jr.","Ward, Larry W.","Murphy, Brian","Podgers, Kathy","Seidel, Sam","Janik, Jonathan S.","Maher, David P.","Moore, M. Kevin",skipped,skipped,skipped,skipped,9,17
"Davis, Henrietta","Murphy, Brian","Simmons, E. Denise","Seidel, Sam","Decker, Marjorie C.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Murphy, Brian","Davis, Henrietta","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Murphy, Brian","Davis, Henrietta","Seidel, Sam","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Reeves, Kenneth E.","Maher, David P.","Sullivan, Edward J.","Decker, Marjorie C.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Simmons, E. Denise","Decker, Marjorie C.","Davis, Henrietta","Murphy, Brian","Kelley, Craig A.","Galluccio, Anthony D.","Podgers, Kathy","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Simmons, E. Denise","Galluccio, Anthony D.","Kelley, Craig A.","Davis, Henrietta","Decker, Marjorie C.","Toomey, Timothy J., Jr.","Reeves, Kenneth E.","Murphy, Brian","Maher, David P.","Moore, M. Kevin","Seidel, Sam","Sullivan, Edward J.",skipped,skipped,skipped,skipped,9,17
"Davis, Henrietta","Murphy, Brian","Reeves, Kenneth E.","Seidel, Sam","Janik, Jonathan S.","Simmons, E. Denise","Kelley, Craig A.","Decker, Marjorie C.","Moore, M. Kevin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Kelley, Craig A.","Murphy, Brian","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Murphy, Brian","Davis, Henrietta","Decker, Marjorie C.","Kelley, Craig A.","Janik, Jonathan S.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Murphy, Brian","Davis, Henrietta","Decker, Marjorie C.","Janik, Jonathan S.","Kelley, Craig A.","Seidel, Sam","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Seidel, Sam","Kelley, Craig A.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Galluccio, Anthony D.","Decker, Marjorie C.","Murphy, Brian","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Davis, Henrietta","Toomey, Timothy J., Jr.","Galluccio, Anthony D.","Murphy, Brian","Maher, David P.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Kelley, Craig A.","Seidel, Sam","Galluccio, Anthony D.","Murphy, Brian","Davis, Henrietta","Reeves, Kenneth E.","Toomey, Timothy J., Jr.","Decker, Marjorie C.","Ward, Larry W.","Simmons, E. Denise","Maher, David P.","Moore, M. Kevin","Moree, Gregg J.","Janik, Jonathan S.","Podgers, Kathy","Sullivan, Edward J.",9,17
"Seidel, Sam","Janik, Jonathan S.","Sullivan, Edward J.","Ward, Larry W.","Galluccio, Anthony D.","Moore, M. Kevin","Moree, Gregg J.","Podgers, Kathy","Murphy, Brian","Maher, David P.","Kelley, Craig A.","Decker, Marjorie C.","Davis, Henrietta","Simmons, E. Denise","Toomey, Timothy J., Jr.","Reeves, Kenneth E.",9,17
"Galluccio, Anthony D.","Murphy, Brian","Simmons, E. Denise","Toomey, Timothy J., Jr.","Davis, Henrietta","Decker, Marjorie C.","Kelley, Craig A.","Maher, David P.","Moree, Gregg J.","Podgers, Kathy","Seidel, Sam","Sullivan, Edward J.","Ward, Larry W.","Janik, Jonathan S.","Moore, M. Kevin","Reeves, Kenneth E.",9,17
"Janik, Jonathan S.","Seidel, Sam","Ward, Larry W.","Maher, David P.","Kelley, Craig A.","Galluccio, Anthony D.","Sullivan, Edward J.","Toomey, Timothy J., Jr.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Reeves, Kenneth E.","Murphy, Brian","Decker, Marjorie C.","Galluccio, Anthony D.","Seidel, Sam","Davis, Henrietta","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Murphy, Brian","Simmons, E. Denise","Decker, Marjorie C.","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Decker, Marjorie C.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Murphy, Brian","Davis, Henrietta","Kelley, Craig A.","Decker, Marjorie C.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Murphy, Brian","Kelley, Craig A.","Decker, Marjorie C.","Ward, Larry W.","Seidel, Sam","Janik, Jonathan S.","Simmons, E. Denise","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Decker, Marjorie C.","Ward, Larry W.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Murphy, Brian","Davis, Henrietta","Decker, Marjorie C.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Murphy, Brian","Davis, Henrietta","Simmons, E. Denise","Toomey, Timothy J., Jr.","Janik, Jonathan S.","Seidel, Sam","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Murphy, Brian","Davis, Henrietta","Decker, Marjorie C.","Ward, Larry W.","Kelley, Craig A.","Seidel, Sam","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Reeves, Kenneth E.","Toomey, Timothy J., Jr.","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Murphy, Brian","Seidel, Sam","Davis, Henrietta","Ward, Larry W.","Decker, Marjorie C.","Janik, Jonathan S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Murphy, Brian","Seidel, Sam","Decker, Marjorie C.","Janik, Jonathan S.","Ward, Larry W.","Kelley, Craig A.","Simmons, E. Denise","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Decker, Marjorie C.","Reeves, Kenneth E.","Simmons, E. Denise","Murphy, Brian","Galluccio, Anthony D.","Davis, Henrietta","Toomey, Timothy J., Jr.","Podgers, Kathy","Seidel, Sam","Kelley, Craig A.","Maher, David P.","Janik, Jonathan S.","Sullivan, Edward J.","Ward, Larry W.","Moore, M. Kevin","Moree, Gregg J.",9,17
"Simmons, E. Denise","Ward, Larry W.","Davis, Henrietta","Moore, M. Kevin","Kelley, Craig A.","Decker, Marjorie C.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Murphy, Brian","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Decker, Marjorie C.","Galluccio, Anthony D.","Reeves, Kenneth E.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Podgers, Kathy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Seidel, Sam","Kelley, Craig A.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Seidel, Sam","Ward, Larry W.","Murphy, Brian","Maher, David P.","Davis, Henrietta","Decker, Marjorie C.","Kelley, Craig A.","Simmons, E. Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Janik, Jonathan S.","Davis, Henrietta","Simmons, E. Denise","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Decker, Marjorie C.","Davis, Henrietta","Sullivan, Edward J.","Ward, Larry W.","Galluccio, Anthony D.","Maher, David P.","Toomey, Timothy J., Jr.","Janik, Jonathan S.","Kelley, Craig A.","Moore, M. Kevin","Moree, Gregg J.","Murphy, Brian","Podgers, Kathy","Reeves, Kenneth E.","Seidel, Sam","Simmons, E. Denise",9,17
"Davis, Henrietta","Simmons, E. Denise","Murphy, Brian","Decker, Marjorie C.","Ward, Larry W.","Seidel, Sam","Sullivan, Edward J.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Decker, Marjorie C.","Murphy, Brian","Kelley, Craig A.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Seidel, Sam","Decker, Marjorie C.","Davis, Henrietta","Galluccio, Anthony D.","Kelley, Craig A.","Toomey, Timothy J., Jr.","Simmons, E. Denise","Reeves, Kenneth E.","Murphy, Brian","Moree, Gregg J.","Moore, M. Kevin","Janik, Jonathan S.","Sullivan, Edward J.","Ward, Larry W.","Maher, David P.","Podgers, Kathy",9,17
"Davis, Henrietta","Murphy, Brian","Simmons, E. Denise","Seidel, Sam","Moore, M. Kevin","Ward, Larry W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Davis, Henrietta","Decker, Marjorie C.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Galluccio, Anthony D.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Galluccio, Anthony D.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Ward, Larry W.","Decker, Marjorie C.","Davis, Henrietta","Simmons, E. Denise","Kelley, Craig A.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Maher, David P.","Murphy, Brian","Seidel, Sam","Davis, Henrietta","Reeves, Kenneth E.","Simmons, E. Denise","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Decker, Marjorie C.","Davis, Henrietta","Galluccio, Anthony D.","Maher, David P.","Murphy, Brian","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Seidel, Sam","Maher, David P.","Galluccio, Anthony D.","Decker, Marjorie C.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Maher, David P.","Murphy, Brian","Galluccio, Anthony D.","Davis, Henrietta","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Maher, David P.","Murphy, Brian","Galluccio, Anthony D.","Davis, Henrietta","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Murphy, Brian","Janik, Jonathan S.","Decker, Marjorie C.","Davis, Henrietta","Kelley, Craig A.","Ward, Larry W.","Simmons, E. Denise","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Decker, Marjorie C.","Seidel, Sam","Kelley, Craig A.","Simmons, E. Denise","Murphy, Brian","Toomey, Timothy J., Jr.","Davis, Henrietta","Ward, Larry W.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Murphy, Brian","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Decker, Marjorie C.","Davis, Henrietta","Reeves, Kenneth E.","Ward, Larry W.","Maher, David P.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Seidel, Sam","Kelley, Craig A.","Davis, Henrietta","Decker, Marjorie C.","Simmons, E. Denise","Ward, Larry W.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Ward, Larry W.","Kelley, Craig A.","Reeves, Kenneth E.","Murphy, Brian","Davis, Henrietta","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Seidel, Sam","Galluccio, Anthony D.","Decker, Marjorie C.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
"Reeves, Kenneth E.","Murphy, Brian","Kelley, Craig A.","Simmons, E. Denise","Ward, Larry W.","Moore, M. Kevin","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,9,17
